City_Rank_by_Population(2021),State,State_Abbrieviation,City,Observation_Date,Median_Household_Income_Not_Seasonally_Adjusted_(weighted)_SAIPE,Estimated_Median_Household_Income_ACS,Estimated_Mean_Household_Income_ACS,Estimated_Median_Household_Income_Families_ACS,Estimated_Mean_Household_Income_Families_ACS,Estimated_Median_Household_Income_Married_Couples_ACS,Estimated_Mean_Household_Income_Married_Couples_ACS,Estimated_Median_Household_Income_Nonfamilies_ACS,Estimated_Mean_Household_Income_Nonfamilies_ACS,2021_estimated_population,2020_census,
23,District of Columbia,DC,Washington,1/1/2021," $90,640.00 "," $90,088.00 "," $138,856.00 "," $136,184.00 "," $192,346.00 "," $215,121.00 ",," $76,236.00 "," $100,084.00 ",670050,689545,
24,Massachusetts,MA,Boston,1/1/2011," $49,033.00 "," $49,081.00 "," $75,394.00 "," $55,857.00 "," $92,373.00 "," $92,165.00 "," $130,563.00 "," $40,068.00 "," $58,387.00 ",654776,675647,
24,Massachusetts,MA,Boston,1/1/2012," $50,884.00 "," $51,642.00 "," $78,360.00 "," $59,367.00 "," $86,960.00 "," $93,669.00 "," $122,593.00 "," $42,541.00 "," $68,370.00 ",654776,675647,
24,Massachusetts,MA,Boston,1/1/2013," $54,164.00 "," $53,583.00 "," $81,062.00 "," $59,702.00 "," $92,576.00 "," $96,911.00 "," $132,591.00 "," $46,523.00 "," $68,103.00 ",654776,675647,
24,Massachusetts,MA,Boston,1/1/2014," $54,280.00 ",,,,,,,,,654776,675647,
24,Massachusetts,MA,Boston,1/1/2015," $56,530.00 "," $58,263.00 "," $90,703.00 "," $65,083.00 "," $103,034.00 "," $104,724.00 "," $143,824.00 "," $51,014.00 "," $77,216.00 ",654776,675647,
24,Massachusetts,MA,Boston,1/1/2016," $61,367.00 "," $63,621.00 "," $96,086.00 "," $71,103.00 "," $112,512.00 "," $115,734.00 ",," $53,327.00 "," $78,198.00 ",654776,675647,
24,Massachusetts,MA,Boston,1/1/2017," $65,999.00 "," $66,758.00 "," $100,760.00 "," $76,603.00 "," $117,706.00 "," $116,256.00 "," $160,188.00 "," $55,011.00 "," $82,336.00 ",654776,675647,
24,Massachusetts,MA,Boston,1/1/2018," $68,743.00 "," $71,834.00 "," $105,199.00 "," $85,934.00 "," $126,008.00 "," $117,224.00 ",," $56,654.00 "," $83,476.00 ",654776,675647,
24,Massachusetts,MA,Boston,1/1/2019," $75,843.00 "," $79,018.00 "," $119,446.00 "," $95,885.00 "," $140,870.00 "," $146,181.00 "," $188,165.00 "," $62,028.00 "," $95,566.00 ",654776,675647,
24,Massachusetts,MA,Boston,1/1/2020," $85,221.00 "," $76,298.00 "," $113,307.00 "," $89,270.00 "," $133,462.00 "," $131,782.00 "," $177,107.00 "," $61,649.00 "," $91,219.00 ",654776,675647,
24,Massachusetts,MA,Boston,1/1/2021,," $79,283.00 "," $118,655.00 "," $92,973.00 "," $137,708.00 "," $127,649.00 "," $177,099.00 "," $66,320.00 "," $100,420.00 ",654776,675647,
25,Nevada,NV,Las Vegas,1/1/2011," $48,343.00 "," $46,995.00 "," $64,288.00 "," $54,664.00 "," $73,095.00 "," $66,684.00 "," $84,809.00 "," $32,482.00 "," $44,442.00 ",646790,641903,
25,Nevada,NV,Las Vegas,1/1/2012," $49,583.00 "," $47,415.00 "," $64,721.00 "," $55,084.00 "," $74,395.00 "," $66,200.00 "," $85,383.00 "," $33,061.00 "," $44,928.00 ",646790,641903,
25,Nevada,NV,Las Vegas,1/1/2013," $51,071.00 "," $49,289.00 "," $66,145.00 "," $55,552.00 "," $74,774.00 "," $66,825.00 "," $89,555.00 "," $32,422.00 "," $45,842.00 ",646790,641903,
25,Nevada,NV,Las Vegas,1/1/2014," $51,241.00 "," $50,291.00 "," $66,008.00 "," $60,473.00 "," $75,908.00 "," $73,228.00 "," $91,582.00 "," $32,487.00 "," $45,273.00 ",646790,641903,
25,Nevada,NV,Las Vegas,1/1/2015," $51,624.00 "," $49,676.00 "," $69,202.00 "," $60,270.00 "," $77,718.00 "," $73,658.00 "," $92,889.00 "," $33,419.00 "," $51,758.00 ",646790,641903,
25,Nevada,NV,Las Vegas,1/1/2016," $54,455.00 "," $51,115.00 "," $70,491.00 "," $61,976.00 "," $82,888.00 "," $76,720.00 "," $97,955.00 "," $33,340.00 "," $46,734.00 ",646790,641903,
25,Nevada,NV,Las Vegas,1/1/2017," $57,217.00 "," $56,699.00 "," $78,406.00 "," $67,201.00 "," $89,831.00 "," $82,835.00 "," $106,449.00 "," $36,294.00 "," $52,271.00 ",646790,641903,
25,Nevada,NV,Las Vegas,1/1/2018," $57,155.00 "," $53,575.00 "," $80,771.00 "," $69,526.00 "," $97,130.00 "," $84,705.00 "," $112,629.00 "," $33,760.00 "," $51,148.00 ",646790,641903,
25,Nevada,NV,Las Vegas,1/1/2019," $62,131.00 "," $58,713.00 "," $81,935.00 "," $72,368.00 "," $97,094.00 "," $83,895.00 "," $114,985.00 "," $36,839.00 "," $52,182.00 ",646790,641903,
25,Nevada,NV,Las Vegas,1/1/2020," $62,496.00 "," $58,377.00 "," $81,840.00 "," $71,684.00 "," $95,426.00 "," $85,670.00 "," $112,737.00 "," $37,389.00 "," $54,875.00 ",646790,641903,
25,Nevada,NV,Las Vegas,1/1/2021,," $59,746.00 "," $84,820.00 "," $75,088.00 "," $100,540.00 "," $87,754.00 "," $117,648.00 "," $36,725.00 "," $55,282.00 ",646790,641903,
26,Oregon,OR,Portland,1/1/2011," $46,989.00 "," $47,033.00 "," $67,443.00 "," $63,405.00 "," $85,875.00 "," $75,514.00 "," $101,048.00 "," $34,836.00 "," $46,567.00 ",641162,652503,
26,Oregon,OR,Portland,1/1/2012," $51,580.00 "," $52,158.00 "," $72,186.00 "," $68,741.00 "," $89,151.00 "," $82,538.00 "," $104,559.00 "," $35,712.00 "," $50,693.00 ",641162,652503,
26,Oregon,OR,Portland,1/1/2013," $53,624.00 "," $55,571.00 "," $76,925.00 "," $71,933.00 "," $94,256.00 "," $88,088.00 "," $112,092.00 "," $38,097.00 "," $56,046.00 ",641162,652503,
26,Oregon,OR,Portland,1/1/2014," $53,519.00 "," $54,624.00 "," $77,277.00 "," $70,921.00 "," $96,289.00 "," $88,198.00 "," $114,684.00 "," $37,680.00 "," $53,620.00 ",641162,652503,
26,Oregon,OR,Portland,1/1/2015," $58,764.00 "," $60,892.00 "," $82,297.00 "," $78,527.00 "," $101,031.00 "," $92,312.00 "," $118,945.00 "," $42,708.00 "," $60,264.00 ",641162,652503,
26,Oregon,OR,Portland,1/1/2016," $62,292.00 "," $62,127.00 "," $87,413.00 "," $80,758.00 "," $106,422.00 "," $100,512.00 "," $124,143.00 "," $45,511.00 "," $63,406.00 ",641162,652503,
26,Oregon,OR,Portland,1/1/2017," $63,587.00 "," $66,187.00 "," $88,967.00 "," $85,262.00 "," $110,667.00 "," $101,000.00 "," $127,949.00 "," $45,988.00 "," $62,165.00 ",641162,652503,
26,Oregon,OR,Portland,1/1/2018," $70,756.00 "," $73,097.00 "," $98,976.00 "," $97,385.00 "," $126,451.00 "," $112,642.00 ",," $49,487.00 "," $67,945.00 ",641162,652503,
26,Oregon,OR,Portland,1/1/2019," $72,469.00 "," $76,231.00 "," $102,010.00 "," $100,589.00 "," $127,467.00 "," $120,152.00 ",," $54,538.00 "," $73,167.00 ",641162,652503,
26,Oregon,OR,Portland,1/1/2020," $74,707.00 "," $73,159.00 "," $100,369.00 "," $96,975.00 "," $125,271.00 "," $114,686.00 "," $144,319.00 "," $52,247.00 "," $71,301.00 ",641162,652503,
26,Oregon,OR,Portland,1/1/2021,," $79,057.00 "," $108,391.00 "," $104,230.00 "," $138,450.00 "," $127,607.00 "," $156,891.00 "," $55,849.00 "," $76,193.00 ",641162,652503,
27,Michigan,MI,Detroit,1/1/2011," $38,479.00 "," $25,193.00 "," $35,709.00 "," $30,524.00 "," $40,860.00 "," $49,110.00 "," $59,582.00 "," $18,345.00 "," $27,238.00 ",632464,639111,
27,Michigan,MI,Detroit,1/1/2012," $39,461.00 "," $23,600.00 "," $35,538.00 "," $29,272.00 "," $41,553.00 "," $49,288.00 "," $60,041.00 "," $17,248.00 "," $25,782.00 ",632464,639111,
27,Michigan,MI,Detroit,1/1/2013," $40,485.00 "," $24,820.00 "," $36,381.00 "," $30,273.00 "," $42,790.00 "," $51,689.00 "," $63,733.00 "," $16,767.00 "," $25,824.00 ",632464,639111,
27,Michigan,MI,Detroit,1/1/2014," $41,434.00 "," $25,769.00 "," $36,776.00 "," $31,078.00 "," $42,314.00 "," $49,508.00 "," $61,429.00 "," $18,082.00 "," $27,672.00 ",632464,639111,
27,Michigan,MI,Detroit,1/1/2015," $41,585.00 "," $25,980.00 "," $38,475.00 "," $30,209.00 "," $42,750.00 "," $50,354.00 "," $64,953.00 "," $19,455.00 "," $31,246.00 ",632464,639111,
27,Michigan,MI,Detroit,1/1/2016," $43,570.00 "," $28,099.00 "," $40,705.00 "," $34,113.00 "," $46,791.00 "," $52,540.00 "," $67,176.00 "," $20,170.00 "," $30,973.00 ",632464,639111,
27,Michigan,MI,Detroit,1/1/2017," $45,182.00 "," $30,344.00 "," $42,401.00 "," $36,939.00 "," $50,665.00 "," $55,858.00 "," $75,780.00 "," $20,445.00 "," $30,246.00 ",632464,639111,
27,Michigan,MI,Detroit,1/1/2018," $46,440.00 "," $31,283.00 "," $43,610.00 "," $36,842.00 "," $49,646.00 "," $57,077.00 "," $72,156.00 "," $23,133.00 "," $34,620.00 ",632464,639111,
27,Michigan,MI,Detroit,1/1/2019," $50,753.00 "," $33,965.00 "," $49,842.00 "," $40,529.00 "," $55,497.00 "," $62,357.00 "," $79,081.00 "," $26,607.00 "," $41,391.00 ",632464,639111,
27,Michigan,MI,Detroit,1/1/2020," $51,777.00 "," $32,498.00 "," $46,474.00 "," $40,138.00 "," $53,733.00 "," $60,535.00 "," $76,113.00 "," $23,484.00 "," $35,943.00 ",632464,639111,
27,Michigan,MI,Detroit,1/1/2021,," $36,140.00 "," $52,157.00 "," $42,577.00 "," $60,267.00 "," $67,804.00 "," $86,881.00 "," $26,359.00 "," $39,542.00 ",632464,639111,
28,Kentucky,KY,Louisville,1/1/2011," $45,407.00 ",,,,,,,,,628594,633045,
28,Kentucky,KY,Louisville,1/1/2012," $45,913.00 ",,,,,,,,,628594,633045,
28,Kentucky,KY,Louisville,1/1/2013," $47,495.00 ",,,,,,,,,628594,633045,
28,Kentucky,KY,Louisville,1/1/2014," $48,264.00 ",,,,,,,,,628594,633045,
28,Kentucky,KY,Louisville,1/1/2015," $51,230.00 ",,,,,,,,,628594,633045,
28,Kentucky,KY,Louisville,1/1/2016," $52,008.00 ",,,,,,,,,628594,633045,
28,Kentucky,KY,Louisville,1/1/2017," $54,977.00 ",,,,,,,,,628594,633045,
28,Kentucky,KY,Louisville,1/1/2018," $55,860.00 ",,,,,,,,,628594,633045,
28,Kentucky,KY,Louisville,1/1/2019," $59,025.00 ",,,,,,,,,628594,633045,
28,Kentucky,KY,Louisville,1/1/2020," $62,067.00 ",,,,,,,,,628594,633045,
29,Tennessee,TN,Memphis,1/1/2011," $44,051.00 "," $34,960.00 "," $51,105.00 "," $40,781.00 "," $60,207.00 "," $63,667.00 "," $90,424.00 "," $27,514.00 "," $36,719.00 ",628127,633104,
29,Tennessee,TN,Memphis,1/1/2012," $44,382.00 "," $33,563.00 "," $50,933.00 "," $41,594.00 "," $60,131.00 "," $66,552.00 "," $88,178.00 "," $25,354.00 "," $35,850.00 ",628127,633104,
29,Tennessee,TN,Memphis,1/1/2013," $45,067.00 "," $36,722.00 "," $55,798.00 "," $42,089.00 "," $66,907.00 "," $69,344.00 "," $99,153.00 "," $27,511.00 "," $38,558.00 ",628127,633104,
29,Tennessee,TN,Memphis,1/1/2014," $44,015.00 "," $34,704.00 "," $52,479.00 "," $40,864.00 "," $61,837.00 "," $67,636.00 "," $92,176.00 "," $26,703.00 "," $37,762.00 ",628127,633104,
29,Tennessee,TN,Memphis,1/1/2015," $46,998.00 "," $36,908.00 "," $56,210.00 "," $42,879.00 "," $66,000.00 "," $70,083.00 "," $95,406.00 "," $26,853.00 "," $40,486.00 ",628127,633104,
29,Tennessee,TN,Memphis,1/1/2016," $47,639.00 "," $38,826.00 "," $57,015.00 "," $45,791.00 "," $67,163.00 "," $71,730.00 "," $96,979.00 "," $29,281.00 "," $41,401.00 ",628127,633104,
29,Tennessee,TN,Memphis,1/1/2017," $49,563.00 "," $39,333.00 "," $59,458.00 "," $46,985.00 "," $73,420.00 "," $69,154.00 "," $107,674.00 "," $27,670.00 "," $39,215.00 ",628127,633104,
29,Tennessee,TN,Memphis,1/1/2018," $47,924.00 "," $37,199.00 "," $58,145.00 "," $48,627.00 "," $71,593.00 "," $72,591.00 "," $100,603.00 "," $26,638.00 "," $40,250.00 ",628127,633104,
29,Tennessee,TN,Memphis,1/1/2019," $52,659.00 "," $43,794.00 "," $66,404.00 "," $54,519.00 "," $81,783.00 "," $80,428.00 "," $114,041.00 "," $30,951.00 "," $44,195.00 ",628127,633104,
29,Tennessee,TN,Memphis,1/1/2020," $50,870.00 "," $41,864.00 "," $64,439.00 "," $51,954.00 "," $79,341.00 "," $80,043.00 "," $113,751.00 "," $30,493.00 "," $43,062.00 ",628127,633104,
29,Tennessee,TN,Memphis,1/1/2021,," $44,317.00 "," $68,465.00 "," $53,958.00 "," $82,694.00 "," $80,959.00 "," $115,137.00 "," $34,107.00 "," $47,741.00 ",628127,633104,
30,Maryland,MD,Baltimore,1/1/2011," $38,478.00 "," $38,721.00 "," $54,290.00 "," $47,247.00 "," $63,730.00 "," $69,425.00 "," $90,245.00 "," $28,777.00 "," $42,505.00 ",576498,585708,
30,Maryland,MD,Baltimore,1/1/2012," $39,077.00 "," $39,241.00 "," $55,699.00 "," $47,070.00 "," $66,508.00 "," $74,669.00 "," $97,139.00 "," $28,926.00 "," $42,435.00 ",576498,585708,
30,Maryland,MD,Baltimore,1/1/2013," $41,988.00 "," $42,266.00 "," $62,494.00 "," $51,303.00 "," $76,749.00 "," $78,552.00 "," $109,724.00 "," $30,933.00 "," $46,509.00 ",576498,585708,
30,Maryland,MD,Baltimore,1/1/2014," $41,895.00 ",,,,,,,,,576498,585708,
30,Maryland,MD,Baltimore,1/1/2015," $43,192.00 "," $44,165.00 "," $65,437.00 "," $53,340.00 "," $76,543.00 "," $82,114.00 "," $109,451.00 "," $31,431.00 "," $49,329.00 ",576498,585708,
30,Maryland,MD,Baltimore,1/1/2016," $46,604.00 "," $47,350.00 "," $69,831.00 "," $57,669.00 "," $83,839.00 "," $92,621.00 "," $123,147.00 "," $35,342.00 "," $53,209.00 ",576498,585708,
30,Maryland,MD,Baltimore,1/1/2017," $46,762.00 "," $47,131.00 "," $69,676.00 "," $58,613.00 "," $83,695.00 "," $97,084.00 "," $120,696.00 "," $35,393.00 "," $52,667.00 ",576498,585708,
30,Maryland,MD,Baltimore,1/1/2018," $50,501.00 "," $51,000.00 "," $74,942.00 "," $65,702.00 "," $93,222.00 "," $92,547.00 "," $126,421.00 "," $38,052.00 "," $54,382.00 ",576498,585708,
30,Maryland,MD,Baltimore,1/1/2019," $49,780.00 "," $50,177.00 "," $75,522.00 "," $65,518.00 "," $92,197.00 "," $101,879.00 "," $129,260.00 "," $37,905.00 "," $57,104.00 ",576498,585708,
30,Maryland,MD,Baltimore,1/1/2020," $51,485.00 "," $52,164.00 "," $76,395.00 "," $64,814.00 "," $93,117.00 "," $99,787.00 "," $131,158.00 "," $39,140.00 "," $57,427.00 ",576498,585708,
30,Maryland,MD,Baltimore,1/1/2021,," $54,652.00 "," $78,472.00 "," $68,178.00 "," $99,213.00 "," $108,699.00 ",," $42,065.00 "," $57,176.00 ",576498,585708,
31,Wisconsin,WI,Milwaukee,1/1/2011," $40,780.00 "," $33,122.00 "," $44,924.00 "," $37,395.00 "," $50,773.00 "," $60,004.00 "," $72,158.00 "," $25,863.00 "," $35,409.00 ",569330,577222,
31,Wisconsin,WI,Milwaukee,1/1/2012," $42,434.00 "," $34,042.00 "," $46,852.00 "," $40,744.00 "," $53,914.00 "," $66,016.00 "," $76,338.00 "," $25,008.00 "," $35,426.00 ",569330,577222,
31,Wisconsin,WI,Milwaukee,1/1/2013," $42,058.00 "," $35,186.00 "," $47,964.00 "," $39,772.00 "," $52,920.00 "," $63,212.00 "," $75,423.00 "," $30,005.00 "," $39,522.00 ",569330,577222,
31,Wisconsin,WI,Milwaukee,1/1/2014," $42,946.00 "," $35,049.00 "," $49,923.00 "," $39,890.00 "," $56,185.00 "," $66,197.00 "," $81,643.00 "," $27,155.00 "," $39,468.00 ",569330,577222,
31,Wisconsin,WI,Milwaukee,1/1/2015," $45,905.00 "," $37,495.00 "," $51,585.00 "," $43,146.00 "," $58,906.00 "," $66,787.00 "," $80,750.00 "," $29,692.00 "," $41,117.00 ",569330,577222,
31,Wisconsin,WI,Milwaukee,1/1/2016," $47,666.00 "," $38,097.00 "," $53,155.00 "," $45,806.00 "," $61,980.00 "," $70,589.00 "," $85,614.00 "," $27,653.00 "," $39,229.00 ",569330,577222,
31,Wisconsin,WI,Milwaukee,1/1/2017," $47,795.00 "," $39,098.00 "," $53,333.00 "," $46,302.00 "," $63,013.00 "," $72,430.00 "," $86,192.00 "," $29,343.00 "," $39,685.00 ",569330,577222,
31,Wisconsin,WI,Milwaukee,1/1/2018," $49,771.00 "," $42,087.00 "," $57,343.00 "," $48,972.00 "," $66,367.00 "," $72,864.00 "," $89,639.00 "," $30,904.00 "," $42,922.00 ",569330,577222,
31,Wisconsin,WI,Milwaukee,1/1/2019," $53,505.00 "," $44,192.00 "," $57,821.00 "," $51,038.00 "," $66,113.00 "," $76,818.00 "," $91,531.00 "," $33,635.00 "," $45,514.00 ",569330,577222,
31,Wisconsin,WI,Milwaukee,1/1/2020," $52,281.00 "," $43,125.00 "," $59,318.00 "," $51,170.00 "," $68,830.00 "," $76,346.00 "," $92,962.00 "," $31,698.00 "," $45,047.00 ",569330,577222,
31,Wisconsin,WI,Milwaukee,1/1/2021,," $46,637.00 "," $64,459.00 "," $51,513.00 "," $71,734.00 "," $79,857.00 "," $98,309.00 "," $37,552.00 "," $52,789.00 ",569330,577222,
32,New Mexico,NM,Albuquerque,1/1/2011," $44,224.00 "," $43,606.00 "," $60,874.00 "," $54,825.00 "," $72,650.00 "," $74,141.00 "," $90,507.00 "," $28,989.00 "," $41,138.00 ",562599,564559,
32,New Mexico,NM,Albuquerque,1/1/2012," $46,200.00 "," $45,373.00 "," $61,689.00 "," $56,972.00 "," $72,405.00 "," $74,545.00 "," $88,422.00 "," $32,008.00 "," $42,585.00 ",562599,564559,
32,New Mexico,NM,Albuquerque,1/1/2013," $48,053.00 "," $48,357.00 "," $63,888.00 "," $59,846.00 "," $74,531.00 "," $75,916.00 "," $91,458.00 "," $31,803.00 "," $44,143.00 ",562599,564559,
32,New Mexico,NM,Albuquerque,1/1/2014," $47,192.00 "," $46,433.00 "," $64,718.00 "," $59,536.00 "," $78,181.00 "," $80,872.00 "," $97,311.00 "," $30,901.00 "," $41,014.00 ",562599,564559,
32,New Mexico,NM,Albuquerque,1/1/2015," $47,870.00 "," $47,096.00 "," $64,689.00 "," $60,670.00 "," $80,113.00 "," $76,525.00 "," $96,325.00 "," $30,430.00 "," $41,061.00 ",562599,564559,
32,New Mexico,NM,Albuquerque,1/1/2016," $50,599.00 "," $50,522.00 "," $68,467.00 "," $62,778.00 "," $81,536.00 "," $78,609.00 "," $96,440.00 "," $31,896.00 "," $46,027.00 ",562599,564559,
32,New Mexico,NM,Albuquerque,1/1/2017," $51,091.00 "," $50,456.00 "," $69,071.00 "," $67,301.00 "," $85,214.00 "," $87,728.00 "," $104,780.00 "," $31,646.00 "," $44,170.00 ",562599,564559,
32,New Mexico,NM,Albuquerque,1/1/2018," $51,372.00 "," $51,099.00 "," $71,289.00 "," $64,835.00 "," $86,356.00 "," $85,336.00 "," $107,746.00 "," $33,240.00 "," $48,663.00 ",562599,564559,
32,New Mexico,NM,Albuquerque,1/1/2019," $56,148.00 "," $55,567.00 "," $76,008.00 "," $66,550.00 "," $87,065.00 "," $87,210.00 "," $107,634.00 "," $40,576.00 "," $57,728.00 ",562599,564559,
32,New Mexico,NM,Albuquerque,1/1/2020," $56,632.00 "," $53,936.00 "," $72,426.00 "," $68,567.00 "," $87,031.00 "," $88,431.00 "," $106,932.00 "," $35,418.00 "," $49,869.00 ",562599,564559,
32,New Mexico,NM,Albuquerque,1/1/2021,," $58,512.00 "," $81,951.00 "," $78,694.00 "," $99,254.00 "," $98,237.00 "," $118,237.00 "," $41,107.00 "," $54,804.00 ",562599,564559,
33,California,CA,Fresno,1/1/2011," $42,572.00 "," $40,533.00 "," $56,226.00 "," $42,311.00 "," $58,560.00 "," $58,344.00 "," $75,430.00 "," $30,923.00 "," $45,425.00 ",544510,542107,
33,California,CA,Fresno,1/1/2012," $41,563.00 "," $38,386.00 "," $55,151.00 "," $40,941.00 "," $59,585.00 "," $59,094.00 "," $78,133.00 "," $29,110.00 "," $40,867.00 ",544510,542107,
33,California,CA,Fresno,1/1/2013," $43,741.00 "," $40,179.00 "," $56,355.00 "," $43,605.00 "," $60,231.00 "," $63,258.00 "," $77,139.00 "," $26,875.00 "," $42,493.00 ",544510,542107,
33,California,CA,Fresno,1/1/2014," $43,338.00 "," $39,880.00 "," $56,826.00 "," $43,690.00 "," $63,530.00 "," $63,207.00 "," $82,715.00 "," $25,157.00 "," $36,559.00 ",544510,542107,
33,California,CA,Fresno,1/1/2015," $46,608.00 "," $43,494.00 "," $60,831.00 "," $49,835.00 "," $66,885.00 "," $67,238.00 "," $86,148.00 "," $27,961.00 "," $42,241.00 ",544510,542107,
33,California,CA,Fresno,1/1/2016," $48,323.00 "," $44,905.00 "," $65,528.00 "," $51,015.00 "," $72,819.00 "," $72,053.00 "," $95,183.00 "," $30,656.00 "," $44,268.00 ",544510,542107,
33,California,CA,Fresno,1/1/2017," $51,452.00 "," $48,600.00 "," $67,874.00 "," $53,428.00 "," $73,384.00 "," $71,151.00 "," $94,028.00 "," $32,499.00 "," $49,899.00 ",544510,542107,
33,California,CA,Fresno,1/1/2018," $52,318.00 "," $49,813.00 "," $67,939.00 "," $56,951.00 "," $77,346.00 "," $75,672.00 "," $95,159.00 "," $30,116.00 "," $43,460.00 ",544510,542107,
33,California,CA,Fresno,1/1/2019," $56,926.00 "," $53,161.00 "," $69,676.00 "," $58,658.00 "," $77,161.00 "," $77,810.00 "," $98,451.00 "," $33,308.00 "," $47,951.00 ",544510,542107,
33,California,CA,Fresno,1/1/2020," $61,401.00 "," $53,368.00 "," $73,396.00 "," $59,533.00 "," $81,444.00 "," $78,241.00 "," $103,407.00 "," $33,323.00 "," $49,754.00 ",544510,542107,
33,California,CA,Fresno,1/1/2021,," $61,250.00 "," $82,476.00 "," $69,831.00 "," $91,570.00 "," $89,743.00 "," $113,389.00 "," $39,920.00 "," $58,043.00 ",544510,542107,
34,Arizona,AZ,Tucson,1/1/2011," $44,102.00 "," $35,362.00 "," $48,563.00 "," $43,973.00 "," $55,512.00 "," $57,762.00 "," $69,377.00 "," $25,228.00 "," $37,675.00 ",543242,542629,
34,Arizona,AZ,Tucson,1/1/2012," $44,745.00 "," $35,354.00 "," $48,688.00 "," $44,465.00 "," $58,603.00 "," $56,849.00 "," $71,614.00 "," $24,856.00 "," $34,792.00 ",543242,542629,
34,Arizona,AZ,Tucson,1/1/2013," $43,926.00 "," $35,720.00 "," $47,740.00 "," $44,347.00 "," $57,218.00 "," $58,382.00 "," $73,038.00 "," $24,749.00 "," $34,099.00 ",543242,542629,
34,Arizona,AZ,Tucson,1/1/2014," $45,871.00 "," $36,541.00 "," $48,845.00 "," $46,782.00 "," $59,235.00 "," $63,059.00 "," $71,774.00 "," $24,928.00 "," $34,389.00 ",543242,542629,
34,Arizona,AZ,Tucson,1/1/2015," $47,107.00 "," $38,155.00 "," $50,644.00 "," $46,848.00 "," $59,328.00 "," $61,964.00 "," $75,452.00 "," $27,866.00 "," $38,028.00 ",543242,542629,
34,Arizona,AZ,Tucson,1/1/2016," $47,644.00 "," $40,021.00 "," $53,164.00 "," $48,358.00 "," $63,928.00 "," $64,755.00 "," $78,851.00 "," $25,751.00 "," $36,956.00 ",543242,542629,
34,Arizona,AZ,Tucson,1/1/2017," $51,392.00 "," $41,613.00 "," $55,395.00 "," $51,296.00 "," $64,965.00 "," $66,798.00 "," $79,450.00 "," $29,361.00 "," $41,153.00 ",543242,542629,
34,Arizona,AZ,Tucson,1/1/2018," $53,395.00 "," $43,676.00 "," $58,387.00 "," $54,924.00 "," $70,493.00 "," $68,586.00 "," $86,109.00 "," $29,994.00 "," $40,970.00 ",543242,542629,
34,Arizona,AZ,Tucson,1/1/2019," $56,150.00 "," $44,365.00 "," $59,412.00 "," $57,623.00 "," $72,522.00 "," $75,572.00 "," $90,178.00 "," $32,409.00 "," $42,782.00 ",543242,542629,
34,Arizona,AZ,Tucson,1/1/2020," $56,551.00 "," $45,227.00 "," $59,650.00 "," $56,969.00 "," $71,316.00 "," $73,205.00 "," $87,518.00 "," $31,876.00 "," $42,517.00 ",543242,542629,
34,Arizona,AZ,Tucson,1/1/2021,," $50,306.00 "," $67,355.00 "," $61,461.00 "," $78,995.00 "," $79,019.00 "," $97,599.00 "," $35,798.00 "," $46,880.00 ",543242,542629,
35,California,CA,Sacramento,1/1/2011," $52,236.00 "," $47,908.00 "," $62,683.00 "," $53,170.00 "," $68,438.00 "," $68,594.00 "," $84,281.00 "," $37,269.00 "," $52,140.00 ",525041,524943,
35,California,CA,Sacramento,1/1/2012," $52,617.00 "," $48,546.00 "," $64,472.00 "," $56,595.00 "," $73,604.00 "," $71,543.00 "," $89,871.00 "," $37,402.00 "," $48,478.00 ",525041,524943,
35,California,CA,Sacramento,1/1/2013," $52,980.00 "," $48,034.00 "," $64,730.00 "," $55,149.00 "," $72,240.00 "," $73,445.00 "," $89,671.00 "," $37,161.00 "," $51,145.00 ",525041,524943,
35,California,CA,Sacramento,1/1/2014," $55,803.00 ",,,,,,,,,525041,524943,
35,California,CA,Sacramento,1/1/2015," $58,735.00 "," $52,151.00 "," $69,733.00 "," $60,802.00 "," $78,713.00 "," $78,053.00 "," $97,014.00 "," $37,248.00 "," $53,474.00 ",525041,524943,
35,California,CA,Sacramento,1/1/2016," $59,728.00 "," $55,187.00 "," $74,486.00 "," $63,061.00 "," $84,490.00 "," $81,652.00 "," $101,199.00 "," $45,661.00 "," $57,874.00 ",525041,524943,
35,California,CA,Sacramento,1/1/2017," $62,959.00 "," $56,943.00 "," $79,212.00 "," $64,554.00 "," $90,902.00 "," $86,651.00 "," $111,193.00 "," $44,623.00 "," $58,216.00 ",525041,524943,
35,California,CA,Sacramento,1/1/2018," $69,475.00 "," $65,046.00 "," $84,981.00 "," $75,604.00 "," $97,859.00 "," $89,423.00 "," $110,724.00 "," $48,435.00 "," $61,981.00 ",525041,524943,
35,California,CA,Sacramento,1/1/2019," $71,891.00 "," $69,134.00 "," $89,564.00 "," $80,654.00 "," $101,246.00 "," $97,707.00 "," $121,977.00 "," $50,648.00 "," $68,203.00 ",525041,524943,
35,California,CA,Sacramento,1/1/2020," $72,953.00 "," $65,847.00 "," $87,213.00 "," $76,108.00 "," $99,600.00 "," $96,297.00 "," $119,127.00 "," $50,534.00 "," $64,559.00 ",525041,524943,
35,California,CA,Sacramento,1/1/2021,," $75,311.00 "," $97,415.00 "," $90,755.00 "," $109,698.00 "," $104,971.00 "," $127,137.00 "," $53,331.00 "," $77,091.00 ",525041,524943,
