Metric,City,Estimate,Group,Estimate Margin of Error
"('Sales and office occupations',)","Charlotte city, North Carolina",27.00%,occupation,±1.4
"('Sales and office occupations',)","Chicago city, Illinois",23.40%,occupation,±0.6
"('Sales and office occupations',)","Columbus city, Ohio",28.30%,occupation,±1.5
"('Sales and office occupations',)","Dallas city, Texas",23.30%,occupation,±1.1
"('Sales and office occupations',)","Denver city, Colorado",24.10%,occupation,±1.3
"('Sales and office occupations',)","Detroit city, Michigan",24.70%,occupation,±1.6
"('Sales and office occupations',)","El Paso city, Texas",28.20%,occupation,±1.6
"('Sales and office occupations',)","Fort Worth city, Texas",25.10%,occupation,±1.5
"('Sales and office occupations',)","Houston city, Texas",23.20%,occupation,±0.9
"('Sales and office occupations',)","Indianapolis city (balance), Indiana",27.60%,occupation,±1.4
"('Sales and office occupations',)","Jacksonville city, Florida",31.10%,occupation,±1.4
"('Sales and office occupations',)","Las Vegas city, Nevada",25.30%,occupation,±1.4
"('Sales and office occupations',)","Los Angeles city, California",23.80%,occupation,±0.6
"('Sales and office occupations',)","Memphis city, Tennessee",25.40%,occupation,±1.4
"('Sales and office occupations',)","Milwaukee city, Wisconsin",23.80%,occupation,±1.4
"('Sales and office occupations',)","New York city, New York",23.60%,occupation,±0.4
"('Sales and office occupations',)","Oklahoma City city, Oklahoma",26.80%,occupation,±1.5
"('Sales and office occupations',)","Philadelphia city, Pennsylvania",24.90%,occupation,±0.9
"('Sales and office occupations',)","Phoenix city, Arizona",26.80%,occupation,±1.1
"('Sales and office occupations',)","Portland city, Oregon",21.90%,occupation,±1.2
"('Sales and office occupations',)","San Antonio city, Texas",26.90%,occupation,±1.1
"('Sales and office occupations',)","San Diego city, California",24.50%,occupation,±0.9
"('Sales and office occupations',)","San Francisco city, California",23.10%,occupation,±1.0
"('Sales and office occupations',)","San Jose city, California",22.90%,occupation,±1.1
"('Sales and office occupations',)","Seattle city, Washington",19.90%,occupation,±1.3
"('Sales and office occupations',)","Tucson city, Arizona",27.00%,occupation,±1.8
"('Sales and office occupations',)","Washington city, District of Columbia",17.30%,occupation,±1.2
"('Natural resources, construction, and maintenance occupations',)","Albuquerque city, New Mexico",7.50%,occupation,±0.9
"('Natural resources, construction, and maintenance occupations',)","Austin city, Texas",9.10%,occupation,±0.9
"('Natural resources, construction, and maintenance occupations',)","Baltimore city, Maryland",7.30%,occupation,±0.9
"('Natural resources, construction, and maintenance occupations',)","Boston city, Massachusetts",4.10%,occupation,±0.7
"('Natural resources, construction, and maintenance occupations',)","Charlotte city, North Carolina",7.30%,occupation,±0.9
"('Natural resources, construction, and maintenance occupations',)","Chicago city, Illinois",5.90%,occupation,±0.3
"('Natural resources, construction, and maintenance occupations',)","Columbus city, Ohio",5.40%,occupation,±0.7
"('Natural resources, construction, and maintenance occupations',)","Dallas city, Texas",13.10%,occupation,±1.0
"('Natural resources, construction, and maintenance occupations',)","Denver city, Colorado",7.40%,occupation,±0.8
"('Natural resources, construction, and maintenance occupations',)","Detroit city, Michigan",6.80%,occupation,±1.1
"('Natural resources, construction, and maintenance occupations',)","El Paso city, Texas",7.80%,occupation,±1.0
"('Natural resources, construction, and maintenance occupations',)","Fort Worth city, Texas",11.40%,occupation,±1.0
"('Natural resources, construction, and maintenance occupations',)","Houston city, Texas",13.20%,occupation,±0.7
"('Natural resources, construction, and maintenance occupations',)","Indianapolis city (balance), Indiana",6.10%,occupation,±0.8
"('Natural resources, construction, and maintenance occupations',)","Jacksonville city, Florida",8.10%,occupation,±0.7
"('Natural resources, construction, and maintenance occupations',)","Las Vegas city, Nevada",9.40%,occupation,±1.3
"('Natural resources, construction, and maintenance occupations',)","Los Angeles city, California",8.00%,occupation,±0.4
"('Natural resources, construction, and maintenance occupations',)","Memphis city, Tennessee",6.90%,occupation,±0.9
"('Natural resources, construction, and maintenance occupations',)","Milwaukee city, Wisconsin",5.90%,occupation,±0.9
"('Natural resources, construction, and maintenance occupations',)","New York city, New York",6.30%,occupation,±0.2
"('Natural resources, construction, and maintenance occupations',)","Oklahoma City city, Oklahoma",10.30%,occupation,±1.0
"('Natural resources, construction, and maintenance occupations',)","Philadelphia city, Pennsylvania",5.50%,occupation,±0.6
"('Natural resources, construction, and maintenance occupations',)","Phoenix city, Arizona",8.70%,occupation,±0.7
"('Natural resources, construction, and maintenance occupations',)","Portland city, Oregon",5.10%,occupation,±0.6
"('Natural resources, construction, and maintenance occupations',)","San Antonio city, Texas",10.20%,occupation,±0.7
"('Natural resources, construction, and maintenance occupations',)","San Diego city, California",5.90%,occupation,±0.6
"('Natural resources, construction, and maintenance occupations',)","San Francisco city, California",3.90%,occupation,±0.5
"('Natural resources, construction, and maintenance occupations',)","San Jose city, California",7.80%,occupation,±0.8
"('Natural resources, construction, and maintenance occupations',)","Seattle city, Washington",4.40%,occupation,±0.7
"('Natural resources, construction, and maintenance occupations',)","Tucson city, Arizona",7.70%,occupation,±0.9
"('Natural resources, construction, and maintenance occupations',)","Washington city, District of Columbia",3.10%,occupation,±0.6
"('Production, transportation, and material moving occupations',)","Albuquerque city, New Mexico",7.40%,occupation,±1.0
"('Production, transportation, and material moving occupations',)","Austin city, Texas",6.10%,occupation,±0.7
"('Production, transportation, and material moving occupations',)","Baltimore city, Maryland",11.70%,occupation,±1.2
"('Production, transportation, and material moving occupations',)","Boston city, Massachusetts",5.60%,occupation,±0.8
"('Production, transportation, and material moving occupations',)","Charlotte city, North Carolina",11.30%,occupation,±1.2
"('Production, transportation, and material moving occupations',)","Chicago city, Illinois",12.30%,occupation,±0.6
"('Production, transportation, and material moving occupations',)","Columbus city, Ohio",11.70%,occupation,±1.1
"('Production, transportation, and material moving occupations',)","Dallas city, Texas",12.60%,occupation,±1.0
"('Production, transportation, and material moving occupations',)","Denver city, Colorado",8.30%,occupation,±1.0
"('Production, transportation, and material moving occupations',)","Detroit city, Michigan",16.60%,occupation,±1.5
"('Production, transportation, and material moving occupations',)","El Paso city, Texas",12.60%,occupation,±1.2
"('Production, transportation, and material moving occupations',)","Fort Worth city, Texas",14.40%,occupation,±1.1
"('Production, transportation, and material moving occupations',)","Houston city, Texas",12.70%,occupation,±0.6
"('Production, transportation, and material moving occupations',)","Indianapolis city (balance), Indiana",14.00%,occupation,±1.0
"('Production, transportation, and material moving occupations',)","Jacksonville city, Florida",10.30%,occupation,±1.0
"('Production, transportation, and material moving occupations',)","Las Vegas city, Nevada",8.60%,occupation,±1.2
"('Production, transportation, and material moving occupations',)","Los Angeles city, California",12.00%,occupation,±0.5
"('Production, transportation, and material moving occupations',)","Memphis city, Tennessee",17.20%,occupation,±1.3
"('Production, transportation, and material moving occupations',)","Milwaukee city, Wisconsin",17.20%,occupation,±1.3
"('Production, transportation, and material moving occupations',)","New York city, New York",9.10%,occupation,±0.3
"('Production, transportation, and material moving occupations',)","Oklahoma City city, Oklahoma",10.50%,occupation,±0.9
"('Production, transportation, and material moving occupations',)","Philadelphia city, Pennsylvania",11.20%,occupation,±0.8
"('Production, transportation, and material moving occupations',)","Phoenix city, Arizona",10.70%,occupation,±0.8
"('Production, transportation, and material moving occupations',)","Portland city, Oregon",9.90%,occupation,±1.0
"('Production, transportation, and material moving occupations',)","San Antonio city, Texas",9.80%,occupation,±0.8
"('Production, transportation, and material moving occupations',)","San Diego city, California",6.80%,occupation,±0.6
"('Production, transportation, and material moving occupations',)","San Francisco city, California",6.20%,occupation,±0.6
"('Production, transportation, and material moving occupations',)","San Jose city, California",9.40%,occupation,±0.9
"('Production, transportation, and material moving occupations',)","Seattle city, Washington",5.90%,occupation,±0.7
"('Production, transportation, and material moving occupations',)","Tucson city, Arizona",8.40%,occupation,±1.1
"('Production, transportation, and material moving occupations',)","Washington city, District of Columbia",4.90%,occupation,±0.8
"('Male civilian employed population 16 years and over',)","Albuquerque city, New Mexico","134,085",occupation,"±3,600"
"('Male civilian employed population 16 years and over',)","Austin city, Texas","229,815",occupation,"±4,174"
"('Male civilian employed population 16 years and over',)","Baltimore city, Maryland","123,271",occupation,"±4,496"
"('Male civilian employed population 16 years and over',)","Boston city, Massachusetts","155,123",occupation,"±4,600"
"('Male civilian employed population 16 years and over',)","Charlotte city, North Carolina","180,036",occupation,"±4,870"
"('Male civilian employed population 16 years and over',)","Chicago city, Illinois","617,480",occupation,"±10,992"
"('Male civilian employed population 16 years and over',)","Columbus city, Ohio","190,415",occupation,"±4,243"
"('Male civilian employed population 16 years and over',)","Dallas city, Texas","313,059",occupation,"±7,891"
"('Male civilian employed population 16 years and over',)","Denver city, Colorado","161,274",occupation,"±3,827"
"('Male civilian employed population 16 years and over',)","Detroit city, Michigan","91,808",occupation,"±4,887"
"('Male civilian employed population 16 years and over',)","El Paso city, Texas","134,266",occupation,"±4,039"
"('Male civilian employed population 16 years and over',)","Fort Worth city, Texas","180,720",occupation,"±6,354"
"('Male civilian employed population 16 years and over',)","Houston city, Texas","549,170",occupation,"±9,329"
"('Male civilian employed population 16 years and over',)","Indianapolis city (balance), Indiana","189,033",occupation,"±4,740"
"('Male civilian employed population 16 years and over',)","Jacksonville city, Florida","185,717",occupation,"±5,657"
"('Male civilian employed population 16 years and over',)","Las Vegas city, Nevada","138,215",occupation,"±4,592"
"('Male civilian employed population 16 years and over',)","Los Angeles city, California","951,982",occupation,"±12,068"
"('Male civilian employed population 16 years and over',)","Memphis city, Tennessee","130,705",occupation,"±4,780"
"('Male civilian employed population 16 years and over',)","Milwaukee city, Wisconsin","120,540",occupation,"±3,210"
"('Male civilian employed population 16 years and over',)","New York city, New York","1,884,584",occupation,"±12,557"
"('Male civilian employed population 16 years and over',)","Oklahoma City city, Oklahoma","149,008",occupation,"±4,111"
"('Male civilian employed population 16 years and over',)","Philadelphia city, Pennsylvania","284,618",occupation,"±7,719"
"('Male civilian employed population 16 years and over',)","Phoenix city, Arizona","337,191",occupation,"±8,076"
"('Male civilian employed population 16 years and over',)","Portland city, Oregon","148,482",occupation,"±3,748"
"('Male civilian employed population 16 years and over',)","San Antonio city, Texas","307,645",occupation,"±6,260"
"('Male civilian employed population 16 years and over',)","San Diego city, California","329,431",occupation,"±7,339"
"('Male civilian employed population 16 years and over',)","San Francisco city, California","238,107",occupation,"±4,539"
"('Male civilian employed population 16 years and over',)","San Jose city, California","238,113",occupation,"±5,751"
"('Male civilian employed population 16 years and over',)","Seattle city, Washington","176,020",occupation,"±5,821"
"('Male civilian employed population 16 years and over',)","Tucson city, Arizona","113,257",occupation,"±4,723"
"('Male civilian employed population 16 years and over',)","Washington city, District of Columbia","144,795",occupation,"±3,324"
"('Management, business, science, and arts occupations',)","Albuquerque city, New Mexico",39.80%,occupation,±2.6
"('Management, business, science, and arts occupations',)","Austin city, Texas",42.00%,occupation,±1.7
"('Management, business, science, and arts occupations',)","Baltimore city, Maryland",33.50%,occupation,±2.2
"('Management, business, science, and arts occupations',)","Boston city, Massachusetts",45.00%,occupation,±2.6
"('Management, business, science, and arts occupations',)","Charlotte city, North Carolina",36.30%,occupation,±2.2
"('Management, business, science, and arts occupations',)","Chicago city, Illinois",34.40%,occupation,±0.9
"('Management, business, science, and arts occupations',)","Columbus city, Ohio",35.10%,occupation,±2.0
"('Management, business, science, and arts occupations',)","Dallas city, Texas",27.40%,occupation,±1.5
"('Management, business, science, and arts occupations',)","Denver city, Colorado",39.20%,occupation,±2.3
"('Management, business, science, and arts occupations',)","Detroit city, Michigan",15.80%,occupation,±2.2
"('Management, business, science, and arts occupations',)","El Paso city, Texas",28.30%,occupation,±2.2
"('Management, business, science, and arts occupations',)","Fort Worth city, Texas",28.60%,occupation,±1.8
"('Management, business, science, and arts occupations',)","Houston city, Texas",29.40%,occupation,±1.1
"('Management, business, science, and arts occupations',)","Indianapolis city (balance), Indiana",29.20%,occupation,±1.7
"('Management, business, science, and arts occupations',)","Jacksonville city, Florida",29.30%,occupation,±1.8
"('Management, business, science, and arts occupations',)","Las Vegas city, Nevada",25.20%,occupation,±2.2
"('Management, business, science, and arts occupations',)","Los Angeles city, California",32.50%,occupation,±0.7
"('Management, business, science, and arts occupations',)","Memphis city, Tennessee",26.70%,occupation,±2.1
"('Management, business, science, and arts occupations',)","Milwaukee city, Wisconsin",25.40%,occupation,±2.0
"('Management, business, science, and arts occupations',)","New York city, New York",34.60%,occupation,±0.6
"('Management, business, science, and arts occupations',)","Oklahoma City city, Oklahoma",30.50%,occupation,±2.2
"('Management, business, science, and arts occupations',)","Philadelphia city, Pennsylvania",29.90%,occupation,±1.5
"('Management, business, science, and arts occupations',)","Phoenix city, Arizona",30.90%,occupation,±1.4
"('Management, business, science, and arts occupations',)","Portland city, Oregon",41.50%,occupation,±2.1
"('Management, business, science, and arts occupations',)","San Antonio city, Texas",29.80%,occupation,±1.4
"('Management, business, science, and arts occupations',)","San Diego city, California",43.20%,occupation,±1.4
"('Management, business, science, and arts occupations',)","San Francisco city, California",49.40%,occupation,±1.7
"('Management, business, science, and arts occupations',)","San Jose city, California",43.80%,occupation,±1.8
"('Management, business, science, and arts occupations',)","Seattle city, Washington",54.80%,occupation,±2.1
"('Management, business, science, and arts occupations',)","Tucson city, Arizona",34.20%,occupation,±2.6
"('Management, business, science, and arts occupations',)","Washington city, District of Columbia",58.70%,occupation,±2.3
"('Service occupations',)","Albuquerque city, New Mexico",15.90%,occupation,±1.9
"('Service occupations',)","Austin city, Texas",15.60%,occupation,±1.4
"('Service occupations',)","Baltimore city, Maryland",16.50%,occupation,±2.2
"('Service occupations',)","Boston city, Massachusetts",20.90%,occupation,±2.9
"('Service occupations',)","Charlotte city, North Carolina",14.80%,occupation,±1.6
"('Service occupations',)","Chicago city, Illinois",20.00%,occupation,±1.0
"('Service occupations',)","Columbus city, Ohio",15.30%,occupation,±1.7
"('Service occupations',)","Dallas city, Texas",17.30%,occupation,±1.3
"('Service occupations',)","Denver city, Colorado",15.50%,occupation,±1.8
"('Service occupations',)","Detroit city, Michigan",28.30%,occupation,±2.6
"('Service occupations',)","El Paso city, Texas",17.30%,occupation,±1.9
"('Service occupations',)","Fort Worth city, Texas",13.30%,occupation,±1.4
"('Service occupations',)","Houston city, Texas",13.10%,occupation,±1.0
"('Service occupations',)","Indianapolis city (balance), Indiana",17.40%,occupation,±1.6
"('Service occupations',)","Jacksonville city, Florida",15.60%,occupation,±1.6
"('Service occupations',)","Las Vegas city, Nevada",28.30%,occupation,±2.6
"('Service occupations',)","Los Angeles city, California",18.20%,occupation,±0.8
"('Service occupations',)","Memphis city, Tennessee",18.70%,occupation,±1.8
"('Service occupations',)","Milwaukee city, Wisconsin",19.30%,occupation,±1.8
"('Service occupations',)","New York city, New York",20.10%,occupation,±0.6
"('Service occupations',)","Oklahoma City city, Oklahoma",14.10%,occupation,±1.7
"('Service occupations',)","Philadelphia city, Pennsylvania",21.90%,occupation,±1.6
"('Service occupations',)","Phoenix city, Arizona",17.10%,occupation,±1.3
"('Service occupations',)","Portland city, Oregon",15.30%,occupation,±1.6
"('Service occupations',)","San Antonio city, Texas",17.30%,occupation,±1.2
"('Service occupations',)","San Diego city, California",17.00%,occupation,±1.3
"('Service occupations',)","San Francisco city, California",15.10%,occupation,±1.4
"('Service occupations',)","San Jose city, California",14.30%,occupation,±1.3
"('Service occupations',)","Seattle city, Washington",13.00%,occupation,±1.3
"('Service occupations',)","Tucson city, Arizona",18.50%,occupation,±2.0
"('Service occupations',)","Washington city, District of Columbia",13.90%,occupation,±1.6
"('Sales and office occupations',)","Albuquerque city, New Mexico",18.80%,occupation,±1.8
"('Sales and office occupations',)","Austin city, Texas",18.10%,occupation,±1.6
"('Sales and office occupations',)","Baltimore city, Maryland",16.50%,occupation,±1.6
"('Sales and office occupations',)","Boston city, Massachusetts",17.10%,occupation,±1.6
"('Sales and office occupations',)","Charlotte city, North Carolina",19.90%,occupation,±1.7
"('Sales and office occupations',)","Chicago city, Illinois",17.60%,occupation,±0.7
"('Sales and office occupations',)","Columbus city, Ohio",21.20%,occupation,±1.8
"('Sales and office occupations',)","Dallas city, Texas",16.80%,occupation,±1.4
"('Sales and office occupations',)","Denver city, Colorado",20.60%,occupation,±1.7
"('Sales and office occupations',)","Detroit city, Michigan",17.10%,occupation,±2.4
"('Sales and office occupations',)","El Paso city, Texas",22.10%,occupation,±1.8
"('Sales and office occupations',)","Fort Worth city, Texas",18.20%,occupation,±1.7
"('Sales and office occupations',)","Houston city, Texas",16.40%,occupation,±1.0
"('Sales and office occupations',)","Indianapolis city (balance), Indiana",21.80%,occupation,±1.3
"('Sales and office occupations',)","Jacksonville city, Florida",23.20%,occupation,±1.9
"('Sales and office occupations',)","Las Vegas city, Nevada",17.80%,occupation,±1.7
"('Sales and office occupations',)","Los Angeles city, California",19.00%,occupation,±0.7
"('Sales and office occupations',)","Memphis city, Tennessee",16.40%,occupation,±1.8
"('Sales and office occupations',)","Milwaukee city, Wisconsin",16.40%,occupation,±1.9
"('Sales and office occupations',)","New York city, New York",19.00%,occupation,±0.5
"('Sales and office occupations',)","Oklahoma City city, Oklahoma",20.80%,occupation,±1.9
"('Sales and office occupations',)","Philadelphia city, Pennsylvania",19.10%,occupation,±1.3
"('Sales and office occupations',)","Phoenix city, Arizona",20.70%,occupation,±1.3
"('Sales and office occupations',)","Portland city, Oregon",19.10%,occupation,±1.7
"('Sales and office occupations',)","San Antonio city, Texas",19.10%,occupation,±1.4
"('Sales and office occupations',)","San Diego city, California",19.80%,occupation,±1.2
"('Sales and office occupations',)","San Francisco city, California",19.90%,occupation,±1.4
"('Sales and office occupations',)","San Jose city, California",15.70%,occupation,±1.3
"('Sales and office occupations',)","Seattle city, Washington",16.10%,occupation,±1.5
"('Sales and office occupations',)","Tucson city, Arizona",20.60%,occupation,±2.1
"('Sales and office occupations',)","Washington city, District of Columbia",13.80%,occupation,±1.7
"('Natural resources, construction, and maintenance occupations',)","Albuquerque city, New Mexico",14.20%,occupation,±1.6
"('Natural resources, construction, and maintenance occupations',)","Austin city, Texas",16.10%,occupation,±1.6
"('Natural resources, construction, and maintenance occupations',)","Baltimore city, Maryland",14.50%,occupation,±1.9
"('Natural resources, construction, and maintenance occupations',)","Boston city, Massachusetts",8.10%,occupation,±1.4
"('Natural resources, construction, and maintenance occupations',)","Charlotte city, North Carolina",13.70%,occupation,±1.7
"('Natural resources, construction, and maintenance occupations',)","Chicago city, Illinois",10.90%,occupation,±0.7
"('Natural resources, construction, and maintenance occupations',)","Columbus city, Ohio",10.50%,occupation,±1.2
"('Natural resources, construction, and maintenance occupations',)","Dallas city, Texas",22.60%,occupation,±1.8
"('Natural resources, construction, and maintenance occupations',)","Denver city, Colorado",13.00%,occupation,±1.4
"('Natural resources, construction, and maintenance occupations',)","Detroit city, Michigan",13.50%,occupation,±2.0
"('Natural resources, construction, and maintenance occupations',)","El Paso city, Texas",14.20%,occupation,±1.7
"('Natural resources, construction, and maintenance occupations',)","Fort Worth city, Texas",19.90%,occupation,±1.7
"('Natural resources, construction, and maintenance occupations',)","Houston city, Texas",22.60%,occupation,±1.2
"('Natural resources, construction, and maintenance occupations',)","Indianapolis city (balance), Indiana",11.40%,occupation,±1.5
"('Natural resources, construction, and maintenance occupations',)","Jacksonville city, Florida",15.50%,occupation,±1.4
"('Natural resources, construction, and maintenance occupations',)","Las Vegas city, Nevada",16.80%,occupation,±2.5
"('Natural resources, construction, and maintenance occupations',)","Los Angeles city, California",14.00%,occupation,±0.7
"('Natural resources, construction, and maintenance occupations',)","Memphis city, Tennessee",14.00%,occupation,±1.6
"('Natural resources, construction, and maintenance occupations',)","Milwaukee city, Wisconsin",11.90%,occupation,±1.6
"('Natural resources, construction, and maintenance occupations',)","New York city, New York",12.10%,occupation,±0.4
"('Natural resources, construction, and maintenance occupations',)","Oklahoma City city, Oklahoma",18.90%,occupation,±1.8
"('Natural resources, construction, and maintenance occupations',)","Philadelphia city, Pennsylvania",11.20%,occupation,±1.2
"('Natural resources, construction, and maintenance occupations',)","Phoenix city, Arizona",15.90%,occupation,±1.1
"('Natural resources, construction, and maintenance occupations',)","Portland city, Oregon",9.50%,occupation,±1.1
"('Natural resources, construction, and maintenance occupations',)","San Antonio city, Texas",18.70%,occupation,±1.3
"('Natural resources, construction, and maintenance occupations',)","San Diego city, California",10.50%,occupation,±1.1
"('Natural resources, construction, and maintenance occupations',)","San Francisco city, California",7.00%,occupation,±1.0
"('Natural resources, construction, and maintenance occupations',)","San Jose city, California",13.80%,occupation,±1.4
"('Natural resources, construction, and maintenance occupations',)","Seattle city, Washington",8.20%,occupation,±1.2
"('Natural resources, construction, and maintenance occupations',)","Tucson city, Arizona",14.70%,occupation,±1.7
"('Natural resources, construction, and maintenance occupations',)","Washington city, District of Columbia",5.90%,occupation,±1.1
"('Production, transportation, and material moving occupations',)","Albuquerque city, New Mexico",11.40%,occupation,±1.7
"('Production, transportation, and material moving occupations',)","Austin city, Texas",8.20%,occupation,±1.1
"('Production, transportation, and material moving occupations',)","Baltimore city, Maryland",19.00%,occupation,±2.1
"('Production, transportation, and material moving occupations',)","Boston city, Massachusetts",8.80%,occupation,±1.6
"('Production, transportation, and material moving occupations',)","Charlotte city, North Carolina",15.20%,occupation,±2.0
"('Production, transportation, and material moving occupations',)","Chicago city, Illinois",17.20%,occupation,±0.9
"('Production, transportation, and material moving occupations',)","Columbus city, Ohio",17.90%,occupation,±1.8
"('Production, transportation, and material moving occupations',)","Dallas city, Texas",15.90%,occupation,±1.2
"('Production, transportation, and material moving occupations',)","Denver city, Colorado",11.70%,occupation,±1.6
"('Production, transportation, and material moving occupations',)","Detroit city, Michigan",25.30%,occupation,±2.6
"('Production, transportation, and material moving occupations',)","El Paso city, Texas",18.10%,occupation,±1.8
"('Production, transportation, and material moving occupations',)","Fort Worth city, Texas",19.90%,occupation,±1.8
"('Production, transportation, and material moving occupations',)","Houston city, Texas",18.40%,occupation,±1.0
"('Production, transportation, and material moving occupations',)","Indianapolis city (balance), Indiana",20.20%,occupation,±1.6
"('Production, transportation, and material moving occupations',)","Jacksonville city, Florida",16.40%,occupation,±1.6
"('Production, transportation, and material moving occupations',)","Las Vegas city, Nevada",12.00%,occupation,±1.7
"('Production, transportation, and material moving occupations',)","Los Angeles city, California",16.20%,occupation,±0.8
"('Production, transportation, and material moving occupations',)","Memphis city, Tennessee",24.20%,occupation,±2.1
"('Production, transportation, and material moving occupations',)","Milwaukee city, Wisconsin",27.00%,occupation,±2.3
"('Production, transportation, and material moving occupations',)","New York city, New York",14.30%,occupation,±0.5
"('Production, transportation, and material moving occupations',)","Oklahoma City city, Oklahoma",15.60%,occupation,±1.5
"('Production, transportation, and material moving occupations',)","Philadelphia city, Pennsylvania",18.00%,occupation,±1.4
"('Production, transportation, and material moving occupations',)","Phoenix city, Arizona",15.40%,occupation,±1.2
"('Production, transportation, and material moving occupations',)","Portland city, Oregon",14.60%,occupation,±1.7
"('Production, transportation, and material moving occupations',)","San Antonio city, Texas",15.10%,occupation,±1.4
"('Production, transportation, and material moving occupations',)","San Diego city, California",9.50%,occupation,±1.0
"('Production, transportation, and material moving occupations',)","San Francisco city, California",8.60%,occupation,±1.0
"('Production, transportation, and material moving occupations',)","San Jose city, California",12.40%,occupation,±1.3
"('Production, transportation, and material moving occupations',)","Seattle city, Washington",7.90%,occupation,±1.2
"('Production, transportation, and material moving occupations',)","Tucson city, Arizona",11.90%,occupation,±1.9
"('Production, transportation, and material moving occupations',)","Washington city, District of Columbia",7.70%,occupation,±1.3
"('Female civilian employed population 16 years and over',)","Albuquerque city, New Mexico","126,071",occupation,"±4,005"
"('Female civilian employed population 16 years and over',)","Austin city, Texas","189,396",occupation,"±5,769"
"('Female civilian employed population 16 years and over',)","Baltimore city, Maryland","140,568",occupation,"±4,734"
"('Female civilian employed population 16 years and over',)","Boston city, Massachusetts","163,127",occupation,"±4,396"
"('Female civilian employed population 16 years and over',)","Charlotte city, North Carolina","170,698",occupation,"±5,159"
"('Female civilian employed population 16 years and over',)","Chicago city, Illinois","578,542",occupation,"±7,791"
"('Female civilian employed population 16 years and over',)","Columbus city, Ohio","198,482",occupation,"±5,089"
"('Female civilian employed population 16 years and over',)","Dallas city, Texas","239,162",occupation,"±7,339"
"('Female civilian employed population 16 years and over',)","Denver city, Colorado","140,528",occupation,"±4,093"
"('Female civilian employed population 16 years and over',)","Detroit city, Michigan","110,555",occupation,"±4,000"
"('Female civilian employed population 16 years and over',)","El Paso city, Texas","122,320",occupation,"±4,497"
"('Female civilian employed population 16 years and over',)","Fort Worth city, Texas","152,724",occupation,"±5,493"
"('Female civilian employed population 16 years and over',)","Houston city, Texas","428,452",occupation,"±9,505"
"('Female civilian employed population 16 years and over',)","Indianapolis city (balance), Indiana","184,445",occupation,"±4,379"
"('Female civilian employed population 16 years and over',)","Jacksonville city, Florida","183,322",occupation,"±4,616"
"('Female civilian employed population 16 years and over',)","Las Vegas city, Nevada","117,527",occupation,"±5,642"
"('Female civilian employed population 16 years and over',)","Los Angeles city, California","796,084",occupation,"±13,389"
"('Female civilian employed population 16 years and over',)","Memphis city, Tennessee","138,089",occupation,"±4,556"
"('Female civilian employed population 16 years and over',)","Milwaukee city, Wisconsin","134,004",occupation,"±3,578"
"('Female civilian employed population 16 years and over',)","New York city, New York","1,814,204",occupation,"±16,055"
"('Female civilian employed population 16 years and over',)","Oklahoma City city, Oklahoma","128,839",occupation,"±4,640"
"('Female civilian employed population 16 years and over',)","Philadelphia city, Pennsylvania","312,903",occupation,"±6,229"
"('Female civilian employed population 16 years and over',)","Phoenix city, Arizona","292,239",occupation,"±7,542"
"('Female civilian employed population 16 years and over',)","Portland city, Oregon","143,322",occupation,"±4,202"
"('Female civilian employed population 16 years and over',)","San Antonio city, Texas","282,232",occupation,"±5,831"
"('Female civilian employed population 16 years and over',)","San Diego city, California","276,596",occupation,"±7,920"
"('Female civilian employed population 16 years and over',)","San Francisco city, California","208,558",occupation,"±4,967"
"('Female civilian employed population 16 years and over',)","San Jose city, California","198,679",occupation,"±5,076"
"('Female civilian employed population 16 years and over',)","Seattle city, Washington","168,353",occupation,"±5,328"
"('Female civilian employed population 16 years and over',)","Tucson city, Arizona","106,995",occupation,"±4,201"
"('Female civilian employed population 16 years and over',)","Washington city, District of Columbia","154,332",occupation,"±3,834"
"('Management, business, science, and arts occupations',)","Albuquerque city, New Mexico",42.60%,occupation,±2.1
"('Management, business, science, and arts occupations',)","Austin city, Texas",46.40%,occupation,±2.4
"('Management, business, science, and arts occupations',)","Baltimore city, Maryland",36.30%,occupation,±2.1
"('Management, business, science, and arts occupations',)","Boston city, Massachusetts",47.80%,occupation,±2.0
"('Management, business, science, and arts occupations',)","Charlotte city, North Carolina",40.40%,occupation,±2.1
"('Management, business, science, and arts occupations',)","Chicago city, Illinois",41.60%,occupation,±1.1
"('Management, business, science, and arts occupations',)","Columbus city, Ohio",37.90%,occupation,±1.9
"('Management, business, science, and arts occupations',)","Dallas city, Texas",37.80%,occupation,±1.6
"('Management, business, science, and arts occupations',)","Denver city, Colorado",45.80%,occupation,±2.2
"('Management, business, science, and arts occupations',)","Detroit city, Michigan",26.90%,occupation,±2.1
"('Management, business, science, and arts occupations',)","El Paso city, Texas",32.60%,occupation,±2.3
"('Management, business, science, and arts occupations',)","Fort Worth city, Texas",38.70%,occupation,±2.1
"('Management, business, science, and arts occupations',)","Houston city, Texas",35.70%,occupation,±1.4
"('Management, business, science, and arts occupations',)","Indianapolis city (balance), Indiana",37.70%,occupation,±2.1
"('Management, business, science, and arts occupations',)","Jacksonville city, Florida",35.20%,occupation,±2.2
"('Management, business, science, and arts occupations',)","Las Vegas city, Nevada",31.20%,occupation,±2.4
"('Management, business, science, and arts occupations',)","Los Angeles city, California",37.80%,occupation,±0.9
"('Management, business, science, and arts occupations',)","Memphis city, Tennessee",34.60%,occupation,±2.0
