Identifier,City_Rank_by_Population(2021),State,State_Abbreviation,City,Observation_Date,Single_Family_Median_Typical_Home_Value,One_Bedroom_Median_Typical_Home_Value,Two_Bedroom_Median_Typical_Home_Value,Three_Bedroom_Median_Typical_Home_Value,Four_Bedroom_Median_Typical_Home_Value,Five_Plus_Bedroom_Median_Typical_Home_Value,Data_Source_Link
201538,38,Georgia,GA,Atlanta,1/1/2015,203108.00,157175.50,180345.50,170662.00,312492.00,664011.00,https://www.zillow.com/research/data/
201638,38,Georgia,GA,Atlanta,1/1/2016,223509.50,170965.00,205497.00,187691.00,335145.50,697412.50,https://www.zillow.com/research/data/
201738,38,Georgia,GA,Atlanta,1/1/2017,245937.00,189154.00,225987.00,210490.00,357628.00,725516.00,https://www.zillow.com/research/data/
201838,38,Georgia,GA,Atlanta,1/1/2018,282226.50,212794.00,258950.00,245941.00,393821.00,785368.50,https://www.zillow.com/research/data/
201938,38,Georgia,GA,Atlanta,1/1/2019,307839.50,220638.00,278267.50,273285.00,415017.50,817990.50,https://www.zillow.com/research/data/
202038,38,Georgia,GA,Atlanta,1/1/2020,318639.00,221347.50,288444.00,285370.00,426610.50,834932.00,https://www.zillow.com/research/data/
202138,38,Georgia,GA,Atlanta,1/1/2021,368365.00,241905.50,319592.00,331724.50,491268.00,940993.50,https://www.zillow.com/research/data/
201139,39,Nebraska,NE,Omaha,1/1/2011,138968.00,83693.00,94587.00,129978.00,209933.50,279126.00,https://www.zillow.com/research/data/
201239,39,Nebraska,NE,Omaha,1/1/2012,139628.00,76922.50,92204.50,130749.50,211993.00,279091.00,https://www.zillow.com/research/data/
201339,39,Nebraska,NE,Omaha,1/1/2013,145123.00,78641.50,95254.50,135817.00,221890.00,289911.00,https://www.zillow.com/research/data/
201439,39,Nebraska,NE,Omaha,1/1/2014,150384.00,82389.50,99731.00,140493.00,231821.50,304824.50,https://www.zillow.com/research/data/
201539,39,Nebraska,NE,Omaha,1/1/2015,155973.00,85384.50,103284.50,145810.50,240053.50,313232.50,https://www.zillow.com/research/data/
201639,39,Nebraska,NE,Omaha,1/1/2016,162305.50,87104.50,106741.00,152252.50,249329.00,324895.50,https://www.zillow.com/research/data/
201739,39,Nebraska,NE,Omaha,1/1/2017,174765.00,95164.00,116706.00,164153.00,265778.50,342053.50,https://www.zillow.com/research/data/
201839,39,Nebraska,NE,Omaha,1/1/2018,187158.50,103157.00,128563.00,176314.50,277149.00,352252.00,https://www.zillow.com/research/data/
201939,39,Nebraska,NE,Omaha,1/1/2019,195225.50,110382.50,136247.50,184449.00,281578.00,352073.00,https://www.zillow.com/research/data/
202039,39,Nebraska,NE,Omaha,1/1/2020,206738.00,117307.00,144429.50,195577.50,299979.50,377373.50,https://www.zillow.com/research/data/
202139,39,Nebraska,NE,Omaha,1/1/2021,240620.00,136756.50,168841.00,228024.50,344537.00,428459.00,https://www.zillow.com/research/data/
201140,40,Colorado,CO,Colorado Springs,1/1/2011,201464.50,117356.50,134431.00,173504.50,236474.50,313927.50,https://www.zillow.com/research/data/
201240,40,Colorado,CO,Colorado Springs,1/1/2012,203713.50,118022.00,133713.50,175252.00,238649.50,316776.50,https://www.zillow.com/research/data/
201340,40,Colorado,CO,Colorado Springs,1/1/2013,213863.00,122628.50,140354.00,184578.00,249501.00,330781.50,https://www.zillow.com/research/data/
201440,40,Colorado,CO,Colorado Springs,1/1/2014,219395.50,124840.50,143994.50,189636.00,255716.00,338200.50,https://www.zillow.com/research/data/
201540,40,Colorado,CO,Colorado Springs,1/1/2015,229736.00,133970.00,153153.00,199426.50,266085.00,346857.50,https://www.zillow.com/research/data/
201640,40,Colorado,CO,Colorado Springs,1/1/2016,245721.00,147283.00,166315.50,214650.00,282390.50,366089.00,https://www.zillow.com/research/data/
201740,40,Colorado,CO,Colorado Springs,1/1/2017,267328.00,163070.50,184592.50,235630.00,305272.00,392527.50,https://www.zillow.com/research/data/
201840,40,Colorado,CO,Colorado Springs,1/1/2018,291448.00,181988.00,206573.50,259152.50,329957.50,421581.00,https://www.zillow.com/research/data/
201940,40,Colorado,CO,Colorado Springs,1/1/2019,307300.50,197272.50,221827.00,274356.00,345350.00,438703.50,https://www.zillow.com/research/data/
202040,40,Colorado,CO,Colorado Springs,1/1/2020,336721.50,223235.00,246993.00,301756.50,376388.00,472145.00,https://www.zillow.com/research/data/
202140,40,Colorado,CO,Colorado Springs,1/1/2021,423478.00,280415.00,310573.00,384984.50,465376.50,569067.00,https://www.zillow.com/research/data/
201141,41,North Carolina,NC,Raleigh,1/1/2011,206785.50,139762.00,137986.00,175252.00,292926.50,453035.50,https://www.zillow.com/research/data/
201241,41,North Carolina,NC,Raleigh,1/1/2012,203112.50,136392.50,133848.50,171837.00,290609.00,446310.50,https://www.zillow.com/research/data/
201341,41,North Carolina,NC,Raleigh,1/1/2013,210965.50,142396.50,137884.50,178164.00,301971.50,469299.00,https://www.zillow.com/research/data/
201441,41,North Carolina,NC,Raleigh,1/1/2014,220289.00,148003.50,142876.50,185621.00,314554.50,487740.50,https://www.zillow.com/research/data/
201541,41,North Carolina,NC,Raleigh,1/1/2015,229164.00,156432.00,148392.00,192919.50,327192.50,501935.50,https://www.zillow.com/research/data/
201641,41,North Carolina,NC,Raleigh,1/1/2016,241298.00,165763.50,157440.00,204158.00,341407.00,513284.00,https://www.zillow.com/research/data/
201741,41,North Carolina,NC,Raleigh,1/1/2017,257406.50,178465.50,170711.00,218861.50,358035.50,528725.00,https://www.zillow.com/research/data/
201841,41,North Carolina,NC,Raleigh,1/1/2018,271961.50,193586.50,184676.00,233027.00,371555.50,543185.50,https://www.zillow.com/research/data/
201941,41,North Carolina,NC,Raleigh,1/1/2019,285889.00,207999.50,198438.50,246882.00,387057.00,558670.00,https://www.zillow.com/research/data/
202041,41,North Carolina,NC,Raleigh,1/1/2020,297628.00,214121.00,208148.50,257883.00,399812.00,577609.50,https://www.zillow.com/research/data/
202141,41,North Carolina,NC,Raleigh,1/1/2021,352628.00,243934.00,242969.00,307083.00,471200.50,672607.00,https://www.zillow.com/research/data/
201142,42,Virginia,VA,Virginia Beach,1/1/2011,254406.50,156441.00,162062.50,221282.50,296033.00,457335.00,https://www.zillow.com/research/data/
201242,42,Virginia,VA,Virginia Beach,1/1/2012,251110.50,147418.00,154899.00,217681.50,293059.50,454923.50,https://www.zillow.com/research/data/
201342,42,Virginia,VA,Virginia Beach,1/1/2013,256961.50,153401.50,156114.00,222468.50,303056.50,470267.00,https://www.zillow.com/research/data/
201442,42,Virginia,VA,Virginia Beach,1/1/2014,262696.50,151794.50,156584.00,226192.50,310155.00,480226.50,https://www.zillow.com/research/data/
201542,42,Virginia,VA,Virginia Beach,1/1/2015,265973.50,154580.50,157014.00,228425.00,314359.50,487273.00,https://www.zillow.com/research/data/
201642,42,Virginia,VA,Virginia Beach,1/1/2016,269660.50,155416.50,160085.50,232137.00,317760.00,488646.00,https://www.zillow.com/research/data/
201742,42,Virginia,VA,Virginia Beach,1/1/2017,276647.50,152140.50,162861.00,237516.50,325923.00,497765.00,https://www.zillow.com/research/data/
201842,42,Virginia,VA,Virginia Beach,1/1/2018,281045.00,154852.00,165776.00,241530.50,331188.50,505565.00,https://www.zillow.com/research/data/
201942,42,Virginia,VA,Virginia Beach,1/1/2019,286459.00,157422.50,170333.50,246086.00,336677.50,512638.00,https://www.zillow.com/research/data/
202042,42,Virginia,VA,Virginia Beach,1/1/2020,301354.50,165454.00,180381.00,259471.50,353975.50,533732.00,https://www.zillow.com/research/data/
202142,42,Virginia,VA,Virginia Beach,1/1/2021,340504.00,190154.00,202476.00,290821.00,400654.50,602742.50,https://www.zillow.com/research/data/
201143,43,California,CA,Long Beach,1/1/2011,386679.50,184090.00,294674.50,398393.00,508766.00,627621.50,https://www.zillow.com/research/data/
201243,43,California,CA,Long Beach,1/1/2012,378017.50,175793.00,281685.00,391210.00,500463.50,613750.00,https://www.zillow.com/research/data/
201343,43,California,CA,Long Beach,1/1/2013,447885.50,211461.50,336047.00,462910.00,578067.50,702420.00,https://www.zillow.com/research/data/
201443,43,California,CA,Long Beach,1/1/2014,484056.00,245347.50,369469.00,499893.50,615367.50,746326.00,https://www.zillow.com/research/data/
201543,43,California,CA,Long Beach,1/1/2015,505479.00,258106.50,384634.00,524562.50,645439.00,781549.00,https://www.zillow.com/research/data/
201643,43,California,CA,Long Beach,1/1/2016,541308.00,276297.50,416573.50,558950.50,679585.50,821154.00,https://www.zillow.com/research/data/
201743,43,California,CA,Long Beach,1/1/2017,575548.00,297881.00,443409.00,594221.00,715148.00,860218.50,https://www.zillow.com/research/data/
201843,43,California,CA,Long Beach,1/1/2018,620454.50,327680.50,484348.00,641000.50,762500.50,913535.00,https://www.zillow.com/research/data/
201943,43,California,CA,Long Beach,1/1/2019,624976.50,334625.50,491150.50,645398.50,764764.50,932792.00,https://www.zillow.com/research/data/
202043,43,California,CA,Long Beach,1/1/2020,657162.50,354939.00,516653.50,677973.50,800784.50,979583.00,https://www.zillow.com/research/data/
202143,43,California,CA,Long Beach,1/1/2021,779957.50,402029.50,603782.00,806116.50,950972.50,1133235.50,https://www.zillow.com/research/data/
201144,44,Florida,FL,Miami,1/1/2011,196413.50,151923.00,188275.00,214099.00,261109.50,491982.00,https://www.zillow.com/research/data/
201244,44,Florida,FL,Miami,1/1/2012,199663.50,169599.00,194313.50,218684.00,265819.00,494852.00,https://www.zillow.com/research/data/
201344,44,Florida,FL,Miami,1/1/2013,230772.00,214039.50,234080.00,254069.50,306397.00,564774.00,https://www.zillow.com/research/data/
201444,44,Florida,FL,Miami,1/1/2014,268479.00,245118.00,271966.00,289231.00,348788.00,637106.00,https://www.zillow.com/research/data/
201544,44,Florida,FL,Miami,1/1/2015,298539.50,253174.00,295523.50,317847.50,380003.00,695856.50,https://www.zillow.com/research/data/
201644,44,Florida,FL,Miami,1/1/2016,329346.00,256757.50,314038.50,346334.00,415156.00,752181.50,https://www.zillow.com/research/data/
201744,44,Florida,FL,Miami,1/1/2017,358167.50,253470.00,324632.50,369313.00,441632.00,799911.00,https://www.zillow.com/research/data/
201844,44,Florida,FL,Miami,1/1/2018,378630.50,248470.00,331332.50,387157.00,466656.50,838782.50,https://www.zillow.com/research/data/
201944,44,Florida,FL,Miami,1/1/2019,396793.50,246617.00,335743.50,402857.50,483000.50,853614.00,https://www.zillow.com/research/data/
202044,44,Florida,FL,Miami,1/1/2020,412744.00,249688.00,339568.00,415082.50,496566.00,852419.00,https://www.zillow.com/research/data/
202144,44,Florida,FL,Miami,1/1/2021,470847.00,269016.00,375024.50,469053.50,564340.00,971243.50,https://www.zillow.com/research/data/
201145,45,California,CA,Oakland,1/1/2011,355861.50,212468.50,256807.00,393621.00,578404.50,672305.00,https://www.zillow.com/research/data/
201245,45,California,CA,Oakland,1/1/2012,349611.00,205603.00,251201.50,386763.00,575994.00,668439.00,https://www.zillow.com/research/data/
201345,45,California,CA,Oakland,1/1/2013,452167.00,267528.50,327814.50,494179.50,717656.00,831127.00,https://www.zillow.com/research/data/
201445,45,California,CA,Oakland,1/1/2014,505486.00,318502.00,376667.50,552047.50,785945.50,917651.00,https://www.zillow.com/research/data/
201545,45,California,CA,Oakland,1/1/2015,569729.50,365568.00,428916.50,615389.00,858828.00,1004150.00,https://www.zillow.com/research/data/
201645,45,California,CA,Oakland,1/1/2016,651996.00,430060.50,506645.00,700252.50,960712.50,1121194.00,https://www.zillow.com/research/data/
201745,45,California,CA,Oakland,1/1/2017,697364.50,457097.50,546669.50,747665.50,1027300.50,1196864.00,https://www.zillow.com/research/data/
201845,45,California,CA,Oakland,1/1/2018,785944.00,515186.50,620983.50,838758.50,1147136.00,1327759.50,https://www.zillow.com/research/data/
201945,45,California,CA,Oakland,1/1/2019,785879.00,506216.50,620664.50,836416.00,1146289.50,1337651.50,https://www.zillow.com/research/data/
202045,45,California,CA,Oakland,1/1/2020,819767.00,516246.50,645044.50,873041.00,1211583.50,1406466.50,https://www.zillow.com/research/data/
202145,45,California,CA,Oakland,1/1/2021,993567.50,560100.50,761228.00,1062397.50,1474912.50,1674091.00,https://www.zillow.com/research/data/
201146,46,Minnesota,MN,Minneapolis,1/1/2011,178491.50,121715.00,159726.00,183183.50,221185.50,279328.50,https://www.zillow.com/research/data/
201246,46,Minnesota,MN,Minneapolis,1/1/2012,169493.00,110556.50,149042.50,174071.50,213880.50,269431.00,https://www.zillow.com/research/data/
201346,46,Minnesota,MN,Minneapolis,1/1/2013,194106.50,125640.00,170012.50,198972.00,243358.00,302234.00,https://www.zillow.com/research/data/
201446,46,Minnesota,MN,Minneapolis,1/1/2014,210952.00,141248.50,185303.00,215363.50,261726.00,323473.00,https://www.zillow.com/research/data/
201546,46,Minnesota,MN,Minneapolis,1/1/2015,222421.00,148232.50,193812.00,226973.50,276129.50,339864.50,https://www.zillow.com/research/data/
201646,46,Minnesota,MN,Minneapolis,1/1/2016,237824.00,157582.50,208270.50,242604.50,291724.50,355474.50,https://www.zillow.com/research/data/
201746,46,Minnesota,MN,Minneapolis,1/1/2017,256038.50,169448.50,224152.00,260618.00,312771.00,379668.00,https://www.zillow.com/research/data/
201846,46,Minnesota,MN,Minneapolis,1/1/2018,277691.00,181117.00,243132.50,282501.50,337995.50,408158.50,https://www.zillow.com/research/data/
201946,46,Minnesota,MN,Minneapolis,1/1/2019,287626.00,186551.00,252301.50,292473.50,348325.00,418946.00,https://www.zillow.com/research/data/
202046,46,Minnesota,MN,Minneapolis,1/1/2020,301249.50,195162.50,263055.00,305976.50,363331.50,435075.00,https://www.zillow.com/research/data/
202146,46,Minnesota,MN,Minneapolis,1/1/2021,331018.50,202033.50,286659.50,336431.50,397649.00,474347.00,https://www.zillow.com/research/data/
201147,47,Oklahoma,OK,Tulsa,1/1/2011,112290.50,52958.00,74021.50,109592.00,216265.50,375539.50,https://www.zillow.com/research/data/
201247,47,Oklahoma,OK,Tulsa,1/1/2012,111063.00,52850.00,72425.00,108476.50,218040.00,380678.00,https://www.zillow.com/research/data/
201347,47,Oklahoma,OK,Tulsa,1/1/2013,112983.50,52480.00,73438.50,110389.50,223632.00,392625.50,https://www.zillow.com/research/data/
201447,47,Oklahoma,OK,Tulsa,1/1/2014,115052.00,54214.50,74463.00,112222.50,229889.00,398581.00,https://www.zillow.com/research/data/
201547,47,Oklahoma,OK,Tulsa,1/1/2015,116698.00,54534.50,75143.00,113887.50,233547.00,407442.50,https://www.zillow.com/research/data/
201647,47,Oklahoma,OK,Tulsa,1/1/2016,120742.50,53327.50,77126.50,117845.00,236093.50,402751.00,https://www.zillow.com/research/data/
201747,47,Oklahoma,OK,Tulsa,1/1/2017,126488.50,58720.50,81948.50,123133.00,241915.50,407872.50,https://www.zillow.com/research/data/
201847,47,Oklahoma,OK,Tulsa,1/1/2018,130491.00,60625.00,85604.50,127332.50,245631.00,412894.00,https://www.zillow.com/research/data/
201947,47,Oklahoma,OK,Tulsa,1/1/2019,133608.50,61235.00,89700.00,130666.50,248622.00,414307.50,https://www.zillow.com/research/data/
202047,47,Oklahoma,OK,Tulsa,1/1/2020,141104.50,65582.00,94366.00,138402.00,258890.00,424196.00,https://www.zillow.com/research/data/
202147,47,Oklahoma,OK,Tulsa,1/1/2021,160370.00,70953.00,108043.00,157701.00,290812.00,471069.50,https://www.zillow.com/research/data/
201148,48,California,CA,Bakersfield,1/1/2011,149850.00,50265.50,77398.00,128462.50,188640.50,260594.00,https://www.zillow.com/research/data/
201248,48,California,CA,Bakersfield,1/1/2012,156543.00,52054.50,77814.50,134173.50,197808.00,268169.00,https://www.zillow.com/research/data/
201348,48,California,CA,Bakersfield,1/1/2013,190768.50,68274.50,99286.50,163867.00,239217.50,320393.00,https://www.zillow.com/research/data/
201448,48,California,CA,Bakersfield,1/1/2014,220257.00,77885.50,120272.50,190484.00,271214.00,353067.00,https://www.zillow.com/research/data/
201548,48,California,CA,Bakersfield,1/1/2015,225902.00,84141.50,127522.50,197495.50,273566.50,353082.50,https://www.zillow.com/research/data/
201648,48,California,CA,Bakersfield,1/1/2016,228398.50,87702.50,132946.50,200974.50,273913.50,349094.00,https://www.zillow.com/research/data/
201748,48,California,CA,Bakersfield,1/1/2017,232868.50,92696.50,135950.00,205793.00,278315.00,350447.00,https://www.zillow.com/research/data/
201848,48,California,CA,Bakersfield,1/1/2018,245757.00,105071.50,144983.00,218154.50,290423.00,362550.00,https://www.zillow.com/research/data/
201948,48,California,CA,Bakersfield,1/1/2019,255974.50,110490.00,153794.00,228479.50,301413.00,375690.50,https://www.zillow.com/research/data/
202048,48,California,CA,Bakersfield,1/1/2020,268935.00,118983.00,165119.00,240651.00,315203.00,390365.50,https://www.zillow.com/research/data/
202148,48,California,CA,Bakersfield,1/1/2021,319239.00,139718.00,193505.00,286236.50,373101.50,458637.50,https://www.zillow.com/research/data/
201149,49,Kansas,KS,Wichita,1/1/2011,112918.50,60507.50,73223.00,112445.50,169127.00,248730.50,https://www.zillow.com/research/data/
201249,49,Kansas,KS,Wichita,1/1/2012,109817.00,53146.50,68653.50,109744.00,167546.00,247031.50,https://www.zillow.com/research/data/
201349,49,Kansas,KS,Wichita,1/1/2013,109374.00,52492.00,66440.50,109364.00,166736.50,246458.50,https://www.zillow.com/research/data/
201449,49,Kansas,KS,Wichita,1/1/2014,109945.00,50028.00,65837.50,110121.00,168272.50,248867.50,https://www.zillow.com/research/data/
201549,49,Kansas,KS,Wichita,1/1/2015,114116.50,50703.00,67311.00,114472.50,175659.50,259055.50,https://www.zillow.com/research/data/
201649,49,Kansas,KS,Wichita,1/1/2016,116398.00,50288.50,68410.00,117116.50,178910.00,262834.50,https://www.zillow.com/research/data/
201749,49,Kansas,KS,Wichita,1/1/2017,121318.50,52603.50,70899.00,122304.50,184630.00,270022.00,https://www.zillow.com/research/data/
201849,49,Kansas,KS,Wichita,1/1/2018,125991.50,55745.50,73864.50,127209.50,189782.50,273525.00,https://www.zillow.com/research/data/
201949,49,Kansas,KS,Wichita,1/1/2019,133064.00,57899.00,77820.50,134387.50,199500.50,286898.00,https://www.zillow.com/research/data/
202049,49,Kansas,KS,Wichita,1/1/2020,140752.00,63195.00,82998.00,142120.50,209284.00,296320.00,https://www.zillow.com/research/data/
202149,49,Kansas,KS,Wichita,1/1/2021,160727.50,71738.50,98314.50,162012.00,235702.00,331233.00,https://www.zillow.com/research/data/
201150,50,Texas,TX,Arlington,1/1/2011,123974.50,48869.50,73608.00,112686.00,160550.50,209285.00,https://www.zillow.com/research/data/
201250,50,Texas,TX,Arlington,1/1/2012,125185.50,48641.50,73293.00,113229.50,163305.00,212532.00,https://www.zillow.com/research/data/
201350,50,Texas,TX,Arlington,1/1/2013,131544.50,49191.00,75651.00,118957.00,171960.50,224627.50,https://www.zillow.com/research/data/
201450,50,Texas,TX,Arlington,1/1/2014,140957.50,54080.50,81874.50,128012.50,182498.50,236201.00,https://www.zillow.com/research/data/
201550,50,Texas,TX,Arlington,1/1/2015,153004.00,56553.50,89222.50,139202.00,196030.00,255318.00,https://www.zillow.com/research/data/
201650,50,Texas,TX,Arlington,1/1/2016,168721.00,63301.00,99146.00,154319.50,214692.50,274850.00,https://www.zillow.com/research/data/
201750,50,Texas,TX,Arlington,1/1/2017,185705.50,68096.50,112932.50,170599.50,233580.00,292969.50,https://www.zillow.com/research/data/
201850,50,Texas,TX,Arlington,1/1/2018,205166.50,81837.50,127851.00,189287.50,253360.00,309457.00,https://www.zillow.com/research/data/
201950,50,Texas,TX,Arlington,1/1/2019,215431.50,94086.00,142483.00,199896.50,261931.00,317169.50,https://www.zillow.com/research/data/
202050,50,Texas,TX,Arlington,1/1/2020,225764.00,104259.50,152367.50,210619.00,270330.50,326502.50,https://www.zillow.com/research/data/
202150,50,Texas,TX,Arlington,1/1/2021,268774.50,122595.50,177789.50,251100.50,322126.50,388140.50,https://www.zillow.com/research/data/
201151,51,Colorado,CO,Aurora,1/1/2011,184350.00,80385.50,120215.00,171865.50,220254.00,276612.00,https://www.zillow.com/research/data/
201251,51,Colorado,CO,Aurora,1/1/2012,190257.00,73479.50,122341.00,177215.50,228997.50,288038.00,https://www.zillow.com/research/data/
201351,51,Colorado,CO,Aurora,1/1/2013,215664.00,75139.50,141685.00,201460.50,256546.50,318423.00,https://www.zillow.com/research/data/
201451,51,Colorado,CO,Aurora,1/1/2014,233972.00,84148.50,156666.00,219979.50,274169.00,338860.00,https://www.zillow.com/research/data/
201551,51,Colorado,CO,Aurora,1/1/2015,267907.50,99540.00,183162.00,253694.50,307911.50,373902.00,https://www.zillow.com/research/data/
201651,51,Colorado,CO,Aurora,1/1/2016,302918.50,118479.00,212934.00,287408.50,343114.50,412141.00,https://www.zillow.com/research/data/
201751,51,Colorado,CO,Aurora,1/1/2017,330428.50,136060.00,237452.50,314595.00,371042.00,439719.00,https://www.zillow.com/research/data/
201851,51,Colorado,CO,Aurora,1/1/2018,356957.50,155291.00,261166.50,340439.00,398390.00,472104.00,https://www.zillow.com/research/data/
201951,51,Colorado,CO,Aurora,1/1/2019,370415.00,163904.00,272485.00,353844.00,411062.50,484368.50,https://www.zillow.com/research/data/
202051,51,Colorado,CO,Aurora,1/1/2020,385148.50,169421.50,281252.50,368692.50,426037.00,498653.00,https://www.zillow.com/research/data/
202151,51,Colorado,CO,Aurora,1/1/2021,454110.00,192529.50,326961.50,435431.50,500541.00,584217.00,https://www.zillow.com/research/data/
201152,52,Florida,FL,Tampa,1/1/2011,123153.00,60094.50,76322.00,116623.50,238815.00,418887.50,https://www.zillow.com/research/data/
201252,52,Florida,FL,Tampa,1/1/2012,123196.50,61783.50,76310.50,116677.50,244435.00,431322.50,https://www.zillow.com/research/data/
201352,52,Florida,FL,Tampa,1/1/2013,142083.00,72404.50,89583.00,134561.00,271547.50,475710.00,https://www.zillow.com/research/data/
201452,52,Florida,FL,Tampa,1/1/2014,160575.50,80442.00,104142.00,152189.00,294475.00,507643.50,https://www.zillow.com/research/data/
201552,52,Florida,FL,Tampa,1/1/2015,172335.00,88206.50,112213.00,163406.50,303085.00,525348.00,https://www.zillow.com/research/data/
201652,52,Florida,FL,Tampa,1/1/2016,193554.00,100297.50,128100.00,183775.50,321598.00,555394.00,https://www.zillow.com/research/data/
201752,52,Florida,FL,Tampa,1/1/2017,218514.00,113133.50,149946.50,207805.50,342130.00,585123.50,https://www.zillow.com/research/data/
201852,52,Florida,FL,Tampa,1/1/2018,236383.00,127737.00,167615.50,224679.00,357225.00,606594.50,https://www.zillow.com/research/data/
201952,52,Florida,FL,Tampa,1/1/2019,250671.00,135940.00,177582.50,239906.00,372433.00,628177.00,https://www.zillow.com/research/data/
202052,52,Florida,FL,Tampa,1/1/2020,268324.50,143505.50,194507.00,256601.50,386630.00,643012.50,https://www.zillow.com/research/data/
202152,52,Florida,FL,Tampa,1/1/2021,326315.50,172584.50,240256.00,311563.50,462465.50,763210.00,https://www.zillow.com/research/data/
201153,53,Louisiana,LA,New Orleans,1/1/2011,167864.50,179555.00,154691.00,140115.00,208012.50,369233.50,https://www.zillow.com/research/data/
201253,53,Louisiana,LA,New Orleans,1/1/2012,169251.00,180930.50,159889.50,140663.50,207116.50,366177.00,https://www.zillow.com/research/data/
201353,53,Louisiana,LA,New Orleans,1/1/2013,181030.00,198576.50,175307.50,147332.50,222503.00,402250.00,https://www.zillow.com/research/data/
201453,53,Louisiana,LA,New Orleans,1/1/2014,193965.50,214013.50,195487.00,155857.50,233367.50,428223.00,https://www.zillow.com/research/data/
201553,53,Louisiana,LA,New Orleans,1/1/2015,208368.50,243556.50,217426.00,164115.00,243609.00,454959.50,https://www.zillow.com/research/data/
201653,53,Louisiana,LA,New Orleans,1/1/2016,223887.50,255564.50,237822.00,177497.50,256957.00,465466.00,https://www.zillow.com/research/data/
201753,53,Louisiana,LA,New Orleans,1/1/2017,226089.50,247876.50,234073.50,178281.00,261779.50,468680.00,https://www.zillow.com/research/data/
201853,53,Louisiana,LA,New Orleans,1/1/2018,229356.00,245187.00,237749.00,182602.50,265845.50,482445.50,https://www.zillow.com/research/data/
201953,53,Louisiana,LA,New Orleans,1/1/2019,226012.50,243235.00,238528.50,181280.50,264067.00,479597.50,https://www.zillow.com/research/data/
202053,53,Louisiana,LA,New Orleans,1/1/2020,229674.00,248967.50,251569.50,200428.50,286875.50,501938.50,https://www.zillow.com/research/data/
202153,53,Louisiana,LA,New Orleans,1/1/2021,251447.00,256444.50,270735.50,221597.50,313750.00,543213.00,https://www.zillow.com/research/data/
201154,54,Ohio,OH,Cleveland,1/1/2011,52735.50,58913.00,52225.50,54642.00,56640.50,59338.00,https://www.zillow.com/research/data/
201254,54,Ohio,OH,Cleveland,1/1/2012,43716.00,52216.50,43758.00,46411.50,45119.50,45238.00,https://www.zillow.com/research/data/
201354,54,Ohio,OH,Cleveland,1/1/2013,45300.00,53824.00,45958.50,48150.00,44746.50,43767.00,https://www.zillow.com/research/data/
201454,54,Ohio,OH,Cleveland,1/1/2014,44728.00,55311.50,45130.00,47665.00,43701.50,42481.00,https://www.zillow.com/research/data/
201554,54,Ohio,OH,Cleveland,1/1/2015,45532.50,61811.00,47296.50,48188.50,43377.50,41861.00,https://www.zillow.com/research/data/
201654,54,Ohio,OH,Cleveland,1/1/2016,47911.00,63426.00,48746.50,51157.50,45732.50,41988.00,https://www.zillow.com/research/data/
201754,54,Ohio,OH,Cleveland,1/1/2017,52363.50,70712.50,52981.00,56509.00,48485.50,44255.00,https://www.zillow.com/research/data/
201854,54,Ohio,OH,Cleveland,1/1/2018,59987.00,84309.50,60741.00,64290.00,55814.50,50575.50,https://www.zillow.com/research/data/
201954,54,Ohio,OH,Cleveland,1/1/2019,65759.00,88117.00,65768.50,70700.50,61006.00,54947.00,https://www.zillow.com/research/data/
202054,54,Ohio,OH,Cleveland,1/1/2020,72193.50,93667.00,72199.00,77434.50,66242.00,59444.50,https://www.zillow.com/research/data/
202154,54,Ohio,OH,Cleveland,1/1/2021,92699.50,108732.00,89305.50,99517.50,85926.00,79093.50,https://www.zillow.com/research/data/
201155,55,California,CA,Anaheim,1/1/2011,391295.50,200733.00,263349.50,364201.50,426579.00,591094.50,https://www.zillow.com/research/data/
201255,55,California,CA,Anaheim,1/1/2012,386126.50,197629.00,258603.00,359830.00,420923.00,588349.50,https://www.zillow.com/research/data/
201355,55,California,CA,Anaheim,1/1/2013,464487.50,240571.50,319747.50,435990.50,500956.00,695338.00,https://www.zillow.com/research/data/
201455,55,California,CA,Anaheim,1/1/2014,496168.00,272425.00,351495.00,467218.00,534969.50,729760.00,https://www.zillow.com/research/data/
201555,55,California,CA,Anaheim,1/1/2015,514974.50,290594.50,369271.00,485021.50,555466.00,753255.00,https://www.zillow.com/research/data/
201655,55,California,CA,Anaheim,1/1/2016,549877.50,308368.00,395579.00,519250.50,590790.50,789252.50,https://www.zillow.com/research/data/
201755,55,California,CA,Anaheim,1/1/2017,580539.00,324510.00,416498.50,549304.50,622831.00,824376.00,https://www.zillow.com/research/data/
201855,55,California,CA,Anaheim,1/1/2018,616232.00,349797.50,445343.50,585976.00,658186.50,862063.00,https://www.zillow.com/research/data/
201955,55,California,CA,Anaheim,1/1/2019,619642.50,351591.50,449705.00,588760.00,662043.50,865160.00,https://www.zillow.com/research/data/
202055,55,California,CA,Anaheim,1/1/2020,650024.00,368101.00,466875.00,618941.50,693499.50,890142.50,https://www.zillow.com/research/data/
202155,55,California,CA,Anaheim,1/1/2021,769946.00,413882.50,543086.50,735464.50,818735.50,1053712.00,https://www.zillow.com/research/data/
201157,57,Nevada,NV,Henderson,1/1/2011,175657.00,54173.00,124506.00,151218.00,203747.00,278479.00,https://www.zillow.com/research/data/
201257,57,Nevada,NV,Henderson,1/1/2012,170364.00,53307.00,119808.00,146254.00,198451.00,270560.50,https://www.zillow.com/research/data/
