Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('Median (dollars)',)","Sacramento city, California","210,200","±8,286",(X),(X)
"('Median (dollars)',)","San Antonio city, Texas","112,300","±3,084",(X),(X)
"('Median (dollars)',)","San Diego city, California","430,100","±7,622",(X),(X)
"('Median (dollars)',)","San Francisco city, California","727,600","±14,500",(X),(X)
"('Median (dollars)',)","San Jose city, California","537,400","±9,765",(X),(X)
"('Median (dollars)',)","Santa Ana city, California","329,400","±10,039",(X),(X)
"('Median (dollars)',)","Seattle city, Washington","415,800","±10,443",(X),(X)
"('Median (dollars)',)","St. Louis city, Missouri","119,400","±4,816",(X),(X)
"('Median (dollars)',)","St. Paul city, Minnesota","168,300","±4,454",(X),(X)
"('Median (dollars)',)","Stockton city, California","156,600","±4,928",(X),(X)
"('Median (dollars)',)","Tampa city, Florida","147,200","±10,376",(X),(X)
"('Median (dollars)',)","Tucson city, Arizona","123,400","±3,914",(X),(X)
"('Median (dollars)',)","Tulsa city, Oklahoma","122,000","±2,475",(X),(X)
"('Median (dollars)',)","Virginia Beach city, Virginia","259,500","±6,034",(X),(X)
"('Median (dollars)',)","Washington city, District of Columbia","460,700","±11,946",(X),(X)
"('Median (dollars)',)","Wichita city, Kansas","118,400","±3,187",(X),(X)
"('Owner-occupied units',)","Albuquerque city, New Mexico","134,469","±3,919","134,469",(X)
"('Owner-occupied units',)","Anaheim city, California","44,315","±2,706","44,315",(X)
"('Owner-occupied units',)","Anchorage municipality, Alaska","63,354","±2,779","63,354",(X)
"('Owner-occupied units',)","Arlington city, Texas","72,997","±3,530","72,997",(X)
"('Owner-occupied units',)","Atlanta city, Georgia","80,223","±3,254","80,223",(X)
"('Owner-occupied units',)","Aurora city, Colorado","69,445","±3,056","69,445",(X)
"('Owner-occupied units',)","Austin city, Texas","147,758","±4,376","147,758",(X)
"('Owner-occupied units',)","Bakersfield city, California","63,168","±2,655","63,168",(X)
"('Owner-occupied units',)","Baltimore city, Maryland","113,191","±4,100","113,191",(X)
"('Owner-occupied units',)","Boston city, Massachusetts","82,093","±3,044","82,093",(X)
"('Owner-occupied units',)","Charlotte city, North Carolina","160,794","±4,120","160,794",(X)
"('Owner-occupied units',)","Chicago city, Illinois","457,833","±7,497","457,833",(X)
"('Owner-occupied units',)","Cincinnati city, Ohio","48,644","±2,643","48,644",(X)
"('Owner-occupied units',)","Cleveland city, Ohio","66,966","±2,890","66,966",(X)
"('Owner-occupied units',)","Colorado Springs city, Colorado","96,798","±2,799","96,798",(X)
"('Owner-occupied units',)","Columbus city, Ohio","149,381","±4,486","149,381",(X)
"('Owner-occupied units',)","Corpus Christi city, Texas","62,280","±2,807","62,280",(X)
"('Owner-occupied units',)","Dallas city, Texas","196,361","±5,226","196,361",(X)
"('Owner-occupied units',)","Denver city, Colorado","128,521","±4,126","128,521",(X)
"('Owner-occupied units',)","Detroit city, Michigan","126,235","±4,009","126,235",(X)
"('Owner-occupied units',)","Durham city, North Carolina","49,258","±2,174","49,258",(X)
"('Owner-occupied units',)","El Paso city, Texas","128,104","±3,590","128,104",(X)
"('Owner-occupied units',)","Fort Worth city, Texas","152,387","±4,713","152,387",(X)
"('Owner-occupied units',)","Fresno city, California","74,075","±3,028","74,075",(X)
"('Owner-occupied units',)","Greensboro city, North Carolina","56,980","±2,553","56,980",(X)
"('Owner-occupied units',)","Henderson city, Nevada","60,566","±3,018","60,566",(X)
"('Owner-occupied units',)","Houston city, Texas","343,902","±7,251","343,902",(X)
"('Owner-occupied units',)","Indianapolis city (balance), Indiana","176,055","±4,652","176,055",(X)
"('Owner-occupied units',)","Irvine city, California","37,707","±3,195","37,707",(X)
"('Owner-occupied units',)","Jacksonville city, Florida","185,063","±5,076","185,063",(X)
"('Owner-occupied units',)","Jersey City city, New Jersey","28,956","±2,213","28,956",(X)
"('Owner-occupied units',)","Kansas City city, Missouri","102,778","±3,021","102,778",(X)
"('Owner-occupied units',)","Las Vegas city, Nevada","115,847","±3,966","115,847",(X)
"('Owner-occupied units',)","Lincoln city, Nebraska","59,400","±2,051","59,400",(X)
"('Owner-occupied units',)","Long Beach city, California","64,711","±2,932","64,711",(X)
"('Owner-occupied units',)","Los Angeles city, California","489,794","±7,653","489,794",(X)
"('Owner-occupied units',)","Memphis city, Tennessee","123,895","±4,121","123,895",(X)
"('Owner-occupied units',)","Mesa city, Arizona","100,935","±3,795","100,935",(X)
"('Owner-occupied units',)","Miami city, Florida","49,688","±2,718","49,688",(X)
"('Owner-occupied units',)","Milwaukee city, Wisconsin","95,432","±3,259","95,432",(X)
"('Owner-occupied units',)","Minneapolis city, Minnesota","80,029","±2,516","80,029",(X)
"('Owner-occupied units',)","New Orleans city, Louisiana","71,657","±2,494","71,657",(X)
"('Owner-occupied units',)","New York city, New York","979,125","±11,599","979,125",(X)
"('Owner-occupied units',)","Newark city, New Jersey","20,422","±1,541","20,422",(X)
"('Owner-occupied units',)","Oakland city, California","61,480","±2,571","61,480",(X)
"('Owner-occupied units',)","Oklahoma City city, Oklahoma","133,957","±3,835","133,957",(X)
"('Owner-occupied units',)","Omaha city, Nebraska","93,990","±2,695","93,990",(X)
"('Owner-occupied units',)","Orlando city, Florida","37,425","±2,442","37,425",(X)
"('Owner-occupied units',)","Philadelphia city, Pennsylvania","302,551","±6,569","302,551",(X)
"('Owner-occupied units',)","Phoenix city, Arizona","276,136","±6,543","276,136",(X)
"('Owner-occupied units',)","Pittsburgh city, Pennsylvania","62,733","±2,063","62,733",(X)
"('Owner-occupied units',)","Plano city, Texas","64,014","±2,747","64,014",(X)
"('Owner-occupied units',)","Portland city, Oregon","132,005","±3,960","132,005",(X)
"('Owner-occupied units',)","Raleigh city, North Carolina","83,378","±3,411","83,378",(X)
"('Owner-occupied units',)","Riverside city, California","50,599","±2,537","50,599",(X)
"('Owner-occupied units',)","Sacramento city, California","84,468","±3,364","84,468",(X)
"('Owner-occupied units',)","San Antonio city, Texas","264,368","±6,191","264,368",(X)
"('Owner-occupied units',)","San Diego city, California","221,253","±5,587","221,253",(X)
"('Owner-occupied units',)","San Francisco city, California","124,739","±4,592","124,739",(X)
"('Owner-occupied units',)","San Jose city, California","174,216","±4,409","174,216",(X)
"('Owner-occupied units',)","Santa Ana city, California","31,761","±1,914","31,761",(X)
"('Owner-occupied units',)","Seattle city, Washington","132,888","±3,805","132,888",(X)
"('Owner-occupied units',)","St. Louis city, Missouri","61,932","±2,699","61,932",(X)
"('Owner-occupied units',)","St. Paul city, Minnesota","56,071","±2,576","56,071",(X)
"('Owner-occupied units',)","Stockton city, California","44,585","±2,439","44,585",(X)
"('Owner-occupied units',)","Tampa city, Florida","67,099","±3,194","67,099",(X)
"('Owner-occupied units',)","Tucson city, Arizona","100,371","±3,709","100,371",(X)
"('Owner-occupied units',)","Tulsa city, Oklahoma","83,930","±1,963","83,930",(X)
"('Owner-occupied units',)","Virginia Beach city, Virginia","102,326","±2,841","102,326",(X)
"('Owner-occupied units',)","Washington city, District of Columbia","110,681","±3,549","110,681",(X)
"('Owner-occupied units',)","Wichita city, Kansas","90,421","±3,146","90,421",(X)
"('Housing units with a mortgage',)","Albuquerque city, New Mexico","94,517","±4,033",70.30%,±1.9
"('Housing units with a mortgage',)","Anaheim city, California","32,552","±2,167",73.50%,±2.5
"('Housing units with a mortgage',)","Anchorage municipality, Alaska","46,132","±2,700",72.80%,±2.5
"('Housing units with a mortgage',)","Arlington city, Texas","53,311","±3,257",73.00%,±2.6
"('Housing units with a mortgage',)","Atlanta city, Georgia","60,302","±3,131",75.20%,±2.3
"('Housing units with a mortgage',)","Aurora city, Colorado","55,251","±3,010",79.60%,±1.8
"('Housing units with a mortgage',)","Austin city, Texas","106,807","±3,862",72.30%,±1.6
"('Housing units with a mortgage',)","Bakersfield city, California","49,466","±2,477",78.30%,±2.2
"('Housing units with a mortgage',)","Baltimore city, Maryland","77,313","±3,607",68.30%,±1.7
"('Housing units with a mortgage',)","Boston city, Massachusetts","61,954","±2,749",75.50%,±1.8
"('Housing units with a mortgage',)","Charlotte city, North Carolina","130,969","±4,040",81.50%,±1.3
"('Housing units with a mortgage',)","Chicago city, Illinois","329,792","±7,316",72.00%,±0.9
"('Housing units with a mortgage',)","Cincinnati city, Ohio","35,785","±2,307",73.60%,±2.5
"('Housing units with a mortgage',)","Cleveland city, Ohio","43,071","±2,216",64.30%,±2.2
"('Housing units with a mortgage',)","Colorado Springs city, Colorado","73,039","±2,710",75.50%,±1.6
"('Housing units with a mortgage',)","Columbus city, Ohio","116,657","±4,181",78.10%,±1.3
"('Housing units with a mortgage',)","Corpus Christi city, Texas","37,072","±2,565",59.50%,±2.7
"('Housing units with a mortgage',)","Dallas city, Texas","120,975","±4,573",61.60%,±1.4
"('Housing units with a mortgage',)","Denver city, Colorado","99,762","±4,056",77.60%,±1.3
"('Housing units with a mortgage',)","Detroit city, Michigan","59,894","±2,608",47.40%,±1.5
"('Housing units with a mortgage',)","Durham city, North Carolina","39,749","±1,947",80.70%,±2.3
"('Housing units with a mortgage',)","El Paso city, Texas","78,266","±3,635",61.10%,±2.0
"('Housing units with a mortgage',)","Fort Worth city, Texas","103,762","±4,552",68.10%,±1.9
"('Housing units with a mortgage',)","Fresno city, California","54,581","±2,893",73.70%,±2.4
"('Housing units with a mortgage',)","Greensboro city, North Carolina","41,419","±1,934",72.70%,±2.4
"('Housing units with a mortgage',)","Henderson city, Nevada","45,602","±2,730",75.30%,±2.4
"('Housing units with a mortgage',)","Houston city, Texas","201,991","±6,080",58.70%,±1.2
"('Housing units with a mortgage',)","Indianapolis city (balance), Indiana","128,407","±3,906",72.90%,±1.3
"('Housing units with a mortgage',)","Irvine city, California","30,297","±2,858",80.30%,±3.6
"('Housing units with a mortgage',)","Jacksonville city, Florida","127,663","±5,008",69.00%,±1.7
"('Housing units with a mortgage',)","Jersey City city, New Jersey",N,N,N,N
"('Housing units with a mortgage',)","Kansas City city, Missouri","71,490","±2,855",69.60%,±1.8
"('Housing units with a mortgage',)","Las Vegas city, Nevada","84,519","±3,797",73.00%,±2.0
"('Housing units with a mortgage',)","Lincoln city, Nebraska","42,396","±1,921",71.40%,±2.0
"('Housing units with a mortgage',)","Long Beach city, California","49,246","±2,555",76.10%,±1.9
"('Housing units with a mortgage',)","Los Angeles city, California","374,394","±7,021",76.40%,±0.7
"('Housing units with a mortgage',)","Memphis city, Tennessee","84,570","±3,314",68.30%,±1.6
"('Housing units with a mortgage',)","Mesa city, Arizona","65,505","±2,700",64.90%,±1.7
"('Housing units with a mortgage',)","Miami city, Florida","29,392","±2,500",59.20%,±3.7
"('Housing units with a mortgage',)","Milwaukee city, Wisconsin","67,180","±2,851",70.40%,±1.8
"('Housing units with a mortgage',)","Minneapolis city, Minnesota","60,682","±2,528",75.80%,±2.1
"('Housing units with a mortgage',)","New Orleans city, Louisiana","40,603","±2,383",56.70%,±2.1
"('Housing units with a mortgage',)","New York city, New York","614,420","±8,940",62.80%,±0.6
"('Housing units with a mortgage',)","Newark city, New Jersey","15,611","±1,467",76.40%,±3.4
"('Housing units with a mortgage',)","Oakland city, California","46,451","±2,478",75.60%,±2.5
"('Housing units with a mortgage',)","Oklahoma City city, Oklahoma","90,055","±3,077",67.20%,±1.6
"('Housing units with a mortgage',)","Omaha city, Nebraska","65,497","±2,740",69.70%,±1.9
"('Housing units with a mortgage',)","Orlando city, Florida","28,413","±2,066",75.90%,±2.9
"('Housing units with a mortgage',)","Philadelphia city, Pennsylvania","178,673","±5,580",59.10%,±1.3
"('Housing units with a mortgage',)","Phoenix city, Arizona","208,121","±5,721",75.40%,±1.2
"('Housing units with a mortgage',)","Pittsburgh city, Pennsylvania","37,395","±1,743",59.60%,±2.1
"('Housing units with a mortgage',)","Plano city, Texas","46,560","±2,602",72.70%,±2.7
"('Housing units with a mortgage',)","Portland city, Oregon","100,097","±3,927",75.80%,±1.6
"('Housing units with a mortgage',)","Raleigh city, North Carolina","67,666","±3,059",81.20%,±1.9
"('Housing units with a mortgage',)","Riverside city, California","39,653","±2,262",78.40%,±2.5
"('Housing units with a mortgage',)","Sacramento city, California","63,208","±2,890",74.80%,±1.9
"('Housing units with a mortgage',)","San Antonio city, Texas","169,279","±5,581",64.00%,±1.4
"('Housing units with a mortgage',)","San Diego city, California","166,868","±5,107",75.40%,±1.2
"('Housing units with a mortgage',)","San Francisco city, California","88,407","±3,872",70.90%,±1.8
"('Housing units with a mortgage',)","San Jose city, California","132,150","±4,289",75.90%,±1.5
"('Housing units with a mortgage',)","Santa Ana city, California","24,206","±1,714",76.20%,±3.1
"('Housing units with a mortgage',)","Seattle city, Washington","98,821","±3,387",74.40%,±1.9
"('Housing units with a mortgage',)","St. Louis city, Missouri","41,475","±2,471",67.00%,±2.2
"('Housing units with a mortgage',)","St. Paul city, Minnesota","42,328","±2,072",75.50%,±1.9
"('Housing units with a mortgage',)","Stockton city, California","33,857","±2,206",75.90%,±2.8
"('Housing units with a mortgage',)","Tampa city, Florida","46,754","±2,779",69.70%,±2.3
"('Housing units with a mortgage',)","Tucson city, Arizona","66,680","±2,988",66.40%,±2.1
"('Housing units with a mortgage',)","Tulsa city, Oklahoma","52,727","±2,050",62.80%,±1.9
"('Housing units with a mortgage',)","Virginia Beach city, Virginia","82,245","±3,209",80.40%,±1.6
"('Housing units with a mortgage',)","Washington city, District of Columbia","87,104","±3,340",78.70%,±1.7
"('Housing units with a mortgage',)","Wichita city, Kansas","60,191","±2,881",66.60%,±2.1
"('Housing units without a mortgage',)","Albuquerque city, New Mexico","39,952","±2,649",29.70%,±1.9
"('Housing units without a mortgage',)","Anaheim city, California","11,763","±1,410",26.50%,±2.5
"('Housing units without a mortgage',)","Anchorage municipality, Alaska","17,222","±1,650",27.20%,±2.5
"('Housing units without a mortgage',)","Arlington city, Texas","19,686","±2,078",27.00%,±2.6
"('Housing units without a mortgage',)","Atlanta city, Georgia","19,921","±1,991",24.80%,±2.3
"('Housing units without a mortgage',)","Aurora city, Colorado","14,194","±1,212",20.40%,±1.8
"('Housing units without a mortgage',)","Austin city, Texas","40,951","±2,777",27.70%,±1.6
"('Housing units without a mortgage',)","Bakersfield city, California","13,702","±1,511",21.70%,±2.2
"('Housing units without a mortgage',)","Baltimore city, Maryland","35,878","±2,150",31.70%,±1.7
"('Housing units without a mortgage',)","Boston city, Massachusetts","20,139","±1,670",24.50%,±1.8
"('Housing units without a mortgage',)","Charlotte city, North Carolina","29,825","±2,244",18.50%,±1.3
"('Housing units without a mortgage',)","Chicago city, Illinois","128,041","±4,568",28.00%,±0.9
"('Housing units without a mortgage',)","Cincinnati city, Ohio","12,859","±1,375",26.40%,±2.5
"('Housing units without a mortgage',)","Cleveland city, Ohio","23,895","±1,882",35.70%,±2.2
"('Housing units without a mortgage',)","Colorado Springs city, Colorado","23,759","±1,652",24.50%,±1.6
"('Housing units without a mortgage',)","Columbus city, Ohio","32,724","±2,145",21.90%,±1.3
"('Housing units without a mortgage',)","Corpus Christi city, Texas","25,208","±1,868",40.50%,±2.7
"('Housing units without a mortgage',)","Dallas city, Texas","75,386","±2,995",38.40%,±1.4
"('Housing units without a mortgage',)","Denver city, Colorado","28,759","±1,568",22.40%,±1.3
"('Housing units without a mortgage',)","Detroit city, Michigan","66,341","±2,878",52.60%,±1.5
"('Housing units without a mortgage',)","Durham city, North Carolina","9,509","±1,269",19.30%,±2.3
"('Housing units without a mortgage',)","El Paso city, Texas","49,838","±2,677",38.90%,±2.0
"('Housing units without a mortgage',)","Fort Worth city, Texas","48,625","±3,144",31.90%,±1.9
"('Housing units without a mortgage',)","Fresno city, California","19,494","±1,969",26.30%,±2.4
"('Housing units without a mortgage',)","Greensboro city, North Carolina","15,561","±1,688",27.30%,±2.4
"('Housing units without a mortgage',)","Henderson city, Nevada","14,964","±1,583",24.70%,±2.4
"('Housing units without a mortgage',)","Houston city, Texas","141,911","±4,777",41.30%,±1.2
"('Housing units without a mortgage',)","Indianapolis city (balance), Indiana","47,648","±2,806",27.10%,±1.3
"('Housing units without a mortgage',)","Irvine city, California","7,410","±1,497",19.70%,±3.6
"('Housing units without a mortgage',)","Jacksonville city, Florida","57,400","±3,227",31.00%,±1.7
"('Housing units without a mortgage',)","Jersey City city, New Jersey",N,N,N,N
"('Housing units without a mortgage',)","Kansas City city, Missouri","31,288","±1,996",30.40%,±1.8
"('Housing units without a mortgage',)","Las Vegas city, Nevada","31,328","±2,462",27.00%,±2.0
"('Housing units without a mortgage',)","Lincoln city, Nebraska","17,004","±1,330",28.60%,±2.0
"('Housing units without a mortgage',)","Long Beach city, California","15,465","±1,430",23.90%,±1.9
"('Housing units without a mortgage',)","Los Angeles city, California","115,400","±3,649",23.60%,±0.7
"('Housing units without a mortgage',)","Memphis city, Tennessee","39,325","±2,487",31.70%,±1.6
"('Housing units without a mortgage',)","Mesa city, Arizona","35,430","±2,399",35.10%,±1.7
"('Housing units without a mortgage',)","Miami city, Florida","20,296","±2,069",40.80%,±3.7
"('Housing units without a mortgage',)","Milwaukee city, Wisconsin","28,252","±1,977",29.60%,±1.8
"('Housing units without a mortgage',)","Minneapolis city, Minnesota","19,347","±1,772",24.20%,±2.1
"('Housing units without a mortgage',)","New Orleans city, Louisiana","31,054","±1,507",43.30%,±2.1
"('Housing units without a mortgage',)","New York city, New York","364,705","±7,965",37.20%,±0.6
"('Housing units without a mortgage',)","Newark city, New Jersey","4,811",±735,23.60%,±3.4
"('Housing units without a mortgage',)","Oakland city, California","15,029","±1,692",24.40%,±2.5
"('Housing units without a mortgage',)","Oklahoma City city, Oklahoma","43,902","±2,601",32.80%,±1.6
"('Housing units without a mortgage',)","Omaha city, Nebraska","28,493","±1,843",30.30%,±1.9
"('Housing units without a mortgage',)","Orlando city, Florida","9,012","±1,278",24.10%,±2.9
"('Housing units without a mortgage',)","Philadelphia city, Pennsylvania","123,878","±4,580",40.90%,±1.3
"('Housing units without a mortgage',)","Phoenix city, Arizona","68,015","±3,777",24.60%,±1.2
"('Housing units without a mortgage',)","Pittsburgh city, Pennsylvania","25,338","±1,569",40.40%,±2.1
"('Housing units without a mortgage',)","Plano city, Texas","17,454","±1,896",27.30%,±2.7
"('Housing units without a mortgage',)","Portland city, Oregon","31,908","±2,217",24.20%,±1.6
"('Housing units without a mortgage',)","Raleigh city, North Carolina","15,712","±1,755",18.80%,±1.9
"('Housing units without a mortgage',)","Riverside city, California","10,946","±1,397",21.60%,±2.5
"('Housing units without a mortgage',)","Sacramento city, California","21,260","±1,895",25.20%,±1.9
"('Housing units without a mortgage',)","San Antonio city, Texas","95,089","±4,174",36.00%,±1.4
"('Housing units without a mortgage',)","San Diego city, California","54,385","±2,900",24.60%,±1.2
"('Housing units without a mortgage',)","San Francisco city, California","36,332","±2,646",29.10%,±1.8
"('Housing units without a mortgage',)","San Jose city, California","42,066","±2,737",24.10%,±1.5
"('Housing units without a mortgage',)","Santa Ana city, California","7,555","±1,124",23.80%,±3.1
"('Housing units without a mortgage',)","Seattle city, Washington","34,067","±2,851",25.60%,±1.9
"('Housing units without a mortgage',)","St. Louis city, Missouri","20,457","±1,451",33.00%,±2.2
"('Housing units without a mortgage',)","St. Paul city, Minnesota","13,743","±1,295",24.50%,±1.9
"('Housing units without a mortgage',)","Stockton city, California","10,728","±1,383",24.10%,±2.8
"('Housing units without a mortgage',)","Tampa city, Florida","20,345","±1,792",30.30%,±2.3
"('Housing units without a mortgage',)","Tucson city, Arizona","33,691","±2,556",33.60%,±2.1
"('Housing units without a mortgage',)","Tulsa city, Oklahoma","31,203","±1,678",37.20%,±1.9
"('Housing units without a mortgage',)","Virginia Beach city, Virginia","20,081","±1,559",19.60%,±1.6
"('Housing units without a mortgage',)","Washington city, District of Columbia","23,577","±2,090",21.30%,±1.7
"('Housing units without a mortgage',)","Wichita city, Kansas","30,230","±2,184",33.40%,±2.1
"('Housing units with a mortgage',)","Albuquerque city, New Mexico","94,517","±4,033","94,517",(X)
"('Housing units with a mortgage',)","Anaheim city, California","32,552","±2,167","32,552",(X)
"('Housing units with a mortgage',)","Anchorage municipality, Alaska","46,132","±2,700","46,132",(X)
"('Housing units with a mortgage',)","Arlington city, Texas","53,311","±3,257","53,311",(X)
"('Housing units with a mortgage',)","Atlanta city, Georgia","60,302","±3,131","60,302",(X)
"('Housing units with a mortgage',)","Aurora city, Colorado","55,251","±3,010","55,251",(X)
"('Housing units with a mortgage',)","Austin city, Texas","106,807","±3,862","106,807",(X)
"('Housing units with a mortgage',)","Bakersfield city, California","49,466","±2,477","49,466",(X)
"('Housing units with a mortgage',)","Baltimore city, Maryland","77,313","±3,607","77,313",(X)
"('Housing units with a mortgage',)","Boston city, Massachusetts","61,954","±2,749","61,954",(X)
"('Housing units with a mortgage',)","Charlotte city, North Carolina","130,969","±4,040","130,969",(X)
"('Housing units with a mortgage',)","Chicago city, Illinois","329,792","±7,316","329,792",(X)
"('Housing units with a mortgage',)","Cincinnati city, Ohio","35,785","±2,307","35,785",(X)
"('Housing units with a mortgage',)","Cleveland city, Ohio","43,071","±2,216","43,071",(X)
"('Housing units with a mortgage',)","Colorado Springs city, Colorado","73,039","±2,710","73,039",(X)
"('Housing units with a mortgage',)","Columbus city, Ohio","116,657","±4,181","116,657",(X)
"('Housing units with a mortgage',)","Corpus Christi city, Texas","37,072","±2,565","37,072",(X)
"('Housing units with a mortgage',)","Dallas city, Texas","120,975","±4,573","120,975",(X)
"('Housing units with a mortgage',)","Denver city, Colorado","99,762","±4,056","99,762",(X)
"('Housing units with a mortgage',)","Detroit city, Michigan","59,894","±2,608","59,894",(X)
"('Housing units with a mortgage',)","Durham city, North Carolina","39,749","±1,947","39,749",(X)
"('Housing units with a mortgage',)","El Paso city, Texas","78,266","±3,635","78,266",(X)
"('Housing units with a mortgage',)","Fort Worth city, Texas","103,762","±4,552","103,762",(X)
"('Housing units with a mortgage',)","Fresno city, California","54,581","±2,893","54,581",(X)
"('Housing units with a mortgage',)","Greensboro city, North Carolina","41,419","±1,934","41,419",(X)
"('Housing units with a mortgage',)","Henderson city, Nevada","45,602","±2,730","45,602",(X)
"('Housing units with a mortgage',)","Houston city, Texas","201,991","±6,080","201,991",(X)
"('Housing units with a mortgage',)","Indianapolis city (balance), Indiana","128,407","±3,906","128,407",(X)
"('Housing units with a mortgage',)","Irvine city, California","30,297","±2,858","30,297",(X)
"('Housing units with a mortgage',)","Jacksonville city, Florida","127,663","±5,008","127,663",(X)
"('Housing units with a mortgage',)","Jersey City city, New Jersey",N,N,N,N
"('Housing units with a mortgage',)","Kansas City city, Missouri","71,490","±2,855","71,490",(X)
"('Housing units with a mortgage',)","Las Vegas city, Nevada","84,519","±3,797","84,519",(X)
"('Housing units with a mortgage',)","Lincoln city, Nebraska","42,396","±1,921","42,396",(X)
"('Housing units with a mortgage',)","Long Beach city, California","49,246","±2,555","49,246",(X)
"('Housing units with a mortgage',)","Los Angeles city, California","374,394","±7,021","374,394",(X)
"('Housing units with a mortgage',)","Memphis city, Tennessee","84,570","±3,314","84,570",(X)
"('Housing units with a mortgage',)","Mesa city, Arizona","65,505","±2,700","65,505",(X)
"('Housing units with a mortgage',)","Miami city, Florida","29,392","±2,500","29,392",(X)
"('Housing units with a mortgage',)","Milwaukee city, Wisconsin","67,180","±2,851","67,180",(X)
"('Housing units with a mortgage',)","Minneapolis city, Minnesota","60,682","±2,528","60,682",(X)
"('Housing units with a mortgage',)","New Orleans city, Louisiana","40,603","±2,383","40,603",(X)
"('Housing units with a mortgage',)","New York city, New York","614,420","±8,940","614,420",(X)
"('Housing units with a mortgage',)","Newark city, New Jersey","15,611","±1,467","15,611",(X)
"('Housing units with a mortgage',)","Oakland city, California","46,451","±2,478","46,451",(X)
"('Housing units with a mortgage',)","Oklahoma City city, Oklahoma","90,055","±3,077","90,055",(X)
"('Housing units with a mortgage',)","Omaha city, Nebraska","65,497","±2,740","65,497",(X)
"('Housing units with a mortgage',)","Orlando city, Florida","28,413","±2,066","28,413",(X)
"('Housing units with a mortgage',)","Philadelphia city, Pennsylvania","178,673","±5,580","178,673",(X)
"('Housing units with a mortgage',)","Phoenix city, Arizona","208,121","±5,721","208,121",(X)
"('Housing units with a mortgage',)","Pittsburgh city, Pennsylvania","37,395","±1,743","37,395",(X)
"('Housing units with a mortgage',)","Plano city, Texas","46,560","±2,602","46,560",(X)
"('Housing units with a mortgage',)","Portland city, Oregon","100,097","±3,927","100,097",(X)
"('Housing units with a mortgage',)","Raleigh city, North Carolina","67,666","±3,059","67,666",(X)
"('Housing units with a mortgage',)","Riverside city, California","39,653","±2,262","39,653",(X)
"('Housing units with a mortgage',)","Sacramento city, California","63,208","±2,890","63,208",(X)
"('Housing units with a mortgage',)","San Antonio city, Texas","169,279","±5,581","169,279",(X)
"('Housing units with a mortgage',)","San Diego city, California","166,868","±5,107","166,868",(X)
"('Housing units with a mortgage',)","San Francisco city, California","88,407","±3,872","88,407",(X)
"('Housing units with a mortgage',)","San Jose city, California","132,150","±4,289","132,150",(X)
"('Housing units with a mortgage',)","Santa Ana city, California","24,206","±1,714","24,206",(X)
"('Housing units with a mortgage',)","Seattle city, Washington","98,821","±3,387","98,821",(X)
"('Housing units with a mortgage',)","St. Louis city, Missouri","41,475","±2,471","41,475",(X)
"('Housing units with a mortgage',)","St. Paul city, Minnesota","42,328","±2,072","42,328",(X)
"('Housing units with a mortgage',)","Stockton city, California","33,857","±2,206","33,857",(X)
"('Housing units with a mortgage',)","Tampa city, Florida","46,754","±2,779","46,754",(X)
"('Housing units with a mortgage',)","Tucson city, Arizona","66,680","±2,988","66,680",(X)
"('Housing units with a mortgage',)","Tulsa city, Oklahoma","52,727","±2,050","52,727",(X)
"('Housing units with a mortgage',)","Virginia Beach city, Virginia","82,245","±3,209","82,245",(X)
"('Housing units with a mortgage',)","Washington city, District of Columbia","87,104","±3,340","87,104",(X)
"('Housing units with a mortgage',)","Wichita city, Kansas","60,191","±2,881","60,191",(X)
"('Less than $300',)","Albuquerque city, New Mexico",421,±418,0.40%,±0.4
"('Less than $300',)","Anaheim city, California",0,±197,0.00%,±0.5
"('Less than $300',)","Anchorage municipality, Alaska",0,±143,0.00%,±0.2
"('Less than $300',)","Arlington city, Texas",0,±206,0.00%,±0.3
"('Less than $300',)","Atlanta city, Georgia",36,±60,0.10%,±0.1
"('Less than $300',)","Aurora city, Colorado",39,±64,0.10%,±0.1
"('Less than $300',)","Austin city, Texas",155,±151,0.10%,±0.1
"('Less than $300',)","Bakersfield city, California",98,±116,0.20%,±0.2
"('Less than $300',)","Baltimore city, Maryland",165,±144,0.20%,±0.2
"('Less than $300',)","Boston city, Massachusetts",0,±195,0.00%,±0.3
"('Less than $300',)","Charlotte city, North Carolina",155,±161,0.10%,±0.1
"('Less than $300',)","Chicago city, Illinois",143,±120,0.00%,±0.1
"('Less than $300',)","Cincinnati city, Ohio",40,±67,0.10%,±0.2
"('Less than $300',)","Cleveland city, Ohio",222,±151,0.50%,±0.4
"('Less than $300',)","Colorado Springs city, Colorado",44,±73,0.10%,±0.1
"('Less than $300',)","Columbus city, Ohio",101,±95,0.10%,±0.1
"('Less than $300',)","Corpus Christi city, Texas",0,±206,0.00%,±0.5
"('Less than $300',)","Dallas city, Texas",134,±146,0.10%,±0.1
"('Less than $300',)","Denver city, Colorado",216,±180,0.20%,±0.2
"('Less than $300',)","Detroit city, Michigan",310,±259,0.50%,±0.4
"('Less than $300',)","Durham city, North Carolina",0,±193,0.00%,±0.4
"('Less than $300',)","El Paso city, Texas",262,±229,0.30%,±0.3
"('Less than $300',)","Fort Worth city, Texas",144,±182,0.10%,±0.2
"('Less than $300',)","Fresno city, California",120,±128,0.20%,±0.2
"('Less than $300',)","Greensboro city, North Carolina",49,±56,0.10%,±0.1
