Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('Housing units with a mortgage',)","Anchorage municipality, Alaska","49,621","±3,028",71.20%,±3.1
"('Housing units with a mortgage',)","Arlington city, Texas","46,456","±3,427",58.90%,±3.3
"('Housing units with a mortgage',)","Atlanta city, Georgia","78,250","±5,432",69.20%,±3.0
"('Housing units with a mortgage',)","Aurora city, Colorado","66,791","±3,194",74.50%,±2.0
"('Housing units with a mortgage',)","Austin city, Texas","132,628","±6,738",67.50%,±2.1
"('Housing units with a mortgage',)","Bakersfield city, California","56,648","±4,140",72.30%,±3.3
"('Housing units with a mortgage',)","Baltimore city, Maryland","84,578","±4,179",68.60%,±2.0
"('Housing units with a mortgage',)","Boston city, Massachusetts","67,144","±3,357",71.10%,±2.3
"('Housing units with a mortgage',)","Charlotte city, North Carolina","142,912","±4,937",73.70%,±1.7
"('Housing units with a mortgage',)","Chicago city, Illinois","339,523","±9,378",63.90%,±1.1
"('Housing units with a mortgage',)","Cincinnati city, Ohio","36,710","±2,622",66.30%,±3.6
"('Housing units with a mortgage',)","Cleveland city, Ohio","34,401","±2,798",51.30%,±2.7
"('Housing units with a mortgage',)","Colorado Springs city, Colorado","87,580","±3,789",71.00%,±2.0
"('Housing units with a mortgage',)","Columbus city, Ohio","125,487","±5,447",71.50%,±1.9
"('Housing units with a mortgage',)","Corpus Christi city, Texas","37,907","±3,196",55.80%,±3.4
"('Housing units with a mortgage',)","Dallas city, Texas","124,846","±5,438",54.40%,±1.8
"('Housing units with a mortgage',)","Denver city, Colorado","123,690","±4,273",75.20%,±1.5
"('Housing units with a mortgage',)","Detroit city, Michigan","43,675","±2,865",33.80%,±1.9
"('Housing units with a mortgage',)","Durham city, North Carolina","47,533","±3,098",76.00%,±2.8
"('Housing units with a mortgage',)","El Paso city, Texas","84,973","±4,375",57.50%,±2.2
"('Housing units with a mortgage',)","Fort Worth city, Texas","121,099","±6,691",65.40%,±2.2
"('Housing units with a mortgage',)","Fresno city, California","59,354","±3,336",65.10%,±2.7
"('Housing units with a mortgage',)","Greensboro city, North Carolina","44,909","±3,248",64.30%,±3.1
"('Housing units with a mortgage',)","Henderson city, Nevada","55,593","±3,122",69.00%,±2.5
"('Housing units with a mortgage',)","Houston city, Texas","207,809","±7,698",53.30%,±1.6
"('Housing units with a mortgage',)","Indianapolis city (balance), Indiana","138,622","±5,168",68.90%,±1.8
"('Housing units with a mortgage',)","Irvine city, California","32,261","±3,132",64.70%,±4.4
"('Housing units with a mortgage',)","Jacksonville city, Florida","150,468","±5,906",66.50%,±1.9
"('Housing units with a mortgage',)","Jersey City city, New Jersey","21,710","±2,348",63.20%,±5.0
"('Housing units with a mortgage',)","Kansas City city, Missouri","77,422","±3,664",65.40%,±2.1
"('Housing units with a mortgage',)","Las Vegas city, Nevada","95,992","±4,682",69.20%,±1.8
"('Housing units with a mortgage',)","Lexington-Fayette urban county, Kentucky","51,182","±2,849",68.10%,±2.6
"('Housing units with a mortgage',)","Lincoln city, Nebraska","44,764","±2,627",63.90%,±2.7
"('Housing units with a mortgage',)","Long Beach city, California","49,321","±2,655",71.00%,±2.4
"('Housing units with a mortgage',)","Los Angeles city, California","369,242","±7,457",70.80%,±0.9
"('Housing units with a mortgage',)","Memphis city, Tennessee","71,386","±4,453",59.70%,±2.7
"('Housing units with a mortgage',)","Mesa city, Arizona","80,572","±3,953",63.90%,±2.0
"('Housing units with a mortgage',)","Miami city, Florida","32,656","±3,483",55.90%,±3.9
"('Housing units with a mortgage',)","Milwaukee city, Wisconsin","61,602","±3,338",64.10%,±2.2
"('Housing units with a mortgage',)","Minneapolis city, Minnesota","68,555","±3,553",72.90%,±2.3
"('Housing units with a mortgage',)","Nashville-Davidson metropolitan government (balance), Tennessee","110,850","±4,828",68.20%,±2.1
"('Housing units with a mortgage',)","New Orleans city, Louisiana","47,733","±2,899",57.20%,±2.6
"('Housing units with a mortgage',)","New York city, New York","601,226","±11,296",55.40%,±0.8
"('Housing units with a mortgage',)","Newark city, New Jersey",N,N,N,N
"('Housing units with a mortgage',)","Oakland city, California","51,720","±2,363",71.20%,±2.6
"('Housing units with a mortgage',)","Oklahoma City city, Oklahoma","100,798","±4,417",61.30%,±2.0
"('Housing units with a mortgage',)","Omaha city, Nebraska","80,503","±3,044",68.60%,±1.8
"('Housing units with a mortgage',)","Orlando city, Florida","33,038","±3,013",67.40%,±3.8
"('Housing units with a mortgage',)","Philadelphia city, Pennsylvania","202,880","±7,667",58.10%,±1.6
"('Housing units with a mortgage',)","Phoenix city, Arizona","246,434","±8,179",69.60%,±1.4
"('Housing units with a mortgage',)","Pittsburgh city, Pennsylvania","37,784","±2,147",56.60%,±2.5
"('Housing units with a mortgage',)","Plano city, Texas","37,102","±2,803",60.90%,±3.4
"('Housing units with a mortgage',)","Portland city, Oregon","108,864","±3,363",71.10%,±1.7
"('Housing units with a mortgage',)","Raleigh city, North Carolina","78,923","±4,274",76.40%,±2.2
"('Housing units with a mortgage',)","Riverside city, California","39,744","±2,770",77.60%,±2.8
"('Housing units with a mortgage',)","Sacramento city, California","70,415","±3,669",67.70%,±2.3
"('Housing units with a mortgage',)","San Antonio city, Texas","160,674","±5,677",55.40%,±1.6
"('Housing units with a mortgage',)","San Diego city, California","177,643","±5,530",70.60%,±1.4
"('Housing units with a mortgage',)","San Francisco city, California","91,236","±4,637",64.80%,±2.1
"('Housing units with a mortgage',)","San Jose city, California","124,224","±4,218",69.10%,±1.5
"('Housing units with a mortgage',)","Santa Ana city, California","25,378","±2,087",71.90%,±3.1
"('Housing units with a mortgage',)","Seattle city, Washington","115,481","±5,625",71.50%,±2.0
"('Housing units with a mortgage',)","St. Louis city, Missouri","41,018","±2,397",64.40%,±2.6
"('Housing units with a mortgage',)","St. Paul city, Minnesota","47,031","±2,792",69.50%,±2.8
"('Housing units with a mortgage',)","Stockton city, California","36,674","±2,549",69.10%,±3.5
"('Housing units with a mortgage',)","Tampa city, Florida","53,063","±3,494",62.70%,±2.8
"('Housing units with a mortgage',)","Tucson city, Arizona","70,054","±3,218",61.10%,±2.2
"('Housing units with a mortgage',)","Tulsa city, Oklahoma","50,494","±2,122",56.50%,±1.8
"('Housing units with a mortgage',)","Virginia Beach city, Virginia","88,748","±3,603",74.50%,±1.8
"('Housing units with a mortgage',)","Washington city, District of Columbia","100,122","±4,664",75.30%,±2.1
"('Housing units with a mortgage',)","Wichita city, Kansas","56,370","±2,988",61.60%,±2.1
"('Housing units without a mortgage',)","Albuquerque city, New Mexico","50,220","±3,022",33.90%,±1.9
"('Housing units without a mortgage',)","Anaheim city, California","14,809","±1,804",28.70%,±3.5
"('Housing units without a mortgage',)","Anchorage municipality, Alaska","20,078","±2,267",28.80%,±3.1
"('Housing units without a mortgage',)","Arlington city, Texas","32,427","±3,160",41.10%,±3.3
"('Housing units without a mortgage',)","Atlanta city, Georgia","34,842","±3,618",30.80%,±3.0
"('Housing units without a mortgage',)","Aurora city, Colorado","22,824","±2,105",25.50%,±2.0
"('Housing units without a mortgage',)","Austin city, Texas","63,830","±4,547",32.50%,±2.1
"('Housing units without a mortgage',)","Bakersfield city, California","21,750","±2,753",27.70%,±3.3
"('Housing units without a mortgage',)","Baltimore city, Maryland","38,671","±2,550",31.40%,±2.0
"('Housing units without a mortgage',)","Boston city, Massachusetts","27,353","±2,486",28.90%,±2.3
"('Housing units without a mortgage',)","Charlotte city, North Carolina","51,018","±3,560",26.30%,±1.7
"('Housing units without a mortgage',)","Chicago city, Illinois","191,454","±6,913",36.10%,±1.1
"('Housing units without a mortgage',)","Cincinnati city, Ohio","18,701","±2,485",33.70%,±3.6
"('Housing units without a mortgage',)","Cleveland city, Ohio","32,638","±2,370",48.70%,±2.7
"('Housing units without a mortgage',)","Colorado Springs city, Colorado","35,818","±2,732",29.00%,±2.0
"('Housing units without a mortgage',)","Columbus city, Ohio","49,940","±3,377",28.50%,±1.9
"('Housing units without a mortgage',)","Corpus Christi city, Texas","29,967","±2,521",44.20%,±3.4
"('Housing units without a mortgage',)","Dallas city, Texas","104,672","±5,255",45.60%,±1.8
"('Housing units without a mortgage',)","Denver city, Colorado","40,739","±2,734",24.80%,±1.5
"('Housing units without a mortgage',)","Detroit city, Michigan","85,409","±3,732",66.20%,±1.9
"('Housing units without a mortgage',)","Durham city, North Carolina","15,017","±1,940",24.00%,±2.8
"('Housing units without a mortgage',)","El Paso city, Texas","62,815","±3,721",42.50%,±2.2
"('Housing units without a mortgage',)","Fort Worth city, Texas","64,098","±4,091",34.60%,±2.2
"('Housing units without a mortgage',)","Fresno city, California","31,879","±2,575",34.90%,±2.7
"('Housing units without a mortgage',)","Greensboro city, North Carolina","24,925","±2,456",35.70%,±3.1
"('Housing units without a mortgage',)","Henderson city, Nevada","24,969","±2,304",31.00%,±2.5
"('Housing units without a mortgage',)","Houston city, Texas","182,417","±7,730",46.70%,±1.6
"('Housing units without a mortgage',)","Indianapolis city (balance), Indiana","62,527","±3,851",31.10%,±1.8
"('Housing units without a mortgage',)","Irvine city, California","17,600","±2,573",35.30%,±4.4
"('Housing units without a mortgage',)","Jacksonville city, Florida","75,961","±4,516",33.50%,±1.9
"('Housing units without a mortgage',)","Jersey City city, New Jersey","12,648","±2,049",36.80%,±5.0
"('Housing units without a mortgage',)","Kansas City city, Missouri","40,962","±2,885",34.60%,±2.1
"('Housing units without a mortgage',)","Las Vegas city, Nevada","42,685","±2,648",30.80%,±1.8
"('Housing units without a mortgage',)","Lexington-Fayette urban county, Kentucky","23,947","±1,976",31.90%,±2.6
"('Housing units without a mortgage',)","Lincoln city, Nebraska","25,239","±1,970",36.10%,±2.7
"('Housing units without a mortgage',)","Long Beach city, California","20,149","±1,951",29.00%,±2.4
"('Housing units without a mortgage',)","Los Angeles city, California","152,243","±5,212",29.20%,±0.9
"('Housing units without a mortgage',)","Memphis city, Tennessee","48,236","±3,563",40.30%,±2.7
"('Housing units without a mortgage',)","Mesa city, Arizona","45,574","±2,933",36.10%,±2.0
"('Housing units without a mortgage',)","Miami city, Florida","25,807","±2,484",44.10%,±3.9
"('Housing units without a mortgage',)","Milwaukee city, Wisconsin","34,442","±2,495",35.90%,±2.2
"('Housing units without a mortgage',)","Minneapolis city, Minnesota","25,426","±2,449",27.10%,±2.3
"('Housing units without a mortgage',)","Nashville-Davidson metropolitan government (balance), Tennessee","51,576","±3,462",31.80%,±2.1
"('Housing units without a mortgage',)","New Orleans city, Louisiana","35,783","±2,358",42.80%,±2.6
"('Housing units without a mortgage',)","New York city, New York","484,710","±11,862",44.60%,±0.8
"('Housing units without a mortgage',)","Newark city, New Jersey",N,N,N,N
"('Housing units without a mortgage',)","Oakland city, California","20,941","±2,350",28.80%,±2.6
"('Housing units without a mortgage',)","Oklahoma City city, Oklahoma","63,672","±3,820",38.70%,±2.0
"('Housing units without a mortgage',)","Omaha city, Nebraska","36,901","±2,321",31.40%,±1.8
"('Housing units without a mortgage',)","Orlando city, Florida","16,010","±2,131",32.60%,±3.8
"('Housing units without a mortgage',)","Philadelphia city, Pennsylvania","146,055","±5,667",41.90%,±1.6
"('Housing units without a mortgage',)","Phoenix city, Arizona","107,803","±5,768",30.40%,±1.4
"('Housing units without a mortgage',)","Pittsburgh city, Pennsylvania","28,945","±2,344",43.40%,±2.5
"('Housing units without a mortgage',)","Plano city, Texas","23,781","±2,405",39.10%,±3.4
"('Housing units without a mortgage',)","Portland city, Oregon","44,257","±2,782",28.90%,±1.7
"('Housing units without a mortgage',)","Raleigh city, North Carolina","24,444","±2,412",23.60%,±2.2
"('Housing units without a mortgage',)","Riverside city, California","11,467","±1,464",22.40%,±2.8
"('Housing units without a mortgage',)","Sacramento city, California","33,579","±2,759",32.30%,±2.3
"('Housing units without a mortgage',)","San Antonio city, Texas","129,449","±5,834",44.60%,±1.6
"('Housing units without a mortgage',)","San Diego city, California","73,864","±4,249",29.40%,±1.4
"('Housing units without a mortgage',)","San Francisco city, California","49,573","±3,341",35.20%,±2.1
"('Housing units without a mortgage',)","San Jose city, California","55,573","±3,039",30.90%,±1.5
"('Housing units without a mortgage',)","Santa Ana city, California","9,939","±1,210",28.10%,±3.1
"('Housing units without a mortgage',)","Seattle city, Washington","46,106","±3,220",28.50%,±2.0
"('Housing units without a mortgage',)","St. Louis city, Missouri","22,635","±1,952",35.60%,±2.6
"('Housing units without a mortgage',)","St. Paul city, Minnesota","20,611","±1,987",30.50%,±2.8
"('Housing units without a mortgage',)","Stockton city, California","16,407","±2,164",30.90%,±3.5
"('Housing units without a mortgage',)","Tampa city, Florida","31,597","±2,531",37.30%,±2.8
"('Housing units without a mortgage',)","Tucson city, Arizona","44,654","±3,340",38.90%,±2.2
"('Housing units without a mortgage',)","Tulsa city, Oklahoma","38,813","±1,799",43.50%,±1.8
"('Housing units without a mortgage',)","Virginia Beach city, Virginia","30,396","±2,218",25.50%,±1.8
"('Housing units without a mortgage',)","Washington city, District of Columbia","32,814","±2,672",24.70%,±2.1
"('Housing units without a mortgage',)","Wichita city, Kansas","35,157","±2,307",38.40%,±2.1
"('Housing units with a mortgage',)","Albuquerque city, New Mexico","97,744","±4,048","97,744",(X)
"('Housing units with a mortgage',)","Anaheim city, California","36,875","±2,771","36,875",(X)
"('Housing units with a mortgage',)","Anchorage municipality, Alaska","49,621","±3,028","49,621",(X)
"('Housing units with a mortgage',)","Arlington city, Texas","46,456","±3,427","46,456",(X)
"('Housing units with a mortgage',)","Atlanta city, Georgia","78,250","±5,432","78,250",(X)
"('Housing units with a mortgage',)","Aurora city, Colorado","66,791","±3,194","66,791",(X)
"('Housing units with a mortgage',)","Austin city, Texas","132,628","±6,738","132,628",(X)
"('Housing units with a mortgage',)","Bakersfield city, California","56,648","±4,140","56,648",(X)
"('Housing units with a mortgage',)","Baltimore city, Maryland","84,578","±4,179","84,578",(X)
"('Housing units with a mortgage',)","Boston city, Massachusetts","67,144","±3,357","67,144",(X)
"('Housing units with a mortgage',)","Charlotte city, North Carolina","142,912","±4,937","142,912",(X)
"('Housing units with a mortgage',)","Chicago city, Illinois","339,523","±9,378","339,523",(X)
"('Housing units with a mortgage',)","Cincinnati city, Ohio","36,710","±2,622","36,710",(X)
"('Housing units with a mortgage',)","Cleveland city, Ohio","34,401","±2,798","34,401",(X)
"('Housing units with a mortgage',)","Colorado Springs city, Colorado","87,580","±3,789","87,580",(X)
"('Housing units with a mortgage',)","Columbus city, Ohio","125,487","±5,447","125,487",(X)
"('Housing units with a mortgage',)","Corpus Christi city, Texas","37,907","±3,196","37,907",(X)
"('Housing units with a mortgage',)","Dallas city, Texas","124,846","±5,438","124,846",(X)
"('Housing units with a mortgage',)","Denver city, Colorado","123,690","±4,273","123,690",(X)
"('Housing units with a mortgage',)","Detroit city, Michigan","43,675","±2,865","43,675",(X)
"('Housing units with a mortgage',)","Durham city, North Carolina","47,533","±3,098","47,533",(X)
"('Housing units with a mortgage',)","El Paso city, Texas","84,973","±4,375","84,973",(X)
"('Housing units with a mortgage',)","Fort Worth city, Texas","121,099","±6,691","121,099",(X)
"('Housing units with a mortgage',)","Fresno city, California","59,354","±3,336","59,354",(X)
"('Housing units with a mortgage',)","Greensboro city, North Carolina","44,909","±3,248","44,909",(X)
"('Housing units with a mortgage',)","Henderson city, Nevada","55,593","±3,122","55,593",(X)
"('Housing units with a mortgage',)","Houston city, Texas","207,809","±7,698","207,809",(X)
"('Housing units with a mortgage',)","Indianapolis city (balance), Indiana","138,622","±5,168","138,622",(X)
"('Housing units with a mortgage',)","Irvine city, California","32,261","±3,132","32,261",(X)
"('Housing units with a mortgage',)","Jacksonville city, Florida","150,468","±5,906","150,468",(X)
"('Housing units with a mortgage',)","Jersey City city, New Jersey","21,710","±2,348","21,710",(X)
"('Housing units with a mortgage',)","Kansas City city, Missouri","77,422","±3,664","77,422",(X)
"('Housing units with a mortgage',)","Las Vegas city, Nevada","95,992","±4,682","95,992",(X)
"('Housing units with a mortgage',)","Lexington-Fayette urban county, Kentucky","51,182","±2,849","51,182",(X)
"('Housing units with a mortgage',)","Lincoln city, Nebraska","44,764","±2,627","44,764",(X)
"('Housing units with a mortgage',)","Long Beach city, California","49,321","±2,655","49,321",(X)
"('Housing units with a mortgage',)","Los Angeles city, California","369,242","±7,457","369,242",(X)
"('Housing units with a mortgage',)","Memphis city, Tennessee","71,386","±4,453","71,386",(X)
"('Housing units with a mortgage',)","Mesa city, Arizona","80,572","±3,953","80,572",(X)
"('Housing units with a mortgage',)","Miami city, Florida","32,656","±3,483","32,656",(X)
"('Housing units with a mortgage',)","Milwaukee city, Wisconsin","61,602","±3,338","61,602",(X)
"('Housing units with a mortgage',)","Minneapolis city, Minnesota","68,555","±3,553","68,555",(X)
"('Housing units with a mortgage',)","Nashville-Davidson metropolitan government (balance), Tennessee","110,850","±4,828","110,850",(X)
"('Housing units with a mortgage',)","New Orleans city, Louisiana","47,733","±2,899","47,733",(X)
"('Housing units with a mortgage',)","New York city, New York","601,226","±11,296","601,226",(X)
"('Housing units with a mortgage',)","Newark city, New Jersey",N,N,N,N
"('Housing units with a mortgage',)","Oakland city, California","51,720","±2,363","51,720",(X)
"('Housing units with a mortgage',)","Oklahoma City city, Oklahoma","100,798","±4,417","100,798",(X)
"('Housing units with a mortgage',)","Omaha city, Nebraska","80,503","±3,044","80,503",(X)
"('Housing units with a mortgage',)","Orlando city, Florida","33,038","±3,013","33,038",(X)
"('Housing units with a mortgage',)","Philadelphia city, Pennsylvania","202,880","±7,667","202,880",(X)
"('Housing units with a mortgage',)","Phoenix city, Arizona","246,434","±8,179","246,434",(X)
"('Housing units with a mortgage',)","Pittsburgh city, Pennsylvania","37,784","±2,147","37,784",(X)
"('Housing units with a mortgage',)","Plano city, Texas","37,102","±2,803","37,102",(X)
"('Housing units with a mortgage',)","Portland city, Oregon","108,864","±3,363","108,864",(X)
"('Housing units with a mortgage',)","Raleigh city, North Carolina","78,923","±4,274","78,923",(X)
"('Housing units with a mortgage',)","Riverside city, California","39,744","±2,770","39,744",(X)
"('Housing units with a mortgage',)","Sacramento city, California","70,415","±3,669","70,415",(X)
"('Housing units with a mortgage',)","San Antonio city, Texas","160,674","±5,677","160,674",(X)
"('Housing units with a mortgage',)","San Diego city, California","177,643","±5,530","177,643",(X)
"('Housing units with a mortgage',)","San Francisco city, California","91,236","±4,637","91,236",(X)
"('Housing units with a mortgage',)","San Jose city, California","124,224","±4,218","124,224",(X)
"('Housing units with a mortgage',)","Santa Ana city, California","25,378","±2,087","25,378",(X)
"('Housing units with a mortgage',)","Seattle city, Washington","115,481","±5,625","115,481",(X)
"('Housing units with a mortgage',)","St. Louis city, Missouri","41,018","±2,397","41,018",(X)
"('Housing units with a mortgage',)","St. Paul city, Minnesota","47,031","±2,792","47,031",(X)
"('Housing units with a mortgage',)","Stockton city, California","36,674","±2,549","36,674",(X)
"('Housing units with a mortgage',)","Tampa city, Florida","53,063","±3,494","53,063",(X)
"('Housing units with a mortgage',)","Tucson city, Arizona","70,054","±3,218","70,054",(X)
"('Housing units with a mortgage',)","Tulsa city, Oklahoma","50,494","±2,122","50,494",(X)
"('Housing units with a mortgage',)","Virginia Beach city, Virginia","88,748","±3,603","88,748",(X)
"('Housing units with a mortgage',)","Washington city, District of Columbia","100,122","±4,664","100,122",(X)
"('Housing units with a mortgage',)","Wichita city, Kansas","56,370","±2,988","56,370",(X)
"('Less than $500',)","Albuquerque city, New Mexico",951,±723,1.00%,±0.7
"('Less than $500',)","Anaheim city, California",48,±77,0.10%,±0.2
"('Less than $500',)","Anchorage municipality, Alaska",132,±161,0.30%,±0.3
"('Less than $500',)","Arlington city, Texas",283,±171,0.60%,±0.4
"('Less than $500',)","Atlanta city, Georgia",777,±514,1.00%,±0.7
"('Less than $500',)","Aurora city, Colorado",466,±339,0.70%,±0.5
"('Less than $500',)","Austin city, Texas",646,±537,0.50%,±0.4
"('Less than $500',)","Bakersfield city, California",318,±467,0.60%,±0.8
"('Less than $500',)","Baltimore city, Maryland",421,±269,0.50%,±0.3
"('Less than $500',)","Boston city, Massachusetts",611,±471,0.90%,±0.7
"('Less than $500',)","Charlotte city, North Carolina","1,262",±555,0.90%,±0.4
"('Less than $500',)","Chicago city, Illinois","2,719",±908,0.80%,±0.3
"('Less than $500',)","Cincinnati city, Ohio",162,±211,0.40%,±0.6
"('Less than $500',)","Cleveland city, Ohio","1,201",±514,3.50%,±1.5
"('Less than $500',)","Colorado Springs city, Colorado",232,±198,0.30%,±0.2
"('Less than $500',)","Columbus city, Ohio",573,±310,0.50%,±0.2
"('Less than $500',)","Corpus Christi city, Texas",702,±599,1.90%,±1.6
"('Less than $500',)","Dallas city, Texas",708,±534,0.60%,±0.4
"('Less than $500',)","Denver city, Colorado","1,443",±791,1.20%,±0.6
"('Less than $500',)","Detroit city, Michigan","1,878",±881,4.30%,±2.0
"('Less than $500',)","Durham city, North Carolina",197,±189,0.40%,±0.4
"('Less than $500',)","El Paso city, Texas","1,041",±643,1.20%,±0.8
"('Less than $500',)","Fort Worth city, Texas",658,±718,0.50%,±0.6
"('Less than $500',)","Fresno city, California",580,±373,1.00%,±0.6
"('Less than $500',)","Greensboro city, North Carolina",577,±302,1.30%,±0.7
"('Less than $500',)","Henderson city, Nevada",484,±418,0.90%,±0.8
"('Less than $500',)","Houston city, Texas",879,±521,0.40%,±0.3
"('Less than $500',)","Indianapolis city (balance), Indiana","1,732",±717,1.20%,±0.5
"('Less than $500',)","Irvine city, California",186,±183,0.60%,±0.6
"('Less than $500',)","Jacksonville city, Florida","1,481",±501,1.00%,±0.3
"('Less than $500',)","Jersey City city, New Jersey",0,±222,0.00%,±0.9
"('Less than $500',)","Kansas City city, Missouri",833,±538,1.10%,±0.7
"('Less than $500',)","Las Vegas city, Nevada",897,±575,0.90%,±0.6
"('Less than $500',)","Lexington-Fayette urban county, Kentucky",396,±251,0.80%,±0.5
"('Less than $500',)","Lincoln city, Nebraska",557,±406,1.20%,±0.9
"('Less than $500',)","Long Beach city, California",434,±431,0.90%,±0.9
"('Less than $500',)","Los Angeles city, California","1,436",±584,0.40%,±0.2
"('Less than $500',)","Memphis city, Tennessee","1,461",±663,2.00%,±0.9
"('Less than $500',)","Mesa city, Arizona",851,±498,1.10%,±0.6
"('Less than $500',)","Miami city, Florida",703,±555,2.20%,±1.6
"('Less than $500',)","Milwaukee city, Wisconsin",203,±116,0.30%,±0.2
"('Less than $500',)","Minneapolis city, Minnesota",495,±270,0.70%,±0.4
"('Less than $500',)","Nashville-Davidson metropolitan government (balance), Tennessee","1,982",±748,1.80%,±0.7
"('Less than $500',)","New Orleans city, Louisiana",391,±204,0.80%,±0.4
"('Less than $500',)","New York city, New York","3,661","±1,339",0.60%,±0.2
"('Less than $500',)","Newark city, New Jersey",N,N,N,N
"('Less than $500',)","Oakland city, California",427,±328,0.80%,±0.6
"('Less than $500',)","Oklahoma City city, Oklahoma","1,283",±728,1.30%,±0.7
"('Less than $500',)","Omaha city, Nebraska",514,±289,0.60%,±0.4
"('Less than $500',)","Orlando city, Florida",223,±275,0.70%,±0.8
"('Less than $500',)","Philadelphia city, Pennsylvania","3,624","±1,277",1.80%,±0.6
"('Less than $500',)","Phoenix city, Arizona","2,300",±630,0.90%,±0.3
"('Less than $500',)","Pittsburgh city, Pennsylvania",507,±282,1.30%,±0.7
"('Less than $500',)","Plano city, Texas",569,±473,1.50%,±1.3
"('Less than $500',)","Portland city, Oregon",373,±251,0.30%,±0.2
"('Less than $500',)","Raleigh city, North Carolina",721,±651,0.90%,±0.8
"('Less than $500',)","Riverside city, California",335,±213,0.80%,±0.5
"('Less than $500',)","Sacramento city, California",760,±479,1.10%,±0.7
"('Less than $500',)","San Antonio city, Texas","1,420",±539,0.90%,±0.3
"('Less than $500',)","San Diego city, California","1,060",±429,0.60%,±0.2
"('Less than $500',)","San Francisco city, California",801,±409,0.90%,±0.4
"('Less than $500',)","San Jose city, California",255,±186,0.20%,±0.1
"('Less than $500',)","Santa Ana city, California",210,±215,0.80%,±0.8
"('Less than $500',)","Seattle city, Washington",279,±195,0.20%,±0.2
"('Less than $500',)","St. Louis city, Missouri",692,±384,1.70%,±0.9
"('Less than $500',)","St. Paul city, Minnesota",153,±145,0.30%,±0.3
"('Less than $500',)","Stockton city, California",217,±150,0.60%,±0.4
"('Less than $500',)","Tampa city, Florida",241,±226,0.50%,±0.4
"('Less than $500',)","Tucson city, Arizona",704,±329,1.00%,±0.5
"('Less than $500',)","Tulsa city, Oklahoma",482,±231,1.00%,±0.5
"('Less than $500',)","Virginia Beach city, Virginia",488,±325,0.50%,±0.4
"('Less than $500',)","Washington city, District of Columbia",399,±303,0.40%,±0.3
"('Less than $500',)","Wichita city, Kansas",706,±362,1.30%,±0.6
"('$500 to $999',)","Albuquerque city, New Mexico","15,578","±2,053",15.90%,±2.1
"('$500 to $999',)","Anaheim city, California","1,065",±490,2.90%,±1.3
"('$500 to $999',)","Anchorage municipality, Alaska","1,174",±469,2.40%,±0.9
"('$500 to $999',)","Arlington city, Texas","4,308","±1,136",9.30%,±2.3
"('$500 to $999',)","Atlanta city, Georgia","6,182","±1,514",7.90%,±1.8
"('$500 to $999',)","Aurora city, Colorado","2,804",±691,4.20%,±1.0
"('$500 to $999',)","Austin city, Texas","5,737","±1,694",4.30%,±1.3
"('$500 to $999',)","Bakersfield city, California","3,191","±1,085",5.60%,±1.9
"('$500 to $999',)","Baltimore city, Maryland","12,801","±2,037",15.10%,±2.1
"('$500 to $999',)","Boston city, Massachusetts","2,122",±797,3.20%,±1.2
"('$500 to $999',)","Charlotte city, North Carolina","19,637","±2,531",13.70%,±1.7
"('$500 to $999',)","Chicago city, Illinois","22,862","±2,691",6.70%,±0.8
"('$500 to $999',)","Cincinnati city, Ohio","8,954","±1,739",24.40%,±4.5
"('$500 to $999',)","Cleveland city, Ohio","16,599","±1,834",48.30%,±4.2
"('$500 to $999',)","Colorado Springs city, Colorado","5,710","±1,185",6.50%,±1.3
"('$500 to $999',)","Columbus city, Ohio","25,378","±2,618",20.20%,±1.8
"('$500 to $999',)","Corpus Christi city, Texas","4,933","±1,306",13.00%,±3.2
"('$500 to $999',)","Dallas city, Texas","11,593","±2,005",9.30%,±1.6
"('$500 to $999',)","Denver city, Colorado","7,202","±1,283",5.80%,±1.0
"('$500 to $999',)","Detroit city, Michigan","17,404","±2,108",39.80%,±4.1
"('$500 to $999',)","Durham city, North Carolina","6,061","±1,234",12.80%,±2.6
"('$500 to $999',)","El Paso city, Texas","15,006","±2,282",17.70%,±2.7
"('$500 to $999',)","Fort Worth city, Texas","7,397","±1,690",6.10%,±1.3
"('$500 to $999',)","Fresno city, California","4,715","±1,094",7.90%,±1.8
"('$500 to $999',)","Greensboro city, North Carolina","13,066","±2,074",29.10%,±4.0
"('$500 to $999',)","Henderson city, Nevada","4,147",±969,7.50%,±1.7
"('$500 to $999',)","Houston city, Texas","22,519","±2,765",10.80%,±1.3
"('$500 to $999',)","Indianapolis city (balance), Indiana","37,638","±3,085",27.20%,±2.0
"('$500 to $999',)","Irvine city, California",538,±515,1.70%,±1.6
"('$500 to $999',)","Jacksonville city, Florida","30,510","±3,342",20.30%,±2.1
"('$500 to $999',)","Jersey City city, New Jersey",290,±280,1.30%,±1.3
"('$500 to $999',)","Kansas City city, Missouri","13,664","±2,202",17.60%,±2.6
"('$500 to $999',)","Las Vegas city, Nevada","13,339","±2,063",13.90%,±2.0
"('$500 to $999',)","Lexington-Fayette urban county, Kentucky","10,200","±1,490",19.90%,±2.7
"('$500 to $999',)","Lincoln city, Nebraska","5,866","±1,079",13.10%,±2.3
"('$500 to $999',)","Long Beach city, California","1,303",±528,2.60%,±1.1
"('$500 to $999',)","Los Angeles city, California","7,432","±1,239",2.00%,±0.3
