Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('$1,000,000 or more',)","Durham city, North Carolina",770,±527,1.60%,±1.0
"('$1,000,000 or more',)","El Paso city, Texas",334,±247,0.30%,±0.2
"('$1,000,000 or more',)","Fort Worth city, Texas","1,326",±469,0.80%,±0.3
"('$1,000,000 or more',)","Fresno city, California",582,±348,0.80%,±0.5
"('$1,000,000 or more',)","Greensboro city, North Carolina",782,±348,1.30%,±0.6
"('$1,000,000 or more',)","Henderson city, Nevada","1,616",±466,2.30%,±0.7
"('$1,000,000 or more',)","Houston city, Texas","11,309","±1,375",3.20%,±0.4
"('$1,000,000 or more',)","Indianapolis city (balance), Indiana","1,144",±514,0.70%,±0.3
"('$1,000,000 or more',)","Irvine city, California","10,113","±1,587",24.00%,±3.2
"('$1,000,000 or more',)","Jacksonville city, Florida","2,085",±723,1.10%,±0.4
"('$1,000,000 or more',)","Jersey City city, New Jersey","1,192",±330,4.50%,±1.3
"('$1,000,000 or more',)","Kansas City city, Missouri",607,±328,0.60%,±0.3
"('$1,000,000 or more',)","Las Vegas city, Nevada","1,680",±421,1.50%,±0.4
"('$1,000,000 or more',)","Lincoln city, Nebraska",189,±149,0.30%,±0.2
"('$1,000,000 or more',)","Long Beach city, California","5,219",±935,8.00%,±1.4
"('$1,000,000 or more',)","Los Angeles city, California","84,191","±3,521",17.20%,±0.7
"('$1,000,000 or more',)","Memphis city, Tennessee",732,±273,0.60%,±0.2
"('$1,000,000 or more',)","Mesa city, Arizona",807,±494,0.80%,±0.5
"('$1,000,000 or more',)","Miami city, Florida","3,715",±924,7.70%,±1.9
"('$1,000,000 or more',)","Milwaukee city, Wisconsin",371,±220,0.40%,±0.2
"('$1,000,000 or more',)","Minneapolis city, Minnesota","1,192",±445,1.50%,±0.5
"('$1,000,000 or more',)","New Orleans city, Louisiana","2,213",±502,3.00%,±0.7
"('$1,000,000 or more',)","New York city, New York","149,463","±5,841",15.10%,±0.5
"('$1,000,000 or more',)","Newark city, New Jersey",163,±146,0.80%,±0.7
"('$1,000,000 or more',)","Oakland city, California","9,458","±1,225",15.10%,±1.9
"('$1,000,000 or more',)","Oklahoma City city, Oklahoma",844,±311,0.60%,±0.2
"('$1,000,000 or more',)","Omaha city, Nebraska",901,±291,0.90%,±0.3
"('$1,000,000 or more',)","Orlando city, Florida","1,044",±541,2.80%,±1.5
"('$1,000,000 or more',)","Philadelphia city, Pennsylvania","3,470",±735,1.10%,±0.2
"('$1,000,000 or more',)","Phoenix city, Arizona","4,115",±744,1.50%,±0.3
"('$1,000,000 or more',)","Pittsburgh city, Pennsylvania",667,±272,1.10%,±0.4
"('$1,000,000 or more',)","Plano city, Texas",589,±259,0.90%,±0.4
"('$1,000,000 or more',)","Portland city, Oregon","3,221",±665,2.40%,±0.5
"('$1,000,000 or more',)","Raleigh city, North Carolina","1,030",±359,1.10%,±0.4
"('$1,000,000 or more',)","Riverside city, California",941,±431,1.90%,±0.9
"('$1,000,000 or more',)","Sacramento city, California",831,±345,1.00%,±0.4
"('$1,000,000 or more',)","San Antonio city, Texas",998,±408,0.40%,±0.2
"('$1,000,000 or more',)","San Diego city, California","26,743","±1,917",11.90%,±0.8
"('$1,000,000 or more',)","San Francisco city, California","56,435","±2,948",44.20%,±1.9
"('$1,000,000 or more',)","San Jose city, California","39,426","±2,537",21.50%,±1.3
"('$1,000,000 or more',)","Santa Ana city, California",696,±288,2.10%,±0.9
"('$1,000,000 or more',)","Seattle city, Washington","13,386","±1,690",9.20%,±1.1
"('$1,000,000 or more',)","St. Louis city, Missouri",249,±227,0.40%,±0.4
"('$1,000,000 or more',)","St. Paul city, Minnesota",189,±158,0.30%,±0.3
"('$1,000,000 or more',)","Stockton city, California",213,±178,0.50%,±0.4
"('$1,000,000 or more',)","Tampa city, Florida","2,479",±789,3.60%,±1.1
"('$1,000,000 or more',)","Tucson city, Arizona",398,±376,0.40%,±0.4
"('$1,000,000 or more',)","Tulsa city, Oklahoma",889,±286,1.00%,±0.3
"('$1,000,000 or more',)","Virginia Beach city, Virginia","1,829",±457,1.70%,±0.4
"('$1,000,000 or more',)","Washington city, District of Columbia","18,128","±1,593",16.10%,±1.4
"('$1,000,000 or more',)","Wichita city, Kansas",450,±343,0.50%,±0.4
"('Median (dollars)',)","Albuquerque city, New Mexico","189,200","±2,848",(X),(X)
"('Median (dollars)',)","Anaheim city, California","482,700","±10,630",(X),(X)
"('Median (dollars)',)","Anchorage municipality, Alaska","302,500","±10,833",(X),(X)
"('Median (dollars)',)","Arlington city, Texas","144,900","±4,232",(X),(X)
"('Median (dollars)',)","Atlanta city, Georgia","241,200","±11,687",(X),(X)
"('Median (dollars)',)","Aurora city, Colorado","227,300","±5,101",(X),(X)
"('Median (dollars)',)","Austin city, Texas","282,700","±6,593",(X),(X)
"('Median (dollars)',)","Bakersfield city, California","237,600","±6,819",(X),(X)
"('Median (dollars)',)","Baltimore city, Maryland","155,600","±5,054",(X),(X)
"('Median (dollars)',)","Boston city, Massachusetts","453,000","±10,804",(X),(X)
"('Median (dollars)',)","Charlotte city, North Carolina","188,800","±4,556",(X),(X)
"('Median (dollars)',)","Chicago city, Illinois","238,500","±3,917",(X),(X)
"('Median (dollars)',)","Cincinnati city, Ohio","119,000","±3,531",(X),(X)
"('Median (dollars)',)","Cleveland city, Ohio","66,200","±1,850",(X),(X)
"('Median (dollars)',)","Colorado Springs city, Colorado","228,600","±4,233",(X),(X)
"('Median (dollars)',)","Columbus city, Ohio","137,100","±2,767",(X),(X)
"('Median (dollars)',)","Corpus Christi city, Texas","124,300","±6,194",(X),(X)
"('Median (dollars)',)","Dallas city, Texas","152,400","±6,988",(X),(X)
"('Median (dollars)',)","Denver city, Colorado","316,700","±9,931",(X),(X)
"('Median (dollars)',)","Detroit city, Michigan","42,600","±1,908",(X),(X)
"('Median (dollars)',)","Durham city, North Carolina","193,100","±6,737",(X),(X)
"('Median (dollars)',)","El Paso city, Texas","118,500","±2,751",(X),(X)
"('Median (dollars)',)","Fort Worth city, Texas","136,700","±3,724",(X),(X)
"('Median (dollars)',)","Fresno city, California","203,700","±7,840",(X),(X)
"('Median (dollars)',)","Greensboro city, North Carolina","148,200","±5,467",(X),(X)
"('Median (dollars)',)","Henderson city, Nevada","273,800","±7,430",(X),(X)
"('Median (dollars)',)","Houston city, Texas","152,200","±3,749",(X),(X)
"('Median (dollars)',)","Indianapolis city (balance), Indiana","123,500","±2,525",(X),(X)
"('Median (dollars)',)","Irvine city, California","777,000","±33,936",(X),(X)
"('Median (dollars)',)","Jacksonville city, Florida","146,500","±4,099",(X),(X)
"('Median (dollars)',)","Jersey City city, New Jersey","331,100","±14,483",(X),(X)
"('Median (dollars)',)","Kansas City city, Missouri","138,400","±4,541",(X),(X)
"('Median (dollars)',)","Las Vegas city, Nevada","209,400","±4,964",(X),(X)
"('Median (dollars)',)","Lincoln city, Nebraska","155,100","±5,151",(X),(X)
"('Median (dollars)',)","Long Beach city, California","483,700","±12,229",(X),(X)
"('Median (dollars)',)","Los Angeles city, California","542,100","±8,449",(X),(X)
"('Median (dollars)',)","Memphis city, Tennessee","94,400","±3,827",(X),(X)
"('Median (dollars)',)","Mesa city, Arizona","188,100","±3,780",(X),(X)
"('Median (dollars)',)","Miami city, Florida","286,600","±15,759",(X),(X)
"('Median (dollars)',)","Milwaukee city, Wisconsin","114,000","±2,746",(X),(X)
"('Median (dollars)',)","Minneapolis city, Minnesota","227,500","±5,498",(X),(X)
"('Median (dollars)',)","New Orleans city, Louisiana","216,800","±7,931",(X),(X)
"('Median (dollars)',)","New York city, New York","538,300","±6,180",(X),(X)
"('Median (dollars)',)","Newark city, New Jersey","235,700","±17,949",(X),(X)
"('Median (dollars)',)","Oakland city, California","557,000","±26,202",(X),(X)
"('Median (dollars)',)","Oklahoma City city, Oklahoma","148,500","±3,412",(X),(X)
"('Median (dollars)',)","Omaha city, Nebraska","143,200","±2,799",(X),(X)
"('Median (dollars)',)","Orlando city, Florida","214,400","±14,152",(X),(X)
"('Median (dollars)',)","Philadelphia city, Pennsylvania","150,700","±3,375",(X),(X)
"('Median (dollars)',)","Phoenix city, Arizona","200,800","±5,369",(X),(X)
"('Median (dollars)',)","Pittsburgh city, Pennsylvania","108,400","±5,420",(X),(X)
"('Median (dollars)',)","Plano city, Texas","261,800","±7,338",(X),(X)
"('Median (dollars)',)","Portland city, Oregon","348,300","±5,972",(X),(X)
"('Median (dollars)',)","Raleigh city, North Carolina","226,500","±9,095",(X),(X)
"('Median (dollars)',)","Riverside city, California","317,600","±10,584",(X),(X)
"('Median (dollars)',)","Sacramento city, California","287,300","±6,261",(X),(X)
"('Median (dollars)',)","San Antonio city, Texas","126,600","±3,657",(X),(X)
"('Median (dollars)',)","San Diego city, California","526,900","±11,673",(X),(X)
"('Median (dollars)',)","San Francisco city, California","941,400","±16,767",(X),(X)
"('Median (dollars)',)","San Jose city, California","717,100","±9,921",(X),(X)
"('Median (dollars)',)","Santa Ana city, California","437,500","±9,518",(X),(X)
"('Median (dollars)',)","Seattle city, Washington","530,900","±12,616",(X),(X)
"('Median (dollars)',)","St. Louis city, Missouri","130,800","±6,582",(X),(X)
"('Median (dollars)',)","St. Paul city, Minnesota","186,800","±6,881",(X),(X)
"('Median (dollars)',)","Stockton city, California","224,300","±8,611",(X),(X)
"('Median (dollars)',)","Tampa city, Florida","189,800","±8,874",(X),(X)
"('Median (dollars)',)","Tucson city, Arizona","139,400","±3,924",(X),(X)
"('Median (dollars)',)","Tulsa city, Oklahoma","133,700","±4,095",(X),(X)
"('Median (dollars)',)","Virginia Beach city, Virginia","262,900","±5,906",(X),(X)
"('Median (dollars)',)","Washington city, District of Columbia","551,300","±20,660",(X),(X)
"('Median (dollars)',)","Wichita city, Kansas","124,400","±4,128",(X),(X)
"('Owner-occupied units',)","Albuquerque city, New Mexico","130,145","±3,742","130,145",(X)
"('Owner-occupied units',)","Anaheim city, California","43,468","±2,320","43,468",(X)
"('Owner-occupied units',)","Anchorage municipality, Alaska","64,401","±2,446","64,401",(X)
"('Owner-occupied units',)","Arlington city, Texas","70,223","±3,663","70,223",(X)
"('Owner-occupied units',)","Atlanta city, Georgia","80,596","±3,719","80,596",(X)
"('Owner-occupied units',)","Aurora city, Colorado","71,923","±2,782","71,923",(X)
"('Owner-occupied units',)","Austin city, Texas","161,837","±5,338","161,837",(X)
"('Owner-occupied units',)","Bakersfield city, California","66,085","±3,555","66,085",(X)
"('Owner-occupied units',)","Baltimore city, Maryland","106,689","±3,555","106,689",(X)
"('Owner-occupied units',)","Boston city, Massachusetts","89,071","±4,002","89,071",(X)
"('Owner-occupied units',)","Charlotte city, North Carolina","168,806","±3,889","168,806",(X)
"('Owner-occupied units',)","Chicago city, Illinois","461,487","±7,033","461,487",(X)
"('Owner-occupied units',)","Cincinnati city, Ohio","52,212","±2,846","52,212",(X)
"('Owner-occupied units',)","Cleveland city, Ohio","69,054","±2,768","69,054",(X)
"('Owner-occupied units',)","Colorado Springs city, Colorado","103,847","±3,748","103,847",(X)
"('Owner-occupied units',)","Columbus city, Ohio","153,322","±4,411","153,322",(X)
"('Owner-occupied units',)","Corpus Christi city, Texas","63,166","±2,810","63,166",(X)
"('Owner-occupied units',)","Dallas city, Texas","204,854","±5,742","204,854",(X)
"('Owner-occupied units',)","Denver city, Colorado","141,759","±4,278","141,759",(X)
"('Owner-occupied units',)","Detroit city, Michigan","119,034","±3,674","119,034",(X)
"('Owner-occupied units',)","Durham city, North Carolina","49,309","±2,624","49,309",(X)
"('Owner-occupied units',)","El Paso city, Texas","131,608","±4,011","131,608",(X)
"('Owner-occupied units',)","Fort Worth city, Texas","160,604","±5,260","160,604",(X)
"('Owner-occupied units',)","Fresno city, California","74,671","±3,122","74,671",(X)
"('Owner-occupied units',)","Greensboro city, North Carolina","58,402","±2,765","58,402",(X)
"('Owner-occupied units',)","Henderson city, Nevada","71,041","±2,933","71,041",(X)
"('Owner-occupied units',)","Houston city, Texas","351,584","±7,070","351,584",(X)
"('Owner-occupied units',)","Indianapolis city (balance), Indiana","170,231","±4,551","170,231",(X)
"('Owner-occupied units',)","Irvine city, California","42,073","±2,830","42,073",(X)
"('Owner-occupied units',)","Jacksonville city, Florida","181,695","±4,597","181,695",(X)
"('Owner-occupied units',)","Jersey City city, New Jersey","26,374","±2,164","26,374",(X)
"('Owner-occupied units',)","Kansas City city, Missouri","107,375","±3,801","107,375",(X)
"('Owner-occupied units',)","Las Vegas city, Nevada","111,819","±4,495","111,819",(X)
"('Owner-occupied units',)","Lincoln city, Nebraska","61,521","±2,102","61,521",(X)
"('Owner-occupied units',)","Long Beach city, California","65,380","±2,766","65,380",(X)
"('Owner-occupied units',)","Los Angeles city, California","489,367","±7,286","489,367",(X)
"('Owner-occupied units',)","Memphis city, Tennessee","117,567","±3,889","117,567",(X)
"('Owner-occupied units',)","Mesa city, Arizona","102,128","±3,381","102,128",(X)
"('Owner-occupied units',)","Miami city, Florida","48,476","±3,114","48,476",(X)
"('Owner-occupied units',)","Milwaukee city, Wisconsin","94,046","±3,711","94,046",(X)
"('Owner-occupied units',)","Minneapolis city, Minnesota","81,779","±2,833","81,779",(X)
"('Owner-occupied units',)","New Orleans city, Louisiana","72,577","±2,581","72,577",(X)
"('Owner-occupied units',)","New York city, New York","989,902","±13,013","989,902",(X)
"('Owner-occupied units',)","Newark city, New Jersey","20,490","±1,712","20,490",(X)
"('Owner-occupied units',)","Oakland city, California","62,735","±3,472","62,735",(X)
"('Owner-occupied units',)","Oklahoma City city, Oklahoma","139,163","±3,304","139,163",(X)
"('Owner-occupied units',)","Omaha city, Nebraska","100,846","±2,972","100,846",(X)
"('Owner-occupied units',)","Orlando city, Florida","37,094","±2,628","37,094",(X)
"('Owner-occupied units',)","Philadelphia city, Pennsylvania","306,207","±6,006","306,207",(X)
"('Owner-occupied units',)","Phoenix city, Arizona","268,992","±5,657","268,992",(X)
"('Owner-occupied units',)","Pittsburgh city, Pennsylvania","62,588","±2,658","62,588",(X)
"('Owner-occupied units',)","Plano city, Texas","63,715","±2,713","63,715",(X)
"('Owner-occupied units',)","Portland city, Oregon","137,000","±4,084","137,000",(X)
"('Owner-occupied units',)","Raleigh city, North Carolina","91,632","±3,429","91,632",(X)
"('Owner-occupied units',)","Riverside city, California","50,101","±2,932","50,101",(X)
"('Owner-occupied units',)","Sacramento city, California","81,025","±3,419","81,025",(X)
"('Owner-occupied units',)","San Antonio city, Texas","256,288","±6,209","256,288",(X)
"('Owner-occupied units',)","San Diego city, California","225,624","±5,556","225,624",(X)
"('Owner-occupied units',)","San Francisco city, California","127,804","±4,000","127,804",(X)
"('Owner-occupied units',)","San Jose city, California","183,019","±4,683","183,019",(X)
"('Owner-occupied units',)","Santa Ana city, California","32,567","±1,711","32,567",(X)
"('Owner-occupied units',)","Seattle city, Washington","144,959","±4,936","144,959",(X)
"('Owner-occupied units',)","St. Louis city, Missouri","60,645","±2,441","60,645",(X)
"('Owner-occupied units',)","St. Paul city, Minnesota","56,613","±2,162","56,613",(X)
"('Owner-occupied units',)","Stockton city, California","45,892","±2,002","45,892",(X)
"('Owner-occupied units',)","Tampa city, Florida","68,960","±3,329","68,960",(X)
"('Owner-occupied units',)","Tucson city, Arizona","98,020","±3,753","98,020",(X)
"('Owner-occupied units',)","Tulsa city, Oklahoma","85,015","±2,391","85,015",(X)
"('Owner-occupied units',)","Virginia Beach city, Virginia","105,833","±2,592","105,833",(X)
"('Owner-occupied units',)","Washington city, District of Columbia","112,555","±3,556","112,555",(X)
"('Owner-occupied units',)","Wichita city, Kansas","88,436","±2,722","88,436",(X)
"('Housing units with a mortgage',)","Albuquerque city, New Mexico","88,235","±3,882",67.80%,±1.9
"('Housing units with a mortgage',)","Anaheim city, California","31,488","±2,225",72.40%,±2.9
"('Housing units with a mortgage',)","Anchorage municipality, Alaska","45,387","±2,477",70.50%,±2.5
"('Housing units with a mortgage',)","Arlington city, Texas","48,589","±3,126",69.20%,±2.6
"('Housing units with a mortgage',)","Atlanta city, Georgia","56,415","±3,145",70.00%,±2.4
"('Housing units with a mortgage',)","Aurora city, Colorado","57,067","±2,671",79.30%,±1.9
"('Housing units with a mortgage',)","Austin city, Texas","111,627","±4,282",69.00%,±1.6
"('Housing units with a mortgage',)","Bakersfield city, California","51,329","±3,285",77.70%,±2.4
"('Housing units with a mortgage',)","Baltimore city, Maryland","73,598","±2,972",69.00%,±1.8
"('Housing units with a mortgage',)","Boston city, Massachusetts","66,883","±3,713",75.10%,±2.3
"('Housing units with a mortgage',)","Charlotte city, North Carolina","131,258","±3,886",77.80%,±1.4
"('Housing units with a mortgage',)","Chicago city, Illinois","313,199","±6,707",67.90%,±1.0
"('Housing units with a mortgage',)","Cincinnati city, Ohio","35,695","±2,478",68.40%,±2.5
"('Housing units with a mortgage',)","Cleveland city, Ohio","38,596","±2,113",55.90%,±2.6
"('Housing units with a mortgage',)","Colorado Springs city, Colorado","75,066","±3,296",72.30%,±1.7
"('Housing units with a mortgage',)","Columbus city, Ohio","112,773","±3,995",73.60%,±1.6
"('Housing units with a mortgage',)","Corpus Christi city, Texas","34,216","±2,460",54.20%,±2.7
"('Housing units with a mortgage',)","Dallas city, Texas","122,879","±4,554",60.00%,±1.6
"('Housing units with a mortgage',)","Denver city, Colorado","105,467","±3,852",74.40%,±1.6
"('Housing units with a mortgage',)","Detroit city, Michigan","42,972","±1,981",36.10%,±1.6
"('Housing units with a mortgage',)","Durham city, North Carolina","37,402","±2,604",75.90%,±3.0
"('Housing units with a mortgage',)","El Paso city, Texas","79,031","±3,897",60.10%,±2.0
"('Housing units with a mortgage',)","Fort Worth city, Texas","105,508","±4,696",65.70%,±1.9
"('Housing units with a mortgage',)","Fresno city, California","53,245","±2,795",71.30%,±2.2
"('Housing units with a mortgage',)","Greensboro city, North Carolina","41,589","±2,536",71.20%,±2.3
"('Housing units with a mortgage',)","Henderson city, Nevada","51,884","±2,313",73.00%,±2.4
"('Housing units with a mortgage',)","Houston city, Texas","194,283","±6,103",55.30%,±1.2
"('Housing units with a mortgage',)","Indianapolis city (balance), Indiana","119,111","±3,843",70.00%,±1.5
"('Housing units with a mortgage',)","Irvine city, California","29,106","±2,304",69.20%,±3.8
"('Housing units with a mortgage',)","Jacksonville city, Florida","125,194","±4,536",68.90%,±1.7
"('Housing units with a mortgage',)","Jersey City city, New Jersey","18,416","±1,842",69.80%,±3.9
"('Housing units with a mortgage',)","Kansas City city, Missouri","70,672","±2,756",65.80%,±1.8
"('Housing units with a mortgage',)","Las Vegas city, Nevada","79,546","±4,225",71.10%,±2.0
"('Housing units with a mortgage',)","Lincoln city, Nebraska","43,235","±1,925",70.30%,±2.3
"('Housing units with a mortgage',)","Long Beach city, California","48,201","±2,652",73.70%,±2.5
"('Housing units with a mortgage',)","Los Angeles city, California","361,644","±7,092",73.90%,±0.8
"('Housing units with a mortgage',)","Memphis city, Tennessee","74,960","±3,400",63.80%,±1.7
"('Housing units with a mortgage',)","Mesa city, Arizona","62,360","±2,754",61.10%,±1.8
"('Housing units with a mortgage',)","Miami city, Florida","25,591","±2,131",52.80%,±3.3
"('Housing units with a mortgage',)","Milwaukee city, Wisconsin","65,624","±3,354",69.80%,±2.1
"('Housing units with a mortgage',)","Minneapolis city, Minnesota","60,456","±2,230",73.90%,±1.8
"('Housing units with a mortgage',)","New Orleans city, Louisiana","39,799","±2,070",54.80%,±2.0
"('Housing units with a mortgage',)","New York city, New York","592,919","±10,255",59.90%,±0.8
"('Housing units with a mortgage',)","Newark city, New Jersey","14,722","±1,455",71.80%,±4.8
"('Housing units with a mortgage',)","Oakland city, California","48,118","±3,048",76.70%,±2.3
"('Housing units with a mortgage',)","Oklahoma City city, Oklahoma","86,976","±3,153",62.50%,±1.6
"('Housing units with a mortgage',)","Omaha city, Nebraska","69,606","±3,005",69.00%,±1.8
"('Housing units with a mortgage',)","Orlando city, Florida","24,837","±2,443",67.00%,±4.1
"('Housing units with a mortgage',)","Philadelphia city, Pennsylvania","183,610","±5,413",60.00%,±1.4
"('Housing units with a mortgage',)","Phoenix city, Arizona","194,677","±4,366",72.40%,±1.1
"('Housing units with a mortgage',)","Pittsburgh city, Pennsylvania","34,741","±1,957",55.50%,±2.2
"('Housing units with a mortgage',)","Plano city, Texas","42,213","±2,441",66.30%,±2.7
"('Housing units with a mortgage',)","Portland city, Oregon","100,300","±3,702",73.20%,±1.5
"('Housing units with a mortgage',)","Raleigh city, North Carolina","73,281","±3,374",80.00%,±2.0
"('Housing units with a mortgage',)","Riverside city, California","38,121","±2,457",76.10%,±2.4
"('Housing units with a mortgage',)","Sacramento city, California","56,465","±2,918",69.70%,±2.1
"('Housing units with a mortgage',)","San Antonio city, Texas","149,547","±5,281",58.40%,±1.3
"('Housing units with a mortgage',)","San Diego city, California","163,226","±4,942",72.30%,±1.3
"('Housing units with a mortgage',)","San Francisco city, California","86,454","±3,731",67.60%,±1.8
"('Housing units with a mortgage',)","San Jose city, California","133,596","±4,381",73.00%,±1.3
"('Housing units with a mortgage',)","Santa Ana city, California","23,464","±1,530",72.00%,±3.1
"('Housing units with a mortgage',)","Seattle city, Washington","106,587","±4,656",73.50%,±1.6
"('Housing units with a mortgage',)","St. Louis city, Missouri","40,441","±2,246",66.70%,±2.6
"('Housing units with a mortgage',)","St. Paul city, Minnesota","39,252","±2,306",69.30%,±2.6
"('Housing units with a mortgage',)","Stockton city, California","33,893","±1,684",73.90%,±2.4
"('Housing units with a mortgage',)","Tampa city, Florida","45,804","±2,745",66.40%,±2.3
"('Housing units with a mortgage',)","Tucson city, Arizona","62,428","±2,983",63.70%,±2.1
"('Housing units with a mortgage',)","Tulsa city, Oklahoma","51,167","±2,292",60.20%,±1.8
"('Housing units with a mortgage',)","Virginia Beach city, Virginia","80,658","±2,920",76.20%,±1.8
"('Housing units with a mortgage',)","Washington city, District of Columbia","85,687","±3,563",76.10%,±1.7
"('Housing units with a mortgage',)","Wichita city, Kansas","54,961","±2,575",62.10%,±2.3
"('Housing units without a mortgage',)","Albuquerque city, New Mexico","41,910","±2,481",32.20%,±1.9
"('Housing units without a mortgage',)","Anaheim city, California","11,980","±1,328",27.60%,±2.9
"('Housing units without a mortgage',)","Anchorage municipality, Alaska","19,014","±1,656",29.50%,±2.5
"('Housing units without a mortgage',)","Arlington city, Texas","21,634","±2,111",30.80%,±2.6
"('Housing units without a mortgage',)","Atlanta city, Georgia","24,181","±2,308",30.00%,±2.4
"('Housing units without a mortgage',)","Aurora city, Colorado","14,856","±1,455",20.70%,±1.9
"('Housing units without a mortgage',)","Austin city, Texas","50,210","±3,218",31.00%,±1.6
"('Housing units without a mortgage',)","Bakersfield city, California","14,756","±1,752",22.30%,±2.4
"('Housing units without a mortgage',)","Baltimore city, Maryland","33,091","±2,265",31.00%,±1.8
"('Housing units without a mortgage',)","Boston city, Massachusetts","22,188","±2,214",24.90%,±2.3
"('Housing units without a mortgage',)","Charlotte city, North Carolina","37,548","±2,494",22.20%,±1.4
"('Housing units without a mortgage',)","Chicago city, Illinois","148,288","±4,837",32.10%,±1.0
"('Housing units without a mortgage',)","Cincinnati city, Ohio","16,517","±1,470",31.60%,±2.5
"('Housing units without a mortgage',)","Cleveland city, Ohio","30,458","±2,368",44.10%,±2.6
"('Housing units without a mortgage',)","Colorado Springs city, Colorado","28,781","±1,969",27.70%,±1.7
"('Housing units without a mortgage',)","Columbus city, Ohio","40,549","±2,844",26.40%,±1.6
"('Housing units without a mortgage',)","Corpus Christi city, Texas","28,950","±1,942",45.80%,±2.7
"('Housing units without a mortgage',)","Dallas city, Texas","81,975","±4,067",40.00%,±1.6
"('Housing units without a mortgage',)","Denver city, Colorado","36,292","±2,540",25.60%,±1.6
"('Housing units without a mortgage',)","Detroit city, Michigan","76,062","±3,458",63.90%,±1.6
"('Housing units without a mortgage',)","Durham city, North Carolina","11,907","±1,560",24.10%,±3.0
"('Housing units without a mortgage',)","El Paso city, Texas","52,577","±2,859",39.90%,±2.0
"('Housing units without a mortgage',)","Fort Worth city, Texas","55,096","±3,423",34.30%,±1.9
"('Housing units without a mortgage',)","Fresno city, California","21,426","±1,869",28.70%,±2.2
"('Housing units without a mortgage',)","Greensboro city, North Carolina","16,813","±1,490",28.80%,±2.3
"('Housing units without a mortgage',)","Henderson city, Nevada","19,157","±2,060",27.00%,±2.4
"('Housing units without a mortgage',)","Houston city, Texas","157,301","±5,115",44.70%,±1.2
"('Housing units without a mortgage',)","Indianapolis city (balance), Indiana","51,120","±3,124",30.00%,±1.5
"('Housing units without a mortgage',)","Irvine city, California","12,967","±1,932",30.80%,±3.8
"('Housing units without a mortgage',)","Jacksonville city, Florida","56,501","±3,360",31.10%,±1.7
"('Housing units without a mortgage',)","Jersey City city, New Jersey","7,958","±1,210",30.20%,±3.9
"('Housing units without a mortgage',)","Kansas City city, Missouri","36,703","±2,551",34.20%,±1.8
"('Housing units without a mortgage',)","Las Vegas city, Nevada","32,273","±2,341",28.90%,±2.0
"('Housing units without a mortgage',)","Lincoln city, Nebraska","18,286","±1,611",29.70%,±2.3
"('Housing units without a mortgage',)","Long Beach city, California","17,179","±1,745",26.30%,±2.5
"('Housing units without a mortgage',)","Los Angeles city, California","127,723","±4,219",26.10%,±0.8
"('Housing units without a mortgage',)","Memphis city, Tennessee","42,607","±2,348",36.20%,±1.7
"('Housing units without a mortgage',)","Mesa city, Arizona","39,768","±2,305",38.90%,±1.8
"('Housing units without a mortgage',)","Miami city, Florida","22,885","±2,332",47.20%,±3.3
"('Housing units without a mortgage',)","Milwaukee city, Wisconsin","28,422","±2,169",30.20%,±2.1
"('Housing units without a mortgage',)","Minneapolis city, Minnesota","21,323","±1,798",26.10%,±1.8
"('Housing units without a mortgage',)","New Orleans city, Louisiana","32,778","±1,771",45.20%,±2.0
"('Housing units without a mortgage',)","New York city, New York","396,983","±10,683",40.10%,±0.8
"('Housing units without a mortgage',)","Newark city, New Jersey","5,768","±1,163",28.20%,±4.8
"('Housing units without a mortgage',)","Oakland city, California","14,617","±1,661",23.30%,±2.3
"('Housing units without a mortgage',)","Oklahoma City city, Oklahoma","52,187","±2,387",37.50%,±1.6
"('Housing units without a mortgage',)","Omaha city, Nebraska","31,240","±1,797",31.00%,±1.8
"('Housing units without a mortgage',)","Orlando city, Florida","12,257","±1,664",33.00%,±4.1
"('Housing units without a mortgage',)","Philadelphia city, Pennsylvania","122,597","±4,996",40.00%,±1.4
"('Housing units without a mortgage',)","Phoenix city, Arizona","74,315","±3,778",27.60%,±1.1
"('Housing units without a mortgage',)","Pittsburgh city, Pennsylvania","27,847","±1,887",44.50%,±2.2
"('Housing units without a mortgage',)","Plano city, Texas","21,502","±1,954",33.70%,±2.7
"('Housing units without a mortgage',)","Portland city, Oregon","36,700","±2,328",26.80%,±1.5
"('Housing units without a mortgage',)","Raleigh city, North Carolina","18,351","±1,939",20.00%,±2.0
"('Housing units without a mortgage',)","Riverside city, California","11,980","±1,417",23.90%,±2.4
"('Housing units without a mortgage',)","Sacramento city, California","24,560","±2,026",30.30%,±2.1
"('Housing units without a mortgage',)","San Antonio city, Texas","106,741","±3,735",41.60%,±1.3
"('Housing units without a mortgage',)","San Diego city, California","62,398","±3,314",27.70%,±1.3
"('Housing units without a mortgage',)","San Francisco city, California","41,350","±2,553",32.40%,±1.8
"('Housing units without a mortgage',)","San Jose city, California","49,423","±2,552",27.00%,±1.3
"('Housing units without a mortgage',)","Santa Ana city, California","9,103","±1,127",28.00%,±3.1
"('Housing units without a mortgage',)","Seattle city, Washington","38,372","±2,524",26.50%,±1.6
"('Housing units without a mortgage',)","St. Louis city, Missouri","20,204","±1,765",33.30%,±2.6
