Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('$1,000,000 or more',)","Pittsburgh city, Pennsylvania",321,±185,0.50%,±0.3
"('$1,000,000 or more',)","Plano city, Texas","1,248",±452,1.90%,±0.7
"('$1,000,000 or more',)","Portland city, Oregon","2,225",±563,1.70%,±0.4
"('$1,000,000 or more',)","Raleigh city, North Carolina","1,262",±453,1.50%,±0.5
"('$1,000,000 or more',)","Riverside city, California",675,±317,1.40%,±0.7
"('$1,000,000 or more',)","Sacramento city, California",822,±410,1.00%,±0.5
"('$1,000,000 or more',)","San Antonio city, Texas",927,±361,0.40%,±0.1
"('$1,000,000 or more',)","San Diego city, California","22,061","±2,472",9.60%,±1.1
"('$1,000,000 or more',)","San Francisco city, California","43,997","±2,722",33.10%,±1.7
"('$1,000,000 or more',)","San Jose city, California","27,236","±2,145",15.20%,±1.2
"('$1,000,000 or more',)","Santa Ana city, California",385,±206,1.10%,±0.6
"('$1,000,000 or more',)","Seattle city, Washington","10,713","±1,354",7.70%,±1.0
"('$1,000,000 or more',)","St. Louis city, Missouri",479,±275,0.80%,±0.5
"('$1,000,000 or more',)","St. Paul city, Minnesota",277,±174,0.50%,±0.3
"('$1,000,000 or more',)","Stockton city, California",552,±363,1.30%,±0.9
"('$1,000,000 or more',)","Tampa city, Florida","1,718",±581,2.50%,±0.9
"('$1,000,000 or more',)","Tucson city, Arizona",350,±248,0.40%,±0.3
"('$1,000,000 or more',)","Tulsa city, Oklahoma",602,±241,0.70%,±0.3
"('$1,000,000 or more',)","Virginia Beach city, Virginia","1,753",±485,1.70%,±0.4
"('$1,000,000 or more',)","Washington city, District of Columbia","14,700","±1,488",13.10%,±1.2
"('$1,000,000 or more',)","Wichita city, Kansas",410,±230,0.50%,±0.2
"('Median (dollars)',)","Albuquerque city, New Mexico","185,000","±4,082",(X),(X)
"('Median (dollars)',)","Anaheim city, California","469,000","±10,881",(X),(X)
"('Median (dollars)',)","Anchorage municipality, Alaska","289,400","±7,305",(X),(X)
"('Median (dollars)',)","Arlington city, Texas","133,500","±4,170",(X),(X)
"('Median (dollars)',)","Atlanta city, Georgia","217,700","±12,683",(X),(X)
"('Median (dollars)',)","Aurora city, Colorado","196,000","±4,733",(X),(X)
"('Median (dollars)',)","Austin city, Texas","255,900","±7,837",(X),(X)
"('Median (dollars)',)","Bakersfield city, California","225,600","±6,994",(X),(X)
"('Median (dollars)',)","Baltimore city, Maryland","150,800","±5,237",(X),(X)
"('Median (dollars)',)","Boston city, Massachusetts","413,500","±12,137",(X),(X)
"('Median (dollars)',)","Charlotte city, North Carolina","174,400","±4,611",(X),(X)
"('Median (dollars)',)","Chicago city, Illinois","219,800","±3,966",(X),(X)
"('Median (dollars)',)","Cincinnati city, Ohio","116,200","±4,649",(X),(X)
"('Median (dollars)',)","Cleveland city, Ohio","65,900","±2,206",(X),(X)
"('Median (dollars)',)","Colorado Springs city, Colorado","217,200","±5,075",(X),(X)
"('Median (dollars)',)","Columbus city, Ohio","129,600","±3,519",(X),(X)
"('Median (dollars)',)","Corpus Christi city, Texas","118,100","±6,703",(X),(X)
"('Median (dollars)',)","Dallas city, Texas","140,700","±6,711",(X),(X)
"('Median (dollars)',)","Denver city, Colorado","283,100","±7,006",(X),(X)
"('Median (dollars)',)","Detroit city, Michigan","41,900","±1,698",(X),(X)
"('Median (dollars)',)","Durham city, North Carolina","177,000","±8,486",(X),(X)
"('Median (dollars)',)","El Paso city, Texas","119,200","±2,479",(X),(X)
"('Median (dollars)',)","Fort Worth city, Texas","127,300","±3,109",(X),(X)
"('Median (dollars)',)","Fresno city, California","190,000","±9,650",(X),(X)
"('Median (dollars)',)","Greensboro city, North Carolina","147,400","±4,666",(X),(X)
"('Median (dollars)',)","Henderson city, Nevada","243,600","±10,416",(X),(X)
"('Median (dollars)',)","Houston city, Texas","134,500","±3,556",(X),(X)
"('Median (dollars)',)","Indianapolis city (balance), Indiana","117,000","±2,778",(X),(X)
"('Median (dollars)',)","Irvine city, California","718,800","±32,543",(X),(X)
"('Median (dollars)',)","Jacksonville city, Florida","131,600","±5,189",(X),(X)
"('Median (dollars)',)","Jersey City city, New Jersey","339,100","±16,016",(X),(X)
"('Median (dollars)',)","Kansas City city, Missouri","132,300","±4,789",(X),(X)
"('Median (dollars)',)","Las Vegas city, Nevada","187,300","±5,647",(X),(X)
"('Median (dollars)',)","Lincoln city, Nebraska","145,900","±3,197",(X),(X)
"('Median (dollars)',)","Long Beach city, California","440,900","±12,602",(X),(X)
"('Median (dollars)',)","Los Angeles city, California","505,500","±8,608",(X),(X)
"('Median (dollars)',)","Memphis city, Tennessee","91,800","±2,890",(X),(X)
"('Median (dollars)',)","Mesa city, Arizona","171,400","±3,455",(X),(X)
"('Median (dollars)',)","Miami city, Florida","245,000","±12,820",(X),(X)
"('Median (dollars)',)","Milwaukee city, Wisconsin","111,900","±3,106",(X),(X)
"('Median (dollars)',)","Minneapolis city, Minnesota","204,600","±5,799",(X),(X)
"('Median (dollars)',)","New Orleans city, Louisiana","192,000","±7,082",(X),(X)
"('Median (dollars)',)","New York city, New York","496,200","±4,011",(X),(X)
"('Median (dollars)',)","Newark city, New Jersey","216,200","±12,250",(X),(X)
"('Median (dollars)',)","Oakland city, California","499,400","±20,888",(X),(X)
"('Median (dollars)',)","Oklahoma City city, Oklahoma","139,100","±3,611",(X),(X)
"('Median (dollars)',)","Omaha city, Nebraska","134,900","±2,433",(X),(X)
"('Median (dollars)',)","Orlando city, Florida","168,300","±10,061",(X),(X)
"('Median (dollars)',)","Philadelphia city, Pennsylvania","148,700","±3,778",(X),(X)
"('Median (dollars)',)","Phoenix city, Arizona","178,800","±4,325",(X),(X)
"('Median (dollars)',)","Pittsburgh city, Pennsylvania","97,900","±3,410",(X),(X)
"('Median (dollars)',)","Plano city, Texas","236,000","±7,711",(X),(X)
"('Median (dollars)',)","Portland city, Oregon","311,800","±6,805",(X),(X)
"('Median (dollars)',)","Raleigh city, North Carolina","215,000","±9,080",(X),(X)
"('Median (dollars)',)","Riverside city, California","288,300","±8,662",(X),(X)
"('Median (dollars)',)","Sacramento city, California","255,300","±10,332",(X),(X)
"('Median (dollars)',)","San Antonio city, Texas","119,000","±2,727",(X),(X)
"('Median (dollars)',)","San Diego city, California","489,000","±9,497",(X),(X)
"('Median (dollars)',)","San Francisco city, California","846,800","±15,662",(X),(X)
"('Median (dollars)',)","San Jose city, California","661,600","±8,406",(X),(X)
"('Median (dollars)',)","Santa Ana city, California","380,200","±12,210",(X),(X)
"('Median (dollars)',)","Seattle city, Washington","473,300","±10,123",(X),(X)
"('Median (dollars)',)","St. Louis city, Missouri","113,800","±5,595",(X),(X)
"('Median (dollars)',)","St. Paul city, Minnesota","178,800","±6,032",(X),(X)
"('Median (dollars)',)","Stockton city, California","191,000","±11,303",(X),(X)
"('Median (dollars)',)","Tampa city, Florida","162,700","±8,422",(X),(X)
"('Median (dollars)',)","Tucson city, Arizona","126,500","±4,468",(X),(X)
"('Median (dollars)',)","Tulsa city, Oklahoma","124,000","±3,337",(X),(X)
"('Median (dollars)',)","Virginia Beach city, Virginia","261,800","±6,271",(X),(X)
"('Median (dollars)',)","Washington city, District of Columbia","486,900","±12,472",(X),(X)
"('Median (dollars)',)","Wichita city, Kansas","120,900","±4,562",(X),(X)
"('Owner-occupied units',)","Albuquerque city, New Mexico","127,142","±3,950","127,142",(X)
"('Owner-occupied units',)","Anaheim city, California","46,722","±2,627","46,722",(X)
"('Owner-occupied units',)","Anchorage municipality, Alaska","61,152","±2,579","61,152",(X)
"('Owner-occupied units',)","Arlington city, Texas","72,842","±3,521","72,842",(X)
"('Owner-occupied units',)","Atlanta city, Georgia","83,432","±3,471","83,432",(X)
"('Owner-occupied units',)","Aurora city, Colorado","71,380","±2,558","71,380",(X)
"('Owner-occupied units',)","Austin city, Texas","161,402","±4,342","161,402",(X)
"('Owner-occupied units',)","Bakersfield city, California","64,655","±3,163","64,655",(X)
"('Owner-occupied units',)","Baltimore city, Maryland","109,782","±3,324","109,782",(X)
"('Owner-occupied units',)","Boston city, Massachusetts","88,610","±3,625","88,610",(X)
"('Owner-occupied units',)","Charlotte city, North Carolina","164,412","±4,090","164,412",(X)
"('Owner-occupied units',)","Chicago city, Illinois","450,277","±7,054","450,277",(X)
"('Owner-occupied units',)","Cincinnati city, Ohio","49,314","±2,442","49,314",(X)
"('Owner-occupied units',)","Cleveland city, Ohio","65,592","±3,074","65,592",(X)
"('Owner-occupied units',)","Colorado Springs city, Colorado","104,609","±3,278","104,609",(X)
"('Owner-occupied units',)","Columbus city, Ohio","149,543","±4,106","149,543",(X)
"('Owner-occupied units',)","Corpus Christi city, Texas","66,577","±2,771","66,577",(X)
"('Owner-occupied units',)","Dallas city, Texas","199,532","±4,759","199,532",(X)
"('Owner-occupied units',)","Denver city, Colorado","135,736","±3,471","135,736",(X)
"('Owner-occupied units',)","Detroit city, Michigan","117,245","±3,831","117,245",(X)
"('Owner-occupied units',)","Durham city, North Carolina","50,124","±2,390","50,124",(X)
"('Owner-occupied units',)","El Paso city, Texas","129,034","±3,522","129,034",(X)
"('Owner-occupied units',)","Fort Worth city, Texas","157,225","±5,481","157,225",(X)
"('Owner-occupied units',)","Fresno city, California","74,570","±3,914","74,570",(X)
"('Owner-occupied units',)","Greensboro city, North Carolina","54,296","±2,782","54,296",(X)
"('Owner-occupied units',)","Henderson city, Nevada","62,505","±3,067","62,505",(X)
"('Owner-occupied units',)","Houston city, Texas","347,479","±8,160","347,479",(X)
"('Owner-occupied units',)","Indianapolis city (balance), Indiana","176,963","±3,828","176,963",(X)
"('Owner-occupied units',)","Irvine city, California","43,772","±3,320","43,772",(X)
"('Owner-occupied units',)","Jacksonville city, Florida","178,353","±4,770","178,353",(X)
"('Owner-occupied units',)","Jersey City city, New Jersey","27,969","±2,293","27,969",(X)
"('Owner-occupied units',)","Kansas City city, Missouri","102,216","±3,542","102,216",(X)
"('Owner-occupied units',)","Las Vegas city, Nevada","104,255","±4,373","104,255",(X)
"('Owner-occupied units',)","Lincoln city, Nebraska","62,333","±2,027","62,333",(X)
"('Owner-occupied units',)","Long Beach city, California","63,817","±2,933","63,817",(X)
"('Owner-occupied units',)","Los Angeles city, California","492,658","±8,287","492,658",(X)
"('Owner-occupied units',)","Memphis city, Tennessee","119,076","±4,245","119,076",(X)
"('Owner-occupied units',)","Mesa city, Arizona","100,543","±3,894","100,543",(X)
"('Owner-occupied units',)","Miami city, Florida","46,018","±2,750","46,018",(X)
"('Owner-occupied units',)","Milwaukee city, Wisconsin","97,841","±3,800","97,841",(X)
"('Owner-occupied units',)","Minneapolis city, Minnesota","80,777","±3,162","80,777",(X)
"('Owner-occupied units',)","New Orleans city, Louisiana","70,108","±2,547","70,108",(X)
"('Owner-occupied units',)","New York city, New York","981,565","±12,911","981,565",(X)
"('Owner-occupied units',)","Newark city, New Jersey","20,818","±1,627","20,818",(X)
"('Owner-occupied units',)","Oakland city, California","61,633","±2,735","61,633",(X)
"('Owner-occupied units',)","Oklahoma City city, Oklahoma","135,188","±3,474","135,188",(X)
"('Owner-occupied units',)","Omaha city, Nebraska","98,688","±2,635","98,688",(X)
"('Owner-occupied units',)","Orlando city, Florida","37,733","±2,977","37,733",(X)
"('Owner-occupied units',)","Philadelphia city, Pennsylvania","300,561","±6,655","300,561",(X)
"('Owner-occupied units',)","Phoenix city, Arizona","270,456","±6,358","270,456",(X)
"('Owner-occupied units',)","Pittsburgh city, Pennsylvania","62,007","±2,400","62,007",(X)
"('Owner-occupied units',)","Plano city, Texas","65,481","±2,326","65,481",(X)
"('Owner-occupied units',)","Portland city, Oregon","132,248","±3,854","132,248",(X)
"('Owner-occupied units',)","Raleigh city, North Carolina","85,116","±3,557","85,116",(X)
"('Owner-occupied units',)","Riverside city, California","48,317","±2,896","48,317",(X)
"('Owner-occupied units',)","Sacramento city, California","80,242","±2,775","80,242",(X)
"('Owner-occupied units',)","San Antonio city, Texas","264,388","±5,751","264,388",(X)
"('Owner-occupied units',)","San Diego city, California","228,695","±5,399","228,695",(X)
"('Owner-occupied units',)","San Francisco city, California","132,837","±4,293","132,837",(X)
"('Owner-occupied units',)","San Jose city, California","178,786","±4,571","178,786",(X)
"('Owner-occupied units',)","Santa Ana city, California","35,350","±2,115","35,350",(X)
"('Owner-occupied units',)","Seattle city, Washington","138,638","±3,739","138,638",(X)
"('Owner-occupied units',)","St. Louis city, Missouri","58,554","±2,691","58,554",(X)
"('Owner-occupied units',)","St. Paul city, Minnesota","52,428","±2,287","52,428",(X)
"('Owner-occupied units',)","Stockton city, California","42,962","±2,632","42,962",(X)
"('Owner-occupied units',)","Tampa city, Florida","67,526","±3,124","67,526",(X)
"('Owner-occupied units',)","Tucson city, Arizona","96,717","±3,164","96,717",(X)
"('Owner-occupied units',)","Tulsa city, Oklahoma","86,251","±2,195","86,251",(X)
"('Owner-occupied units',)","Virginia Beach city, Virginia","106,218","±2,649","106,218",(X)
"('Owner-occupied units',)","Washington city, District of Columbia","112,492","±3,641","112,492",(X)
"('Owner-occupied units',)","Wichita city, Kansas","90,930","±2,469","90,930",(X)
"('Housing units with a mortgage',)","Albuquerque city, New Mexico","88,720","±3,464",69.80%,±1.7
"('Housing units with a mortgage',)","Anaheim city, California","36,179","±2,396",77.40%,±3.2
"('Housing units with a mortgage',)","Anchorage municipality, Alaska","45,136","±2,636",73.80%,±2.7
"('Housing units with a mortgage',)","Arlington city, Texas","50,032","±2,917",68.70%,±2.6
"('Housing units with a mortgage',)","Atlanta city, Georgia","59,899","±3,034",71.80%,±2.4
"('Housing units with a mortgage',)","Aurora city, Colorado","55,969","±2,577",78.40%,±1.8
"('Housing units with a mortgage',)","Austin city, Texas","110,642","±3,683",68.60%,±1.6
"('Housing units with a mortgage',)","Bakersfield city, California","49,602","±3,307",76.70%,±2.7
"('Housing units with a mortgage',)","Baltimore city, Maryland","74,205","±2,765",67.60%,±1.7
"('Housing units with a mortgage',)","Boston city, Massachusetts","65,950","±3,524",74.40%,±2.0
"('Housing units with a mortgage',)","Charlotte city, North Carolina","130,012","±4,140",79.10%,±1.3
"('Housing units with a mortgage',)","Chicago city, Illinois","307,355","±7,185",68.30%,±1.0
"('Housing units with a mortgage',)","Cincinnati city, Ohio","34,376","±2,079",69.70%,±2.6
"('Housing units with a mortgage',)","Cleveland city, Ohio","38,638","±2,455",58.90%,±2.4
"('Housing units with a mortgage',)","Colorado Springs city, Colorado","76,057","±2,867",72.70%,±1.9
"('Housing units with a mortgage',)","Columbus city, Ohio","109,987","±3,649",73.50%,±1.6
"('Housing units with a mortgage',)","Corpus Christi city, Texas","37,005","±2,417",55.60%,±2.8
"('Housing units with a mortgage',)","Dallas city, Texas","120,389","±4,432",60.30%,±1.7
"('Housing units with a mortgage',)","Denver city, Colorado","101,557","±3,517",74.80%,±1.5
"('Housing units with a mortgage',)","Detroit city, Michigan","45,663","±2,630",38.90%,±1.8
"('Housing units with a mortgage',)","Durham city, North Carolina","37,837","±2,438",75.50%,±3.2
"('Housing units with a mortgage',)","El Paso city, Texas","76,544","±3,675",59.30%,±2.0
"('Housing units with a mortgage',)","Fort Worth city, Texas","104,011","±5,086",66.20%,±1.9
"('Housing units with a mortgage',)","Fresno city, California","53,807","±3,214",72.20%,±2.4
"('Housing units with a mortgage',)","Greensboro city, North Carolina","40,367","±2,552",74.30%,±2.5
"('Housing units with a mortgage',)","Henderson city, Nevada","44,597","±2,719",71.30%,±2.7
"('Housing units with a mortgage',)","Houston city, Texas","194,641","±6,595",56.00%,±1.4
"('Housing units with a mortgage',)","Indianapolis city (balance), Indiana","124,743","±4,261",70.50%,±1.9
"('Housing units with a mortgage',)","Irvine city, California","31,302","±2,843",71.50%,±3.8
"('Housing units with a mortgage',)","Jacksonville city, Florida","119,816","±4,074",67.20%,±1.6
"('Housing units with a mortgage',)","Jersey City city, New Jersey","20,430","±2,079",73.00%,±3.8
"('Housing units with a mortgage',)","Kansas City city, Missouri","67,067","±2,931",65.60%,±1.9
"('Housing units with a mortgage',)","Las Vegas city, Nevada","74,759","±3,860",71.70%,±1.9
"('Housing units with a mortgage',)","Lincoln city, Nebraska","42,716","±2,140",68.50%,±2.7
"('Housing units with a mortgage',)","Long Beach city, California","47,679","±2,662",74.70%,±2.4
"('Housing units with a mortgage',)","Los Angeles city, California","368,221","±7,308",74.70%,±0.8
"('Housing units with a mortgage',)","Memphis city, Tennessee","76,434","±3,487",64.20%,±1.9
"('Housing units with a mortgage',)","Mesa city, Arizona","63,958","±2,906",63.60%,±1.8
"('Housing units with a mortgage',)","Miami city, Florida","24,668","±2,228",53.60%,±3.3
"('Housing units with a mortgage',)","Milwaukee city, Wisconsin","66,233","±3,237",67.70%,±2.0
"('Housing units with a mortgage',)","Minneapolis city, Minnesota","59,224","±2,747",73.30%,±1.8
"('Housing units with a mortgage',)","New Orleans city, Louisiana","37,232","±2,007",53.10%,±2.0
"('Housing units with a mortgage',)","New York city, New York","595,308","±10,555",60.60%,±0.8
"('Housing units with a mortgage',)","Newark city, New Jersey","15,805","±1,476",75.90%,±4.0
"('Housing units with a mortgage',)","Oakland city, California","46,379","±2,611",75.30%,±2.2
"('Housing units with a mortgage',)","Oklahoma City city, Oklahoma","83,503","±3,346",61.80%,±1.9
"('Housing units with a mortgage',)","Omaha city, Nebraska","66,740","±2,569",67.60%,±1.7
"('Housing units with a mortgage',)","Orlando city, Florida","23,921","±2,241",63.40%,±3.7
"('Housing units with a mortgage',)","Philadelphia city, Pennsylvania","181,506","±5,471",60.40%,±1.2
"('Housing units with a mortgage',)","Phoenix city, Arizona","193,741","±5,461",71.60%,±1.2
"('Housing units with a mortgage',)","Pittsburgh city, Pennsylvania","35,106","±1,986",56.60%,±2.2
"('Housing units with a mortgage',)","Plano city, Texas","44,164","±2,192",67.40%,±2.3
"('Housing units with a mortgage',)","Portland city, Oregon","98,380","±3,657",74.40%,±1.6
"('Housing units with a mortgage',)","Raleigh city, North Carolina","66,763","±3,225",78.40%,±2.0
"('Housing units with a mortgage',)","Riverside city, California","37,171","±2,746",76.90%,±2.9
"('Housing units with a mortgage',)","Sacramento city, California","56,923","±2,392",70.90%,±2.2
"('Housing units with a mortgage',)","San Antonio city, Texas","163,467","±5,732",61.80%,±1.3
"('Housing units with a mortgage',)","San Diego city, California","167,889","±5,259",73.40%,±1.2
"('Housing units with a mortgage',)","San Francisco city, California","89,249","±3,948",67.20%,±1.8
"('Housing units with a mortgage',)","San Jose city, California","134,937","±4,632",75.50%,±1.4
"('Housing units with a mortgage',)","Santa Ana city, California","25,104","±1,798",71.00%,±2.6
"('Housing units with a mortgage',)","Seattle city, Washington","99,776","±3,842",72.00%,±1.6
"('Housing units with a mortgage',)","St. Louis city, Missouri","38,264","±2,555",65.30%,±2.7
"('Housing units with a mortgage',)","St. Paul city, Minnesota","37,410","±2,127",71.40%,±2.2
"('Housing units with a mortgage',)","Stockton city, California","31,957","±2,319",74.40%,±2.8
"('Housing units with a mortgage',)","Tampa city, Florida","43,325","±2,384",64.20%,±2.6
"('Housing units with a mortgage',)","Tucson city, Arizona","60,513","±2,712",62.60%,±2.0
"('Housing units with a mortgage',)","Tulsa city, Oklahoma","52,731","±2,020",61.10%,±1.7
"('Housing units with a mortgage',)","Virginia Beach city, Virginia","82,378","±2,546",77.60%,±1.5
"('Housing units with a mortgage',)","Washington city, District of Columbia","85,550","±3,521",76.00%,±1.8
"('Housing units with a mortgage',)","Wichita city, Kansas","57,056","±2,487",62.70%,±2.0
"('Housing units without a mortgage',)","Albuquerque city, New Mexico","38,422","±2,461",30.20%,±1.7
"('Housing units without a mortgage',)","Anaheim city, California","10,543","±1,669",22.60%,±3.2
"('Housing units without a mortgage',)","Anchorage municipality, Alaska","16,016","±1,700",26.20%,±2.7
"('Housing units without a mortgage',)","Arlington city, Texas","22,810","±2,266",31.30%,±2.6
"('Housing units without a mortgage',)","Atlanta city, Georgia","23,533","±2,340",28.20%,±2.4
"('Housing units without a mortgage',)","Aurora city, Colorado","15,411","±1,295",21.60%,±1.8
"('Housing units without a mortgage',)","Austin city, Texas","50,760","±2,997",31.40%,±1.6
"('Housing units without a mortgage',)","Bakersfield city, California","15,053","±1,727",23.30%,±2.7
"('Housing units without a mortgage',)","Baltimore city, Maryland","35,577","±2,200",32.40%,±1.7
"('Housing units without a mortgage',)","Boston city, Massachusetts","22,660","±1,844",25.60%,±2.0
"('Housing units without a mortgage',)","Charlotte city, North Carolina","34,400","±2,250",20.90%,±1.3
"('Housing units without a mortgage',)","Chicago city, Illinois","142,922","±4,611",31.70%,±1.0
"('Housing units without a mortgage',)","Cincinnati city, Ohio","14,938","±1,516",30.30%,±2.6
"('Housing units without a mortgage',)","Cleveland city, Ohio","26,954","±1,957",41.10%,±2.4
"('Housing units without a mortgage',)","Colorado Springs city, Colorado","28,552","±2,254",27.30%,±1.9
"('Housing units without a mortgage',)","Columbus city, Ohio","39,556","±2,807",26.50%,±1.6
"('Housing units without a mortgage',)","Corpus Christi city, Texas","29,572","±2,288",44.40%,±2.8
"('Housing units without a mortgage',)","Dallas city, Texas","79,143","±3,925",39.70%,±1.7
"('Housing units without a mortgage',)","Denver city, Colorado","34,179","±2,110",25.20%,±1.5
"('Housing units without a mortgage',)","Detroit city, Michigan","71,582","±3,161",61.10%,±1.8
"('Housing units without a mortgage',)","Durham city, North Carolina","12,287","±1,687",24.50%,±3.2
"('Housing units without a mortgage',)","El Paso city, Texas","52,490","±2,640",40.70%,±2.0
"('Housing units without a mortgage',)","Fort Worth city, Texas","53,214","±3,313",33.80%,±1.9
"('Housing units without a mortgage',)","Fresno city, California","20,763","±2,173",27.80%,±2.4
"('Housing units without a mortgage',)","Greensboro city, North Carolina","13,929","±1,482",25.70%,±2.5
"('Housing units without a mortgage',)","Henderson city, Nevada","17,908","±1,903",28.70%,±2.7
"('Housing units without a mortgage',)","Houston city, Texas","152,838","±6,042",44.00%,±1.4
"('Housing units without a mortgage',)","Indianapolis city (balance), Indiana","52,220","±3,568",29.50%,±1.9
"('Housing units without a mortgage',)","Irvine city, California","12,470","±1,925",28.50%,±3.8
"('Housing units without a mortgage',)","Jacksonville city, Florida","58,537","±3,396",32.80%,±1.6
"('Housing units without a mortgage',)","Jersey City city, New Jersey","7,539","±1,162",27.00%,±3.8
"('Housing units without a mortgage',)","Kansas City city, Missouri","35,149","±2,337",34.40%,±1.9
"('Housing units without a mortgage',)","Las Vegas city, Nevada","29,496","±2,218",28.30%,±1.9
"('Housing units without a mortgage',)","Lincoln city, Nebraska","19,617","±1,833",31.50%,±2.7
"('Housing units without a mortgage',)","Long Beach city, California","16,138","±1,709",25.30%,±2.4
"('Housing units without a mortgage',)","Los Angeles city, California","124,437","±4,245",25.30%,±0.8
"('Housing units without a mortgage',)","Memphis city, Tennessee","42,642","±2,724",35.80%,±1.9
"('Housing units without a mortgage',)","Mesa city, Arizona","36,585","±2,378",36.40%,±1.8
"('Housing units without a mortgage',)","Miami city, Florida","21,350","±1,832",46.40%,±3.3
"('Housing units without a mortgage',)","Milwaukee city, Wisconsin","31,608","±2,358",32.30%,±2.0
"('Housing units without a mortgage',)","Minneapolis city, Minnesota","21,553","±1,678",26.70%,±1.8
"('Housing units without a mortgage',)","New Orleans city, Louisiana","32,876","±1,777",46.90%,±2.0
"('Housing units without a mortgage',)","New York city, New York","386,257","±9,900",39.40%,±0.8
"('Housing units without a mortgage',)","Newark city, New Jersey","5,013",±926,24.10%,±4.0
"('Housing units without a mortgage',)","Oakland city, California","15,254","±1,414",24.70%,±2.2
"('Housing units without a mortgage',)","Oklahoma City city, Oklahoma","51,685","±2,944",38.20%,±1.9
"('Housing units without a mortgage',)","Omaha city, Nebraska","31,948","±1,843",32.40%,±1.7
"('Housing units without a mortgage',)","Orlando city, Florida","13,812","±1,840",36.60%,±3.7
"('Housing units without a mortgage',)","Philadelphia city, Pennsylvania","119,055","±4,262",39.60%,±1.2
"('Housing units without a mortgage',)","Phoenix city, Arizona","76,715","±3,903",28.40%,±1.2
"('Housing units without a mortgage',)","Pittsburgh city, Pennsylvania","26,901","±1,693",43.40%,±2.2
"('Housing units without a mortgage',)","Plano city, Texas","21,317","±1,641",32.60%,±2.3
"('Housing units without a mortgage',)","Portland city, Oregon","33,868","±2,218",25.60%,±1.6
"('Housing units without a mortgage',)","Raleigh city, North Carolina","18,353","±1,905",21.60%,±2.0
"('Housing units without a mortgage',)","Riverside city, California","11,146","±1,499",23.10%,±2.9
"('Housing units without a mortgage',)","Sacramento city, California","23,319","±2,048",29.10%,±2.2
"('Housing units without a mortgage',)","San Antonio city, Texas","100,921","±3,582",38.20%,±1.3
"('Housing units without a mortgage',)","San Diego city, California","60,806","±2,943",26.60%,±1.2
"('Housing units without a mortgage',)","San Francisco city, California","43,588","±2,660",32.80%,±1.8
"('Housing units without a mortgage',)","San Jose city, California","43,849","±2,609",24.50%,±1.4
"('Housing units without a mortgage',)","Santa Ana city, California","10,246","±1,086",29.00%,±2.6
"('Housing units without a mortgage',)","Seattle city, Washington","38,862","±2,313",28.00%,±1.6
"('Housing units without a mortgage',)","St. Louis city, Missouri","20,290","±1,674",34.70%,±2.7
"('Housing units without a mortgage',)","St. Paul city, Minnesota","15,018","±1,248",28.60%,±2.2
"('Housing units without a mortgage',)","Stockton city, California","11,005","±1,373",25.60%,±2.8
"('Housing units without a mortgage',)","Tampa city, Florida","24,201","±2,280",35.80%,±2.6
"('Housing units without a mortgage',)","Tucson city, Arizona","36,204","±2,374",37.40%,±2.0
"('Housing units without a mortgage',)","Tulsa city, Oklahoma","33,520","±1,718",38.90%,±1.7
"('Housing units without a mortgage',)","Virginia Beach city, Virginia","23,840","±1,787",22.40%,±1.5
"('Housing units without a mortgage',)","Washington city, District of Columbia","26,942","±2,120",24.00%,±1.8
"('Housing units without a mortgage',)","Wichita city, Kansas","33,874","±1,976",37.30%,±2.0
"('Housing units with a mortgage',)","Albuquerque city, New Mexico","88,720","±3,464","88,720",(X)
"('Housing units with a mortgage',)","Anaheim city, California","36,179","±2,396","36,179",(X)
"('Housing units with a mortgage',)","Anchorage municipality, Alaska","45,136","±2,636","45,136",(X)
"('Housing units with a mortgage',)","Arlington city, Texas","50,032","±2,917","50,032",(X)
"('Housing units with a mortgage',)","Atlanta city, Georgia","59,899","±3,034","59,899",(X)
"('Housing units with a mortgage',)","Aurora city, Colorado","55,969","±2,577","55,969",(X)
"('Housing units with a mortgage',)","Austin city, Texas","110,642","±3,683","110,642",(X)
"('Housing units with a mortgage',)","Bakersfield city, California","49,602","±3,307","49,602",(X)
"('Housing units with a mortgage',)","Baltimore city, Maryland","74,205","±2,765","74,205",(X)
"('Housing units with a mortgage',)","Boston city, Massachusetts","65,950","±3,524","65,950",(X)
"('Housing units with a mortgage',)","Charlotte city, North Carolina","130,012","±4,140","130,012",(X)
"('Housing units with a mortgage',)","Chicago city, Illinois","307,355","±7,185","307,355",(X)
"('Housing units with a mortgage',)","Cincinnati city, Ohio","34,376","±2,079","34,376",(X)
"('Housing units with a mortgage',)","Cleveland city, Ohio","38,638","±2,455","38,638",(X)
"('Housing units with a mortgage',)","Colorado Springs city, Colorado","76,057","±2,867","76,057",(X)
"('Housing units with a mortgage',)","Columbus city, Ohio","109,987","±3,649","109,987",(X)
"('Housing units with a mortgage',)","Corpus Christi city, Texas","37,005","±2,417","37,005",(X)
"('Housing units with a mortgage',)","Dallas city, Texas","120,389","±4,432","120,389",(X)
"('Housing units with a mortgage',)","Denver city, Colorado","101,557","±3,517","101,557",(X)
"('Housing units with a mortgage',)","Detroit city, Michigan","45,663","±2,630","45,663",(X)
"('Housing units with a mortgage',)","Durham city, North Carolina","37,837","±2,438","37,837",(X)
