Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('1 vehicle available',)","Seattle city, Washington","120,617","±4,714",42.70%,±1.5
"('1 vehicle available',)","St. Louis city, Missouri","59,855","±2,825",44.60%,±1.9
"('1 vehicle available',)","St. Paul city, Minnesota","48,483","±3,109",42.90%,±2.4
"('1 vehicle available',)","Stockton city, California","30,223","±2,377",33.80%,±2.5
"('1 vehicle available',)","Tampa city, Florida","63,105","±3,595",46.20%,±2.2
"('1 vehicle available',)","Tucson city, Arizona","88,161","±4,523",43.70%,±2.0
"('1 vehicle available',)","Tulsa city, Oklahoma","69,968","±3,288",42.90%,±1.8
"('1 vehicle available',)","Virginia Beach city, Virginia","50,829","±3,105",31.30%,±1.9
"('1 vehicle available',)","Washington city, District of Columbia","118,256","±4,683",44.00%,±1.6
"('1 vehicle available',)","Wichita city, Kansas","53,864","±2,975",36.10%,±1.8
"('2 vehicles available',)","Albuquerque city, New Mexico","78,060","±4,057",34.80%,±1.7
"('2 vehicles available',)","Anaheim city, California","37,076","±2,633",37.60%,±2.4
"('2 vehicles available',)","Anchorage municipality, Alaska","43,754","±2,781",41.00%,±2.5
"('2 vehicles available',)","Arlington city, Texas","52,350","±3,737",40.10%,±2.7
"('2 vehicles available',)","Atlanta city, Georgia","52,003","±3,367",29.70%,±1.7
"('2 vehicles available',)","Aurora city, Colorado","45,351","±2,667",38.30%,±2.1
"('2 vehicles available',)","Austin city, Texas","125,174","±5,827",37.80%,±1.5
"('2 vehicles available',)","Bakersfield city, California","41,592","±2,352",38.50%,±2.1
"('2 vehicles available',)","Baltimore city, Maryland","52,164","±3,011",21.80%,±1.2
"('2 vehicles available',)","Boston city, Massachusetts","41,927","±2,965",16.70%,±1.2
"('2 vehicles available',)","Charlotte city, North Carolina","109,892","±6,442",37.50%,±2.3
"('2 vehicles available',)","Chicago city, Illinois","215,202","±6,525",21.20%,±0.6
"('2 vehicles available',)","Cincinnati city, Ohio","28,766","±2,279",22.80%,±1.6
"('2 vehicles available',)","Cleveland city, Ohio","37,541","±2,269",22.00%,±1.2
"('2 vehicles available',)","Colorado Springs city, Colorado","68,469","±3,788",40.80%,±2.2
"('2 vehicles available',)","Columbus city, Ohio","110,569","±4,825",34.30%,±1.4
"('2 vehicles available',)","Corpus Christi city, Texas","38,185","±2,819",34.50%,±2.5
"('2 vehicles available',)","Dallas city, Texas","151,695","±4,846",33.30%,±1.0
"('2 vehicles available',)","Denver city, Colorado","94,146","±4,181",35.30%,±1.6
"('2 vehicles available',)","Detroit city, Michigan","54,657","±3,078",21.50%,±1.1
"('2 vehicles available',)","Durham city, North Carolina","34,762","±3,473",36.40%,±3.3
"('2 vehicles available',)","El Paso city, Texas","81,224","±3,848",37.00%,±1.7
"('2 vehicles available',)","Fort Worth city, Texas","107,109","±5,390",40.60%,±1.8
"('2 vehicles available',)","Fresno city, California","52,267","±2,990",33.80%,±1.8
"('2 vehicles available',)","Greensboro city, North Carolina","39,485","±2,887",34.90%,±2.5
"('2 vehicles available',)","Henderson city, Nevada","40,901","±3,870",41.70%,±3.3
"('2 vehicles available',)","Houston city, Texas","260,367","±7,606",33.60%,±0.9
"('2 vehicles available',)","Indianapolis city (balance), Indiana","115,800","±4,654",35.70%,±1.4
"('2 vehicles available',)","Irvine city, California","36,420","±2,367",48.40%,±3.0
"('2 vehicles available',)","Jacksonville city, Florida","120,340","±6,123",38.60%,±1.9
"('2 vehicles available',)","Jersey City city, New Jersey","12,425","±1,492",12.90%,±1.6
"('2 vehicles available',)","Kansas City city, Missouri","66,646","±3,779",34.70%,±1.9
"('2 vehicles available',)","Las Vegas city, Nevada","72,980","±4,657",35.00%,±2.2
"('2 vehicles available',)","Lincoln city, Nebraska","44,072","±3,298",42.10%,±2.9
"('2 vehicles available',)","Long Beach city, California","51,957","±2,904",32.50%,±1.7
"('2 vehicles available',)","Los Angeles city, California","415,659","±9,083",31.90%,±0.6
"('2 vehicles available',)","Memphis city, Tennessee","75,882","±3,655",30.90%,±1.4
"('2 vehicles available',)","Mesa city, Arizona","57,776","±3,715",35.30%,±2.2
"('2 vehicles available',)","Miami city, Florida","38,258","±2,938",25.50%,±2.1
"('2 vehicles available',)","Milwaukee city, Wisconsin","62,438","±3,741",27.20%,±1.6
"('2 vehicles available',)","Minneapolis city, Minnesota","49,578","±2,884",29.90%,±1.7
"('2 vehicles available',)","New Orleans city, Louisiana","40,259","±2,409",27.20%,±1.6
"('2 vehicles available',)","New York city, New York","302,988","±7,346",10.00%,±0.2
"('2 vehicles available',)","Newark city, New Jersey","12,245","±1,369",13.80%,±1.5
"('2 vehicles available',)","Oakland city, California","44,718","±2,806",28.40%,±1.7
"('2 vehicles available',)","Oklahoma City city, Oklahoma","88,003","±3,796",39.10%,±1.6
"('2 vehicles available',)","Omaha city, Nebraska","61,515","±3,088",37.70%,±1.7
"('2 vehicles available',)","Orlando city, Florida","35,141","±2,425",35.90%,±2.6
"('2 vehicles available',)","Philadelphia city, Pennsylvania","104,487","±4,899",18.10%,±0.8
"('2 vehicles available',)","Phoenix city, Arizona","191,838","±7,509",36.90%,±1.4
"('2 vehicles available',)","Pittsburgh city, Pennsylvania","31,930","±2,065",24.20%,±1.6
"('2 vehicles available',)","Plano city, Texas","45,504","±3,118",44.20%,±2.9
"('2 vehicles available',)","Portland city, Oregon","79,288","±3,294",31.60%,±1.2
"('2 vehicles available',)","Raleigh city, North Carolina","64,302","±4,688",40.20%,±2.6
"('2 vehicles available',)","Riverside city, California","29,635","±2,448",33.90%,±2.5
"('2 vehicles available',)","Sacramento city, California","53,917","±3,918",31.50%,±2.1
"('2 vehicles available',)","San Antonio city, Texas","176,490","±5,757",36.60%,±1.1
"('2 vehicles available',)","San Diego city, California","175,541","±5,556",37.50%,±1.1
"('2 vehicles available',)","San Francisco city, California","70,220","±3,734",20.50%,±1.1
"('2 vehicles available',)","San Jose city, California","125,934","±4,557",41.20%,±1.4
"('2 vehicles available',)","Santa Ana city, California","27,184","±2,304",37.20%,±2.7
"('2 vehicles available',)","Seattle city, Washington","88,520","±4,100",31.30%,±1.4
"('2 vehicles available',)","St. Louis city, Missouri","35,097","±2,744",26.20%,±1.9
"('2 vehicles available',)","St. Paul city, Minnesota","34,623","±2,431",30.60%,±2.0
"('2 vehicles available',)","Stockton city, California","30,587","±2,406",34.30%,±2.4
"('2 vehicles available',)","Tampa city, Florida","43,680","±2,799",32.00%,±1.7
"('2 vehicles available',)","Tucson city, Arizona","64,413","±3,790",31.90%,±1.6
"('2 vehicles available',)","Tulsa city, Oklahoma","57,957","±2,629",35.50%,±1.5
"('2 vehicles available',)","Virginia Beach city, Virginia","70,052","±3,409",43.10%,±1.9
"('2 vehicles available',)","Washington city, District of Columbia","37,772","±2,848",14.10%,±1.1
"('2 vehicles available',)","Wichita city, Kansas","55,877","±2,455",37.50%,±1.6
"('3 or more vehicles available',)","Albuquerque city, New Mexico","38,891","±3,175",17.30%,±1.5
"('3 or more vehicles available',)","Anaheim city, California","24,589","±1,887",24.90%,±2.1
"('3 or more vehicles available',)","Anchorage municipality, Alaska","22,200","±1,945",20.80%,±1.8
"('3 or more vehicles available',)","Arlington city, Texas","26,268","±2,777",20.10%,±2.2
"('3 or more vehicles available',)","Atlanta city, Georgia","13,607","±1,521",7.80%,±0.9
"('3 or more vehicles available',)","Aurora city, Colorado","21,543","±2,262",18.20%,±1.9
"('3 or more vehicles available',)","Austin city, Texas","39,150","±3,745",11.80%,±1.1
"('3 or more vehicles available',)","Bakersfield city, California","24,852","±2,463",23.00%,±2.2
"('3 or more vehicles available',)","Baltimore city, Maryland","14,760","±1,665",6.20%,±0.7
"('3 or more vehicles available',)","Boston city, Massachusetts","11,426","±1,876",4.50%,±0.7
"('3 or more vehicles available',)","Charlotte city, North Carolina","39,488","±3,237",13.50%,±1.1
"('3 or more vehicles available',)","Chicago city, Illinois","61,928","±3,860",6.10%,±0.4
"('3 or more vehicles available',)","Cincinnati city, Ohio","13,017","±1,531",10.30%,±1.3
"('3 or more vehicles available',)","Cleveland city, Ohio","12,364","±1,392",7.20%,±0.8
"('3 or more vehicles available',)","Colorado Springs city, Colorado","30,817","±2,963",18.40%,±1.8
"('3 or more vehicles available',)","Columbus city, Ohio","35,567","±3,380",11.00%,±1.1
"('3 or more vehicles available',)","Corpus Christi city, Texas","18,641","±2,061",16.90%,±1.8
"('3 or more vehicles available',)","Dallas city, Texas","58,963","±3,403",12.90%,±0.8
"('3 or more vehicles available',)","Denver city, Colorado","27,722","±2,830",10.40%,±1.0
"('3 or more vehicles available',)","Detroit city, Michigan","17,418","±1,650",6.90%,±0.6
"('3 or more vehicles available',)","Durham city, North Carolina","11,522","±1,977",12.10%,±2.1
"('3 or more vehicles available',)","El Paso city, Texas","41,958","±3,815",19.10%,±1.7
"('3 or more vehicles available',)","Fort Worth city, Texas","39,721","±3,548",15.10%,±1.4
"('3 or more vehicles available',)","Fresno city, California","24,672","±2,197",15.90%,±1.4
"('3 or more vehicles available',)","Greensboro city, North Carolina","17,316","±2,039",15.30%,±1.8
"('3 or more vehicles available',)","Henderson city, Nevada","16,830","±2,306",17.20%,±2.6
"('3 or more vehicles available',)","Houston city, Texas","100,170","±4,730",12.90%,±0.6
"('3 or more vehicles available',)","Indianapolis city (balance), Indiana","43,505","±2,954",13.40%,±0.9
"('3 or more vehicles available',)","Irvine city, California","12,038","±1,592",16.00%,±2.2
"('3 or more vehicles available',)","Jacksonville city, Florida","43,031","±3,213",13.80%,±1.0
"('3 or more vehicles available',)","Jersey City city, New Jersey","3,329",±883,3.40%,±0.9
"('3 or more vehicles available',)","Kansas City city, Missouri","25,729","±2,096",13.40%,±1.1
"('3 or more vehicles available',)","Las Vegas city, Nevada","27,435","±3,130",13.20%,±1.6
"('3 or more vehicles available',)","Lincoln city, Nebraska","18,786","±1,547",18.00%,±1.5
"('3 or more vehicles available',)","Long Beach city, California","25,082","±2,157",15.70%,±1.4
"('3 or more vehicles available',)","Los Angeles city, California","196,162","±6,331",15.00%,±0.5
"('3 or more vehicles available',)","Memphis city, Tennessee","26,926","±2,566",11.00%,±1.0
"('3 or more vehicles available',)","Mesa city, Arizona","23,927","±2,201",14.60%,±1.3
"('3 or more vehicles available',)","Miami city, Florida","9,525","±1,607",6.40%,±1.1
"('3 or more vehicles available',)","Milwaukee city, Wisconsin","18,185","±1,669",7.90%,±0.7
"('3 or more vehicles available',)","Minneapolis city, Minnesota","12,200","±1,296",7.40%,±0.8
"('3 or more vehicles available',)","New Orleans city, Louisiana","10,829","±1,342",7.30%,±0.9
"('3 or more vehicles available',)","New York city, New York","83,261","±4,017",2.80%,±0.1
"('3 or more vehicles available',)","Newark city, New Jersey","4,241",±739,4.80%,±0.9
"('3 or more vehicles available',)","Oakland city, California","18,285","±1,801",11.60%,±1.2
"('3 or more vehicles available',)","Oklahoma City city, Oklahoma","39,354","±2,469",17.50%,±1.1
"('3 or more vehicles available',)","Omaha city, Nebraska","24,654","±1,801",15.10%,±1.1
"('3 or more vehicles available',)","Orlando city, Florida","7,848","±1,481",8.00%,±1.5
"('3 or more vehicles available',)","Philadelphia city, Pennsylvania","26,333","±2,303",4.60%,±0.4
"('3 or more vehicles available',)","Phoenix city, Arizona","71,537","±4,294",13.80%,±0.8
"('3 or more vehicles available',)","Pittsburgh city, Pennsylvania","6,969",±976,5.30%,±0.7
"('3 or more vehicles available',)","Plano city, Texas","20,294","±2,132",19.70%,±2.1
"('3 or more vehicles available',)","Portland city, Oregon","30,171","±2,035",12.00%,±0.8
"('3 or more vehicles available',)","Raleigh city, North Carolina","18,901","±2,368",11.80%,±1.5
"('3 or more vehicles available',)","Riverside city, California","24,719","±1,988",28.30%,±2.5
"('3 or more vehicles available',)","Sacramento city, California","25,805","±2,513",15.10%,±1.6
"('3 or more vehicles available',)","San Antonio city, Texas","72,464","±4,343",15.00%,±0.9
"('3 or more vehicles available',)","San Diego city, California","84,023","±4,080",17.90%,±0.9
"('3 or more vehicles available',)","San Francisco city, California","26,182","±2,496",7.60%,±0.7
"('3 or more vehicles available',)","San Jose city, California","76,861","±3,658",25.20%,±1.2
"('3 or more vehicles available',)","Santa Ana city, California","21,284","±1,615",29.10%,±2.5
"('3 or more vehicles available',)","Seattle city, Washington","28,397","±2,533",10.10%,±0.9
"('3 or more vehicles available',)","St. Louis city, Missouri","9,693","±1,580",7.20%,±1.2
"('3 or more vehicles available',)","St. Paul city, Minnesota","13,358","±1,469",11.80%,±1.4
"('3 or more vehicles available',)","Stockton city, California","19,010","±1,999",21.30%,±2.3
"('3 or more vehicles available',)","Tampa city, Florida","12,492","±1,492",9.10%,±1.1
"('3 or more vehicles available',)","Tucson city, Arizona","25,724","±2,430",12.70%,±1.3
"('3 or more vehicles available',)","Tulsa city, Oklahoma","23,047","±1,949",14.10%,±1.2
"('3 or more vehicles available',)","Virginia Beach city, Virginia","35,153","±2,413",21.60%,±1.5
"('3 or more vehicles available',)","Washington city, District of Columbia","9,121","±1,343",3.40%,±0.5
"('3 or more vehicles available',)","Wichita city, Kansas","29,253","±2,849",19.60%,±1.9
"('Occupied housing units',)","Albuquerque city, New Mexico","224,445","±3,554","224,445",(X)
"('Occupied housing units',)","Anaheim city, California",N,N,N,(X)
"('Occupied housing units',)","Anchorage municipality, Alaska","106,651","±1,720","106,651",(X)
"('Occupied housing units',)","Arlington city, Texas",N,N,N,(X)
"('Occupied housing units',)","Atlanta city, Georgia","174,922","±5,559","174,922",(X)
"('Occupied housing units',)","Aurora city, Colorado",N,N,N,(X)
"('Occupied housing units',)","Austin city, Texas","331,582","±5,920","331,582",(X)
"('Occupied housing units',)","Bakersfield city, California","108,123","±3,091","108,123",(X)
"('Occupied housing units',)","Baltimore city, Maryland","239,251","±4,011","239,251",(X)
"('Occupied housing units',)","Boston city, Massachusetts","251,745","±3,435","251,745",(X)
"('Occupied housing units',)","Charlotte city, North Carolina","292,715","±4,233","292,715",(X)
"('Occupied housing units',)","Chicago city, Illinois","1,016,342","±8,953","1,016,342",(X)
"('Occupied housing units',)","Cincinnati city, Ohio","125,928","±3,234","125,928",(X)
"('Occupied housing units',)","Cleveland city, Ohio","171,000","±3,332","171,000",(X)
"('Occupied housing units',)","Colorado Springs city, Colorado","167,859","±3,051","167,859",(X)
"('Occupied housing units',)","Columbus city, Ohio","322,314","±4,852","322,314",(X)
"('Occupied housing units',)","Corpus Christi city, Texas",N,N,N,(X)
"('Occupied housing units',)","Dallas city, Texas","455,371","±6,913","455,371",(X)
"('Occupied housing units',)","Denver city, Colorado","266,624","±2,404","266,624",(X)
"('Occupied housing units',)","Detroit city, Michigan","253,629","±5,276","253,629",(X)
"('Occupied housing units',)","Durham city, North Carolina",N,N,N,(X)
"('Occupied housing units',)","El Paso city, Texas","219,568","±3,630","219,568",(X)
"('Occupied housing units',)","Fort Worth city, Texas",N,N,N,(X)
"('Occupied housing units',)","Fresno city, California","154,747","±3,341","154,747",(X)
"('Occupied housing units',)","Greensboro city, North Carolina","113,127","±3,356","113,127",(X)
"('Occupied housing units',)","Henderson city, Nevada",N,N,N,(X)
"('Occupied housing units',)","Houston city, Texas","774,630","±7,511","774,630",(X)
"('Occupied housing units',)","Indianapolis city (balance), Indiana","324,438","±4,766","324,438",(X)
"('Occupied housing units',)","Irvine city, California",N,N,N,(X)
"('Occupied housing units',)","Jacksonville city, Florida","311,369","±4,606","311,369",(X)
"('Occupied housing units',)","Jersey City city, New Jersey","96,601","±2,559","96,601",(X)
"('Occupied housing units',)","Kansas City city, Missouri","191,967","±3,739","191,967",(X)
"('Occupied housing units',)","Las Vegas city, Nevada","208,279","±5,625","208,279",(X)
"('Occupied housing units',)","Lincoln city, Nebraska","104,577","±1,891","104,577",(X)
"('Occupied housing units',)","Long Beach city, California","160,059","±3,803","160,059",(X)
"('Occupied housing units',)","Los Angeles city, California","1,304,145","±9,308","1,304,145",(X)
"('Occupied housing units',)","Memphis city, Tennessee","245,836","±4,445","245,836",(X)
"('Occupied housing units',)","Mesa city, Arizona",N,N,N,(X)
"('Occupied housing units',)","Miami city, Florida",N,N,N,(X)
"('Occupied housing units',)","Milwaukee city, Wisconsin","229,927","±3,234","229,927",(X)
"('Occupied housing units',)","Minneapolis city, Minnesota","165,562","±3,131","165,562",(X)
"('Occupied housing units',)","New Orleans city, Louisiana",N,N,N,(X)
"('Occupied housing units',)","New York city, New York","3,023,330","±11,705","3,023,330",(X)
"('Occupied housing units',)","Newark city, New Jersey","88,467","±2,632","88,467",(X)
"('Occupied housing units',)","Oakland city, California","157,374","±3,582","157,374",(X)
"('Occupied housing units',)","Oklahoma City city, Oklahoma","225,089","±4,147","225,089",(X)
"('Occupied housing units',)","Omaha city, Nebraska","163,314","±2,906","163,314",(X)
"('Occupied housing units',)","Orlando city, Florida","97,918","±3,378","97,918",(X)
"('Occupied housing units',)","Philadelphia city, Pennsylvania","576,429","±4,899","576,429",(X)
"('Occupied housing units',)","Phoenix city, Arizona","519,369","±6,873","519,369",(X)
"('Occupied housing units',)","Pittsburgh city, Pennsylvania","131,776","±2,904","131,776",(X)
"('Occupied housing units',)","Plano city, Texas",N,N,N,(X)
"('Occupied housing units',)","Portland city, Oregon","250,828","±2,699","250,828",(X)
"('Occupied housing units',)","Raleigh city, North Carolina",N,N,N,(X)
"('Occupied housing units',)","Riverside city, California","87,476","±3,383","87,476",(X)
"('Occupied housing units',)","Sacramento city, California","170,999","±4,512","170,999",(X)
"('Occupied housing units',)","San Antonio city, Texas","482,783","±6,226","482,783",(X)
"('Occupied housing units',)","San Diego city, California","468,194","±6,110","468,194",(X)
"('Occupied housing units',)","San Francisco city, California","342,706","±3,616","342,706",(X)
"('Occupied housing units',)","San Jose city, California","305,460","±4,455","305,460",(X)
"('Occupied housing units',)","Santa Ana city, California","73,026","±3,038","73,026",(X)
"('Occupied housing units',)","Seattle city, Washington","282,492","±4,134","282,492",(X)
"('Occupied housing units',)","St. Louis city, Missouri","134,193","±3,142","134,193",(X)
"('Occupied housing units',)","St. Paul city, Minnesota","113,034","±2,737","113,034",(X)
"('Occupied housing units',)","Stockton city, California","89,296","±2,669","89,296",(X)
"('Occupied housing units',)","Tampa city, Florida","136,664","±3,755","136,664",(X)
"('Occupied housing units',)","Tucson city, Arizona","201,841","±4,418","201,841",(X)
"('Occupied housing units',)","Tulsa city, Oklahoma","163,222","±3,107","163,222",(X)
"('Occupied housing units',)","Virginia Beach city, Virginia","162,521","±2,517","162,521",(X)
"('Occupied housing units',)","Washington city, District of Columbia","268,670","±3,200","268,670",(X)
"('Occupied housing units',)","Wichita city, Kansas",N,N,N,(X)
"('Utility gas',)","Albuquerque city, New Mexico","188,681","±4,235",84.10%,±1.2
"('Utility gas',)","Anaheim city, California",N,N,N,N
"('Utility gas',)","Anchorage municipality, Alaska","87,211","±2,749",81.80%,±2.2
"('Utility gas',)","Arlington city, Texas",N,N,N,N
"('Utility gas',)","Atlanta city, Georgia","89,681","±3,533",51.30%,±1.7
"('Utility gas',)","Aurora city, Colorado",N,N,N,N
"('Utility gas',)","Austin city, Texas","155,022","±5,025",46.80%,±1.4
"('Utility gas',)","Bakersfield city, California","76,105","±3,302",70.40%,±2.4
"('Utility gas',)","Baltimore city, Maryland","154,388","±4,179",64.50%,±1.6
"('Utility gas',)","Boston city, Massachusetts","139,192","±3,501",55.30%,±1.2
"('Utility gas',)","Charlotte city, North Carolina","146,976","±6,128",50.20%,±2.0
"('Utility gas',)","Chicago city, Illinois","848,490","±9,293",83.50%,±0.6
"('Utility gas',)","Cincinnati city, Ohio","83,220","±2,973",66.10%,±1.9
"('Utility gas',)","Cleveland city, Ohio","143,645","±3,303",84.00%,±1.2
"('Utility gas',)","Colorado Springs city, Colorado","133,101","±3,523",79.30%,±1.5
"('Utility gas',)","Columbus city, Ohio","232,433","±5,792",72.10%,±1.4
"('Utility gas',)","Corpus Christi city, Texas",N,N,N,N
"('Utility gas',)","Dallas city, Texas","150,745","±4,654",33.10%,±0.9
"('Utility gas',)","Denver city, Colorado","178,204","±4,840",66.80%,±1.7
"('Utility gas',)","Detroit city, Michigan","225,792","±5,379",89.00%,±0.8
"('Utility gas',)","Durham city, North Carolina",N,N,N,N
"('Utility gas',)","El Paso city, Texas","184,384","±3,727",84.00%,±1.3
"('Utility gas',)","Fort Worth city, Texas",N,N,N,N
"('Utility gas',)","Fresno city, California","88,890","±3,691",57.40%,±1.9
"('Utility gas',)","Greensboro city, North Carolina","52,081","±2,864",46.00%,±2.5
"('Utility gas',)","Henderson city, Nevada",N,N,N,N
"('Utility gas',)","Houston city, Texas","283,243","±7,587",36.60%,±0.9
"('Utility gas',)","Indianapolis city (balance), Indiana","204,765","±5,312",63.10%,±1.4
"('Utility gas',)","Irvine city, California",N,N,N,N
"('Utility gas',)","Jacksonville city, Florida","7,477","±1,352",2.40%,±0.4
"('Utility gas',)","Jersey City city, New Jersey","67,777","±2,863",70.20%,±2.6
"('Utility gas',)","Kansas City city, Missouri","140,126","±3,832",73.00%,±1.5
"('Utility gas',)","Las Vegas city, Nevada","129,063","±5,212",62.00%,±1.7
"('Utility gas',)","Lincoln city, Nebraska","74,211","±2,237",71.00%,±1.9
"('Utility gas',)","Long Beach city, California","102,264","±3,426",63.90%,±2.1
"('Utility gas',)","Los Angeles city, California","851,777","±11,573",65.30%,±0.7
"('Utility gas',)","Memphis city, Tennessee","137,568","±4,343",56.00%,±1.6
"('Utility gas',)","Mesa city, Arizona",N,N,N,N
"('Utility gas',)","Miami city, Florida",N,N,N,N
"('Utility gas',)","Milwaukee city, Wisconsin","187,780","±3,468",81.70%,±1.2
"('Utility gas',)","Minneapolis city, Minnesota","131,556","±3,409",79.50%,±1.5
"('Utility gas',)","New Orleans city, Louisiana",N,N,N,N
"('Utility gas',)","New York city, New York","1,792,560","±14,294",59.30%,±0.4
"('Utility gas',)","Newark city, New Jersey","66,825","±2,550",75.50%,±1.9
"('Utility gas',)","Oakland city, California","101,442","±3,561",64.50%,±2.0
"('Utility gas',)","Oklahoma City city, Oklahoma","138,226","±4,494",61.40%,±1.6
"('Utility gas',)","Omaha city, Nebraska","134,360","±3,055",82.30%,±1.4
"('Utility gas',)","Orlando city, Florida","3,345",±838,3.40%,±0.8
"('Utility gas',)","Philadelphia city, Pennsylvania","445,935","±5,839",77.40%,±0.8
"('Utility gas',)","Phoenix city, Arizona","134,973","±5,918",26.00%,±1.1
"('Utility gas',)","Pittsburgh city, Pennsylvania","107,788","±2,969",81.80%,±1.4
"('Utility gas',)","Plano city, Texas",N,N,N,N
"('Utility gas',)","Portland city, Oregon","127,082","±3,557",50.70%,±1.3
"('Utility gas',)","Raleigh city, North Carolina",N,N,N,N
"('Utility gas',)","Riverside city, California","68,941","±3,220",78.80%,±2.3
"('Utility gas',)","Sacramento city, California","96,706","±4,637",56.60%,±2.1
"('Utility gas',)","San Antonio city, Texas","181,446","±5,913",37.60%,±1.2
"('Utility gas',)","San Diego city, California","288,116","±5,476",61.50%,±1.0
"('Utility gas',)","San Francisco city, California","213,408","±5,646",62.30%,±1.5
"('Utility gas',)","San Jose city, California","205,059","±5,378",67.10%,±1.5
"('Utility gas',)","Santa Ana city, California","41,158","±2,729",56.40%,±2.8
"('Utility gas',)","Seattle city, Washington","112,514","±4,193",39.80%,±1.3
"('Utility gas',)","St. Louis city, Missouri","98,660","±3,380",73.50%,±2.1
"('Utility gas',)","St. Paul city, Minnesota","86,376","±2,670",76.40%,±1.9
"('Utility gas',)","Stockton city, California","54,153","±2,869",60.60%,±2.6
"('Utility gas',)","Tampa city, Florida","7,563","±1,209",5.50%,±0.9
"('Utility gas',)","Tucson city, Arizona","104,781","±3,997",51.90%,±1.7
"('Utility gas',)","Tulsa city, Oklahoma","105,796","±2,970",64.80%,±1.3
"('Utility gas',)","Virginia Beach city, Virginia","57,258","±3,300",35.20%,±2.1
"('Utility gas',)","Washington city, District of Columbia","161,752","±4,248",60.20%,±1.4
"('Utility gas',)","Wichita city, Kansas",N,N,N,N
"('Bottled, tank, or LP gas',)","Albuquerque city, New Mexico","2,274",±715,1.00%,±0.3
"('Bottled, tank, or LP gas',)","Anaheim city, California",N,N,N,N
"('Bottled, tank, or LP gas',)","Anchorage municipality, Alaska",777,±377,0.70%,±0.4
"('Bottled, tank, or LP gas',)","Arlington city, Texas",N,N,N,N
"('Bottled, tank, or LP gas',)","Atlanta city, Georgia","1,069",±408,0.60%,±0.2
"('Bottled, tank, or LP gas',)","Aurora city, Colorado",N,N,N,N
"('Bottled, tank, or LP gas',)","Austin city, Texas","4,070",±966,1.20%,±0.3
"('Bottled, tank, or LP gas',)","Bakersfield city, California",627,±307,0.60%,±0.3
"('Bottled, tank, or LP gas',)","Baltimore city, Maryland","1,897",±525,0.80%,±0.2
"('Bottled, tank, or LP gas',)","Boston city, Massachusetts","4,609",±888,1.80%,±0.4
"('Bottled, tank, or LP gas',)","Charlotte city, North Carolina","3,606","±1,106",1.20%,±0.4
"('Bottled, tank, or LP gas',)","Chicago city, Illinois","8,009","±1,357",0.80%,±0.1
"('Bottled, tank, or LP gas',)","Cincinnati city, Ohio",832,±305,0.70%,±0.2
"('Bottled, tank, or LP gas',)","Cleveland city, Ohio","1,228",±373,0.70%,±0.2
"('Bottled, tank, or LP gas',)","Colorado Springs city, Colorado","2,372",±634,1.40%,±0.4
"('Bottled, tank, or LP gas',)","Columbus city, Ohio","2,730",±660,0.80%,±0.2
"('Bottled, tank, or LP gas',)","Corpus Christi city, Texas",N,N,N,N
"('Bottled, tank, or LP gas',)","Dallas city, Texas","2,182",±672,0.50%,±0.1
"('Bottled, tank, or LP gas',)","Denver city, Colorado","1,809",±544,0.70%,±0.2
"('Bottled, tank, or LP gas',)","Detroit city, Michigan","1,118",±313,0.40%,±0.1
"('Bottled, tank, or LP gas',)","Durham city, North Carolina",N,N,N,N
"('Bottled, tank, or LP gas',)","El Paso city, Texas","1,796",±742,0.80%,±0.3
"('Bottled, tank, or LP gas',)","Fort Worth city, Texas",N,N,N,N
"('Bottled, tank, or LP gas',)","Fresno city, California","1,172",±492,0.80%,±0.3
"('Bottled, tank, or LP gas',)","Greensboro city, North Carolina",983,±438,0.90%,±0.4
"('Bottled, tank, or LP gas',)","Henderson city, Nevada",N,N,N,N
"('Bottled, tank, or LP gas',)","Houston city, Texas","2,888",±767,0.40%,±0.1
"('Bottled, tank, or LP gas',)","Indianapolis city (balance), Indiana","2,163",±753,0.70%,±0.2
"('Bottled, tank, or LP gas',)","Irvine city, California",N,N,N,N
"('Bottled, tank, or LP gas',)","Jacksonville city, Florida","2,959",±854,1.00%,±0.3
"('Bottled, tank, or LP gas',)","Jersey City city, New Jersey","1,296",±478,1.30%,±0.5
"('Bottled, tank, or LP gas',)","Kansas City city, Missouri","2,431",±723,1.30%,±0.4
"('Bottled, tank, or LP gas',)","Las Vegas city, Nevada","1,122",±452,0.50%,±0.2
"('Bottled, tank, or LP gas',)","Lincoln city, Nebraska","1,146",±560,1.10%,±0.5
"('Bottled, tank, or LP gas',)","Long Beach city, California","1,919",±743,1.20%,±0.5
"('Bottled, tank, or LP gas',)","Los Angeles city, California","10,358","±1,185",0.80%,±0.1
"('Bottled, tank, or LP gas',)","Memphis city, Tennessee","1,643",±588,0.70%,±0.2
"('Bottled, tank, or LP gas',)","Mesa city, Arizona",N,N,N,N
"('Bottled, tank, or LP gas',)","Miami city, Florida",N,N,N,N
"('Bottled, tank, or LP gas',)","Milwaukee city, Wisconsin","2,394",±590,1.00%,±0.3
"('Bottled, tank, or LP gas',)","Minneapolis city, Minnesota","1,666",±593,1.00%,±0.4
"('Bottled, tank, or LP gas',)","New Orleans city, Louisiana",N,N,N,N
"('Bottled, tank, or LP gas',)","New York city, New York","39,209","±2,535",1.30%,±0.1
