Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('Housing units with a mortgage',)","Long Beach city, California","52,229","±2,683",76.70%,±2.0
"('Housing units with a mortgage',)","Los Angeles city, California","365,682","±6,988",72.20%,±0.9
"('Housing units with a mortgage',)","Memphis city, Tennessee","66,976","±3,065",59.10%,±1.9
"('Housing units with a mortgage',)","Mesa city, Arizona","71,700","±3,090",65.70%,±1.8
"('Housing units with a mortgage',)","Miami city, Florida","27,801","±2,913",56.50%,±3.6
"('Housing units with a mortgage',)","Milwaukee city, Wisconsin","60,601","±3,512",65.70%,±2.5
"('Housing units with a mortgage',)","Minneapolis city, Minnesota","61,097","±2,817",72.90%,±2.0
"('Housing units with a mortgage',)","New Orleans city, Louisiana","40,155","±1,831",55.10%,±2.2
"('Housing units with a mortgage',)","New York city, New York","607,673","±9,869",58.90%,±0.8
"('Housing units with a mortgage',)","Newark city, New Jersey","17,112","±1,694",68.70%,±4.0
"('Housing units with a mortgage',)","Oakland city, California","45,343","±2,502",72.60%,±2.3
"('Housing units with a mortgage',)","Oklahoma City city, Oklahoma","89,657","±3,648",63.30%,±1.8
"('Housing units with a mortgage',)","Omaha city, Nebraska","71,834","±2,524",68.40%,±1.7
"('Housing units with a mortgage',)","Orlando city, Florida","24,821","±2,402",69.10%,±4.1
"('Housing units with a mortgage',)","Philadelphia city, Pennsylvania","178,805","±6,045",60.20%,±1.5
"('Housing units with a mortgage',)","Phoenix city, Arizona","224,219","±5,577",71.40%,±1.2
"('Housing units with a mortgage',)","Pittsburgh city, Pennsylvania","38,134","±2,426",56.70%,±2.5
"('Housing units with a mortgage',)","Plano city, Texas","38,653","±2,418",61.40%,±3.2
"('Housing units with a mortgage',)","Portland city, Oregon","103,611","±3,421",72.70%,±1.7
"('Housing units with a mortgage',)","Raleigh city, North Carolina","77,908","±3,266",79.50%,±1.9
"('Housing units with a mortgage',)","Riverside city, California","34,518","±2,742",74.80%,±2.8
"('Housing units with a mortgage',)","Sacramento city, California","64,971","±3,442",70.60%,±2.3
"('Housing units with a mortgage',)","San Antonio city, Texas","164,025","±5,010",59.70%,±1.3
"('Housing units with a mortgage',)","San Diego city, California","174,733","±4,707",73.70%,±1.2
"('Housing units with a mortgage',)","San Francisco city, California","87,803","±3,936",66.70%,±1.9
"('Housing units with a mortgage',)","San Jose city, California","133,029","±3,667",72.00%,±1.5
"('Housing units with a mortgage',)","Santa Ana city, California","23,684","±2,120",67.20%,±3.3
"('Housing units with a mortgage',)","Seattle city, Washington","113,205","±4,641",72.80%,±1.9
"('Housing units with a mortgage',)","St. Louis city, Missouri","38,799","±2,716",64.10%,±2.9
"('Housing units with a mortgage',)","St. Paul city, Minnesota","39,605","±2,016",72.20%,±2.6
"('Housing units with a mortgage',)","Stockton city, California","33,938","±2,512",73.90%,±3.2
"('Housing units with a mortgage',)","Tampa city, Florida","46,035","±3,059",64.00%,±2.9
"('Housing units with a mortgage',)","Tucson city, Arizona","70,888","±2,994",65.60%,±1.9
"('Housing units with a mortgage',)","Tulsa city, Oklahoma","48,291","±1,982",58.00%,±1.7
"('Housing units with a mortgage',)","Virginia Beach city, Virginia","82,078","±3,560",75.40%,±1.9
"('Housing units with a mortgage',)","Washington city, District of Columbia","90,270","±3,334",76.00%,±1.7
"('Housing units with a mortgage',)","Wichita city, Kansas","57,068","±2,731",63.80%,±2.2
"('Housing units without a mortgage',)","Albuquerque city, New Mexico","43,886","±2,590",32.70%,±1.8
"('Housing units without a mortgage',)","Anaheim city, California","12,008","±1,597",27.60%,±3.1
"('Housing units without a mortgage',)","Anchorage municipality, Alaska","17,562","±1,857",28.00%,±2.7
"('Housing units without a mortgage',)","Arlington city, Texas","26,653","±2,525",36.50%,±3.0
"('Housing units without a mortgage',)","Atlanta city, Georgia","27,900","±2,371",31.90%,±2.3
"('Housing units without a mortgage',)","Aurora city, Colorado","17,382","±1,526",22.40%,±1.8
"('Housing units without a mortgage',)","Austin city, Texas","51,983","±3,587",30.70%,±1.8
"('Housing units without a mortgage',)","Bakersfield city, California","16,075","±1,799",24.20%,±2.5
"('Housing units without a mortgage',)","Baltimore city, Maryland","37,805","±2,676",33.20%,±2.0
"('Housing units without a mortgage',)","Boston city, Massachusetts","25,083","±1,935",26.60%,±2.0
"('Housing units without a mortgage',)","Charlotte city, North Carolina","37,788","±2,165",21.40%,±1.2
"('Housing units without a mortgage',)","Chicago city, Illinois","162,507","±5,790",34.60%,±1.0
"('Housing units without a mortgage',)","Cincinnati city, Ohio","14,048","±1,554",26.90%,±2.6
"('Housing units without a mortgage',)","Cleveland city, Ohio","30,544","±1,913",44.00%,±2.2
"('Housing units without a mortgage',)","Colorado Springs city, Colorado","28,469","±2,215",27.10%,±2.0
"('Housing units without a mortgage',)","Columbus city, Ohio","41,309","±3,405",26.00%,±1.9
"('Housing units without a mortgage',)","Corpus Christi city, Texas","30,894","±2,235",47.00%,±2.8
"('Housing units without a mortgage',)","Dallas city, Texas","83,197","±3,773",41.20%,±1.6
"('Housing units without a mortgage',)","Denver city, Colorado","35,618","±2,341",24.00%,±1.5
"('Housing units without a mortgage',)","Detroit city, Michigan","86,149","±3,793",69.40%,±1.7
"('Housing units without a mortgage',)","Durham city, North Carolina","12,856","±1,527",24.40%,±2.6
"('Housing units without a mortgage',)","El Paso city, Texas","54,064","±3,106",40.10%,±2.2
"('Housing units without a mortgage',)","Fort Worth city, Texas","57,930","±3,715",34.10%,±1.9
"('Housing units without a mortgage',)","Fresno city, California","23,430","±2,139",29.40%,±2.5
"('Housing units without a mortgage',)","Greensboro city, North Carolina","16,951","±1,762",29.10%,±2.3
"('Housing units without a mortgage',)","Henderson city, Nevada","21,538","±1,824",28.80%,±2.2
"('Housing units without a mortgage',)","Houston city, Texas","166,249","±6,794",46.40%,±1.7
"('Housing units without a mortgage',)","Indianapolis city (balance), Indiana","57,103","±3,229",31.90%,±1.6
"('Housing units without a mortgage',)","Irvine city, California","10,911","±1,686",24.00%,±3.4
"('Housing units without a mortgage',)","Jacksonville city, Florida","59,483","±3,665",32.10%,±1.8
"('Housing units without a mortgage',)","Jersey City city, New Jersey","9,017","±1,368",29.10%,±3.7
"('Housing units without a mortgage',)","Kansas City city, Missouri","37,448","±2,768",34.00%,±2.2
"('Housing units without a mortgage',)","Las Vegas city, Nevada","36,296","±2,924",30.00%,±2.1
"('Housing units without a mortgage',)","Lincoln city, Nebraska","20,341","±1,643",31.00%,±2.3
"('Housing units without a mortgage',)","Long Beach city, California","15,837","±1,515",23.30%,±2.0
"('Housing units without a mortgage',)","Los Angeles city, California","141,108","±5,698",27.80%,±0.9
"('Housing units without a mortgage',)","Memphis city, Tennessee","46,365","±2,363",40.90%,±1.9
"('Housing units without a mortgage',)","Mesa city, Arizona","37,502","±2,500",34.30%,±1.8
"('Housing units without a mortgage',)","Miami city, Florida","21,401","±2,224",43.50%,±3.6
"('Housing units without a mortgage',)","Milwaukee city, Wisconsin","31,617","±2,375",34.30%,±2.5
"('Housing units without a mortgage',)","Minneapolis city, Minnesota","22,732","±1,845",27.10%,±2.0
"('Housing units without a mortgage',)","New Orleans city, Louisiana","32,764","±1,914",44.90%,±2.2
"('Housing units without a mortgage',)","New York city, New York","424,120","±10,501",41.10%,±0.8
"('Housing units without a mortgage',)","Newark city, New Jersey","7,784","±1,243",31.30%,±4.0
"('Housing units without a mortgage',)","Oakland city, California","17,124","±1,669",27.40%,±2.3
"('Housing units without a mortgage',)","Oklahoma City city, Oklahoma","52,000","±2,605",36.70%,±1.8
"('Housing units without a mortgage',)","Omaha city, Nebraska","33,152","±2,093",31.60%,±1.7
"('Housing units without a mortgage',)","Orlando city, Florida","11,095","±1,569",30.90%,±4.1
"('Housing units without a mortgage',)","Philadelphia city, Pennsylvania","118,058","±4,736",39.80%,±1.5
"('Housing units without a mortgage',)","Phoenix city, Arizona","89,601","±4,519",28.60%,±1.2
"('Housing units without a mortgage',)","Pittsburgh city, Pennsylvania","29,085","±1,958",43.30%,±2.5
"('Housing units without a mortgage',)","Plano city, Texas","24,264","±2,373",38.60%,±3.2
"('Housing units without a mortgage',)","Portland city, Oregon","38,932","±2,817",27.30%,±1.7
"('Housing units without a mortgage',)","Raleigh city, North Carolina","20,143","±2,021",20.50%,±1.9
"('Housing units without a mortgage',)","Riverside city, California","11,630","±1,409",25.20%,±2.8
"('Housing units without a mortgage',)","Sacramento city, California","27,007","±2,393",29.40%,±2.3
"('Housing units without a mortgage',)","San Antonio city, Texas","110,945","±4,358",40.30%,±1.3
"('Housing units without a mortgage',)","San Diego city, California","62,500","±3,397",26.30%,±1.2
"('Housing units without a mortgage',)","San Francisco city, California","43,773","±2,819",33.30%,±1.9
"('Housing units without a mortgage',)","San Jose city, California","51,687","±3,251",28.00%,±1.5
"('Housing units without a mortgage',)","Santa Ana city, California","11,555","±1,354",32.80%,±3.3
"('Housing units without a mortgage',)","Seattle city, Washington","42,221","±3,086",27.20%,±1.9
"('Housing units without a mortgage',)","St. Louis city, Missouri","21,684","±1,948",35.90%,±2.9
"('Housing units without a mortgage',)","St. Paul city, Minnesota","15,241","±1,725",27.80%,±2.6
"('Housing units without a mortgage',)","Stockton city, California","11,988","±1,699",26.10%,±3.2
"('Housing units without a mortgage',)","Tampa city, Florida","25,902","±2,416",36.00%,±2.9
"('Housing units without a mortgage',)","Tucson city, Arizona","37,220","±2,447",34.40%,±1.9
"('Housing units without a mortgage',)","Tulsa city, Oklahoma","34,959","±1,674",42.00%,±1.7
"('Housing units without a mortgage',)","Virginia Beach city, Virginia","26,735","±1,953",24.60%,±1.9
"('Housing units without a mortgage',)","Washington city, District of Columbia","28,535","±2,032",24.00%,±1.7
"('Housing units without a mortgage',)","Wichita city, Kansas","32,358","±2,130",36.20%,±2.2
"('Housing units with a mortgage',)","Albuquerque city, New Mexico","90,357","±3,577","90,357",(X)
"('Housing units with a mortgage',)","Anaheim city, California","31,544","±2,327","31,544",(X)
"('Housing units with a mortgage',)","Anchorage municipality, Alaska","45,264","±2,330","45,264",(X)
"('Housing units with a mortgage',)","Arlington city, Texas","46,413","±3,110","46,413",(X)
"('Housing units with a mortgage',)","Atlanta city, Georgia","59,535","±3,230","59,535",(X)
"('Housing units with a mortgage',)","Aurora city, Colorado","60,209","±3,088","60,209",(X)
"('Housing units with a mortgage',)","Austin city, Texas","117,308","±4,484","117,308",(X)
"('Housing units with a mortgage',)","Bakersfield city, California","50,374","±2,914","50,374",(X)
"('Housing units with a mortgage',)","Baltimore city, Maryland","76,135","±3,304","76,135",(X)
"('Housing units with a mortgage',)","Boston city, Massachusetts","69,331","±3,593","69,331",(X)
"('Housing units with a mortgage',)","Charlotte city, North Carolina","138,599","±4,351","138,599",(X)
"('Housing units with a mortgage',)","Chicago city, Illinois","307,758","±7,931","307,758",(X)
"('Housing units with a mortgage',)","Cincinnati city, Ohio","38,117","±2,232","38,117",(X)
"('Housing units with a mortgage',)","Cleveland city, Ohio","38,843","±2,433","38,843",(X)
"('Housing units with a mortgage',)","Colorado Springs city, Colorado","76,470","±3,366","76,470",(X)
"('Housing units with a mortgage',)","Columbus city, Ohio","117,507","±4,594","117,507",(X)
"('Housing units with a mortgage',)","Corpus Christi city, Texas","34,813","±2,691","34,813",(X)
"('Housing units with a mortgage',)","Dallas city, Texas","118,904","±4,637","118,904",(X)
"('Housing units with a mortgage',)","Denver city, Colorado","112,950","±4,000","112,950",(X)
"('Housing units with a mortgage',)","Detroit city, Michigan","37,947","±2,431","37,947",(X)
"('Housing units with a mortgage',)","Durham city, North Carolina","39,760","±2,154","39,760",(X)
"('Housing units with a mortgage',)","El Paso city, Texas","80,856","±4,034","80,856",(X)
"('Housing units with a mortgage',)","Fort Worth city, Texas","111,845","±4,466","111,845",(X)
"('Housing units with a mortgage',)","Fresno city, California","56,293","±3,135","56,293",(X)
"('Housing units with a mortgage',)","Greensboro city, North Carolina","41,298","±2,618","41,298",(X)
"('Housing units with a mortgage',)","Henderson city, Nevada","53,256","±2,807","53,256",(X)
"('Housing units with a mortgage',)","Houston city, Texas","192,028","±7,354","192,028",(X)
"('Housing units with a mortgage',)","Indianapolis city (balance), Indiana","121,637","±4,468","121,637",(X)
"('Housing units with a mortgage',)","Irvine city, California","34,567","±2,837","34,567",(X)
"('Housing units with a mortgage',)","Jacksonville city, Florida","125,727","±4,950","125,727",(X)
"('Housing units with a mortgage',)","Jersey City city, New Jersey","21,953","±2,065","21,953",(X)
"('Housing units with a mortgage',)","Kansas City city, Missouri","72,622","±3,078","72,622",(X)
"('Housing units with a mortgage',)","Las Vegas city, Nevada","84,791","±3,867","84,791",(X)
"('Housing units with a mortgage',)","Lincoln city, Nebraska","45,264","±2,124","45,264",(X)
"('Housing units with a mortgage',)","Long Beach city, California","52,229","±2,683","52,229",(X)
"('Housing units with a mortgage',)","Los Angeles city, California","365,682","±6,988","365,682",(X)
"('Housing units with a mortgage',)","Memphis city, Tennessee","66,976","±3,065","66,976",(X)
"('Housing units with a mortgage',)","Mesa city, Arizona","71,700","±3,090","71,700",(X)
"('Housing units with a mortgage',)","Miami city, Florida","27,801","±2,913","27,801",(X)
"('Housing units with a mortgage',)","Milwaukee city, Wisconsin","60,601","±3,512","60,601",(X)
"('Housing units with a mortgage',)","Minneapolis city, Minnesota","61,097","±2,817","61,097",(X)
"('Housing units with a mortgage',)","New Orleans city, Louisiana","40,155","±1,831","40,155",(X)
"('Housing units with a mortgage',)","New York city, New York","607,673","±9,869","607,673",(X)
"('Housing units with a mortgage',)","Newark city, New Jersey","17,112","±1,694","17,112",(X)
"('Housing units with a mortgage',)","Oakland city, California","45,343","±2,502","45,343",(X)
"('Housing units with a mortgage',)","Oklahoma City city, Oklahoma","89,657","±3,648","89,657",(X)
"('Housing units with a mortgage',)","Omaha city, Nebraska","71,834","±2,524","71,834",(X)
"('Housing units with a mortgage',)","Orlando city, Florida","24,821","±2,402","24,821",(X)
"('Housing units with a mortgage',)","Philadelphia city, Pennsylvania","178,805","±6,045","178,805",(X)
"('Housing units with a mortgage',)","Phoenix city, Arizona","224,219","±5,577","224,219",(X)
"('Housing units with a mortgage',)","Pittsburgh city, Pennsylvania","38,134","±2,426","38,134",(X)
"('Housing units with a mortgage',)","Plano city, Texas","38,653","±2,418","38,653",(X)
"('Housing units with a mortgage',)","Portland city, Oregon","103,611","±3,421","103,611",(X)
"('Housing units with a mortgage',)","Raleigh city, North Carolina","77,908","±3,266","77,908",(X)
"('Housing units with a mortgage',)","Riverside city, California","34,518","±2,742","34,518",(X)
"('Housing units with a mortgage',)","Sacramento city, California","64,971","±3,442","64,971",(X)
"('Housing units with a mortgage',)","San Antonio city, Texas","164,025","±5,010","164,025",(X)
"('Housing units with a mortgage',)","San Diego city, California","174,733","±4,707","174,733",(X)
"('Housing units with a mortgage',)","San Francisco city, California","87,803","±3,936","87,803",(X)
"('Housing units with a mortgage',)","San Jose city, California","133,029","±3,667","133,029",(X)
"('Housing units with a mortgage',)","Santa Ana city, California","23,684","±2,120","23,684",(X)
"('Housing units with a mortgage',)","Seattle city, Washington","113,205","±4,641","113,205",(X)
"('Housing units with a mortgage',)","St. Louis city, Missouri","38,799","±2,716","38,799",(X)
"('Housing units with a mortgage',)","St. Paul city, Minnesota","39,605","±2,016","39,605",(X)
"('Housing units with a mortgage',)","Stockton city, California","33,938","±2,512","33,938",(X)
"('Housing units with a mortgage',)","Tampa city, Florida","46,035","±3,059","46,035",(X)
"('Housing units with a mortgage',)","Tucson city, Arizona","70,888","±2,994","70,888",(X)
"('Housing units with a mortgage',)","Tulsa city, Oklahoma","48,291","±1,982","48,291",(X)
"('Housing units with a mortgage',)","Virginia Beach city, Virginia","82,078","±3,560","82,078",(X)
"('Housing units with a mortgage',)","Washington city, District of Columbia","90,270","±3,334","90,270",(X)
"('Housing units with a mortgage',)","Wichita city, Kansas","57,068","±2,731","57,068",(X)
"('Less than $500',)","Albuquerque city, New Mexico","1,395",±486,1.50%,±0.5
"('Less than $500',)","Anaheim city, California",0,±210,0.00%,±0.6
"('Less than $500',)","Anchorage municipality, Alaska",217,±209,0.50%,±0.5
"('Less than $500',)","Arlington city, Texas",66,±80,0.10%,±0.2
"('Less than $500',)","Atlanta city, Georgia",484,±282,0.80%,±0.5
"('Less than $500',)","Aurora city, Colorado",240,±145,0.40%,±0.2
"('Less than $500',)","Austin city, Texas",275,±185,0.20%,±0.2
"('Less than $500',)","Bakersfield city, California",220,±187,0.40%,±0.4
"('Less than $500',)","Baltimore city, Maryland",722,±286,0.90%,±0.4
"('Less than $500',)","Boston city, Massachusetts",225,±181,0.30%,±0.3
"('Less than $500',)","Charlotte city, North Carolina","2,340",±691,1.70%,±0.5
"('Less than $500',)","Chicago city, Illinois","1,034",±484,0.30%,±0.2
"('Less than $500',)","Cincinnati city, Ohio",325,±253,0.90%,±0.7
"('Less than $500',)","Cleveland city, Ohio","2,393",±794,6.20%,±2.0
"('Less than $500',)","Colorado Springs city, Colorado",857,±457,1.10%,±0.6
"('Less than $500',)","Columbus city, Ohio","1,288",±445,1.10%,±0.4
"('Less than $500',)","Corpus Christi city, Texas",768,±513,2.20%,±1.4
"('Less than $500',)","Dallas city, Texas",488,±372,0.40%,±0.3
"('Less than $500',)","Denver city, Colorado","1,505",±781,1.30%,±0.7
"('Less than $500',)","Detroit city, Michigan",975,±388,2.60%,±1.0
"('Less than $500',)","Durham city, North Carolina",485,±360,1.20%,±0.9
"('Less than $500',)","El Paso city, Texas","1,115",±481,1.40%,±0.6
"('Less than $500',)","Fort Worth city, Texas",219,±189,0.20%,±0.2
"('Less than $500',)","Fresno city, California",747,±366,1.30%,±0.6
"('Less than $500',)","Greensboro city, North Carolina","1,059",±548,2.60%,±1.3
"('Less than $500',)","Henderson city, Nevada",697,±409,1.30%,±0.8
"('Less than $500',)","Houston city, Texas","1,660",±644,0.90%,±0.3
"('Less than $500',)","Indianapolis city (balance), Indiana","2,211",±600,1.80%,±0.5
"('Less than $500',)","Irvine city, California",83,±136,0.20%,±0.4
"('Less than $500',)","Jacksonville city, Florida","2,073",±711,1.60%,±0.6
"('Less than $500',)","Jersey City city, New Jersey",0,±206,0.00%,±0.8
"('Less than $500',)","Kansas City city, Missouri","1,532",±493,2.10%,±0.7
"('Less than $500',)","Las Vegas city, Nevada","1,154",±474,1.40%,±0.6
"('Less than $500',)","Lincoln city, Nebraska",134,±135,0.30%,±0.3
"('Less than $500',)","Long Beach city, California",366,±301,0.70%,±0.6
"('Less than $500',)","Los Angeles city, California",855,±320,0.20%,±0.1
"('Less than $500',)","Memphis city, Tennessee","1,128",±388,1.70%,±0.6
"('Less than $500',)","Mesa city, Arizona",986,±436,1.40%,±0.6
"('Less than $500',)","Miami city, Florida",295,±334,1.10%,±1.2
"('Less than $500',)","Milwaukee city, Wisconsin",890,±443,1.50%,±0.7
"('Less than $500',)","Minneapolis city, Minnesota",283,±206,0.50%,±0.3
"('Less than $500',)","New Orleans city, Louisiana",406,±212,1.00%,±0.5
"('Less than $500',)","New York city, New York","6,663","±1,366",1.10%,±0.2
"('Less than $500',)","Newark city, New Jersey",0,±206,0.00%,±1.0
"('Less than $500',)","Oakland city, California",0,±210,0.00%,±0.4
"('Less than $500',)","Oklahoma City city, Oklahoma",894,±460,1.00%,±0.5
"('Less than $500',)","Omaha city, Nebraska",356,±226,0.50%,±0.3
"('Less than $500',)","Orlando city, Florida",234,±254,0.90%,±1.0
"('Less than $500',)","Philadelphia city, Pennsylvania","4,312",±977,2.40%,±0.5
"('Less than $500',)","Phoenix city, Arizona","2,674",±847,1.20%,±0.4
"('Less than $500',)","Pittsburgh city, Pennsylvania","1,690",±655,4.40%,±1.7
"('Less than $500',)","Plano city, Texas",92,±109,0.20%,±0.3
"('Less than $500',)","Portland city, Oregon",283,±241,0.30%,±0.2
"('Less than $500',)","Raleigh city, North Carolina",835,±514,1.10%,±0.7
"('Less than $500',)","Riverside city, California",221,±157,0.60%,±0.5
"('Less than $500',)","Sacramento city, California",377,±369,0.60%,±0.6
"('Less than $500',)","San Antonio city, Texas","1,235",±475,0.80%,±0.3
"('Less than $500',)","San Diego city, California",979,±466,0.60%,±0.3
"('Less than $500',)","San Francisco city, California",290,±210,0.30%,±0.2
"('Less than $500',)","San Jose city, California",202,±143,0.20%,±0.1
"('Less than $500',)","Santa Ana city, California",65,±77,0.30%,±0.3
"('Less than $500',)","Seattle city, Washington",168,±145,0.10%,±0.1
"('Less than $500',)","St. Louis city, Missouri",728,±381,1.90%,±1.0
"('Less than $500',)","St. Paul city, Minnesota",153,±130,0.40%,±0.3
"('Less than $500',)","Stockton city, California",287,±179,0.80%,±0.5
"('Less than $500',)","Tampa city, Florida",602,±327,1.30%,±0.7
"('Less than $500',)","Tucson city, Arizona","1,856",±703,2.60%,±1.0
"('Less than $500',)","Tulsa city, Oklahoma",800,±313,1.70%,±0.6
"('Less than $500',)","Virginia Beach city, Virginia",432,±274,0.50%,±0.3
"('Less than $500',)","Washington city, District of Columbia",535,±402,0.60%,±0.4
"('Less than $500',)","Wichita city, Kansas","1,028",±364,1.80%,±0.6
"('$500 to $999',)","Albuquerque city, New Mexico","20,147","±2,090",22.30%,±2.2
"('$500 to $999',)","Anaheim city, California",659,±257,2.10%,±0.8
"('$500 to $999',)","Anchorage municipality, Alaska","2,180",±824,4.80%,±1.8
"('$500 to $999',)","Arlington city, Texas","5,953","±1,105",12.80%,±2.4
"('$500 to $999',)","Atlanta city, Georgia","7,615","±1,232",12.80%,±1.9
"('$500 to $999',)","Aurora city, Colorado","7,309","±1,278",12.10%,±2.0
"('$500 to $999',)","Austin city, Texas","5,601","±1,112",4.80%,±0.9
"('$500 to $999',)","Bakersfield city, California","6,680","±1,618",13.30%,±3.0
"('$500 to $999',)","Baltimore city, Maryland","14,089","±1,774",18.50%,±2.3
"('$500 to $999',)","Boston city, Massachusetts","1,827",±576,2.60%,±0.9
"('$500 to $999',)","Charlotte city, North Carolina","30,910","±3,283",22.30%,±2.0
"('$500 to $999',)","Chicago city, Illinois","22,658","±2,259",7.40%,±0.7
"('$500 to $999',)","Cincinnati city, Ohio","10,986","±1,639",28.80%,±3.7
"('$500 to $999',)","Cleveland city, Ohio","20,520","±2,010",52.80%,±4.1
"('$500 to $999',)","Colorado Springs city, Colorado","10,892","±1,485",14.20%,±1.7
"('$500 to $999',)","Columbus city, Ohio","29,424","±2,580",25.00%,±2.1
"('$500 to $999',)","Corpus Christi city, Texas","6,113","±1,417",17.60%,±3.7
"('$500 to $999',)","Dallas city, Texas","21,473","±2,619",18.10%,±2.0
"('$500 to $999',)","Denver city, Colorado","11,791","±1,610",10.40%,±1.4
"('$500 to $999',)","Detroit city, Michigan","15,972","±1,976",42.10%,±4.1
"('$500 to $999',)","Durham city, North Carolina","6,770","±1,033",17.00%,±2.6
"('$500 to $999',)","El Paso city, Texas","25,168","±2,596",31.10%,±2.9
"('$500 to $999',)","Fort Worth city, Texas","17,792","±2,061",15.90%,±1.8
"('$500 to $999',)","Fresno city, California","8,726","±1,423",15.50%,±2.4
"('$500 to $999',)","Greensboro city, North Carolina","12,888","±1,565",31.20%,±3.4
"('$500 to $999',)","Henderson city, Nevada","7,263","±1,353",13.60%,±2.3
"('$500 to $999',)","Houston city, Texas","34,487","±3,441",18.00%,±1.6
"('$500 to $999',)","Indianapolis city (balance), Indiana","41,577","±2,866",34.20%,±2.1
"('$500 to $999',)","Irvine city, California",919,±611,2.70%,±1.8
"('$500 to $999',)","Jacksonville city, Florida","33,235","±2,835",26.40%,±1.9
"('$500 to $999',)","Jersey City city, New Jersey",37,±60,0.20%,±0.3
"('$500 to $999',)","Kansas City city, Missouri","17,447","±2,029",24.00%,±2.4
"('$500 to $999',)","Las Vegas city, Nevada","15,045","±1,764",17.70%,±1.9
"('$500 to $999',)","Lincoln city, Nebraska","9,539","±1,430",21.10%,±2.8
"('$500 to $999',)","Long Beach city, California","1,636",±542,3.10%,±1.0
"('$500 to $999',)","Los Angeles city, California","9,471","±1,372",2.60%,±0.4
"('$500 to $999',)","Memphis city, Tennessee","23,679","±2,623",35.40%,±3.4
"('$500 to $999',)","Mesa city, Arizona","14,534","±1,596",20.30%,±2.1
"('$500 to $999',)","Miami city, Florida","1,971",±792,7.10%,±2.7
"('$500 to $999',)","Milwaukee city, Wisconsin","16,502","±1,973",27.20%,±2.7
"('$500 to $999',)","Minneapolis city, Minnesota","6,297","±1,090",10.30%,±1.8
"('$500 to $999',)","New Orleans city, Louisiana","7,423",±989,18.50%,±2.2
"('$500 to $999',)","New York city, New York","33,430","±2,697",5.50%,±0.4
"('$500 to $999',)","Newark city, New Jersey",641,±407,3.70%,±2.4
"('$500 to $999',)","Oakland city, California","1,655",±547,3.60%,±1.2
"('$500 to $999',)","Oklahoma City city, Oklahoma","21,201","±2,189",23.60%,±2.1
"('$500 to $999',)","Omaha city, Nebraska","12,269","±1,499",17.10%,±1.9
"('$500 to $999',)","Orlando city, Florida","4,089","±1,060",16.50%,±3.9
"('$500 to $999',)","Philadelphia city, Pennsylvania","51,045","±3,785",28.50%,±1.7
"('$500 to $999',)","Phoenix city, Arizona","46,631","±3,277",20.80%,±1.4
"('$500 to $999',)","Pittsburgh city, Pennsylvania","13,485","±1,462",35.40%,±3.5
"('$500 to $999',)","Plano city, Texas","1,945",±746,5.00%,±1.8
"('$500 to $999',)","Portland city, Oregon","4,875",±759,4.70%,±0.8
"('$500 to $999',)","Raleigh city, North Carolina","13,768","±2,037",17.70%,±2.5
"('$500 to $999',)","Riverside city, California","2,450",±845,7.10%,±2.3
"('$500 to $999',)","Sacramento city, California","5,438","±1,086",8.40%,±1.6
"('$500 to $999',)","San Antonio city, Texas","39,826","±3,368",24.30%,±1.7
"('$500 to $999',)","San Diego city, California","6,816","±1,041",3.90%,±0.6
"('$500 to $999',)","San Francisco city, California","2,279",±982,2.60%,±1.1
"('$500 to $999',)","San Jose city, California","2,768",±746,2.10%,±0.6
"('$500 to $999',)","Santa Ana city, California",674,±357,2.80%,±1.5
"('$500 to $999',)","Seattle city, Washington","2,670",±813,2.40%,±0.7
"('$500 to $999',)","St. Louis city, Missouri","11,392","±1,541",29.40%,±3.4
"('$500 to $999',)","St. Paul city, Minnesota","5,178",±973,13.10%,±2.3
"('$500 to $999',)","Stockton city, California","3,968",±916,11.70%,±2.5
"('$500 to $999',)","Tampa city, Florida","9,152","±1,491",19.90%,±2.8
"('$500 to $999',)","Tucson city, Arizona","24,779","±1,992",35.00%,±2.7
"('$500 to $999',)","Tulsa city, Oklahoma","16,004","±1,329",33.10%,±2.2
"('$500 to $999',)","Virginia Beach city, Virginia","7,137","±1,329",8.70%,±1.6
"('$500 to $999',)","Washington city, District of Columbia","5,294","±1,220",5.90%,±1.3
"('$500 to $999',)","Wichita city, Kansas","16,954","±1,793",29.70%,±2.7
"('$1,000 to $1,499',)","Albuquerque city, New Mexico","36,599","±2,849",40.50%,±2.5
"('$1,000 to $1,499',)","Anaheim city, California","3,183",±785,10.10%,±2.5
"('$1,000 to $1,499',)","Anchorage municipality, Alaska","7,610","±1,385",16.80%,±2.8
"('$1,000 to $1,499',)","Arlington city, Texas","19,675","±2,863",42.40%,±4.8
"('$1,000 to $1,499',)","Atlanta city, Georgia","14,004","±1,908",23.50%,±2.8
"('$1,000 to $1,499',)","Aurora city, Colorado","20,066","±1,903",33.30%,±2.6
"('$1,000 to $1,499',)","Austin city, Texas","29,179","±2,618",24.90%,±1.9
"('$1,000 to $1,499',)","Bakersfield city, California","15,330","±2,065",30.40%,±3.9
"('$1,000 to $1,499',)","Baltimore city, Maryland","28,432","±1,956",37.30%,±2.0
"('$1,000 to $1,499',)","Boston city, Massachusetts","8,744","±1,442",12.60%,±2.0
