Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('Electricity',)","Wichita city, Kansas","45,438","±1,358",29.40%,±0.8
"('Fuel oil, kerosene, etc.',)","Albuquerque city, New Mexico",82,±86,0.00%,±0.1
"('Fuel oil, kerosene, etc.',)","Anaheim city, California",60,±43,0.10%,±0.1
"('Fuel oil, kerosene, etc.',)","Anchorage municipality, Alaska","2,875",±420,2.70%,±0.4
"('Fuel oil, kerosene, etc.',)","Arlington city, Texas",39,±40,0.00%,±0.1
"('Fuel oil, kerosene, etc.',)","Atlanta city, Georgia",130,±74,0.10%,±0.1
"('Fuel oil, kerosene, etc.',)","Aurora city, Colorado",190,±183,0.10%,±0.1
"('Fuel oil, kerosene, etc.',)","Austin city, Texas",240,±104,0.10%,±0.1
"('Fuel oil, kerosene, etc.',)","Bakersfield city, California",55,±49,0.00%,±0.1
"('Fuel oil, kerosene, etc.',)","Baltimore city, Maryland","9,956",±737,4.10%,±0.3
"('Fuel oil, kerosene, etc.',)","Boston city, Massachusetts","22,627","±1,033",8.30%,±0.4
"('Fuel oil, kerosene, etc.',)","Charlotte city, North Carolina","1,029",±219,0.30%,±0.1
"('Fuel oil, kerosene, etc.',)","Chicago city, Illinois","1,380",±281,0.10%,±0.1
"('Fuel oil, kerosene, etc.',)","Cincinnati city, Ohio",297,±110,0.20%,±0.1
"('Fuel oil, kerosene, etc.',)","Cleveland city, Ohio",156,±93,0.10%,±0.1
"('Fuel oil, kerosene, etc.',)","Colorado Springs city, Colorado",93,±48,0.10%,±0.1
"('Fuel oil, kerosene, etc.',)","Columbus city, Ohio",323,±113,0.10%,±0.1
"('Fuel oil, kerosene, etc.',)","Corpus Christi city, Texas",80,±66,0.10%,±0.1
"('Fuel oil, kerosene, etc.',)","Dallas city, Texas",354,±174,0.10%,±0.1
"('Fuel oil, kerosene, etc.',)","Denver city, Colorado",341,±221,0.10%,±0.1
"('Fuel oil, kerosene, etc.',)","Detroit city, Michigan",423,±152,0.20%,±0.1
"('Fuel oil, kerosene, etc.',)","Durham city, North Carolina",558,±167,0.50%,±0.1
"('Fuel oil, kerosene, etc.',)","El Paso city, Texas",107,±80,0.00%,±0.1
"('Fuel oil, kerosene, etc.',)","Fort Worth city, Texas",140,±70,0.00%,±0.1
"('Fuel oil, kerosene, etc.',)","Fresno city, California",177,±106,0.10%,±0.1
"('Fuel oil, kerosene, etc.',)","Greensboro city, North Carolina","1,045",±222,0.90%,±0.2
"('Fuel oil, kerosene, etc.',)","Henderson city, Nevada",24,±26,0.00%,±0.1
"('Fuel oil, kerosene, etc.',)","Houston city, Texas",499,±158,0.10%,±0.1
"('Fuel oil, kerosene, etc.',)","Indianapolis city (balance), Indiana",523,±159,0.20%,±0.1
"('Fuel oil, kerosene, etc.',)","Irvine city, California",52,±35,0.10%,±0.1
"('Fuel oil, kerosene, etc.',)","Jacksonville city, Florida","1,156",±374,0.30%,±0.1
"('Fuel oil, kerosene, etc.',)","Jersey City city, New Jersey","4,296",±498,4.10%,±0.5
"('Fuel oil, kerosene, etc.',)","Kansas City city, Missouri",137,±76,0.10%,±0.1
"('Fuel oil, kerosene, etc.',)","Las Vegas city, Nevada",261,±103,0.10%,±0.1
"('Fuel oil, kerosene, etc.',)","Lexington-Fayette urban county, Kentucky",152,±72,0.10%,±0.1
"('Fuel oil, kerosene, etc.',)","Lincoln city, Nebraska",128,±116,0.10%,±0.1
"('Fuel oil, kerosene, etc.',)","Long Beach city, California",90,±74,0.10%,±0.1
"('Fuel oil, kerosene, etc.',)","Los Angeles city, California","1,092",±247,0.10%,±0.1
"('Fuel oil, kerosene, etc.',)","Memphis city, Tennessee",179,±80,0.10%,±0.1
"('Fuel oil, kerosene, etc.',)","Mesa city, Arizona",157,±83,0.10%,±0.1
"('Fuel oil, kerosene, etc.',)","Miami city, Florida",164,±84,0.10%,±0.1
"('Fuel oil, kerosene, etc.',)","Milwaukee city, Wisconsin","1,784",±262,0.80%,±0.1
"('Fuel oil, kerosene, etc.',)","Minneapolis city, Minnesota",498,±114,0.30%,±0.1
"('Fuel oil, kerosene, etc.',)","Nashville-Davidson metropolitan government (balance), Tennessee",327,±150,0.10%,±0.1
"('Fuel oil, kerosene, etc.',)","New Orleans city, Louisiana",28,±27,0.00%,±0.1
"('Fuel oil, kerosene, etc.',)","New York city, New York","499,588","±5,847",15.70%,±0.2
"('Fuel oil, kerosene, etc.',)","Newark city, New Jersey","4,070",±497,4.00%,±0.5
"('Fuel oil, kerosene, etc.',)","Oakland city, California",89,±47,0.10%,±0.1
"('Fuel oil, kerosene, etc.',)","Oklahoma City city, Oklahoma",177,±93,0.10%,±0.1
"('Fuel oil, kerosene, etc.',)","Omaha city, Nebraska",239,±103,0.10%,±0.1
"('Fuel oil, kerosene, etc.',)","Orlando city, Florida",138,±62,0.10%,±0.1
"('Fuel oil, kerosene, etc.',)","Philadelphia city, Pennsylvania","21,019","±1,149",3.40%,±0.2
"('Fuel oil, kerosene, etc.',)","Phoenix city, Arizona",268,±124,0.00%,±0.1
"('Fuel oil, kerosene, etc.',)","Pittsburgh city, Pennsylvania","1,233",±240,0.90%,±0.2
"('Fuel oil, kerosene, etc.',)","Plano city, Texas",44,±41,0.00%,±0.1
"('Fuel oil, kerosene, etc.',)","Portland city, Oregon","7,679",±563,2.80%,±0.2
"('Fuel oil, kerosene, etc.',)","Raleigh city, North Carolina",357,±107,0.20%,±0.1
"('Fuel oil, kerosene, etc.',)","Riverside city, California",8,±12,0.00%,±0.1
"('Fuel oil, kerosene, etc.',)","Sacramento city, California",23,±35,0.00%,±0.1
"('Fuel oil, kerosene, etc.',)","San Antonio city, Texas",299,±177,0.10%,±0.1
"('Fuel oil, kerosene, etc.',)","San Diego city, California",492,±170,0.10%,±0.1
"('Fuel oil, kerosene, etc.',)","San Francisco city, California",399,±132,0.10%,±0.1
"('Fuel oil, kerosene, etc.',)","San Jose city, California",213,±90,0.10%,±0.1
"('Fuel oil, kerosene, etc.',)","Santa Ana city, California",22,±20,0.00%,±0.1
"('Fuel oil, kerosene, etc.',)","Seattle city, Washington","14,278",±965,4.10%,±0.3
"('Fuel oil, kerosene, etc.',)","St. Louis city, Missouri",116,±65,0.10%,±0.1
"('Fuel oil, kerosene, etc.',)","St. Paul city, Minnesota",350,±112,0.30%,±0.1
"('Fuel oil, kerosene, etc.',)","Stockton city, California",99,±60,0.10%,±0.1
"('Fuel oil, kerosene, etc.',)","Tampa city, Florida",108,±71,0.10%,±0.1
"('Fuel oil, kerosene, etc.',)","Tucson city, Arizona",34,±28,0.00%,±0.1
"('Fuel oil, kerosene, etc.',)","Tulsa city, Oklahoma",62,±33,0.00%,±0.1
"('Fuel oil, kerosene, etc.',)","Virginia Beach city, Virginia","3,122",±429,1.80%,±0.3
"('Fuel oil, kerosene, etc.',)","Washington city, District of Columbia","3,086",±364,1.10%,±0.1
"('Fuel oil, kerosene, etc.',)","Wichita city, Kansas",3,±5,0.00%,±0.1
"('Coal or coke',)","Albuquerque city, New Mexico",54,±61,0.00%,±0.1
"('Coal or coke',)","Anaheim city, California",0,±31,0.00%,±0.1
"('Coal or coke',)","Anchorage municipality, Alaska",39,±58,0.00%,±0.1
"('Coal or coke',)","Arlington city, Texas",0,±33,0.00%,±0.1
"('Coal or coke',)","Atlanta city, Georgia",15,±25,0.00%,±0.1
"('Coal or coke',)","Aurora city, Colorado",31,±39,0.00%,±0.1
"('Coal or coke',)","Austin city, Texas",128,±87,0.00%,±0.1
"('Coal or coke',)","Bakersfield city, California",23,±31,0.00%,±0.1
"('Coal or coke',)","Baltimore city, Maryland",50,±40,0.00%,±0.1
"('Coal or coke',)","Boston city, Massachusetts",37,±28,0.00%,±0.1
"('Coal or coke',)","Charlotte city, North Carolina",16,±19,0.00%,±0.1
"('Coal or coke',)","Chicago city, Illinois",239,±94,0.00%,±0.1
"('Coal or coke',)","Cincinnati city, Ohio",0,±29,0.00%,±0.1
"('Coal or coke',)","Cleveland city, Ohio",27,±26,0.00%,±0.1
"('Coal or coke',)","Colorado Springs city, Colorado",28,±31,0.00%,±0.1
"('Coal or coke',)","Columbus city, Ohio",42,±45,0.00%,±0.1
"('Coal or coke',)","Corpus Christi city, Texas",30,±39,0.00%,±0.1
"('Coal or coke',)","Dallas city, Texas",18,±28,0.00%,±0.1
"('Coal or coke',)","Denver city, Colorado",15,±21,0.00%,±0.1
"('Coal or coke',)","Detroit city, Michigan",34,±28,0.00%,±0.1
"('Coal or coke',)","Durham city, North Carolina",6,±10,0.00%,±0.1
"('Coal or coke',)","El Paso city, Texas",0,±33,0.00%,±0.1
"('Coal or coke',)","Fort Worth city, Texas",35,±38,0.00%,±0.1
"('Coal or coke',)","Fresno city, California",0,±31,0.00%,±0.1
"('Coal or coke',)","Greensboro city, North Carolina",14,±23,0.00%,±0.1
"('Coal or coke',)","Henderson city, Nevada",9,±16,0.00%,±0.1
"('Coal or coke',)","Houston city, Texas",84,±93,0.00%,±0.1
"('Coal or coke',)","Indianapolis city (balance), Indiana",106,±89,0.00%,±0.1
"('Coal or coke',)","Irvine city, California",29,±32,0.00%,±0.1
"('Coal or coke',)","Jacksonville city, Florida",82,±66,0.00%,±0.1
"('Coal or coke',)","Jersey City city, New Jersey",31,±31,0.00%,±0.1
"('Coal or coke',)","Kansas City city, Missouri",15,±18,0.00%,±0.1
"('Coal or coke',)","Las Vegas city, Nevada",14,±13,0.00%,±0.1
"('Coal or coke',)","Lexington-Fayette urban county, Kentucky",26,±41,0.00%,±0.1
"('Coal or coke',)","Lincoln city, Nebraska",18,±20,0.00%,±0.1
"('Coal or coke',)","Long Beach city, California",0,±31,0.00%,±0.1
"('Coal or coke',)","Los Angeles city, California",134,±92,0.00%,±0.1
"('Coal or coke',)","Memphis city, Tennessee",44,±39,0.00%,±0.1
"('Coal or coke',)","Mesa city, Arizona",20,±23,0.00%,±0.1
"('Coal or coke',)","Miami city, Florida",0,±34,0.00%,±0.1
"('Coal or coke',)","Milwaukee city, Wisconsin",53,±31,0.00%,±0.1
"('Coal or coke',)","Minneapolis city, Minnesota",78,±59,0.00%,±0.1
"('Coal or coke',)","Nashville-Davidson metropolitan government (balance), Tennessee",98,±91,0.00%,±0.1
"('Coal or coke',)","New Orleans city, Louisiana",26,±26,0.00%,±0.1
"('Coal or coke',)","New York city, New York","1,908",±569,0.10%,±0.1
"('Coal or coke',)","Newark city, New Jersey",0,±30,0.00%,±0.1
"('Coal or coke',)","Oakland city, California",41,±41,0.00%,±0.1
"('Coal or coke',)","Oklahoma City city, Oklahoma",5,±9,0.00%,±0.1
"('Coal or coke',)","Omaha city, Nebraska",44,±51,0.00%,±0.1
"('Coal or coke',)","Orlando city, Florida",6,±10,0.00%,±0.1
"('Coal or coke',)","Philadelphia city, Pennsylvania",315,±225,0.10%,±0.1
"('Coal or coke',)","Phoenix city, Arizona",140,±183,0.00%,±0.1
"('Coal or coke',)","Pittsburgh city, Pennsylvania",45,±40,0.00%,±0.1
"('Coal or coke',)","Plano city, Texas",0,±33,0.00%,±0.1
"('Coal or coke',)","Portland city, Oregon",55,±49,0.00%,±0.1
"('Coal or coke',)","Raleigh city, North Carolina",0,±31,0.00%,±0.1
"('Coal or coke',)","Riverside city, California",13,±16,0.00%,±0.1
"('Coal or coke',)","Sacramento city, California",10,±11,0.00%,±0.1
"('Coal or coke',)","San Antonio city, Texas",27,±27,0.00%,±0.1
"('Coal or coke',)","San Diego city, California",32,±32,0.00%,±0.1
"('Coal or coke',)","San Francisco city, California",68,±61,0.00%,±0.1
"('Coal or coke',)","San Jose city, California",41,±48,0.00%,±0.1
"('Coal or coke',)","Santa Ana city, California",11,±18,0.00%,±0.1
"('Coal or coke',)","Seattle city, Washington",30,±32,0.00%,±0.1
"('Coal or coke',)","St. Louis city, Missouri",94,±95,0.10%,±0.1
"('Coal or coke',)","St. Paul city, Minnesota",78,±79,0.10%,±0.1
"('Coal or coke',)","Stockton city, California",0,±31,0.00%,±0.1
"('Coal or coke',)","Tampa city, Florida",0,±34,0.00%,±0.1
"('Coal or coke',)","Tucson city, Arizona",60,±60,0.00%,±0.1
"('Coal or coke',)","Tulsa city, Oklahoma",9,±14,0.00%,±0.1
"('Coal or coke',)","Virginia Beach city, Virginia",52,±57,0.00%,±0.1
"('Coal or coke',)","Washington city, District of Columbia",21,±31,0.00%,±0.1
"('Coal or coke',)","Wichita city, Kansas",4,±6,0.00%,±0.1
"('Wood',)","Albuquerque city, New Mexico","1,436",±292,0.60%,±0.1
"('Wood',)","Anaheim city, California",102,±53,0.10%,±0.1
"('Wood',)","Anchorage municipality, Alaska",746,±183,0.70%,±0.2
"('Wood',)","Arlington city, Texas",58,±64,0.00%,±0.1
"('Wood',)","Atlanta city, Georgia",205,±112,0.10%,±0.1
"('Wood',)","Aurora city, Colorado",156,±70,0.10%,±0.1
"('Wood',)","Austin city, Texas",572,±276,0.10%,±0.1
"('Wood',)","Bakersfield city, California",353,±162,0.30%,±0.1
"('Wood',)","Baltimore city, Maryland",235,±109,0.10%,±0.1
"('Wood',)","Boston city, Massachusetts",231,±126,0.10%,±0.1
"('Wood',)","Charlotte city, North Carolina",348,±117,0.10%,±0.1
"('Wood',)","Chicago city, Illinois",340,±142,0.00%,±0.1
"('Wood',)","Cincinnati city, Ohio",134,±149,0.10%,±0.1
"('Wood',)","Cleveland city, Ohio",81,±50,0.00%,±0.1
"('Wood',)","Colorado Springs city, Colorado",650,±217,0.40%,±0.1
"('Wood',)","Columbus city, Ohio",287,±117,0.10%,±0.1
"('Wood',)","Corpus Christi city, Texas",18,±22,0.00%,±0.1
"('Wood',)","Dallas city, Texas",115,±66,0.00%,±0.1
"('Wood',)","Denver city, Colorado",263,±104,0.10%,±0.1
"('Wood',)","Detroit city, Michigan",525,±180,0.20%,±0.1
"('Wood',)","Durham city, North Carolina",312,±130,0.30%,±0.1
"('Wood',)","El Paso city, Texas",59,±48,0.00%,±0.1
"('Wood',)","Fort Worth city, Texas",161,±105,0.10%,±0.1
"('Wood',)","Fresno city, California",446,±129,0.30%,±0.1
"('Wood',)","Greensboro city, North Carolina",175,±90,0.10%,±0.1
"('Wood',)","Henderson city, Nevada",135,±74,0.10%,±0.1
"('Wood',)","Houston city, Texas",273,±159,0.00%,±0.1
"('Wood',)","Indianapolis city (balance), Indiana",365,±147,0.10%,±0.1
"('Wood',)","Irvine city, California",167,±151,0.20%,±0.2
"('Wood',)","Jacksonville city, Florida",326,±104,0.10%,±0.1
"('Wood',)","Jersey City city, New Jersey",15,±23,0.00%,±0.1
"('Wood',)","Kansas City city, Missouri",627,±254,0.30%,±0.1
"('Wood',)","Las Vegas city, Nevada",356,±125,0.20%,±0.1
"('Wood',)","Lexington-Fayette urban county, Kentucky",199,±99,0.20%,±0.1
"('Wood',)","Lincoln city, Nebraska",188,±130,0.20%,±0.1
"('Wood',)","Long Beach city, California",234,±118,0.10%,±0.1
"('Wood',)","Los Angeles city, California","1,908",±352,0.10%,±0.1
"('Wood',)","Memphis city, Tennessee",298,±138,0.10%,±0.1
"('Wood',)","Mesa city, Arizona",382,±182,0.20%,±0.1
"('Wood',)","Miami city, Florida",23,±27,0.00%,±0.1
"('Wood',)","Milwaukee city, Wisconsin",300,±199,0.10%,±0.1
"('Wood',)","Minneapolis city, Minnesota",437,±398,0.20%,±0.2
"('Wood',)","Nashville-Davidson metropolitan government (balance), Tennessee",416,±132,0.10%,±0.1
"('Wood',)","New Orleans city, Louisiana",26,±22,0.00%,±0.1
"('Wood',)","New York city, New York","1,445",±353,0.00%,±0.1
"('Wood',)","Newark city, New Jersey",0,±30,0.00%,±0.1
"('Wood',)","Oakland city, California",514,±176,0.30%,±0.1
"('Wood',)","Oklahoma City city, Oklahoma",647,±192,0.30%,±0.1
"('Wood',)","Omaha city, Nebraska",240,±87,0.10%,±0.1
"('Wood',)","Orlando city, Florida",71,±88,0.10%,±0.1
"('Wood',)","Philadelphia city, Pennsylvania",751,±254,0.10%,±0.1
"('Wood',)","Phoenix city, Arizona",582,±188,0.10%,±0.1
"('Wood',)","Pittsburgh city, Pennsylvania",99,±55,0.10%,±0.1
"('Wood',)","Plano city, Texas",44,±49,0.00%,±0.1
"('Wood',)","Portland city, Oregon","1,656",±290,0.60%,±0.1
"('Wood',)","Raleigh city, North Carolina",137,±74,0.10%,±0.1
"('Wood',)","Riverside city, California",281,±115,0.30%,±0.1
"('Wood',)","Sacramento city, California",504,±183,0.30%,±0.1
"('Wood',)","San Antonio city, Texas",275,±122,0.10%,±0.1
"('Wood',)","San Diego city, California","1,155",±234,0.20%,±0.1
"('Wood',)","San Francisco city, California",310,±139,0.10%,±0.1
"('Wood',)","San Jose city, California",445,±131,0.10%,±0.1
"('Wood',)","Santa Ana city, California",186,±116,0.20%,±0.1
"('Wood',)","Seattle city, Washington","1,255",±286,0.40%,±0.1
"('Wood',)","St. Louis city, Missouri",196,±87,0.10%,±0.1
"('Wood',)","St. Paul city, Minnesota",212,±100,0.20%,±0.1
"('Wood',)","Stockton city, California",381,±128,0.40%,±0.1
"('Wood',)","Tampa city, Florida",43,±37,0.00%,±0.1
"('Wood',)","Tucson city, Arizona",480,±146,0.20%,±0.1
"('Wood',)","Tulsa city, Oklahoma",269,±113,0.20%,±0.1
"('Wood',)","Virginia Beach city, Virginia",522,±206,0.30%,±0.1
"('Wood',)","Washington city, District of Columbia",16,±18,0.00%,±0.1
"('Wood',)","Wichita city, Kansas",203,±95,0.10%,±0.1
"('Solar energy',)","Albuquerque city, New Mexico",420,±115,0.20%,±0.1
"('Solar energy',)","Anaheim city, California",237,±142,0.20%,±0.1
"('Solar energy',)","Anchorage municipality, Alaska",12,±19,0.00%,±0.1
"('Solar energy',)","Arlington city, Texas",62,±49,0.00%,±0.1
"('Solar energy',)","Atlanta city, Georgia",21,±27,0.00%,±0.1
"('Solar energy',)","Aurora city, Colorado",432,±122,0.30%,±0.1
"('Solar energy',)","Austin city, Texas",689,±190,0.20%,±0.1
"('Solar energy',)","Bakersfield city, California","1,608",±349,1.40%,±0.3
"('Solar energy',)","Baltimore city, Maryland",218,±149,0.10%,±0.1
"('Solar energy',)","Boston city, Massachusetts",250,±205,0.10%,±0.1
"('Solar energy',)","Charlotte city, North Carolina",136,±92,0.00%,±0.1
"('Solar energy',)","Chicago city, Illinois",210,±96,0.00%,±0.1
"('Solar energy',)","Cincinnati city, Ohio",134,±163,0.10%,±0.1
"('Solar energy',)","Cleveland city, Ohio",0,±29,0.00%,±0.1
"('Solar energy',)","Colorado Springs city, Colorado",130,±83,0.10%,±0.1
"('Solar energy',)","Columbus city, Ohio",43,±51,0.00%,±0.1
"('Solar energy',)","Corpus Christi city, Texas",35,±37,0.00%,±0.1
"('Solar energy',)","Dallas city, Texas",540,±275,0.10%,±0.1
"('Solar energy',)","Denver city, Colorado",772,±198,0.30%,±0.1
"('Solar energy',)","Detroit city, Michigan",71,±63,0.00%,±0.1
"('Solar energy',)","Durham city, North Carolina",85,±83,0.10%,±0.1
"('Solar energy',)","El Paso city, Texas",388,±135,0.20%,±0.1
"('Solar energy',)","Fort Worth city, Texas",564,±265,0.20%,±0.1
"('Solar energy',)","Fresno city, California","2,425",±422,1.40%,±0.2
"('Solar energy',)","Greensboro city, North Carolina",25,±42,0.00%,±0.1
"('Solar energy',)","Henderson city, Nevada",565,±232,0.50%,±0.2
"('Solar energy',)","Houston city, Texas",420,±166,0.00%,±0.1
"('Solar energy',)","Indianapolis city (balance), Indiana",72,±53,0.00%,±0.1
"('Solar energy',)","Irvine city, California",423,±278,0.40%,±0.3
"('Solar energy',)","Jacksonville city, Florida",231,±115,0.10%,±0.1
"('Solar energy',)","Jersey City city, New Jersey",108,±103,0.10%,±0.1
"('Solar energy',)","Kansas City city, Missouri",107,±93,0.10%,±0.1
"('Solar energy',)","Las Vegas city, Nevada","1,007",±356,0.40%,±0.1
"('Solar energy',)","Lexington-Fayette urban county, Kentucky",11,±12,0.00%,±0.1
"('Solar energy',)","Lincoln city, Nebraska",66,±54,0.10%,±0.1
"('Solar energy',)","Long Beach city, California",628,±156,0.40%,±0.1
"('Solar energy',)","Los Angeles city, California","4,106",±438,0.30%,±0.1
"('Solar energy',)","Memphis city, Tennessee",72,±91,0.00%,±0.1
"('Solar energy',)","Mesa city, Arizona",412,±126,0.20%,±0.1
"('Solar energy',)","Miami city, Florida",29,±36,0.00%,±0.1
"('Solar energy',)","Milwaukee city, Wisconsin",84,±101,0.00%,±0.1
"('Solar energy',)","Minneapolis city, Minnesota",215,±144,0.10%,±0.1
"('Solar energy',)","Nashville-Davidson metropolitan government (balance), Tennessee",82,±71,0.00%,±0.1
"('Solar energy',)","New Orleans city, Louisiana","2,196","±1,424",1.40%,±0.9
"('Solar energy',)","New York city, New York","2,607",±418,0.10%,±0.1
"('Solar energy',)","Newark city, New Jersey",52,±31,0.10%,±0.1
"('Solar energy',)","Oakland city, California",511,±124,0.30%,±0.1
"('Solar energy',)","Oklahoma City city, Oklahoma",16,±18,0.00%,±0.1
"('Solar energy',)","Omaha city, Nebraska",28,±42,0.00%,±0.1
"('Solar energy',)","Orlando city, Florida",219,±116,0.20%,±0.1
"('Solar energy',)","Philadelphia city, Pennsylvania",175,±115,0.00%,±0.1
"('Solar energy',)","Phoenix city, Arizona","3,190",±452,0.50%,±0.1
"('Solar energy',)","Pittsburgh city, Pennsylvania",108,±119,0.10%,±0.1
"('Solar energy',)","Plano city, Texas",90,±60,0.10%,±0.1
"('Solar energy',)","Portland city, Oregon",139,±83,0.10%,±0.1
"('Solar energy',)","Raleigh city, North Carolina",90,±103,0.00%,±0.1
"('Solar energy',)","Riverside city, California",174,±84,0.20%,±0.1
"('Solar energy',)","Sacramento city, California",638,±234,0.30%,±0.1
"('Solar energy',)","San Antonio city, Texas",632,±185,0.10%,±0.1
"('Solar energy',)","San Diego city, California","5,341",±629,1.00%,±0.1
"('Solar energy',)","San Francisco city, California","1,116",±252,0.30%,±0.1
"('Solar energy',)","San Jose city, California","2,169",±326,0.70%,±0.1
"('Solar energy',)","Santa Ana city, California",261,±98,0.30%,±0.1
"('Solar energy',)","Seattle city, Washington",521,±345,0.20%,±0.1
"('Solar energy',)","St. Louis city, Missouri",51,±65,0.00%,±0.1
"('Solar energy',)","St. Paul city, Minnesota",33,±24,0.00%,±0.1
"('Solar energy',)","Stockton city, California",850,±271,0.90%,±0.3
"('Solar energy',)","Tampa city, Florida",128,±52,0.10%,±0.1
"('Solar energy',)","Tucson city, Arizona","1,266",±300,0.60%,±0.1
"('Solar energy',)","Tulsa city, Oklahoma",18,±18,0.00%,±0.1
"('Solar energy',)","Virginia Beach city, Virginia",167,±157,0.10%,±0.1
"('Solar energy',)","Washington city, District of Columbia",384,±134,0.10%,±0.1
"('Solar energy',)","Wichita city, Kansas",13,±16,0.00%,±0.1
"('Other fuel',)","Albuquerque city, New Mexico",489,±191,0.20%,±0.1
"('Other fuel',)","Anaheim city, California",127,±83,0.10%,±0.1
"('Other fuel',)","Anchorage municipality, Alaska",524,±169,0.50%,±0.2
"('Other fuel',)","Arlington city, Texas",137,±111,0.10%,±0.1
"('Other fuel',)","Atlanta city, Georgia",360,±150,0.20%,±0.1
"('Other fuel',)","Aurora city, Colorado",304,±110,0.20%,±0.1
"('Other fuel',)","Austin city, Texas",568,±230,0.10%,±0.1
"('Other fuel',)","Bakersfield city, California",45,±42,0.00%,±0.1
"('Other fuel',)","Baltimore city, Maryland",758,±201,0.30%,±0.1
"('Other fuel',)","Boston city, Massachusetts","1,344",±240,0.50%,±0.1
"('Other fuel',)","Charlotte city, North Carolina",337,±123,0.10%,±0.1
"('Other fuel',)","Chicago city, Illinois","9,052",±924,0.80%,±0.1
"('Other fuel',)","Cincinnati city, Ohio","1,276",±445,0.90%,±0.3
"('Other fuel',)","Cleveland city, Ohio","1,008",±220,0.60%,±0.1
"('Other fuel',)","Colorado Springs city, Colorado","1,086",±246,0.60%,±0.1
"('Other fuel',)","Columbus city, Ohio",514,±139,0.10%,±0.1
"('Other fuel',)","Corpus Christi city, Texas",36,±27,0.00%,±0.1
"('Other fuel',)","Dallas city, Texas",516,±183,0.10%,±0.1
"('Other fuel',)","Denver city, Colorado","2,925",±452,1.00%,±0.2
"('Other fuel',)","Detroit city, Michigan","1,599",±368,0.60%,±0.1
"('Other fuel',)","Durham city, North Carolina",59,±45,0.10%,±0.1
"('Other fuel',)","El Paso city, Texas",136,±66,0.10%,±0.1
"('Other fuel',)","Fort Worth city, Texas",380,±301,0.10%,±0.1
"('Other fuel',)","Fresno city, California",402,±230,0.20%,±0.1
"('Other fuel',)","Greensboro city, North Carolina",106,±63,0.10%,±0.1
"('Other fuel',)","Henderson city, Nevada",26,±30,0.00%,±0.1
"('Other fuel',)","Houston city, Texas",536,±155,0.10%,±0.1
"('Other fuel',)","Indianapolis city (balance), Indiana",742,±184,0.20%,±0.1
"('Other fuel',)","Irvine city, California",42,±48,0.00%,±0.1
"('Other fuel',)","Jacksonville city, Florida",162,±72,0.00%,±0.1
"('Other fuel',)","Jersey City city, New Jersey",423,±153,0.40%,±0.1
"('Other fuel',)","Kansas City city, Missouri",456,±213,0.20%,±0.1
"('Other fuel',)","Las Vegas city, Nevada",255,±99,0.10%,±0.1
"('Other fuel',)","Lexington-Fayette urban county, Kentucky",248,±129,0.20%,±0.1
"('Other fuel',)","Lincoln city, Nebraska",249,±96,0.20%,±0.1
"('Other fuel',)","Long Beach city, California",151,±91,0.10%,±0.1
"('Other fuel',)","Los Angeles city, California","1,988",±286,0.10%,±0.1
"('Other fuel',)","Memphis city, Tennessee",320,±150,0.10%,±0.1
"('Other fuel',)","Mesa city, Arizona",123,±67,0.10%,±0.1
"('Other fuel',)","Miami city, Florida",106,±77,0.10%,±0.1
"('Other fuel',)","Milwaukee city, Wisconsin","1,628",±255,0.70%,±0.1
"('Other fuel',)","Minneapolis city, Minnesota","2,331",±401,1.30%,±0.2
"('Other fuel',)","Nashville-Davidson metropolitan government (balance), Tennessee",243,±127,0.10%,±0.1
"('Other fuel',)","New Orleans city, Louisiana",83,±56,0.10%,±0.1
"('Other fuel',)","New York city, New York","49,288","±1,997",1.50%,±0.1
"('Other fuel',)","Newark city, New Jersey",441,±142,0.40%,±0.1
"('Other fuel',)","Oakland city, California",644,±205,0.40%,±0.1
"('Other fuel',)","Oklahoma City city, Oklahoma",726,±345,0.30%,±0.1
"('Other fuel',)","Omaha city, Nebraska",526,±126,0.30%,±0.1
"('Other fuel',)","Orlando city, Florida",131,±79,0.10%,±0.1
"('Other fuel',)","Philadelphia city, Pennsylvania","1,706",±305,0.30%,±0.1
"('Other fuel',)","Phoenix city, Arizona",487,±140,0.10%,±0.1
"('Other fuel',)","Pittsburgh city, Pennsylvania",660,±137,0.50%,±0.1
"('Other fuel',)","Plano city, Texas",99,±103,0.10%,±0.1
"('Other fuel',)","Portland city, Oregon","1,368",±281,0.50%,±0.1
"('Other fuel',)","Raleigh city, North Carolina",77,±51,0.00%,±0.1
"('Other fuel',)","Riverside city, California",73,±50,0.10%,±0.1
"('Other fuel',)","Sacramento city, California",171,±75,0.10%,±0.1
"('Other fuel',)","San Antonio city, Texas",300,±143,0.10%,±0.1
"('Other fuel',)","San Diego city, California",553,±200,0.10%,±0.1
"('Other fuel',)","San Francisco city, California","3,504",±472,1.00%,±0.1
"('Other fuel',)","San Jose city, California",321,±169,0.10%,±0.1
"('Other fuel',)","Santa Ana city, California",26,±24,0.00%,±0.1
"('Other fuel',)","Seattle city, Washington","2,244",±384,0.70%,±0.1
"('Other fuel',)","St. Louis city, Missouri",668,±223,0.50%,±0.2
"('Other fuel',)","St. Paul city, Minnesota","1,732",±225,1.50%,±0.2
"('Other fuel',)","Stockton city, California",89,±69,0.10%,±0.1
