Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('Solar energy',)","Tulsa city, Oklahoma",43,±71,0.00%,±0.1
"('Solar energy',)","Virginia Beach city, Virginia",38,±66,0.00%,±0.1
"('Solar energy',)","Washington city, District of Columbia",434,±376,0.20%,±0.1
"('Solar energy',)","Wichita city, Kansas",N,N,N,N
"('Other fuel',)","Albuquerque city, New Mexico",385,±188,0.20%,±0.1
"('Other fuel',)","Anaheim city, California",249,±208,0.20%,±0.2
"('Other fuel',)","Anchorage municipality, Alaska",609,±368,0.60%,±0.4
"('Other fuel',)","Arlington city, Texas",N,N,N,N
"('Other fuel',)","Atlanta city, Georgia",333,±333,0.20%,±0.2
"('Other fuel',)","Aurora city, Colorado",305,±227,0.20%,±0.2
"('Other fuel',)","Austin city, Texas",400,±298,0.10%,±0.1
"('Other fuel',)","Bakersfield city, California",77,±125,0.10%,±0.1
"('Other fuel',)","Baltimore city, Maryland",513,±278,0.20%,±0.1
"('Other fuel',)","Boston city, Massachusetts","1,692",±535,0.60%,±0.2
"('Other fuel',)","Charlotte city, North Carolina",267,±241,0.10%,±0.1
"('Other fuel',)","Chicago city, Illinois","7,888","±1,512",0.70%,±0.1
"('Other fuel',)","Cincinnati city, Ohio",832,±418,0.60%,±0.3
"('Other fuel',)","Cleveland city, Ohio",741,±355,0.40%,±0.2
"('Other fuel',)","Colorado Springs city, Colorado",354,±270,0.20%,±0.1
"('Other fuel',)","Columbus city, Ohio",547,±268,0.10%,±0.1
"('Other fuel',)","Corpus Christi city, Texas",N,N,N,N
"('Other fuel',)","Dallas city, Texas",312,±251,0.10%,±0.1
"('Other fuel',)","Denver city, Colorado","3,575",±917,1.20%,±0.3
"('Other fuel',)","Detroit city, Michigan","1,616",±492,0.60%,±0.2
"('Other fuel',)","Durham city, North Carolina",83,±107,0.10%,±0.1
"('Other fuel',)","El Paso city, Texas",219,±197,0.10%,±0.1
"('Other fuel',)","Fort Worth city, Texas",N,N,N,N
"('Other fuel',)","Fresno city, California",50,±81,0.00%,±0.1
"('Other fuel',)","Greensboro city, North Carolina",146,±237,0.10%,±0.2
"('Other fuel',)","Henderson city, Nevada",79,±133,0.10%,±0.1
"('Other fuel',)","Houston city, Texas",834,±461,0.10%,±0.1
"('Other fuel',)","Indianapolis city (balance), Indiana","1,013",±514,0.30%,±0.2
"('Other fuel',)","Irvine city, California",138,±227,0.10%,±0.2
"('Other fuel',)","Jacksonville city, Florida",81,±82,0.00%,±0.1
"('Other fuel',)","Jersey City city, New Jersey",601,±373,0.60%,±0.4
"('Other fuel',)","Kansas City city, Missouri",522,±555,0.30%,±0.3
"('Other fuel',)","Las Vegas city, Nevada",287,±246,0.10%,±0.1
"('Other fuel',)","Lincoln city, Nebraska",277,±166,0.20%,±0.1
"('Other fuel',)","Long Beach city, California",66,±109,0.00%,±0.1
"('Other fuel',)","Los Angeles city, California","2,222",±664,0.20%,±0.1
"('Other fuel',)","Memphis city, Tennessee",185,±164,0.10%,±0.1
"('Other fuel',)","Mesa city, Arizona",199,±261,0.10%,±0.1
"('Other fuel',)","Miami city, Florida",77,±128,0.00%,±0.1
"('Other fuel',)","Milwaukee city, Wisconsin","1,625",±517,0.70%,±0.2
"('Other fuel',)","Minneapolis city, Minnesota","2,576",±803,1.50%,±0.5
"('Other fuel',)","New Orleans city, Louisiana",84,±86,0.10%,±0.1
"('Other fuel',)","New York city, New York","47,895","±3,619",1.50%,±0.1
"('Other fuel',)","Newark city, New Jersey",400,±263,0.40%,±0.3
"('Other fuel',)","Oakland city, California",303,±186,0.20%,±0.1
"('Other fuel',)","Oklahoma City city, Oklahoma",554,±368,0.20%,±0.1
"('Other fuel',)","Omaha city, Nebraska",481,±255,0.30%,±0.1
"('Other fuel',)","Orlando city, Florida",181,±186,0.20%,±0.2
"('Other fuel',)","Philadelphia city, Pennsylvania","1,431",±499,0.20%,±0.1
"('Other fuel',)","Phoenix city, Arizona",647,±476,0.10%,±0.1
"('Other fuel',)","Pittsburgh city, Pennsylvania","1,166",±441,0.80%,±0.3
"('Other fuel',)","Plano city, Texas",N,N,N,N
"('Other fuel',)","Portland city, Oregon","2,028",±855,0.70%,±0.3
"('Other fuel',)","Raleigh city, North Carolina",N,N,N,N
"('Other fuel',)","Riverside city, California",0,±211,0.00%,±0.2
"('Other fuel',)","Sacramento city, California",197,±146,0.10%,±0.1
"('Other fuel',)","San Antonio city, Texas",156,±179,0.00%,±0.1
"('Other fuel',)","San Diego city, California",519,±350,0.10%,±0.1
"('Other fuel',)","San Francisco city, California","3,062",±824,0.80%,±0.2
"('Other fuel',)","San Jose city, California",228,±199,0.10%,±0.1
"('Other fuel',)","Santa Ana city, California",0,±211,0.00%,±0.2
"('Other fuel',)","Seattle city, Washington","1,785",±705,0.50%,±0.2
"('Other fuel',)","St. Louis city, Missouri",504,±339,0.30%,±0.2
"('Other fuel',)","St. Paul city, Minnesota","1,928",±565,1.70%,±0.5
"('Other fuel',)","Stockton city, California",65,±112,0.10%,±0.1
"('Other fuel',)","Tampa city, Florida",N,N,N,N
"('Other fuel',)","Tucson city, Arizona",362,±261,0.20%,±0.1
"('Other fuel',)","Tulsa city, Oklahoma",186,±131,0.10%,±0.1
"('Other fuel',)","Virginia Beach city, Virginia",375,±263,0.20%,±0.2
"('Other fuel',)","Washington city, District of Columbia","2,110",±700,0.70%,±0.2
"('Other fuel',)","Wichita city, Kansas",N,N,N,N
"('No fuel used',)","Albuquerque city, New Mexico",800,±444,0.40%,±0.2
"('No fuel used',)","Anaheim city, California","4,195","±1,083",4.10%,±1.1
"('No fuel used',)","Anchorage municipality, Alaska",639,±326,0.60%,±0.3
"('No fuel used',)","Arlington city, Texas",N,N,N,N
"('No fuel used',)","Atlanta city, Georgia","1,467",±538,0.70%,±0.3
"('No fuel used',)","Aurora city, Colorado",713,±360,0.50%,±0.3
"('No fuel used',)","Austin city, Texas","1,590",±618,0.40%,±0.2
"('No fuel used',)","Bakersfield city, California","1,459",±752,1.20%,±0.6
"('No fuel used',)","Baltimore city, Maryland","2,309",±825,1.00%,±0.3
"('No fuel used',)","Boston city, Massachusetts","2,960",±702,1.10%,±0.3
"('No fuel used',)","Charlotte city, North Carolina",795,±316,0.20%,±0.1
"('No fuel used',)","Chicago city, Illinois","15,745","±1,870",1.50%,±0.2
"('No fuel used',)","Cincinnati city, Ohio","1,063",±447,0.80%,±0.3
"('No fuel used',)","Cleveland city, Ohio","1,268",±469,0.70%,±0.3
"('No fuel used',)","Colorado Springs city, Colorado",803,±424,0.40%,±0.2
"('No fuel used',)","Columbus city, Ohio","1,242",±472,0.30%,±0.1
"('No fuel used',)","Corpus Christi city, Texas",N,N,N,N
"('No fuel used',)","Dallas city, Texas","2,698",±686,0.50%,±0.1
"('No fuel used',)","Denver city, Colorado","2,705",±820,0.90%,±0.3
"('No fuel used',)","Detroit city, Michigan","1,860",±466,0.70%,±0.2
"('No fuel used',)","Durham city, North Carolina",301,±251,0.30%,±0.2
"('No fuel used',)","El Paso city, Texas",612,±332,0.30%,±0.1
"('No fuel used',)","Fort Worth city, Texas",N,N,N,N
"('No fuel used',)","Fresno city, California","2,050",±900,1.20%,±0.5
"('No fuel used',)","Greensboro city, North Carolina",666,±387,0.60%,±0.3
"('No fuel used',)","Henderson city, Nevada",273,±227,0.20%,±0.2
"('No fuel used',)","Houston city, Texas","3,579",±953,0.40%,±0.1
"('No fuel used',)","Indianapolis city (balance), Indiana","1,339",±617,0.40%,±0.2
"('No fuel used',)","Irvine city, California",983,±486,1.00%,±0.5
"('No fuel used',)","Jacksonville city, Florida","2,979",±865,0.90%,±0.3
"('No fuel used',)","Jersey City city, New Jersey","1,340",±617,1.30%,±0.6
"('No fuel used',)","Kansas City city, Missouri",667,±489,0.30%,±0.2
"('No fuel used',)","Las Vegas city, Nevada","1,468",±470,0.60%,±0.2
"('No fuel used',)","Lincoln city, Nebraska",362,±221,0.30%,±0.2
"('No fuel used',)","Long Beach city, California","11,943","±1,872",6.90%,±1.1
"('No fuel used',)","Los Angeles city, California","113,009","±5,961",8.20%,±0.4
"('No fuel used',)","Memphis city, Tennessee",708,±286,0.30%,±0.1
"('No fuel used',)","Mesa city, Arizona","1,466",±432,0.80%,±0.2
"('No fuel used',)","Miami city, Florida","6,957","±1,375",3.80%,±0.7
"('No fuel used',)","Milwaukee city, Wisconsin","1,486",±384,0.60%,±0.2
"('No fuel used',)","Minneapolis city, Minnesota","1,895",±579,1.10%,±0.3
"('No fuel used',)","New Orleans city, Louisiana",502,±266,0.30%,±0.2
"('No fuel used',)","New York city, New York","69,090","±4,621",2.20%,±0.1
"('No fuel used',)","Newark city, New Jersey","1,926",±710,1.90%,±0.7
"('No fuel used',)","Oakland city, California","5,440","±1,147",3.30%,±0.7
"('No fuel used',)","Oklahoma City city, Oklahoma",758,±450,0.30%,±0.2
"('No fuel used',)","Omaha city, Nebraska","1,228",±392,0.70%,±0.2
"('No fuel used',)","Orlando city, Florida","1,073",±546,0.90%,±0.5
"('No fuel used',)","Philadelphia city, Pennsylvania","4,719","±1,138",0.80%,±0.2
"('No fuel used',)","Phoenix city, Arizona","6,678","±1,395",1.20%,±0.2
"('No fuel used',)","Pittsburgh city, Pennsylvania",553,±286,0.40%,±0.2
"('No fuel used',)","Plano city, Texas",N,N,N,N
"('No fuel used',)","Portland city, Oregon","1,439",±593,0.50%,±0.2
"('No fuel used',)","Raleigh city, North Carolina",N,N,N,N
"('No fuel used',)","Riverside city, California","3,570",±946,4.10%,±1.1
"('No fuel used',)","Sacramento city, California","1,554",±481,0.90%,±0.3
"('No fuel used',)","San Antonio city, Texas","4,667","±1,112",0.90%,±0.2
"('No fuel used',)","San Diego city, California","32,963","±3,522",6.40%,±0.7
"('No fuel used',)","San Francisco city, California","19,120","±2,386",5.30%,±0.6
"('No fuel used',)","San Jose city, California","2,805",±693,0.90%,±0.2
"('No fuel used',)","Santa Ana city, California","11,191","±1,512",14.20%,±1.9
"('No fuel used',)","Seattle city, Washington","3,207",±923,0.90%,±0.3
"('No fuel used',)","St. Louis city, Missouri",927,±408,0.60%,±0.3
"('No fuel used',)","St. Paul city, Minnesota","2,695",±727,2.30%,±0.6
"('No fuel used',)","Stockton city, California","1,099",±510,1.20%,±0.5
"('No fuel used',)","Tampa city, Florida",N,N,N,N
"('No fuel used',)","Tucson city, Arizona","2,931",±824,1.40%,±0.4
"('No fuel used',)","Tulsa city, Oklahoma",484,±226,0.30%,±0.1
"('No fuel used',)","Virginia Beach city, Virginia",822,±365,0.50%,±0.2
"('No fuel used',)","Washington city, District of Columbia","3,780",±785,1.30%,±0.3
"('No fuel used',)","Wichita city, Kansas",N,N,N,N
"('Occupied housing units',)","Albuquerque city, New Mexico","228,491","±3,231","228,491",(X)
"('Occupied housing units',)","Anaheim city, California","101,547","±2,857","101,547",(X)
"('Occupied housing units',)","Anchorage municipality, Alaska","105,285","±2,132","105,285",(X)
"('Occupied housing units',)","Arlington city, Texas","135,867","±3,781","135,867",(X)
"('Occupied housing units',)","Atlanta city, Georgia","211,819","±5,020","211,819",(X)
"('Occupied housing units',)","Aurora city, Colorado","133,217","±3,047","133,217",(X)
"('Occupied housing units',)","Austin city, Texas","390,395","±6,082","390,395",(X)
"('Occupied housing units',)","Bakersfield city, California","121,615","±3,390","121,615",(X)
"('Occupied housing units',)","Baltimore city, Maryland","237,204","±3,359","237,204",(X)
"('Occupied housing units',)","Boston city, Massachusetts","274,674","±3,813","274,674",(X)
"('Occupied housing units',)","Charlotte city, North Carolina","335,918","±4,538","335,918",(X)
"('Occupied housing units',)","Chicago city, Illinois","1,077,886","±10,443","1,077,886",(X)
"('Occupied housing units',)","Cincinnati city, Ohio","138,767","±3,775","138,767",(X)
"('Occupied housing units',)","Cleveland city, Ohio","173,025","±3,916","173,025",(X)
"('Occupied housing units',)","Colorado Springs city, Colorado","181,745","±2,968","181,745",(X)
"('Occupied housing units',)","Columbus city, Ohio","366,034","±4,518","366,034",(X)
"('Occupied housing units',)","Corpus Christi city, Texas","116,456","±2,582","116,456",(X)
"('Occupied housing units',)","Dallas city, Texas","521,198","±6,967","521,198",(X)
"('Occupied housing units',)","Denver city, Colorado","310,324","±3,035","310,324",(X)
"('Occupied housing units',)","Detroit city, Michigan","266,333","±4,358","266,333",(X)
"('Occupied housing units',)","Durham city, North Carolina","112,342","±2,632","112,342",(X)
"('Occupied housing units',)","El Paso city, Texas","227,506","±3,697","227,506",(X)
"('Occupied housing units',)","Fort Worth city, Texas","308,188","±5,602","308,188",(X)
"('Occupied housing units',)","Fresno city, California","171,209","±2,949","171,209",(X)
"('Occupied housing units',)","Greensboro city, North Carolina","119,838","±3,048","119,838",(X)
"('Occupied housing units',)","Henderson city, Nevada","120,678","±3,028","120,678",(X)
"('Occupied housing units',)","Houston city, Texas","849,105","±8,526","849,105",(X)
"('Occupied housing units',)","Indianapolis city (balance), Indiana","339,536","±4,276","339,536",(X)
"('Occupied housing units',)","Irvine city, California","100,150","±2,775","100,150",(X)
"('Occupied housing units',)","Jacksonville city, Florida","345,865","±4,659","345,865",(X)
"('Occupied housing units',)","Jersey City city, New Jersey","102,353","±2,977","102,353",(X)
"('Occupied housing units',)","Kansas City city, Missouri","207,377","±3,927","207,377",(X)
"('Occupied housing units',)","Las Vegas city, Nevada","234,592","±4,636","234,592",(X)
"('Occupied housing units',)","Lincoln city, Nebraska","114,870","±1,846","114,870",(X)
"('Occupied housing units',)","Long Beach city, California","173,432","±4,300","173,432",(X)
"('Occupied housing units',)","Los Angeles city, California","1,382,293","±10,951","1,382,293",(X)
"('Occupied housing units',)","Memphis city, Tennessee","252,517","±4,720","252,517",(X)
"('Occupied housing units',)","Mesa city, Arizona","185,509","±3,765","185,509",(X)
"('Occupied housing units',)","Miami city, Florida","182,631","±4,578","182,631",(X)
"('Occupied housing units',)","Milwaukee city, Wisconsin","231,041","±3,287","231,041",(X)
"('Occupied housing units',)","Minneapolis city, Minnesota","175,233","±3,758","175,233",(X)
"('Occupied housing units',)","New Orleans city, Louisiana","155,104","±2,460","155,104",(X)
"('Occupied housing units',)","New York city, New York","3,184,496","±11,009","3,184,496",(X)
"('Occupied housing units',)","Newark city, New Jersey","101,689","±2,837","101,689",(X)
"('Occupied housing units',)","Oakland city, California","165,590","±3,374","165,590",(X)
"('Occupied housing units',)","Oklahoma City city, Oklahoma","245,772","±3,560","245,772",(X)
"('Occupied housing units',)","Omaha city, Nebraska","184,831","±2,451","184,831",(X)
"('Occupied housing units',)","Orlando city, Florida","114,176","±4,361","114,176",(X)
"('Occupied housing units',)","Philadelphia city, Pennsylvania","608,233","±5,554","608,233",(X)
"('Occupied housing units',)","Phoenix city, Arizona","574,645","±7,444","574,645",(X)
"('Occupied housing units',)","Pittsburgh city, Pennsylvania","141,881","±3,396","141,881",(X)
"('Occupied housing units',)","Plano city, Texas","102,778","±2,774","102,778",(X)
"('Occupied housing units',)","Portland city, Oregon","273,607","±3,339","273,607",(X)
"('Occupied housing units',)","Raleigh city, North Carolina","188,941","±3,867","188,941",(X)
"('Occupied housing units',)","Riverside city, California","87,341","±2,965","87,341",(X)
"('Occupied housing units',)","Sacramento city, California","182,677","±3,860","182,677",(X)
"('Occupied housing units',)","San Antonio city, Texas","509,964","±5,167","509,964",(X)
"('Occupied housing units',)","San Diego city, California","513,698","±6,704","513,698",(X)
"('Occupied housing units',)","San Francisco city, California","362,827","±5,010","362,827",(X)
"('Occupied housing units',)","San Jose city, California","327,848","±4,136","327,848",(X)
"('Occupied housing units',)","Santa Ana city, California","78,786","±2,383","78,786",(X)
"('Occupied housing units',)","Seattle city, Washington","338,002","±5,763","338,002",(X)
"('Occupied housing units',)","St. Louis city, Missouri","144,295","±2,502","144,295",(X)
"('Occupied housing units',)","St. Paul city, Minnesota","115,858","±3,008","115,858",(X)
"('Occupied housing units',)","Stockton city, California","95,557","±2,477","95,557",(X)
"('Occupied housing units',)","Tampa city, Florida","154,047","±3,606","154,047",(X)
"('Occupied housing units',)","Tucson city, Arizona","209,383","±4,500","209,383",(X)
"('Occupied housing units',)","Tulsa city, Oklahoma","163,083","±1,823","163,083",(X)
"('Occupied housing units',)","Virginia Beach city, Virginia","172,183","±2,346","172,183",(X)
"('Occupied housing units',)","Washington city, District of Columbia","287,476","±2,752","287,476",(X)
"('Occupied housing units',)","Wichita city, Kansas","154,512","±2,950","154,512",(X)
"('Lacking complete plumbing facilities',)","Albuquerque city, New Mexico",234,±174,0.10%,±0.1
"('Lacking complete plumbing facilities',)","Anaheim city, California",679,±516,0.70%,±0.5
"('Lacking complete plumbing facilities',)","Anchorage municipality, Alaska",810,±396,0.80%,±0.4
"('Lacking complete plumbing facilities',)","Arlington city, Texas",193,±256,0.10%,±0.2
"('Lacking complete plumbing facilities',)","Atlanta city, Georgia",490,±339,0.20%,±0.2
"('Lacking complete plumbing facilities',)","Aurora city, Colorado",234,±248,0.20%,±0.2
"('Lacking complete plumbing facilities',)","Austin city, Texas",964,±592,0.20%,±0.2
"('Lacking complete plumbing facilities',)","Bakersfield city, California",556,±597,0.50%,±0.5
"('Lacking complete plumbing facilities',)","Baltimore city, Maryland","1,312",±595,0.60%,±0.3
"('Lacking complete plumbing facilities',)","Boston city, Massachusetts","1,366",±625,0.50%,±0.2
"('Lacking complete plumbing facilities',)","Charlotte city, North Carolina",560,±337,0.20%,±0.1
"('Lacking complete plumbing facilities',)","Chicago city, Illinois","4,329","±1,126",0.40%,±0.1
"('Lacking complete plumbing facilities',)","Cincinnati city, Ohio",428,±333,0.30%,±0.2
"('Lacking complete plumbing facilities',)","Cleveland city, Ohio",998,±515,0.60%,±0.3
"('Lacking complete plumbing facilities',)","Colorado Springs city, Colorado",968,±725,0.50%,±0.4
"('Lacking complete plumbing facilities',)","Columbus city, Ohio","1,560",±882,0.40%,±0.2
"('Lacking complete plumbing facilities',)","Corpus Christi city, Texas",188,±158,0.20%,±0.1
"('Lacking complete plumbing facilities',)","Dallas city, Texas","1,445",±572,0.30%,±0.1
"('Lacking complete plumbing facilities',)","Denver city, Colorado",332,±373,0.10%,±0.1
"('Lacking complete plumbing facilities',)","Detroit city, Michigan","3,934",±959,1.50%,±0.4
"('Lacking complete plumbing facilities',)","Durham city, North Carolina",39,±66,0.00%,±0.1
"('Lacking complete plumbing facilities',)","El Paso city, Texas",965,±356,0.40%,±0.2
"('Lacking complete plumbing facilities',)","Fort Worth city, Texas","1,174",±657,0.40%,±0.2
"('Lacking complete plumbing facilities',)","Fresno city, California",785,±576,0.50%,±0.3
"('Lacking complete plumbing facilities',)","Greensboro city, North Carolina",734,±549,0.60%,±0.5
"('Lacking complete plumbing facilities',)","Henderson city, Nevada",312,±228,0.30%,±0.2
"('Lacking complete plumbing facilities',)","Houston city, Texas","3,636","±1,069",0.40%,±0.1
"('Lacking complete plumbing facilities',)","Indianapolis city (balance), Indiana",730,±511,0.20%,±0.2
"('Lacking complete plumbing facilities',)","Irvine city, California",226,±268,0.20%,±0.3
"('Lacking complete plumbing facilities',)","Jacksonville city, Florida",748,±483,0.20%,±0.1
"('Lacking complete plumbing facilities',)","Jersey City city, New Jersey",125,±196,0.10%,±0.2
"('Lacking complete plumbing facilities',)","Kansas City city, Missouri",823,±490,0.40%,±0.2
"('Lacking complete plumbing facilities',)","Las Vegas city, Nevada","1,027",±451,0.40%,±0.2
"('Lacking complete plumbing facilities',)","Lincoln city, Nebraska",732,±595,0.60%,±0.5
"('Lacking complete plumbing facilities',)","Long Beach city, California",281,±355,0.20%,±0.2
"('Lacking complete plumbing facilities',)","Los Angeles city, California","8,137","±1,694",0.60%,±0.1
"('Lacking complete plumbing facilities',)","Memphis city, Tennessee",674,±449,0.30%,±0.2
"('Lacking complete plumbing facilities',)","Mesa city, Arizona",666,±403,0.40%,±0.2
"('Lacking complete plumbing facilities',)","Miami city, Florida","1,143",±580,0.60%,±0.3
"('Lacking complete plumbing facilities',)","Milwaukee city, Wisconsin","1,059",±579,0.50%,±0.3
"('Lacking complete plumbing facilities',)","Minneapolis city, Minnesota","1,000",±435,0.60%,±0.2
"('Lacking complete plumbing facilities',)","New Orleans city, Louisiana",184,±168,0.10%,±0.1
"('Lacking complete plumbing facilities',)","New York city, New York","14,224","±2,517",0.40%,±0.1
"('Lacking complete plumbing facilities',)","Newark city, New Jersey",314,±268,0.30%,±0.3
"('Lacking complete plumbing facilities',)","Oakland city, California",476,±302,0.30%,±0.2
"('Lacking complete plumbing facilities',)","Oklahoma City city, Oklahoma",768,±404,0.30%,±0.2
"('Lacking complete plumbing facilities',)","Omaha city, Nebraska",513,±373,0.30%,±0.2
"('Lacking complete plumbing facilities',)","Orlando city, Florida",206,±241,0.20%,±0.2
"('Lacking complete plumbing facilities',)","Philadelphia city, Pennsylvania","2,547",±935,0.40%,±0.2
"('Lacking complete plumbing facilities',)","Phoenix city, Arizona","2,215",±704,0.40%,±0.1
"('Lacking complete plumbing facilities',)","Pittsburgh city, Pennsylvania",318,±250,0.20%,±0.2
"('Lacking complete plumbing facilities',)","Plano city, Texas",200,±197,0.20%,±0.2
"('Lacking complete plumbing facilities',)","Portland city, Oregon","2,933",±999,1.10%,±0.4
"('Lacking complete plumbing facilities',)","Raleigh city, North Carolina",296,±320,0.20%,±0.2
"('Lacking complete plumbing facilities',)","Riverside city, California",158,±138,0.20%,±0.2
"('Lacking complete plumbing facilities',)","Sacramento city, California",609,±646,0.30%,±0.4
"('Lacking complete plumbing facilities',)","San Antonio city, Texas","2,445",±917,0.50%,±0.2
"('Lacking complete plumbing facilities',)","San Diego city, California","1,569",±793,0.30%,±0.2
"('Lacking complete plumbing facilities',)","San Francisco city, California","8,811","±1,825",2.40%,±0.5
"('Lacking complete plumbing facilities',)","San Jose city, California",827,±463,0.30%,±0.1
"('Lacking complete plumbing facilities',)","Santa Ana city, California",0,±211,0.00%,±0.2
"('Lacking complete plumbing facilities',)","Seattle city, Washington","1,434",±589,0.40%,±0.2
"('Lacking complete plumbing facilities',)","St. Louis city, Missouri",711,±452,0.50%,±0.3
"('Lacking complete plumbing facilities',)","St. Paul city, Minnesota",734,±411,0.60%,±0.4
"('Lacking complete plumbing facilities',)","Stockton city, California",308,±301,0.30%,±0.3
"('Lacking complete plumbing facilities',)","Tampa city, Florida","1,326",±609,0.90%,±0.4
"('Lacking complete plumbing facilities',)","Tucson city, Arizona",539,±367,0.30%,±0.2
"('Lacking complete plumbing facilities',)","Tulsa city, Oklahoma",432,±251,0.30%,±0.2
"('Lacking complete plumbing facilities',)","Virginia Beach city, Virginia",264,±200,0.20%,±0.1
"('Lacking complete plumbing facilities',)","Washington city, District of Columbia",421,±464,0.10%,±0.2
"('Lacking complete plumbing facilities',)","Wichita city, Kansas",333,±286,0.20%,±0.2
"('Lacking complete kitchen facilities',)","Albuquerque city, New Mexico","1,720",±566,0.80%,±0.2
"('Lacking complete kitchen facilities',)","Anaheim city, California","1,404",±521,1.40%,±0.5
"('Lacking complete kitchen facilities',)","Anchorage municipality, Alaska",631,±393,0.60%,±0.4
"('Lacking complete kitchen facilities',)","Arlington city, Texas",798,±410,0.60%,±0.3
"('Lacking complete kitchen facilities',)","Atlanta city, Georgia","1,487",±874,0.70%,±0.4
"('Lacking complete kitchen facilities',)","Aurora city, Colorado",346,±201,0.30%,±0.1
"('Lacking complete kitchen facilities',)","Austin city, Texas","1,367",±568,0.40%,±0.1
"('Lacking complete kitchen facilities',)","Bakersfield city, California","2,269",±866,1.90%,±0.7
"('Lacking complete kitchen facilities',)","Baltimore city, Maryland","1,390",±613,0.60%,±0.3
"('Lacking complete kitchen facilities',)","Boston city, Massachusetts","2,183",±836,0.80%,±0.3
"('Lacking complete kitchen facilities',)","Charlotte city, North Carolina","1,474",±669,0.40%,±0.2
"('Lacking complete kitchen facilities',)","Chicago city, Illinois","9,875","±1,927",0.90%,±0.2
"('Lacking complete kitchen facilities',)","Cincinnati city, Ohio","1,031",±514,0.70%,±0.4
"('Lacking complete kitchen facilities',)","Cleveland city, Ohio","2,060",±683,1.20%,±0.4
"('Lacking complete kitchen facilities',)","Colorado Springs city, Colorado","1,080",±499,0.60%,±0.3
"('Lacking complete kitchen facilities',)","Columbus city, Ohio","3,156","±1,189",0.90%,±0.3
"('Lacking complete kitchen facilities',)","Corpus Christi city, Texas",746,±407,0.60%,±0.3
"('Lacking complete kitchen facilities',)","Dallas city, Texas","3,603","±1,065",0.70%,±0.2
"('Lacking complete kitchen facilities',)","Denver city, Colorado","1,646",±606,0.50%,±0.2
"('Lacking complete kitchen facilities',)","Detroit city, Michigan","3,871",±911,1.50%,±0.3
"('Lacking complete kitchen facilities',)","Durham city, North Carolina",528,±307,0.50%,±0.3
"('Lacking complete kitchen facilities',)","El Paso city, Texas","2,139",±980,0.90%,±0.4
"('Lacking complete kitchen facilities',)","Fort Worth city, Texas","2,635",±876,0.90%,±0.3
"('Lacking complete kitchen facilities',)","Fresno city, California","2,853",±999,1.70%,±0.6
"('Lacking complete kitchen facilities',)","Greensboro city, North Carolina","1,448",±650,1.20%,±0.5
"('Lacking complete kitchen facilities',)","Henderson city, Nevada",494,±286,0.40%,±0.2
"('Lacking complete kitchen facilities',)","Houston city, Texas","8,944","±1,978",1.10%,±0.2
"('Lacking complete kitchen facilities',)","Indianapolis city (balance), Indiana","1,520",±531,0.40%,±0.2
"('Lacking complete kitchen facilities',)","Irvine city, California",643,±371,0.60%,±0.4
"('Lacking complete kitchen facilities',)","Jacksonville city, Florida","1,644",±662,0.50%,±0.2
"('Lacking complete kitchen facilities',)","Jersey City city, New Jersey",895,±457,0.90%,±0.4
"('Lacking complete kitchen facilities',)","Kansas City city, Missouri","1,363",±621,0.70%,±0.3
"('Lacking complete kitchen facilities',)","Las Vegas city, Nevada","1,636",±621,0.70%,±0.3
"('Lacking complete kitchen facilities',)","Lincoln city, Nebraska","1,995",±852,1.70%,±0.7
"('Lacking complete kitchen facilities',)","Long Beach city, California","1,373",±548,0.80%,±0.3
"('Lacking complete kitchen facilities',)","Los Angeles city, California","25,039","±2,531",1.80%,±0.2
"('Lacking complete kitchen facilities',)","Memphis city, Tennessee","1,105",±591,0.40%,±0.2
"('Lacking complete kitchen facilities',)","Mesa city, Arizona","1,281",±555,0.70%,±0.3
"('Lacking complete kitchen facilities',)","Miami city, Florida","1,348",±522,0.70%,±0.3
"('Lacking complete kitchen facilities',)","Milwaukee city, Wisconsin","2,382",±743,1.00%,±0.3
"('Lacking complete kitchen facilities',)","Minneapolis city, Minnesota","1,179",±396,0.70%,±0.2
"('Lacking complete kitchen facilities',)","New Orleans city, Louisiana",609,±325,0.40%,±0.2
"('Lacking complete kitchen facilities',)","New York city, New York","26,046","±3,045",0.80%,±0.1
"('Lacking complete kitchen facilities',)","Newark city, New Jersey","1,625",±854,1.60%,±0.8
"('Lacking complete kitchen facilities',)","Oakland city, California","2,038",±745,1.20%,±0.4
"('Lacking complete kitchen facilities',)","Oklahoma City city, Oklahoma","2,422",±807,1.00%,±0.3
"('Lacking complete kitchen facilities',)","Omaha city, Nebraska","2,237",±801,1.20%,±0.4
"('Lacking complete kitchen facilities',)","Orlando city, Florida",990,±493,0.90%,±0.4
"('Lacking complete kitchen facilities',)","Philadelphia city, Pennsylvania","5,255","±1,198",0.90%,±0.2
"('Lacking complete kitchen facilities',)","Phoenix city, Arizona","3,356","±1,027",0.60%,±0.2
"('Lacking complete kitchen facilities',)","Pittsburgh city, Pennsylvania","1,176",±548,0.80%,±0.4
"('Lacking complete kitchen facilities',)","Plano city, Texas","1,149",±556,1.10%,±0.5
"('Lacking complete kitchen facilities',)","Portland city, Oregon","3,509",±938,1.30%,±0.3
"('Lacking complete kitchen facilities',)","Raleigh city, North Carolina",974,±644,0.50%,±0.3
