Metric,City,Estimate,Group,Estimate Margin of Error,Percent,Percent Margin of Error
"('Coal or coke',)","Boston city, Massachusetts",0,house_heating_fuel,±198,0.00%,±0.1
"('Coal or coke',)","Charlotte city, North Carolina",48,house_heating_fuel,±80,0.00%,±0.1
"('Coal or coke',)","Chicago city, Illinois",153,house_heating_fuel,±154,0.00%,±0.1
"('Coal or coke',)","Cincinnati city, Ohio",28,house_heating_fuel,±49,0.00%,±0.1
"('Coal or coke',)","Cleveland city, Ohio",79,house_heating_fuel,±94,0.00%,±0.1
"('Coal or coke',)","Colorado Springs city, Colorado",109,house_heating_fuel,±188,0.10%,±0.1
"('Coal or coke',)","Columbus city, Ohio",0,house_heating_fuel,±185,0.00%,±0.1
"('Coal or coke',)","Corpus Christi city, Texas",N,house_heating_fuel,N,N,N
"('Coal or coke',)","Dallas city, Texas",163,house_heating_fuel,±212,0.00%,±0.1
"('Coal or coke',)","Denver city, Colorado",0,house_heating_fuel,±192,0.00%,±0.1
"('Coal or coke',)","Detroit city, Michigan",0,house_heating_fuel,±165,0.00%,±0.1
"('Coal or coke',)","Durham city, North Carolina",91,house_heating_fuel,±153,0.10%,±0.1
"('Coal or coke',)","El Paso city, Texas",N,house_heating_fuel,N,N,N
"('Coal or coke',)","Fort Worth city, Texas",0,house_heating_fuel,±211,0.00%,±0.1
"('Coal or coke',)","Fresno city, California",0,house_heating_fuel,±200,0.00%,±0.1
"('Coal or coke',)","Greensboro city, North Carolina",277,house_heating_fuel,±427,0.20%,±0.4
"('Coal or coke',)","Henderson city, Nevada",N,house_heating_fuel,N,N,N
"('Coal or coke',)","Houston city, Texas",43,house_heating_fuel,±72,0.00%,±0.1
"('Coal or coke',)","Indianapolis city (balance), Indiana",0,house_heating_fuel,±187,0.00%,±0.1
"('Coal or coke',)","Irvine city, California",N,house_heating_fuel,N,N,N
"('Coal or coke',)","Jacksonville city, Florida",0,house_heating_fuel,±214,0.00%,±0.1
"('Coal or coke',)","Jersey City city, New Jersey",0,house_heating_fuel,±195,0.00%,±0.2
"('Coal or coke',)","Kansas City city, Missouri",118,house_heating_fuel,±155,0.10%,±0.1
"('Coal or coke',)","Las Vegas city, Nevada",0,house_heating_fuel,±203,0.00%,±0.1
"('Coal or coke',)","Lincoln city, Nebraska",N,house_heating_fuel,N,N,N
"('Coal or coke',)","Long Beach city, California",0,house_heating_fuel,±200,0.00%,±0.1
"('Coal or coke',)","Los Angeles city, California",85,house_heating_fuel,±138,0.00%,±0.1
"('Coal or coke',)","Memphis city, Tennessee",0,house_heating_fuel,±198,0.00%,±0.1
"('Coal or coke',)","Mesa city, Arizona",0,house_heating_fuel,±200,0.00%,±0.1
"('Coal or coke',)","Miami city, Florida",0,house_heating_fuel,±214,0.00%,±0.1
"('Coal or coke',)","Milwaukee city, Wisconsin",23,house_heating_fuel,±37,0.00%,±0.1
"('Coal or coke',)","Minneapolis city, Minnesota",96,house_heating_fuel,±118,0.10%,±0.1
"('Coal or coke',)","New Orleans city, Louisiana",0,house_heating_fuel,±201,0.00%,±0.1
"('Coal or coke',)","New York city, New York","1,756",house_heating_fuel,±699,0.10%,±0.1
"('Coal or coke',)","Newark city, New Jersey",0,house_heating_fuel,±195,0.00%,±0.2
"('Coal or coke',)","Oakland city, California",104,house_heating_fuel,±157,0.10%,±0.1
"('Coal or coke',)","Oklahoma City city, Oklahoma",0,house_heating_fuel,±153,0.00%,±0.1
"('Coal or coke',)","Omaha city, Nebraska",0,house_heating_fuel,±153,0.00%,±0.1
"('Coal or coke',)","Orlando city, Florida",0,house_heating_fuel,±214,0.00%,±0.2
"('Coal or coke',)","Philadelphia city, Pennsylvania",543,house_heating_fuel,±443,0.10%,±0.1
"('Coal or coke',)","Phoenix city, Arizona",0,house_heating_fuel,±200,0.00%,±0.1
"('Coal or coke',)","Pittsburgh city, Pennsylvania",45,house_heating_fuel,±74,0.00%,±0.1
"('Coal or coke',)","Plano city, Texas",N,house_heating_fuel,N,N,N
"('Coal or coke',)","Portland city, Oregon",0,house_heating_fuel,±197,0.00%,±0.1
"('Coal or coke',)","Raleigh city, North Carolina",0,house_heating_fuel,±198,0.00%,±0.1
"('Coal or coke',)","Riverside city, California",0,house_heating_fuel,±200,0.00%,±0.2
"('Coal or coke',)","Sacramento city, California",0,house_heating_fuel,±200,0.00%,±0.1
"('Coal or coke',)","San Antonio city, Texas",0,house_heating_fuel,±211,0.00%,±0.1
"('Coal or coke',)","San Diego city, California",0,house_heating_fuel,±200,0.00%,±0.1
"('Coal or coke',)","San Francisco city, California",114,house_heating_fuel,±142,0.00%,±0.1
"('Coal or coke',)","San Jose city, California",0,house_heating_fuel,±200,0.00%,±0.1
"('Coal or coke',)","Santa Ana city, California",0,house_heating_fuel,±200,0.00%,±0.2
"('Coal or coke',)","Seattle city, Washington",0,house_heating_fuel,±193,0.00%,±0.1
"('Coal or coke',)","St. Louis city, Missouri",0,house_heating_fuel,±181,0.00%,±0.1
"('Coal or coke',)","St. Paul city, Minnesota",35,house_heating_fuel,±59,0.00%,±0.1
"('Coal or coke',)","Stockton city, California",0,house_heating_fuel,±200,0.00%,±0.2
"('Coal or coke',)","Tampa city, Florida",N,house_heating_fuel,N,N,N
"('Coal or coke',)","Tucson city, Arizona",0,house_heating_fuel,±200,0.00%,±0.1
"('Coal or coke',)","Tulsa city, Oklahoma",0,house_heating_fuel,±153,0.00%,±0.1
"('Coal or coke',)","Virginia Beach city, Virginia",0,house_heating_fuel,±195,0.00%,±0.1
"('Coal or coke',)","Washington city, District of Columbia",0,house_heating_fuel,±198,0.00%,±0.1
"('Coal or coke',)","Wichita city, Kansas",40,house_heating_fuel,±70,0.00%,±0.1
"('Wood',)","Albuquerque city, New Mexico","1,456",house_heating_fuel,±648,0.70%,±0.3
"('Wood',)","Anaheim city, California",N,house_heating_fuel,N,N,N
"('Wood',)","Anchorage municipality, Alaska","1,112",house_heating_fuel,±541,1.10%,±0.5
"('Wood',)","Arlington city, Texas",N,house_heating_fuel,N,N,N
"('Wood',)","Atlanta city, Georgia",N,house_heating_fuel,N,N,N
"('Wood',)","Aurora city, Colorado",457,house_heating_fuel,±328,0.40%,±0.3
"('Wood',)","Austin city, Texas",283,house_heating_fuel,±223,0.10%,±0.1
"('Wood',)","Bakersfield city, California",477,house_heating_fuel,±285,0.40%,±0.2
"('Wood',)","Baltimore city, Maryland",142,house_heating_fuel,±128,0.10%,±0.1
"('Wood',)","Boston city, Massachusetts",270,house_heating_fuel,±256,0.10%,±0.1
"('Wood',)","Charlotte city, North Carolina",508,house_heating_fuel,±418,0.20%,±0.1
"('Wood',)","Chicago city, Illinois",169,house_heating_fuel,±128,0.00%,±0.1
"('Wood',)","Cincinnati city, Ohio",37,house_heating_fuel,±61,0.00%,±0.1
"('Wood',)","Cleveland city, Ohio",488,house_heating_fuel,±470,0.30%,±0.3
"('Wood',)","Colorado Springs city, Colorado",448,house_heating_fuel,±256,0.30%,±0.1
"('Wood',)","Columbus city, Ohio",447,house_heating_fuel,±374,0.10%,±0.1
"('Wood',)","Corpus Christi city, Texas",N,house_heating_fuel,N,N,N
"('Wood',)","Dallas city, Texas",317,house_heating_fuel,±230,0.10%,±0.1
"('Wood',)","Denver city, Colorado",157,house_heating_fuel,±165,0.10%,±0.1
"('Wood',)","Detroit city, Michigan",633,house_heating_fuel,±388,0.20%,±0.2
"('Wood',)","Durham city, North Carolina",247,house_heating_fuel,±235,0.20%,±0.2
"('Wood',)","El Paso city, Texas",N,house_heating_fuel,N,N,N
"('Wood',)","Fort Worth city, Texas",96,house_heating_fuel,±125,0.00%,±0.1
"('Wood',)","Fresno city, California",584,house_heating_fuel,±343,0.40%,±0.2
"('Wood',)","Greensboro city, North Carolina",437,house_heating_fuel,±341,0.40%,±0.3
"('Wood',)","Henderson city, Nevada",N,house_heating_fuel,N,N,N
"('Wood',)","Houston city, Texas",356,house_heating_fuel,±336,0.00%,±0.1
"('Wood',)","Indianapolis city (balance), Indiana",569,house_heating_fuel,±316,0.20%,±0.1
"('Wood',)","Irvine city, California",N,house_heating_fuel,N,N,N
"('Wood',)","Jacksonville city, Florida",151,house_heating_fuel,±130,0.00%,±0.1
"('Wood',)","Jersey City city, New Jersey",0,house_heating_fuel,±195,0.00%,±0.2
"('Wood',)","Kansas City city, Missouri",196,house_heating_fuel,±134,0.10%,±0.1
"('Wood',)","Las Vegas city, Nevada",286,house_heating_fuel,±202,0.10%,±0.1
"('Wood',)","Lincoln city, Nebraska",N,house_heating_fuel,N,N,N
"('Wood',)","Long Beach city, California",305,house_heating_fuel,±182,0.20%,±0.1
"('Wood',)","Los Angeles city, California","1,871",house_heating_fuel,±625,0.10%,±0.1
"('Wood',)","Memphis city, Tennessee",157,house_heating_fuel,±192,0.10%,±0.1
"('Wood',)","Mesa city, Arizona",59,house_heating_fuel,±71,0.00%,±0.1
"('Wood',)","Miami city, Florida",38,house_heating_fuel,±64,0.00%,±0.1
"('Wood',)","Milwaukee city, Wisconsin",429,house_heating_fuel,±285,0.20%,±0.1
"('Wood',)","Minneapolis city, Minnesota",317,house_heating_fuel,±249,0.20%,±0.1
"('Wood',)","New Orleans city, Louisiana",160,house_heating_fuel,±221,0.10%,±0.1
"('Wood',)","New York city, New York","1,336",house_heating_fuel,±637,0.00%,±0.1
"('Wood',)","Newark city, New Jersey",0,house_heating_fuel,±195,0.00%,±0.2
"('Wood',)","Oakland city, California",415,house_heating_fuel,±341,0.30%,±0.2
"('Wood',)","Oklahoma City city, Oklahoma",891,house_heating_fuel,±410,0.40%,±0.2
"('Wood',)","Omaha city, Nebraska",717,house_heating_fuel,±343,0.40%,±0.2
"('Wood',)","Orlando city, Florida",0,house_heating_fuel,±214,0.00%,±0.2
"('Wood',)","Philadelphia city, Pennsylvania",642,house_heating_fuel,±403,0.10%,±0.1
"('Wood',)","Phoenix city, Arizona",809,house_heating_fuel,±366,0.20%,±0.1
"('Wood',)","Pittsburgh city, Pennsylvania",77,house_heating_fuel,±75,0.10%,±0.1
"('Wood',)","Plano city, Texas",N,house_heating_fuel,N,N,N
"('Wood',)","Portland city, Oregon","3,696",house_heating_fuel,±914,1.40%,±0.4
"('Wood',)","Raleigh city, North Carolina",244,house_heating_fuel,±317,0.10%,±0.2
"('Wood',)","Riverside city, California",282,house_heating_fuel,±209,0.30%,±0.2
"('Wood',)","Sacramento city, California",242,house_heating_fuel,±161,0.10%,±0.1
"('Wood',)","San Antonio city, Texas",352,house_heating_fuel,±234,0.10%,±0.1
"('Wood',)","San Diego city, California","1,652",house_heating_fuel,±706,0.30%,±0.1
"('Wood',)","San Francisco city, California",390,house_heating_fuel,±270,0.10%,±0.1
"('Wood',)","San Jose city, California",801,house_heating_fuel,±452,0.30%,±0.1
"('Wood',)","Santa Ana city, California",257,house_heating_fuel,±231,0.30%,±0.3
"('Wood',)","Seattle city, Washington",703,house_heating_fuel,±417,0.20%,±0.1
"('Wood',)","St. Louis city, Missouri",174,house_heating_fuel,±171,0.10%,±0.1
"('Wood',)","St. Paul city, Minnesota",218,house_heating_fuel,±233,0.20%,±0.2
"('Wood',)","Stockton city, California",605,house_heating_fuel,±378,0.60%,±0.4
"('Wood',)","Tampa city, Florida",N,house_heating_fuel,N,N,N
"('Wood',)","Tucson city, Arizona",524,house_heating_fuel,±353,0.30%,±0.2
"('Wood',)","Tulsa city, Oklahoma",426,house_heating_fuel,±208,0.30%,±0.1
"('Wood',)","Virginia Beach city, Virginia",268,house_heating_fuel,±169,0.20%,±0.1
"('Wood',)","Washington city, District of Columbia",41,house_heating_fuel,±68,0.00%,±0.1
"('Wood',)","Wichita city, Kansas",407,house_heating_fuel,±253,0.30%,±0.2
"('Solar energy',)","Albuquerque city, New Mexico",129,house_heating_fuel,±125,0.10%,±0.1
"('Solar energy',)","Anaheim city, California",N,house_heating_fuel,N,N,N
"('Solar energy',)","Anchorage municipality, Alaska",0,house_heating_fuel,±145,0.00%,±0.1
"('Solar energy',)","Arlington city, Texas",N,house_heating_fuel,N,N,N
"('Solar energy',)","Atlanta city, Georgia",N,house_heating_fuel,N,N,N
"('Solar energy',)","Aurora city, Colorado",167,house_heating_fuel,±162,0.10%,±0.1
"('Solar energy',)","Austin city, Texas",86,house_heating_fuel,±101,0.00%,±0.1
"('Solar energy',)","Bakersfield city, California",259,house_heating_fuel,±166,0.20%,±0.1
"('Solar energy',)","Baltimore city, Maryland",33,house_heating_fuel,±55,0.00%,±0.1
"('Solar energy',)","Boston city, Massachusetts",51,house_heating_fuel,±84,0.00%,±0.1
"('Solar energy',)","Charlotte city, North Carolina",72,house_heating_fuel,±118,0.00%,±0.1
"('Solar energy',)","Chicago city, Illinois",344,house_heating_fuel,±376,0.00%,±0.1
"('Solar energy',)","Cincinnati city, Ohio",86,house_heating_fuel,±142,0.10%,±0.1
"('Solar energy',)","Cleveland city, Ohio",113,house_heating_fuel,±154,0.10%,±0.1
"('Solar energy',)","Colorado Springs city, Colorado",158,house_heating_fuel,±157,0.10%,±0.1
"('Solar energy',)","Columbus city, Ohio",64,house_heating_fuel,±109,0.00%,±0.1
"('Solar energy',)","Corpus Christi city, Texas",N,house_heating_fuel,N,N,N
"('Solar energy',)","Dallas city, Texas",82,house_heating_fuel,±95,0.00%,±0.1
"('Solar energy',)","Denver city, Colorado",266,house_heating_fuel,±249,0.10%,±0.1
"('Solar energy',)","Detroit city, Michigan",51,house_heating_fuel,±61,0.00%,±0.1
"('Solar energy',)","Durham city, North Carolina",0,house_heating_fuel,±198,0.00%,±0.2
"('Solar energy',)","El Paso city, Texas",N,house_heating_fuel,N,N,N
"('Solar energy',)","Fort Worth city, Texas",154,house_heating_fuel,±100,0.10%,±0.1
"('Solar energy',)","Fresno city, California",588,house_heating_fuel,±328,0.40%,±0.2
"('Solar energy',)","Greensboro city, North Carolina",0,house_heating_fuel,±198,0.00%,±0.1
"('Solar energy',)","Henderson city, Nevada",N,house_heating_fuel,N,N,N
"('Solar energy',)","Houston city, Texas",288,house_heating_fuel,±253,0.00%,±0.1
"('Solar energy',)","Indianapolis city (balance), Indiana",110,house_heating_fuel,±151,0.00%,±0.1
"('Solar energy',)","Irvine city, California",N,house_heating_fuel,N,N,N
"('Solar energy',)","Jacksonville city, Florida",38,house_heating_fuel,±63,0.00%,±0.1
"('Solar energy',)","Jersey City city, New Jersey",61,house_heating_fuel,±104,0.10%,±0.1
"('Solar energy',)","Kansas City city, Missouri",66,house_heating_fuel,±77,0.00%,±0.1
"('Solar energy',)","Las Vegas city, Nevada",65,house_heating_fuel,±109,0.00%,±0.1
"('Solar energy',)","Lincoln city, Nebraska",N,house_heating_fuel,N,N,N
"('Solar energy',)","Long Beach city, California",173,house_heating_fuel,±170,0.10%,±0.1
"('Solar energy',)","Los Angeles city, California","1,844",house_heating_fuel,±605,0.10%,±0.1
"('Solar energy',)","Memphis city, Tennessee",0,house_heating_fuel,±198,0.00%,±0.1
"('Solar energy',)","Mesa city, Arizona",168,house_heating_fuel,±141,0.10%,±0.1
"('Solar energy',)","Miami city, Florida",0,house_heating_fuel,±214,0.00%,±0.1
"('Solar energy',)","Milwaukee city, Wisconsin",24,house_heating_fuel,±40,0.00%,±0.1
"('Solar energy',)","Minneapolis city, Minnesota",63,house_heating_fuel,±102,0.00%,±0.1
"('Solar energy',)","New Orleans city, Louisiana",158,house_heating_fuel,±140,0.10%,±0.1
"('Solar energy',)","New York city, New York","1,018",house_heating_fuel,±488,0.00%,±0.1
"('Solar energy',)","Newark city, New Jersey",0,house_heating_fuel,±195,0.00%,±0.2
"('Solar energy',)","Oakland city, California",443,house_heating_fuel,±259,0.30%,±0.2
"('Solar energy',)","Oklahoma City city, Oklahoma",0,house_heating_fuel,±153,0.00%,±0.1
"('Solar energy',)","Omaha city, Nebraska",0,house_heating_fuel,±153,0.00%,±0.1
"('Solar energy',)","Orlando city, Florida",0,house_heating_fuel,±214,0.00%,±0.2
"('Solar energy',)","Philadelphia city, Pennsylvania",208,house_heating_fuel,±238,0.00%,±0.1
"('Solar energy',)","Phoenix city, Arizona",954,house_heating_fuel,±362,0.20%,±0.1
"('Solar energy',)","Pittsburgh city, Pennsylvania",0,house_heating_fuel,±168,0.00%,±0.1
"('Solar energy',)","Plano city, Texas",N,house_heating_fuel,N,N,N
"('Solar energy',)","Portland city, Oregon",73,house_heating_fuel,±122,0.00%,±0.1
"('Solar energy',)","Raleigh city, North Carolina",61,house_heating_fuel,±103,0.00%,±0.1
"('Solar energy',)","Riverside city, California",85,house_heating_fuel,±103,0.10%,±0.1
"('Solar energy',)","Sacramento city, California",0,house_heating_fuel,±200,0.00%,±0.1
"('Solar energy',)","San Antonio city, Texas",49,house_heating_fuel,±82,0.00%,±0.1
"('Solar energy',)","San Diego city, California","1,292",house_heating_fuel,±560,0.30%,±0.1
"('Solar energy',)","San Francisco city, California",780,house_heating_fuel,±372,0.20%,±0.1
"('Solar energy',)","San Jose city, California",659,house_heating_fuel,±296,0.20%,±0.1
"('Solar energy',)","Santa Ana city, California",0,house_heating_fuel,±200,0.00%,±0.2
"('Solar energy',)","Seattle city, Washington",67,house_heating_fuel,±111,0.00%,±0.1
"('Solar energy',)","St. Louis city, Missouri",43,house_heating_fuel,±69,0.00%,±0.1
"('Solar energy',)","St. Paul city, Minnesota",0,house_heating_fuel,±141,0.00%,±0.1
"('Solar energy',)","Stockton city, California",414,house_heating_fuel,±282,0.40%,±0.3
"('Solar energy',)","Tampa city, Florida",N,house_heating_fuel,N,N,N
"('Solar energy',)","Tucson city, Arizona",281,house_heating_fuel,±202,0.10%,±0.1
"('Solar energy',)","Tulsa city, Oklahoma",0,house_heating_fuel,±153,0.00%,±0.1
"('Solar energy',)","Virginia Beach city, Virginia",0,house_heating_fuel,±195,0.00%,±0.1
"('Solar energy',)","Washington city, District of Columbia",203,house_heating_fuel,±195,0.10%,±0.1
"('Solar energy',)","Wichita city, Kansas",0,house_heating_fuel,±168,0.00%,±0.1
"('Other fuel',)","Albuquerque city, New Mexico",452,house_heating_fuel,±241,0.20%,±0.1
"('Other fuel',)","Anaheim city, California",N,house_heating_fuel,N,N,N
"('Other fuel',)","Anchorage municipality, Alaska",262,house_heating_fuel,±203,0.30%,±0.2
"('Other fuel',)","Arlington city, Texas",N,house_heating_fuel,N,N,N
"('Other fuel',)","Atlanta city, Georgia",N,house_heating_fuel,N,N,N
"('Other fuel',)","Aurora city, Colorado",744,house_heating_fuel,±309,0.60%,±0.2
"('Other fuel',)","Austin city, Texas",222,house_heating_fuel,±215,0.10%,±0.1
"('Other fuel',)","Bakersfield city, California",249,house_heating_fuel,±312,0.20%,±0.3
"('Other fuel',)","Baltimore city, Maryland","1,106",house_heating_fuel,±447,0.50%,±0.2
"('Other fuel',)","Boston city, Massachusetts","1,767",house_heating_fuel,±514,0.70%,±0.2
"('Other fuel',)","Charlotte city, North Carolina",195,house_heating_fuel,±234,0.10%,±0.1
"('Other fuel',)","Chicago city, Illinois","7,053",house_heating_fuel,"±1,021",0.70%,±0.1
"('Other fuel',)","Cincinnati city, Ohio","1,002",house_heating_fuel,±391,0.70%,±0.3
"('Other fuel',)","Cleveland city, Ohio","1,244",house_heating_fuel,±426,0.70%,±0.3
"('Other fuel',)","Colorado Springs city, Colorado",934,house_heating_fuel,±409,0.50%,±0.2
"('Other fuel',)","Columbus city, Ohio",506,house_heating_fuel,±377,0.10%,±0.1
"('Other fuel',)","Corpus Christi city, Texas",N,house_heating_fuel,N,N,N
"('Other fuel',)","Dallas city, Texas",737,house_heating_fuel,±499,0.20%,±0.1
"('Other fuel',)","Denver city, Colorado","3,247",house_heating_fuel,±783,1.20%,±0.3
"('Other fuel',)","Detroit city, Michigan","1,128",house_heating_fuel,±395,0.40%,±0.2
"('Other fuel',)","Durham city, North Carolina",151,house_heating_fuel,±152,0.10%,±0.1
"('Other fuel',)","El Paso city, Texas",N,house_heating_fuel,N,N,N
"('Other fuel',)","Fort Worth city, Texas",303,house_heating_fuel,±259,0.10%,±0.1
"('Other fuel',)","Fresno city, California",371,house_heating_fuel,±383,0.20%,±0.2
"('Other fuel',)","Greensboro city, North Carolina",80,house_heating_fuel,±76,0.10%,±0.1
"('Other fuel',)","Henderson city, Nevada",N,house_heating_fuel,N,N,N
"('Other fuel',)","Houston city, Texas",557,house_heating_fuel,±336,0.10%,±0.1
"('Other fuel',)","Indianapolis city (balance), Indiana",644,house_heating_fuel,±293,0.20%,±0.1
"('Other fuel',)","Irvine city, California",N,house_heating_fuel,N,N,N
"('Other fuel',)","Jacksonville city, Florida",234,house_heating_fuel,±210,0.10%,±0.1
"('Other fuel',)","Jersey City city, New Jersey",338,house_heating_fuel,±252,0.30%,±0.3
"('Other fuel',)","Kansas City city, Missouri",280,house_heating_fuel,±193,0.10%,±0.1
"('Other fuel',)","Las Vegas city, Nevada",206,house_heating_fuel,±155,0.10%,±0.1
"('Other fuel',)","Lincoln city, Nebraska",N,house_heating_fuel,N,N,N
"('Other fuel',)","Long Beach city, California",228,house_heating_fuel,±224,0.10%,±0.1
"('Other fuel',)","Los Angeles city, California","1,563",house_heating_fuel,±475,0.10%,±0.1
"('Other fuel',)","Memphis city, Tennessee",554,house_heating_fuel,±408,0.20%,±0.2
"('Other fuel',)","Mesa city, Arizona",121,house_heating_fuel,±116,0.10%,±0.1
"('Other fuel',)","Miami city, Florida",144,house_heating_fuel,±119,0.10%,±0.1
"('Other fuel',)","Milwaukee city, Wisconsin","2,574",house_heating_fuel,±713,1.10%,±0.3
"('Other fuel',)","Minneapolis city, Minnesota","1,882",house_heating_fuel,±687,1.10%,±0.4
"('Other fuel',)","New Orleans city, Louisiana",96,house_heating_fuel,±95,0.10%,±0.1
"('Other fuel',)","New York city, New York","46,085",house_heating_fuel,"±3,749",1.50%,±0.1
"('Other fuel',)","Newark city, New Jersey",109,house_heating_fuel,±102,0.10%,±0.1
"('Other fuel',)","Oakland city, California",641,house_heating_fuel,±345,0.40%,±0.2
"('Other fuel',)","Oklahoma City city, Oklahoma",764,house_heating_fuel,±387,0.30%,±0.2
"('Other fuel',)","Omaha city, Nebraska",286,house_heating_fuel,±194,0.20%,±0.1
"('Other fuel',)","Orlando city, Florida",0,house_heating_fuel,±214,0.00%,±0.2
"('Other fuel',)","Philadelphia city, Pennsylvania","2,106",house_heating_fuel,±692,0.40%,±0.1
"('Other fuel',)","Phoenix city, Arizona",328,house_heating_fuel,±220,0.10%,±0.1
"('Other fuel',)","Pittsburgh city, Pennsylvania",694,house_heating_fuel,±305,0.50%,±0.2
"('Other fuel',)","Plano city, Texas",N,house_heating_fuel,N,N,N
"('Other fuel',)","Portland city, Oregon","1,434",house_heating_fuel,±573,0.60%,±0.2
"('Other fuel',)","Raleigh city, North Carolina",0,house_heating_fuel,±198,0.00%,±0.1
"('Other fuel',)","Riverside city, California",188,house_heating_fuel,±192,0.20%,±0.2
"('Other fuel',)","Sacramento city, California",264,house_heating_fuel,±194,0.10%,±0.1
"('Other fuel',)","San Antonio city, Texas",332,house_heating_fuel,±267,0.10%,±0.1
"('Other fuel',)","San Diego city, California",359,house_heating_fuel,±229,0.10%,±0.1
"('Other fuel',)","San Francisco city, California","4,292",house_heating_fuel,±960,1.20%,±0.3
"('Other fuel',)","San Jose city, California",237,house_heating_fuel,±239,0.10%,±0.1
"('Other fuel',)","Santa Ana city, California",190,house_heating_fuel,±191,0.20%,±0.2
"('Other fuel',)","Seattle city, Washington","2,836",house_heating_fuel,±765,0.90%,±0.3
"('Other fuel',)","St. Louis city, Missouri",611,house_heating_fuel,±333,0.40%,±0.2
"('Other fuel',)","St. Paul city, Minnesota","1,373",house_heating_fuel,±492,1.20%,±0.4
"('Other fuel',)","Stockton city, California",200,house_heating_fuel,±201,0.20%,±0.2
"('Other fuel',)","Tampa city, Florida",N,house_heating_fuel,N,N,N
"('Other fuel',)","Tucson city, Arizona",223,house_heating_fuel,±192,0.10%,±0.1
"('Other fuel',)","Tulsa city, Oklahoma",213,house_heating_fuel,±164,0.10%,±0.1
"('Other fuel',)","Virginia Beach city, Virginia",548,house_heating_fuel,±245,0.30%,±0.1
"('Other fuel',)","Washington city, District of Columbia","1,250",house_heating_fuel,±385,0.50%,±0.1
"('Other fuel',)","Wichita city, Kansas",536,house_heating_fuel,±409,0.40%,±0.3
"('No fuel used',)","Albuquerque city, New Mexico",332,house_heating_fuel,±244,0.20%,±0.1
"('No fuel used',)","Anaheim city, California",N,house_heating_fuel,N,N,N
"('No fuel used',)","Anchorage municipality, Alaska",682,house_heating_fuel,±298,0.70%,±0.3
"('No fuel used',)","Arlington city, Texas",N,house_heating_fuel,N,N,N
"('No fuel used',)","Atlanta city, Georgia",N,house_heating_fuel,N,N,N
"('No fuel used',)","Aurora city, Colorado",720,house_heating_fuel,±342,0.60%,±0.3
"('No fuel used',)","Austin city, Texas","1,147",house_heating_fuel,±412,0.30%,±0.1
"('No fuel used',)","Bakersfield city, California","2,552",house_heating_fuel,±935,2.20%,±0.8
"('No fuel used',)","Baltimore city, Maryland","1,934",house_heating_fuel,±446,0.80%,±0.2
"('No fuel used',)","Boston city, Massachusetts","3,029",house_heating_fuel,±909,1.20%,±0.4
"('No fuel used',)","Charlotte city, North Carolina","1,136",house_heating_fuel,±422,0.40%,±0.1
"('No fuel used',)","Chicago city, Illinois","16,160",house_heating_fuel,"±1,535",1.60%,±0.1
"('No fuel used',)","Cincinnati city, Ohio","1,751",house_heating_fuel,±522,1.30%,±0.4
"('No fuel used',)","Cleveland city, Ohio","1,410",house_heating_fuel,±424,0.80%,±0.3
"('No fuel used',)","Colorado Springs city, Colorado",661,house_heating_fuel,±438,0.40%,±0.3
"('No fuel used',)","Columbus city, Ohio",653,house_heating_fuel,±260,0.20%,±0.1
"('No fuel used',)","Corpus Christi city, Texas",N,house_heating_fuel,N,N,N
"('No fuel used',)","Dallas city, Texas","1,825",house_heating_fuel,±603,0.40%,±0.1
"('No fuel used',)","Denver city, Colorado","1,952",house_heating_fuel,±651,0.70%,±0.2
"('No fuel used',)","Detroit city, Michigan","1,612",house_heating_fuel,±441,0.60%,±0.2
"('No fuel used',)","Durham city, North Carolina",564,house_heating_fuel,±369,0.50%,±0.4
"('No fuel used',)","El Paso city, Texas",N,house_heating_fuel,N,N,N
"('No fuel used',)","Fort Worth city, Texas","1,297",house_heating_fuel,±524,0.50%,±0.2
"('No fuel used',)","Fresno city, California","2,435",house_heating_fuel,±841,1.50%,±0.5
"('No fuel used',)","Greensboro city, North Carolina",229,house_heating_fuel,±216,0.20%,±0.2
"('No fuel used',)","Henderson city, Nevada",N,house_heating_fuel,N,N,N
"('No fuel used',)","Houston city, Texas","3,777",house_heating_fuel,±767,0.50%,±0.1
"('No fuel used',)","Indianapolis city (balance), Indiana",912,house_heating_fuel,±367,0.30%,±0.1
"('No fuel used',)","Irvine city, California",N,house_heating_fuel,N,N,N
"('No fuel used',)","Jacksonville city, Florida","2,942",house_heating_fuel,±651,0.90%,±0.2
"('No fuel used',)","Jersey City city, New Jersey","1,194",house_heating_fuel,±417,1.20%,±0.4
"('No fuel used',)","Kansas City city, Missouri","1,123",house_heating_fuel,±431,0.60%,±0.2
"('No fuel used',)","Las Vegas city, Nevada",605,house_heating_fuel,±362,0.30%,±0.2
"('No fuel used',)","Lincoln city, Nebraska",N,house_heating_fuel,N,N,N
"('No fuel used',)","Long Beach city, California","10,692",house_heating_fuel,"±1,430",6.60%,±0.9
"('No fuel used',)","Los Angeles city, California","96,280",house_heating_fuel,"±4,587",7.20%,±0.4
"('No fuel used',)","Memphis city, Tennessee",703,house_heating_fuel,±263,0.30%,±0.1
"('No fuel used',)","Mesa city, Arizona","1,236",house_heating_fuel,±451,0.70%,±0.3
"('No fuel used',)","Miami city, Florida","7,382",house_heating_fuel,"±1,017",4.70%,±0.6
