Metric,City,Estimate,Group,Estimate Margin of Error,Percent,Percent Margin of Error
"('Housing units with a mortgage',)","Minneapolis city, Minnesota","60,935",mortgage_status,"±2,999",71.80%,±2.0
"('Housing units with a mortgage',)","New Orleans city, Louisiana","42,536",mortgage_status,"±2,080",56.50%,±2.2
"('Housing units with a mortgage',)","New York city, New York","584,893",mortgage_status,"±12,569",57.20%,±0.8
"('Housing units with a mortgage',)","Newark city, New Jersey","16,869",mortgage_status,"±2,184",68.50%,±4.4
"('Housing units with a mortgage',)","Oakland city, California","50,606",mortgage_status,"±2,777",72.80%,±2.4
"('Housing units with a mortgage',)","Oklahoma City city, Oklahoma","85,782",mortgage_status,"±3,735",59.70%,±2.1
"('Housing units with a mortgage',)","Omaha city, Nebraska","72,704",mortgage_status,"±2,797",65.90%,±1.9
"('Housing units with a mortgage',)","Orlando city, Florida","28,545",mortgage_status,"±2,917",69.20%,±4.1
"('Housing units with a mortgage',)","Philadelphia city, Pennsylvania","191,038",mortgage_status,"±6,070",59.00%,±1.5
"('Housing units with a mortgage',)","Phoenix city, Arizona","219,783",mortgage_status,"±5,821",68.80%,±1.2
"('Housing units with a mortgage',)","Pittsburgh city, Pennsylvania","35,079",mortgage_status,"±2,285",54.20%,±2.7
"('Housing units with a mortgage',)","Plano city, Texas","37,810",mortgage_status,"±2,635",63.00%,±2.6
"('Housing units with a mortgage',)","Portland city, Oregon","108,838",mortgage_status,"±4,062",72.20%,±1.5
"('Housing units with a mortgage',)","Raleigh city, North Carolina","72,525",mortgage_status,"±4,368",75.20%,±2.2
"('Housing units with a mortgage',)","Riverside city, California","34,750",mortgage_status,"±2,334",74.90%,±2.9
"('Housing units with a mortgage',)","Sacramento city, California","64,156",mortgage_status,"±3,921",68.60%,±2.2
"('Housing units with a mortgage',)","San Antonio city, Texas","157,945",mortgage_status,"±6,223",57.60%,±1.5
"('Housing units with a mortgage',)","San Diego city, California","168,572",mortgage_status,"±5,268",70.80%,±1.4
"('Housing units with a mortgage',)","San Francisco city, California","88,260",mortgage_status,"±3,829",65.00%,±1.7
"('Housing units with a mortgage',)","San Jose city, California","123,109",mortgage_status,"±4,184",68.00%,±1.8
"('Housing units with a mortgage',)","Santa Ana city, California","22,473",mortgage_status,"±2,116",65.20%,±3.7
"('Housing units with a mortgage',)","Seattle city, Washington","110,325",mortgage_status,"±4,440",73.10%,±1.9
"('Housing units with a mortgage',)","St. Louis city, Missouri","41,499",mortgage_status,"±2,737",64.10%,±2.4
"('Housing units with a mortgage',)","St. Paul city, Minnesota","42,205",mortgage_status,"±2,606",73.00%,±2.5
"('Housing units with a mortgage',)","Stockton city, California","31,439",mortgage_status,"±2,453",65.70%,±3.2
"('Housing units with a mortgage',)","Tampa city, Florida","52,793",mortgage_status,"±2,778",66.00%,±2.4
"('Housing units with a mortgage',)","Tucson city, Arizona","67,900",mortgage_status,"±3,778",63.20%,±2.3
"('Housing units with a mortgage',)","Tulsa city, Oklahoma","49,961",mortgage_status,"±2,364",59.30%,±2.1
"('Housing units with a mortgage',)","Virginia Beach city, Virginia","83,059",mortgage_status,"±3,033",76.10%,±1.8
"('Housing units with a mortgage',)","Washington city, District of Columbia","92,531",mortgage_status,"±3,195",76.50%,±1.5
"('Housing units with a mortgage',)","Wichita city, Kansas","57,210",mortgage_status,"±2,870",62.90%,±2.4
"('Housing units without a mortgage',)","Albuquerque city, New Mexico","47,543",mortgage_status,"±2,680",34.80%,±1.8
"('Housing units without a mortgage',)","Anaheim city, California","13,152",mortgage_status,"±1,633",27.10%,±3.1
"('Housing units without a mortgage',)","Anchorage municipality, Alaska","21,161",mortgage_status,"±2,319",33.00%,±3.2
"('Housing units without a mortgage',)","Arlington city, Texas","31,173",mortgage_status,"±2,719",41.60%,±3.2
"('Housing units without a mortgage',)","Atlanta city, Georgia","33,645",mortgage_status,"±4,008",32.20%,±3.3
"('Housing units without a mortgage',)","Aurora city, Colorado","18,555",mortgage_status,"±1,858",21.90%,±2.1
"('Housing units without a mortgage',)","Austin city, Texas","60,848",mortgage_status,"±3,455",33.40%,±1.5
"('Housing units without a mortgage',)","Bakersfield city, California","19,844",mortgage_status,"±2,209",28.70%,±3.0
"('Housing units without a mortgage',)","Baltimore city, Maryland","37,372",mortgage_status,"±2,896",32.30%,±2.2
"('Housing units without a mortgage',)","Boston city, Massachusetts","26,531",mortgage_status,"±2,239",28.20%,±2.2
"('Housing units without a mortgage',)","Charlotte city, North Carolina","40,712",mortgage_status,"±2,839",22.70%,±1.5
"('Housing units without a mortgage',)","Chicago city, Illinois","164,748",mortgage_status,"±6,229",34.50%,±1.1
"('Housing units without a mortgage',)","Cincinnati city, Ohio","18,283",mortgage_status,"±1,791",33.80%,±3.0
"('Housing units without a mortgage',)","Cleveland city, Ohio","32,516",mortgage_status,"±2,816",47.30%,±2.7
"('Housing units without a mortgage',)","Colorado Springs city, Colorado","29,413",mortgage_status,"±2,437",26.00%,±2.2
"('Housing units without a mortgage',)","Columbus city, Ohio","47,485",mortgage_status,"±2,903",28.30%,±1.6
"('Housing units without a mortgage',)","Corpus Christi city, Texas","30,963",mortgage_status,"±2,709",44.70%,±3.5
"('Housing units without a mortgage',)","Dallas city, Texas","95,025",mortgage_status,"±5,337",45.10%,±2.2
"('Housing units without a mortgage',)","Denver city, Colorado","38,328",mortgage_status,"±2,465",24.20%,±1.4
"('Housing units without a mortgage',)","Detroit city, Michigan","86,410",mortgage_status,"±4,861",67.60%,±2.5
"('Housing units without a mortgage',)","Durham city, North Carolina","13,012",mortgage_status,"±1,681",22.00%,±2.6
"('Housing units without a mortgage',)","El Paso city, Texas","56,841",mortgage_status,"±3,559",44.30%,±2.2
"('Housing units without a mortgage',)","Fort Worth city, Texas","63,764",mortgage_status,"±4,016",35.50%,±2.0
"('Housing units without a mortgage',)","Fresno city, California","22,060",mortgage_status,"±2,053",27.60%,±2.3
"('Housing units without a mortgage',)","Greensboro city, North Carolina","17,168",mortgage_status,"±1,809",29.90%,±2.9
"('Housing units without a mortgage',)","Henderson city, Nevada","24,568",mortgage_status,"±2,312",30.90%,±2.5
"('Housing units without a mortgage',)","Houston city, Texas","172,450",mortgage_status,"±5,893",48.80%,±1.3
"('Housing units without a mortgage',)","Indianapolis city (balance), Indiana","56,836",mortgage_status,"±3,627",31.50%,±1.9
"('Housing units without a mortgage',)","Irvine city, California","16,897",mortgage_status,"±2,497",37.10%,±4.8
"('Housing units without a mortgage',)","Jacksonville city, Florida","63,491",mortgage_status,"±4,136",32.10%,±1.8
"('Housing units without a mortgage',)","Jersey City city, New Jersey","9,214",mortgage_status,"±1,510",27.50%,±3.8
"('Housing units without a mortgage',)","Kansas City city, Missouri","43,438",mortgage_status,"±3,236",39.20%,±2.4
"('Housing units without a mortgage',)","Las Vegas city, Nevada","36,656",mortgage_status,"±2,424",29.60%,±1.7
"('Housing units without a mortgage',)","Lincoln city, Nebraska","23,819",mortgage_status,"±1,891",35.30%,±2.4
"('Housing units without a mortgage',)","Long Beach city, California","18,004",mortgage_status,"±1,767",27.70%,±2.3
"('Housing units without a mortgage',)","Los Angeles city, California","145,469",mortgage_status,"±5,904",28.50%,±1.0
"('Housing units without a mortgage',)","Memphis city, Tennessee","46,526",mortgage_status,"±3,385",39.40%,±2.5
"('Housing units without a mortgage',)","Mesa city, Arizona","42,455",mortgage_status,"±3,100",36.00%,±1.9
"('Housing units without a mortgage',)","Miami city, Florida","27,484",mortgage_status,"±2,856",49.20%,±3.9
"('Housing units without a mortgage',)","Milwaukee city, Wisconsin","30,930",mortgage_status,"±1,887",33.30%,±1.7
"('Housing units without a mortgage',)","Minneapolis city, Minnesota","23,894",mortgage_status,"±1,900",28.20%,±2.0
"('Housing units without a mortgage',)","New Orleans city, Louisiana","32,721",mortgage_status,"±2,055",43.50%,±2.2
"('Housing units without a mortgage',)","New York city, New York","437,926",mortgage_status,"±9,808",42.80%,±0.8
"('Housing units without a mortgage',)","Newark city, New Jersey","7,765",mortgage_status,"±1,179",31.50%,±4.4
"('Housing units without a mortgage',)","Oakland city, California","18,950",mortgage_status,"±1,997",27.20%,±2.4
"('Housing units without a mortgage',)","Oklahoma City city, Oklahoma","57,809",mortgage_status,"±3,443",40.30%,±2.1
"('Housing units without a mortgage',)","Omaha city, Nebraska","37,554",mortgage_status,"±2,391",34.10%,±1.9
"('Housing units without a mortgage',)","Orlando city, Florida","12,694",mortgage_status,"±2,001",30.80%,±4.1
"('Housing units without a mortgage',)","Philadelphia city, Pennsylvania","132,684",mortgage_status,"±5,710",41.00%,±1.5
"('Housing units without a mortgage',)","Phoenix city, Arizona","99,870",mortgage_status,"±4,673",31.20%,±1.2
"('Housing units without a mortgage',)","Pittsburgh city, Pennsylvania","29,590",mortgage_status,"±2,566",45.80%,±2.7
"('Housing units without a mortgage',)","Plano city, Texas","22,248",mortgage_status,"±1,855",37.00%,±2.6
"('Housing units without a mortgage',)","Portland city, Oregon","41,886",mortgage_status,"±2,557",27.80%,±1.5
"('Housing units without a mortgage',)","Raleigh city, North Carolina","23,885",mortgage_status,"±2,293",24.80%,±2.2
"('Housing units without a mortgage',)","Riverside city, California","11,623",mortgage_status,"±1,333",25.10%,±2.9
"('Housing units without a mortgage',)","Sacramento city, California","29,353",mortgage_status,"±2,313",31.40%,±2.2
"('Housing units without a mortgage',)","San Antonio city, Texas","116,345",mortgage_status,"±4,735",42.40%,±1.5
"('Housing units without a mortgage',)","San Diego city, California","69,554",mortgage_status,"±3,933",29.20%,±1.4
"('Housing units without a mortgage',)","San Francisco city, California","47,592",mortgage_status,"±2,863",35.00%,±1.7
"('Housing units without a mortgage',)","San Jose city, California","57,884",mortgage_status,"±3,885",32.00%,±1.8
"('Housing units without a mortgage',)","Santa Ana city, California","12,008",mortgage_status,"±1,509",34.80%,±3.7
"('Housing units without a mortgage',)","Seattle city, Washington","40,562",mortgage_status,"±3,395",26.90%,±1.9
"('Housing units without a mortgage',)","St. Louis city, Missouri","23,193",mortgage_status,"±1,937",35.90%,±2.4
"('Housing units without a mortgage',)","St. Paul city, Minnesota","15,612",mortgage_status,"±1,458",27.00%,±2.5
"('Housing units without a mortgage',)","Stockton city, California","16,430",mortgage_status,"±1,775",34.30%,±3.2
"('Housing units without a mortgage',)","Tampa city, Florida","27,237",mortgage_status,"±2,445",34.00%,±2.4
"('Housing units without a mortgage',)","Tucson city, Arizona","39,616",mortgage_status,"±2,730",36.80%,±2.3
"('Housing units without a mortgage',)","Tulsa city, Oklahoma","34,291",mortgage_status,"±1,962",40.70%,±2.1
"('Housing units without a mortgage',)","Virginia Beach city, Virginia","26,058",mortgage_status,"±2,098",23.90%,±1.8
"('Housing units without a mortgage',)","Washington city, District of Columbia","28,457",mortgage_status,"±2,093",23.50%,±1.5
"('Housing units without a mortgage',)","Wichita city, Kansas","33,677",mortgage_status,"±2,455",37.10%,±2.4
"('Housing units with a mortgage',)","Albuquerque city, New Mexico","89,025",selected_monthly_owner_costs_(smoc),"±3,783","89,025",(X)
"('Housing units with a mortgage',)","Anaheim city, California","35,418",selected_monthly_owner_costs_(smoc),"±3,068","35,418",(X)
"('Housing units with a mortgage',)","Anchorage municipality, Alaska","43,057",selected_monthly_owner_costs_(smoc),"±2,777","43,057",(X)
"('Housing units with a mortgage',)","Arlington city, Texas","43,797",selected_monthly_owner_costs_(smoc),"±3,435","43,797",(X)
"('Housing units with a mortgage',)","Atlanta city, Georgia","70,687",selected_monthly_owner_costs_(smoc),"±4,212","70,687",(X)
"('Housing units with a mortgage',)","Aurora city, Colorado","66,030",selected_monthly_owner_costs_(smoc),"±3,449","66,030",(X)
"('Housing units with a mortgage',)","Austin city, Texas","121,220",selected_monthly_owner_costs_(smoc),"±4,998","121,220",(X)
"('Housing units with a mortgage',)","Bakersfield city, California","49,412",selected_monthly_owner_costs_(smoc),"±3,666","49,412",(X)
"('Housing units with a mortgage',)","Baltimore city, Maryland","78,152",selected_monthly_owner_costs_(smoc),"±4,243","78,152",(X)
"('Housing units with a mortgage',)","Boston city, Massachusetts","67,671",selected_monthly_owner_costs_(smoc),"±3,329","67,671",(X)
"('Housing units with a mortgage',)","Charlotte city, North Carolina","138,851",selected_monthly_owner_costs_(smoc),"±4,757","138,851",(X)
"('Housing units with a mortgage',)","Chicago city, Illinois","312,245",selected_monthly_owner_costs_(smoc),"±7,587","312,245",(X)
"('Housing units with a mortgage',)","Cincinnati city, Ohio","35,748",selected_monthly_owner_costs_(smoc),"±2,501","35,748",(X)
"('Housing units with a mortgage',)","Cleveland city, Ohio","36,191",selected_monthly_owner_costs_(smoc),"±2,436","36,191",(X)
"('Housing units with a mortgage',)","Colorado Springs city, Colorado","83,701",selected_monthly_owner_costs_(smoc),"±4,064","83,701",(X)
"('Housing units with a mortgage',)","Columbus city, Ohio","120,230",selected_monthly_owner_costs_(smoc),"±5,411","120,230",(X)
"('Housing units with a mortgage',)","Corpus Christi city, Texas","38,253",selected_monthly_owner_costs_(smoc),"±3,026","38,253",(X)
"('Housing units with a mortgage',)","Dallas city, Texas","115,904",selected_monthly_owner_costs_(smoc),"±5,479","115,904",(X)
"('Housing units with a mortgage',)","Denver city, Colorado","120,292",selected_monthly_owner_costs_(smoc),"±4,147","120,292",(X)
"('Housing units with a mortgage',)","Detroit city, Michigan","41,391",selected_monthly_owner_costs_(smoc),"±3,354","41,391",(X)
"('Housing units with a mortgage',)","Durham city, North Carolina","46,167",selected_monthly_owner_costs_(smoc),"±3,305","46,167",(X)
"('Housing units with a mortgage',)","El Paso city, Texas","71,535",selected_monthly_owner_costs_(smoc),"±3,746","71,535",(X)
"('Housing units with a mortgage',)","Fort Worth city, Texas","116,019",selected_monthly_owner_costs_(smoc),"±5,779","116,019",(X)
"('Housing units with a mortgage',)","Fresno city, California","57,935",selected_monthly_owner_costs_(smoc),"±3,861","57,935",(X)
"('Housing units with a mortgage',)","Greensboro city, North Carolina","40,322",selected_monthly_owner_costs_(smoc),"±2,808","40,322",(X)
"('Housing units with a mortgage',)","Henderson city, Nevada","54,938",selected_monthly_owner_costs_(smoc),"±3,043","54,938",(X)
"('Housing units with a mortgage',)","Houston city, Texas","181,112",selected_monthly_owner_costs_(smoc),"±7,359","181,112",(X)
"('Housing units with a mortgage',)","Indianapolis city (balance), Indiana","123,667",selected_monthly_owner_costs_(smoc),"±4,703","123,667",(X)
"('Housing units with a mortgage',)","Irvine city, California","28,629",selected_monthly_owner_costs_(smoc),"±3,044","28,629",(X)
"('Housing units with a mortgage',)","Jacksonville city, Florida","134,362",selected_monthly_owner_costs_(smoc),"±4,971","134,362",(X)
"('Housing units with a mortgage',)","Jersey City city, New Jersey","24,300",selected_monthly_owner_costs_(smoc),"±2,092","24,300",(X)
"('Housing units with a mortgage',)","Kansas City city, Missouri","67,297",selected_monthly_owner_costs_(smoc),"±3,634","67,297",(X)
"('Housing units with a mortgage',)","Las Vegas city, Nevada","87,132",selected_monthly_owner_costs_(smoc),"±3,755","87,132",(X)
"('Housing units with a mortgage',)","Lincoln city, Nebraska","43,692",selected_monthly_owner_costs_(smoc),"±2,179","43,692",(X)
"('Housing units with a mortgage',)","Long Beach city, California","46,940",selected_monthly_owner_costs_(smoc),"±2,916","46,940",(X)
"('Housing units with a mortgage',)","Los Angeles city, California","365,646",selected_monthly_owner_costs_(smoc),"±8,506","365,646",(X)
"('Housing units with a mortgage',)","Memphis city, Tennessee","71,581",selected_monthly_owner_costs_(smoc),"±4,269","71,581",(X)
"('Housing units with a mortgage',)","Mesa city, Arizona","75,416",selected_monthly_owner_costs_(smoc),"±3,559","75,416",(X)
"('Housing units with a mortgage',)","Miami city, Florida","28,394",selected_monthly_owner_costs_(smoc),"±2,931","28,394",(X)
"('Housing units with a mortgage',)","Milwaukee city, Wisconsin","62,052",selected_monthly_owner_costs_(smoc),"±2,802","62,052",(X)
"('Housing units with a mortgage',)","Minneapolis city, Minnesota","60,935",selected_monthly_owner_costs_(smoc),"±2,999","60,935",(X)
"('Housing units with a mortgage',)","New Orleans city, Louisiana","42,536",selected_monthly_owner_costs_(smoc),"±2,080","42,536",(X)
"('Housing units with a mortgage',)","New York city, New York","584,893",selected_monthly_owner_costs_(smoc),"±12,569","584,893",(X)
"('Housing units with a mortgage',)","Newark city, New Jersey","16,869",selected_monthly_owner_costs_(smoc),"±2,184","16,869",(X)
"('Housing units with a mortgage',)","Oakland city, California","50,606",selected_monthly_owner_costs_(smoc),"±2,777","50,606",(X)
"('Housing units with a mortgage',)","Oklahoma City city, Oklahoma","85,782",selected_monthly_owner_costs_(smoc),"±3,735","85,782",(X)
"('Housing units with a mortgage',)","Omaha city, Nebraska","72,704",selected_monthly_owner_costs_(smoc),"±2,797","72,704",(X)
"('Housing units with a mortgage',)","Orlando city, Florida","28,545",selected_monthly_owner_costs_(smoc),"±2,917","28,545",(X)
"('Housing units with a mortgage',)","Philadelphia city, Pennsylvania","191,038",selected_monthly_owner_costs_(smoc),"±6,070","191,038",(X)
"('Housing units with a mortgage',)","Phoenix city, Arizona","219,783",selected_monthly_owner_costs_(smoc),"±5,821","219,783",(X)
"('Housing units with a mortgage',)","Pittsburgh city, Pennsylvania","35,079",selected_monthly_owner_costs_(smoc),"±2,285","35,079",(X)
"('Housing units with a mortgage',)","Plano city, Texas","37,810",selected_monthly_owner_costs_(smoc),"±2,635","37,810",(X)
"('Housing units with a mortgage',)","Portland city, Oregon","108,838",selected_monthly_owner_costs_(smoc),"±4,062","108,838",(X)
"('Housing units with a mortgage',)","Raleigh city, North Carolina","72,525",selected_monthly_owner_costs_(smoc),"±4,368","72,525",(X)
"('Housing units with a mortgage',)","Riverside city, California","34,750",selected_monthly_owner_costs_(smoc),"±2,334","34,750",(X)
"('Housing units with a mortgage',)","Sacramento city, California","64,156",selected_monthly_owner_costs_(smoc),"±3,921","64,156",(X)
"('Housing units with a mortgage',)","San Antonio city, Texas","157,945",selected_monthly_owner_costs_(smoc),"±6,223","157,945",(X)
"('Housing units with a mortgage',)","San Diego city, California","168,572",selected_monthly_owner_costs_(smoc),"±5,268","168,572",(X)
"('Housing units with a mortgage',)","San Francisco city, California","88,260",selected_monthly_owner_costs_(smoc),"±3,829","88,260",(X)
"('Housing units with a mortgage',)","San Jose city, California","123,109",selected_monthly_owner_costs_(smoc),"±4,184","123,109",(X)
"('Housing units with a mortgage',)","Santa Ana city, California","22,473",selected_monthly_owner_costs_(smoc),"±2,116","22,473",(X)
"('Housing units with a mortgage',)","Seattle city, Washington","110,325",selected_monthly_owner_costs_(smoc),"±4,440","110,325",(X)
"('Housing units with a mortgage',)","St. Louis city, Missouri","41,499",selected_monthly_owner_costs_(smoc),"±2,737","41,499",(X)
"('Housing units with a mortgage',)","St. Paul city, Minnesota","42,205",selected_monthly_owner_costs_(smoc),"±2,606","42,205",(X)
"('Housing units with a mortgage',)","Stockton city, California","31,439",selected_monthly_owner_costs_(smoc),"±2,453","31,439",(X)
"('Housing units with a mortgage',)","Tampa city, Florida","52,793",selected_monthly_owner_costs_(smoc),"±2,778","52,793",(X)
"('Housing units with a mortgage',)","Tucson city, Arizona","67,900",selected_monthly_owner_costs_(smoc),"±3,778","67,900",(X)
"('Housing units with a mortgage',)","Tulsa city, Oklahoma","49,961",selected_monthly_owner_costs_(smoc),"±2,364","49,961",(X)
"('Housing units with a mortgage',)","Virginia Beach city, Virginia","83,059",selected_monthly_owner_costs_(smoc),"±3,033","83,059",(X)
"('Housing units with a mortgage',)","Washington city, District of Columbia","92,531",selected_monthly_owner_costs_(smoc),"±3,195","92,531",(X)
"('Housing units with a mortgage',)","Wichita city, Kansas","57,210",selected_monthly_owner_costs_(smoc),"±2,870","57,210",(X)
"('Less than $500',)","Albuquerque city, New Mexico","1,575",selected_monthly_owner_costs_(smoc),±551,1.80%,±0.6
"('Less than $500',)","Anaheim city, California",0,selected_monthly_owner_costs_(smoc),±216,0.00%,±0.5
"('Less than $500',)","Anchorage municipality, Alaska",163,selected_monthly_owner_costs_(smoc),±192,0.40%,±0.5
"('Less than $500',)","Arlington city, Texas",49,selected_monthly_owner_costs_(smoc),±83,0.10%,±0.2
"('Less than $500',)","Atlanta city, Georgia",226,selected_monthly_owner_costs_(smoc),±194,0.30%,±0.3
"('Less than $500',)","Aurora city, Colorado",336,selected_monthly_owner_costs_(smoc),±259,0.50%,±0.4
"('Less than $500',)","Austin city, Texas",52,selected_monthly_owner_costs_(smoc),±94,0.00%,±0.1
"('Less than $500',)","Bakersfield city, California",93,selected_monthly_owner_costs_(smoc),±72,0.20%,±0.1
"('Less than $500',)","Baltimore city, Maryland",872,selected_monthly_owner_costs_(smoc),±501,1.10%,±0.6
"('Less than $500',)","Boston city, Massachusetts",205,selected_monthly_owner_costs_(smoc),±247,0.30%,±0.4
"('Less than $500',)","Charlotte city, North Carolina",568,selected_monthly_owner_costs_(smoc),±299,0.40%,±0.2
"('Less than $500',)","Chicago city, Illinois","1,630",selected_monthly_owner_costs_(smoc),±616,0.50%,±0.2
"('Less than $500',)","Cincinnati city, Ohio",534,selected_monthly_owner_costs_(smoc),±302,1.50%,±0.9
"('Less than $500',)","Cleveland city, Ohio","1,096",selected_monthly_owner_costs_(smoc),±439,3.00%,±1.2
"('Less than $500',)","Colorado Springs city, Colorado",729,selected_monthly_owner_costs_(smoc),±291,0.90%,±0.4
"('Less than $500',)","Columbus city, Ohio","1,405",selected_monthly_owner_costs_(smoc),±481,1.20%,±0.4
"('Less than $500',)","Corpus Christi city, Texas",588,selected_monthly_owner_costs_(smoc),±369,1.50%,±1.0
"('Less than $500',)","Dallas city, Texas",557,selected_monthly_owner_costs_(smoc),±278,0.50%,±0.2
"('Less than $500',)","Denver city, Colorado",877,selected_monthly_owner_costs_(smoc),±424,0.70%,±0.4
"('Less than $500',)","Detroit city, Michigan","1,057",selected_monthly_owner_costs_(smoc),±413,2.60%,±1.0
"('Less than $500',)","Durham city, North Carolina",522,selected_monthly_owner_costs_(smoc),±338,1.10%,±0.7
"('Less than $500',)","El Paso city, Texas",693,selected_monthly_owner_costs_(smoc),±327,1.00%,±0.5
"('Less than $500',)","Fort Worth city, Texas",501,selected_monthly_owner_costs_(smoc),±369,0.40%,±0.3
"('Less than $500',)","Fresno city, California",675,selected_monthly_owner_costs_(smoc),±516,1.20%,±0.9
"('Less than $500',)","Greensboro city, North Carolina",797,selected_monthly_owner_costs_(smoc),±474,2.00%,±1.2
"('Less than $500',)","Henderson city, Nevada",291,selected_monthly_owner_costs_(smoc),±246,0.50%,±0.4
"('Less than $500',)","Houston city, Texas","1,153",selected_monthly_owner_costs_(smoc),±541,0.60%,±0.3
"('Less than $500',)","Indianapolis city (balance), Indiana","2,098",selected_monthly_owner_costs_(smoc),±575,1.70%,±0.5
"('Less than $500',)","Irvine city, California",72,selected_monthly_owner_costs_(smoc),±118,0.30%,±0.4
"('Less than $500',)","Jacksonville city, Florida","1,382",selected_monthly_owner_costs_(smoc),±571,1.00%,±0.4
"('Less than $500',)","Jersey City city, New Jersey",201,selected_monthly_owner_costs_(smoc),±219,0.80%,±0.9
"('Less than $500',)","Kansas City city, Missouri",613,selected_monthly_owner_costs_(smoc),±355,0.90%,±0.5
"('Less than $500',)","Las Vegas city, Nevada","1,255",selected_monthly_owner_costs_(smoc),±601,1.40%,±0.7
"('Less than $500',)","Lincoln city, Nebraska",571,selected_monthly_owner_costs_(smoc),±348,1.30%,±0.8
"('Less than $500',)","Long Beach city, California",94,selected_monthly_owner_costs_(smoc),±134,0.20%,±0.3
"('Less than $500',)","Los Angeles city, California","1,006",selected_monthly_owner_costs_(smoc),±373,0.30%,±0.1
"('Less than $500',)","Memphis city, Tennessee","1,160",selected_monthly_owner_costs_(smoc),±496,1.60%,±0.7
"('Less than $500',)","Mesa city, Arizona",987,selected_monthly_owner_costs_(smoc),±498,1.30%,±0.6
"('Less than $500',)","Miami city, Florida",73,selected_monthly_owner_costs_(smoc),±123,0.30%,±0.4
"('Less than $500',)","Milwaukee city, Wisconsin",495,selected_monthly_owner_costs_(smoc),±259,0.80%,±0.4
"('Less than $500',)","Minneapolis city, Minnesota",238,selected_monthly_owner_costs_(smoc),±187,0.40%,±0.3
"('Less than $500',)","New Orleans city, Louisiana",469,selected_monthly_owner_costs_(smoc),±252,1.10%,±0.6
"('Less than $500',)","New York city, New York","4,567",selected_monthly_owner_costs_(smoc),"±1,260",0.80%,±0.2
"('Less than $500',)","Newark city, New Jersey",144,selected_monthly_owner_costs_(smoc),±166,0.90%,±1.0
"('Less than $500',)","Oakland city, California",87,selected_monthly_owner_costs_(smoc),±138,0.20%,±0.3
"('Less than $500',)","Oklahoma City city, Oklahoma","1,017",selected_monthly_owner_costs_(smoc),±434,1.20%,±0.5
"('Less than $500',)","Omaha city, Nebraska",431,selected_monthly_owner_costs_(smoc),±235,0.60%,±0.3
"('Less than $500',)","Orlando city, Florida",0,selected_monthly_owner_costs_(smoc),±234,0.00%,±0.8
"('Less than $500',)","Philadelphia city, Pennsylvania","4,114",selected_monthly_owner_costs_(smoc),"±1,235",2.20%,±0.6
"('Less than $500',)","Phoenix city, Arizona","2,289",selected_monthly_owner_costs_(smoc),±770,1.00%,±0.3
"('Less than $500',)","Pittsburgh city, Pennsylvania",911,selected_monthly_owner_costs_(smoc),±505,2.60%,±1.4
"('Less than $500',)","Plano city, Texas",84,selected_monthly_owner_costs_(smoc),±98,0.20%,±0.3
"('Less than $500',)","Portland city, Oregon",265,selected_monthly_owner_costs_(smoc),±271,0.20%,±0.2
"('Less than $500',)","Raleigh city, North Carolina","1,060",selected_monthly_owner_costs_(smoc),±583,1.50%,±0.8
"('Less than $500',)","Riverside city, California",0,selected_monthly_owner_costs_(smoc),±216,0.00%,±0.6
"('Less than $500',)","Sacramento city, California",184,selected_monthly_owner_costs_(smoc),±158,0.30%,±0.2
"('Less than $500',)","San Antonio city, Texas","2,176",selected_monthly_owner_costs_(smoc),±796,1.40%,±0.5
"('Less than $500',)","San Diego city, California","1,137",selected_monthly_owner_costs_(smoc),±435,0.70%,±0.3
"('Less than $500',)","San Francisco city, California",890,selected_monthly_owner_costs_(smoc),±526,1.00%,±0.6
"('Less than $500',)","San Jose city, California",746,selected_monthly_owner_costs_(smoc),±415,0.60%,±0.3
"('Less than $500',)","Santa Ana city, California",134,selected_monthly_owner_costs_(smoc),±104,0.60%,±0.5
"('Less than $500',)","Seattle city, Washington",334,selected_monthly_owner_costs_(smoc),±371,0.30%,±0.3
"('Less than $500',)","St. Louis city, Missouri",658,selected_monthly_owner_costs_(smoc),±458,1.60%,±1.1
"('Less than $500',)","St. Paul city, Minnesota",48,selected_monthly_owner_costs_(smoc),±80,0.10%,±0.2
"('Less than $500',)","Stockton city, California",378,selected_monthly_owner_costs_(smoc),±431,1.20%,±1.4
"('Less than $500',)","Tampa city, Florida",570,selected_monthly_owner_costs_(smoc),±282,1.10%,±0.5
"('Less than $500',)","Tucson city, Arizona","1,474",selected_monthly_owner_costs_(smoc),±580,2.20%,±0.9
"('Less than $500',)","Tulsa city, Oklahoma",563,selected_monthly_owner_costs_(smoc),±261,1.10%,±0.5
"('Less than $500',)","Virginia Beach city, Virginia",169,selected_monthly_owner_costs_(smoc),±174,0.20%,±0.2
"('Less than $500',)","Washington city, District of Columbia",389,selected_monthly_owner_costs_(smoc),±237,0.40%,±0.3
"('Less than $500',)","Wichita city, Kansas","1,545",selected_monthly_owner_costs_(smoc),±640,2.70%,±1.1
"('$500 to $999',)","Albuquerque city, New Mexico","15,572",selected_monthly_owner_costs_(smoc),"±2,024",17.50%,±2.1
"('$500 to $999',)","Anaheim city, California",860,selected_monthly_owner_costs_(smoc),±607,2.40%,±1.7
"('$500 to $999',)","Anchorage municipality, Alaska","1,501",selected_monthly_owner_costs_(smoc),±758,3.50%,±1.7
