Metric,City,Estimate,Group,Estimate Margin of Error,Percent,Percent Margin of Error
"('$150,000 to $199,999',)","Anaheim city, California",698,value,±388,1.50%,±0.8
"('$150,000 to $199,999',)","Anchorage municipality, Alaska","4,396",value,"±1,026",7.20%,±1.6
"('$150,000 to $199,999',)","Arlington city, Texas","15,830",value,"±1,623",20.70%,±2.1
"('$150,000 to $199,999',)","Atlanta city, Georgia","9,394",value,"±1,393",11.80%,±1.7
"('$150,000 to $199,999',)","Aurora city, Colorado","16,748",value,"±1,868",24.40%,±2.4
"('$150,000 to $199,999',)","Austin city, Texas","26,432",value,"±2,258",16.80%,±1.3
"('$150,000 to $199,999',)","Bakersfield city, California","12,478",value,"±1,682",21.60%,±2.6
"('$150,000 to $199,999',)","Baltimore city, Maryland","19,890",value,"±1,744",17.60%,±1.6
"('$150,000 to $199,999',)","Boston city, Massachusetts","4,079",value,±951,4.80%,±1.0
"('$150,000 to $199,999',)","Charlotte city, North Carolina","27,259",value,"±2,460",17.20%,±1.4
"('$150,000 to $199,999',)","Chicago city, Illinois","74,458",value,"±4,074",16.80%,±0.8
"('$150,000 to $199,999',)","Cincinnati city, Ohio","7,370",value,"±1,179",14.50%,±2.1
"('$150,000 to $199,999',)","Cleveland city, Ohio","3,481",value,±909,5.00%,±1.2
"('$150,000 to $199,999',)","Colorado Springs city, Colorado","25,200",value,"±2,069",25.30%,±1.8
"('$150,000 to $199,999',)","Columbus city, Ohio","27,160",value,"±2,298",18.10%,±1.4
"('$150,000 to $199,999',)","Corpus Christi city, Texas","10,073",value,"±1,377",15.40%,±1.9
"('$150,000 to $199,999',)","Dallas city, Texas","15,783",value,"±1,699",7.80%,±0.8
"('$150,000 to $199,999',)","Denver city, Colorado","19,538",value,"±2,163",14.00%,±1.4
"('$150,000 to $199,999',)","Detroit city, Michigan","3,659",value,±945,2.90%,±0.7
"('$150,000 to $199,999',)","Durham city, North Carolina","12,171",value,"±1,675",25.20%,±3.3
"('$150,000 to $199,999',)","El Paso city, Texas","19,184",value,"±2,182",14.80%,±1.6
"('$150,000 to $199,999',)","Fort Worth city, Texas","24,668",value,"±2,826",16.10%,±1.8
"('$150,000 to $199,999',)","Fresno city, California","15,769",value,"±1,998",21.30%,±2.5
"('$150,000 to $199,999',)","Greensboro city, North Carolina","10,738",value,"±1,626",18.60%,±2.6
"('$150,000 to $199,999',)","Henderson city, Nevada","13,145",value,"±1,757",20.00%,±2.3
"('$150,000 to $199,999',)","Houston city, Texas","37,830",value,"±2,797",10.80%,±0.7
"('$150,000 to $199,999',)","Indianapolis city (balance), Indiana","24,118",value,"±2,239",14.10%,±1.3
"('$150,000 to $199,999',)","Irvine city, California",842,value,"±1,211",2.00%,±2.9
"('$150,000 to $199,999',)","Jacksonville city, Florida","31,962",value,"±2,828",17.20%,±1.4
"('$150,000 to $199,999',)","Jersey City city, New Jersey","3,012",value,±765,11.30%,±2.8
"('$150,000 to $199,999',)","Kansas City city, Missouri","19,344",value,"±1,761",18.10%,±1.7
"('$150,000 to $199,999',)","Las Vegas city, Nevada","19,539",value,"±2,291",18.60%,±2.0
"('$150,000 to $199,999',)","Lincoln city, Nebraska","14,182",value,"±1,840",22.80%,±2.8
"('$150,000 to $199,999',)","Long Beach city, California","2,777",value,±799,4.10%,±1.2
"('$150,000 to $199,999',)","Los Angeles city, California","17,927",value,"±1,800",3.80%,±0.4
"('$150,000 to $199,999',)","Memphis city, Tennessee","11,596",value,"±1,456",9.60%,±1.2
"('$150,000 to $199,999',)","Mesa city, Arizona","21,519",value,"±1,822",21.80%,±1.6
"('$150,000 to $199,999',)","Miami city, Florida","7,371",value,"±1,151",15.30%,±2.2
"('$150,000 to $199,999',)","Milwaukee city, Wisconsin","16,402",value,"±1,399",16.90%,±1.4
"('$150,000 to $199,999',)","Minneapolis city, Minnesota","16,524",value,"±1,314",20.90%,±1.5
"('$150,000 to $199,999',)","New Orleans city, Louisiana","15,369",value,"±1,540",21.30%,±2.0
"('$150,000 to $199,999',)","New York city, New York","31,382",value,"±2,360",3.20%,±0.2
"('$150,000 to $199,999',)","Newark city, New Jersey","5,274",value,±969,26.20%,±4.2
"('$150,000 to $199,999',)","Oakland city, California","4,167",value,±836,6.70%,±1.3
"('$150,000 to $199,999',)","Oklahoma City city, Oklahoma","26,527",value,"±1,767",19.70%,±1.3
"('$150,000 to $199,999',)","Omaha city, Nebraska","16,590",value,"±1,663",17.00%,±1.6
"('$150,000 to $199,999',)","Orlando city, Florida","5,054",value,"±1,223",13.70%,±3.1
"('$150,000 to $199,999',)","Philadelphia city, Pennsylvania","47,663",value,"±3,273",16.00%,±1.1
"('$150,000 to $199,999',)","Phoenix city, Arizona","42,297",value,"±2,697",15.60%,±0.9
"('$150,000 to $199,999',)","Pittsburgh city, Pennsylvania","7,671",value,"±1,051",11.80%,±1.6
"('$150,000 to $199,999',)","Plano city, Texas","12,689",value,"±1,525",20.10%,±2.2
"('$150,000 to $199,999',)","Portland city, Oregon","18,072",value,"±2,105",13.50%,±1.5
"('$150,000 to $199,999',)","Raleigh city, North Carolina","21,444",value,"±2,259",24.30%,±2.2
"('$150,000 to $199,999',)","Riverside city, California","8,495",value,"±1,141",17.70%,±2.4
"('$150,000 to $199,999',)","Sacramento city, California","12,475",value,"±1,680",15.50%,±2.0
"('$150,000 to $199,999',)","San Antonio city, Texas","40,562",value,"±3,002",15.50%,±1.0
"('$150,000 to $199,999',)","San Diego city, California","10,174",value,"±1,684",4.50%,±0.7
"('$150,000 to $199,999',)","San Francisco city, California",485,value,±274,0.40%,±0.2
"('$150,000 to $199,999',)","San Jose city, California","3,300",value,"±1,007",1.90%,±0.6
"('$150,000 to $199,999',)","Santa Ana city, California","1,691",value,±693,5.30%,±2.1
"('$150,000 to $199,999',)","Seattle city, Washington","5,866",value,"±1,182",4.30%,±0.8
"('$150,000 to $199,999',)","St. Louis city, Missouri","8,610",value,"±1,082",14.00%,±1.7
"('$150,000 to $199,999',)","St. Paul city, Minnesota","12,229",value,"±1,399",22.00%,±2.4
"('$150,000 to $199,999',)","Stockton city, California","10,219",value,"±1,534",23.80%,±3.1
"('$150,000 to $199,999',)","Tampa city, Florida","8,676",value,"±1,361",11.90%,±1.7
"('$150,000 to $199,999',)","Tucson city, Arizona","18,292",value,"±1,731",18.70%,±1.7
"('$150,000 to $199,999',)","Tulsa city, Oklahoma","12,205",value,"±1,203",14.70%,±1.5
"('$150,000 to $199,999',)","Virginia Beach city, Virginia","17,186",value,"±2,124",16.60%,±2.0
"('$150,000 to $199,999',)","Washington city, District of Columbia","4,431",value,±863,4.00%,±0.8
"('$150,000 to $199,999',)","Wichita city, Kansas","13,442",value,"±1,500",14.90%,±1.6
"('$200,000 to $299,999',)","Albuquerque city, New Mexico","36,417",value,"±2,761",28.40%,±2.0
"('$200,000 to $299,999',)","Anaheim city, California","4,135",value,"±1,028",8.80%,±2.1
"('$200,000 to $299,999',)","Anchorage municipality, Alaska","21,118",value,"±2,285",34.40%,±3.2
"('$200,000 to $299,999',)","Arlington city, Texas","8,741",value,"±1,088",11.40%,±1.5
"('$200,000 to $299,999',)","Atlanta city, Georgia","11,591",value,"±1,548",14.60%,±1.9
"('$200,000 to $299,999',)","Aurora city, Colorado","18,269",value,"±1,516",26.70%,±2.1
"('$200,000 to $299,999',)","Austin city, Texas","39,959",value,"±2,852",25.30%,±1.8
"('$200,000 to $299,999',)","Bakersfield city, California","17,500",value,"±1,945",30.30%,±3.0
"('$200,000 to $299,999',)","Baltimore city, Maryland","20,594",value,"±2,053",18.20%,±1.8
"('$200,000 to $299,999',)","Boston city, Massachusetts","16,140",value,"±1,811",19.10%,±1.9
"('$200,000 to $299,999',)","Charlotte city, North Carolina","25,483",value,"±2,056",16.10%,±1.3
"('$200,000 to $299,999',)","Chicago city, Illinois","107,463",value,"±4,275",24.30%,±1.0
"('$200,000 to $299,999',)","Cincinnati city, Ohio","6,572",value,±892,13.00%,±1.7
"('$200,000 to $299,999',)","Cleveland city, Ohio","1,516",value,±476,2.20%,±0.7
"('$200,000 to $299,999',)","Colorado Springs city, Colorado","28,002",value,"±2,243",28.10%,±2.1
"('$200,000 to $299,999',)","Columbus city, Ohio","20,995",value,"±2,000",14.00%,±1.3
"('$200,000 to $299,999',)","Corpus Christi city, Texas","6,422",value,"±1,240",9.80%,±1.8
"('$200,000 to $299,999',)","Dallas city, Texas","27,232",value,"±2,057",13.50%,±1.0
"('$200,000 to $299,999',)","Denver city, Colorado","30,235",value,"±2,707",21.70%,±1.8
"('$200,000 to $299,999',)","Detroit city, Michigan","2,134",value,±661,1.70%,±0.5
"('$200,000 to $299,999',)","Durham city, North Carolina","11,384",value,"±1,720",23.60%,±3.3
"('$200,000 to $299,999',)","El Paso city, Texas","11,696",value,"±1,529",9.10%,±1.2
"('$200,000 to $299,999',)","Fort Worth city, Texas","15,576",value,"±1,932",10.20%,±1.3
"('$200,000 to $299,999',)","Fresno city, California","17,847",value,"±1,836",24.10%,±2.2
"('$200,000 to $299,999',)","Greensboro city, North Carolina","10,842",value,"±1,317",18.80%,±2.2
"('$200,000 to $299,999',)","Henderson city, Nevada","18,248",value,"±1,747",27.80%,±2.7
"('$200,000 to $299,999',)","Houston city, Texas","42,110",value,"±3,345",12.00%,±0.9
"('$200,000 to $299,999',)","Indianapolis city (balance), Indiana","18,453",value,"±1,993",10.80%,±1.2
"('$200,000 to $299,999',)","Irvine city, California","1,951",value,±805,4.60%,±1.9
"('$200,000 to $299,999',)","Jacksonville city, Florida","28,255",value,"±2,310",15.20%,±1.2
"('$200,000 to $299,999',)","Jersey City city, New Jersey","7,731",value,"±1,383",28.90%,±4.4
"('$200,000 to $299,999',)","Kansas City city, Missouri","16,178",value,"±1,420",15.20%,±1.3
"('$200,000 to $299,999',)","Las Vegas city, Nevada","21,833",value,"±2,165",20.80%,±1.7
"('$200,000 to $299,999',)","Lincoln city, Nebraska","11,406",value,"±1,318",18.30%,±2.2
"('$200,000 to $299,999',)","Long Beach city, California","10,858",value,"±1,612",16.20%,±2.3
"('$200,000 to $299,999',)","Los Angeles city, California","64,170",value,"±3,696",13.50%,±0.7
"('$200,000 to $299,999',)","Memphis city, Tennessee","10,488",value,"±1,562",8.70%,±1.3
"('$200,000 to $299,999',)","Mesa city, Arizona","18,313",value,"±1,825",18.60%,±1.7
"('$200,000 to $299,999',)","Miami city, Florida","10,613",value,"±1,542",22.00%,±2.8
"('$200,000 to $299,999',)","Milwaukee city, Wisconsin","7,003",value,±908,7.20%,±0.9
"('$200,000 to $299,999',)","Minneapolis city, Minnesota","19,106",value,"±1,943",24.10%,±2.2
"('$200,000 to $299,999',)","New Orleans city, Louisiana","12,347",value,"±1,199",17.10%,±1.5
"('$200,000 to $299,999',)","New York city, New York","92,658",value,"±5,183",9.40%,±0.5
"('$200,000 to $299,999',)","Newark city, New Jersey","6,315",value,"±1,194",31.30%,±5.0
"('$200,000 to $299,999',)","Oakland city, California","10,157",value,"±1,228",16.40%,±2.0
"('$200,000 to $299,999',)","Oklahoma City city, Oklahoma","19,170",value,"±1,899",14.20%,±1.4
"('$200,000 to $299,999',)","Omaha city, Nebraska","13,553",value,"±1,223",13.90%,±1.2
"('$200,000 to $299,999',)","Orlando city, Florida","6,731",value,"±1,118",18.20%,±2.8
"('$200,000 to $299,999',)","Philadelphia city, Pennsylvania","51,626",value,"±3,351",17.40%,±1.1
"('$200,000 to $299,999',)","Phoenix city, Arizona","48,107",value,"±2,927",17.70%,±1.0
"('$200,000 to $299,999',)","Pittsburgh city, Pennsylvania","5,940",value,"±1,024",9.20%,±1.5
"('$200,000 to $299,999',)","Plano city, Texas","18,075",value,"±1,914",28.60%,±2.7
"('$200,000 to $299,999',)","Portland city, Oregon","36,894",value,"±2,555",27.50%,±1.7
"('$200,000 to $299,999',)","Raleigh city, North Carolina","23,512",value,"±2,512",26.60%,±2.6
"('$200,000 to $299,999',)","Riverside city, California","16,378",value,"±1,935",34.20%,±3.4
"('$200,000 to $299,999',)","Sacramento city, California","19,290",value,"±1,632",23.90%,±1.9
"('$200,000 to $299,999',)","San Antonio city, Texas","29,168",value,"±2,386",11.10%,±0.9
"('$200,000 to $299,999',)","San Diego city, California","32,495",value,"±2,554",14.50%,±1.1
"('$200,000 to $299,999',)","San Francisco city, California","2,053",value,±635,1.60%,±0.5
"('$200,000 to $299,999',)","San Jose city, California","7,331",value,"±1,147",4.20%,±0.6
"('$200,000 to $299,999',)","Santa Ana city, California","4,764",value,±958,14.90%,±2.6
"('$200,000 to $299,999',)","Seattle city, Washington","20,090",value,"±2,083",14.60%,±1.3
"('$200,000 to $299,999',)","St. Louis city, Missouri","5,727",value,"±1,115",9.30%,±1.7
"('$200,000 to $299,999',)","St. Paul city, Minnesota","11,811",value,"±1,381",21.30%,±2.3
"('$200,000 to $299,999',)","Stockton city, California","8,852",value,"±1,549",20.60%,±3.3
"('$200,000 to $299,999',)","Tampa city, Florida","11,104",value,"±1,463",15.20%,±2.0
"('$200,000 to $299,999',)","Tucson city, Arizona","12,890",value,"±1,247",13.20%,±1.3
"('$200,000 to $299,999',)","Tulsa city, Oklahoma","9,525",value,±843,11.50%,±1.0
"('$200,000 to $299,999',)","Virginia Beach city, Virginia","36,742",value,"±1,964",35.40%,±1.8
"('$200,000 to $299,999',)","Washington city, District of Columbia","14,763",value,"±1,412",13.40%,±1.3
"('$200,000 to $299,999',)","Wichita city, Kansas","9,759",value,"±1,180",10.80%,±1.3
"('$300,000 to $499,999',)","Albuquerque city, New Mexico","14,927",value,"±1,374",11.70%,±1.1
"('$300,000 to $499,999',)","Anaheim city, California","23,874",value,"±1,964",50.90%,±3.0
"('$300,000 to $499,999',)","Anchorage municipality, Alaska","23,133",value,"±1,995",37.70%,±3.1
"('$300,000 to $499,999',)","Arlington city, Texas","2,812",value,±894,3.70%,±1.1
"('$300,000 to $499,999',)","Atlanta city, Georgia","11,542",value,"±1,461",14.50%,±1.8
"('$300,000 to $499,999',)","Aurora city, Colorado","7,261",value,±900,10.60%,±1.3
"('$300,000 to $499,999',)","Austin city, Texas","36,711",value,"±2,438",23.30%,±1.5
"('$300,000 to $499,999',)","Bakersfield city, California","8,682",value,"±1,413",15.00%,±2.3
"('$300,000 to $499,999',)","Baltimore city, Maryland","10,389",value,"±1,378",9.20%,±1.2
"('$300,000 to $499,999',)","Boston city, Massachusetts","34,195",value,"±2,465",40.40%,±2.4
"('$300,000 to $499,999',)","Charlotte city, North Carolina","20,834",value,"±1,678",13.10%,±1.1
"('$300,000 to $499,999',)","Chicago city, Illinois","79,882",value,"±4,369",18.10%,±0.9
"('$300,000 to $499,999',)","Cincinnati city, Ohio","3,562",value,±806,7.00%,±1.5
"('$300,000 to $499,999',)","Cleveland city, Ohio",883,value,±415,1.30%,±0.6
"('$300,000 to $499,999',)","Colorado Springs city, Colorado","17,056",value,"±1,614",17.10%,±1.6
"('$300,000 to $499,999',)","Columbus city, Ohio","5,711",value,±832,3.80%,±0.5
"('$300,000 to $499,999',)","Corpus Christi city, Texas","2,442",value,±688,3.70%,±1.0
"('$300,000 to $499,999',)","Dallas city, Texas","26,514",value,"±2,189",13.20%,±1.0
"('$300,000 to $499,999',)","Denver city, Colorado","35,635",value,"±2,217",25.60%,±1.5
"('$300,000 to $499,999',)","Detroit city, Michigan","1,015",value,±470,0.80%,±0.4
"('$300,000 to $499,999',)","Durham city, North Carolina","6,984",value,"±1,314",14.40%,±2.4
"('$300,000 to $499,999',)","El Paso city, Texas","5,104",value,±993,4.00%,±0.8
"('$300,000 to $499,999',)","Fort Worth city, Texas","8,647",value,"±1,464",5.70%,±0.9
"('$300,000 to $499,999',)","Fresno city, California","8,382",value,"±1,369",11.30%,±1.9
"('$300,000 to $499,999',)","Greensboro city, North Carolina","6,352",value,"±1,060",11.00%,±1.7
"('$300,000 to $499,999',)","Henderson city, Nevada","11,766",value,"±1,306",17.90%,±1.8
"('$300,000 to $499,999',)","Houston city, Texas","39,429",value,"±2,611",11.20%,±0.8
"('$300,000 to $499,999',)","Indianapolis city (balance), Indiana","8,565",value,"±1,393",5.00%,±0.8
"('$300,000 to $499,999',)","Irvine city, California","6,316",value,"±1,656",14.90%,±3.8
"('$300,000 to $499,999',)","Jacksonville city, Florida","12,383",value,"±2,002",6.70%,±1.1
"('$300,000 to $499,999',)","Jersey City city, New Jersey","9,358",value,"±1,130",35.00%,±4.1
"('$300,000 to $499,999',)","Kansas City city, Missouri","6,253",value,"±1,049",5.90%,±0.9
"('$300,000 to $499,999',)","Las Vegas city, Nevada","13,124",value,"±1,399",12.50%,±1.3
"('$300,000 to $499,999',)","Lincoln city, Nebraska","3,882",value,±704,6.20%,±1.1
"('$300,000 to $499,999',)","Long Beach city, California","25,675",value,"±2,259",38.30%,±3.1
"('$300,000 to $499,999',)","Los Angeles city, California","159,412",value,"±4,861",33.70%,±0.9
"('$300,000 to $499,999',)","Memphis city, Tennessee","5,402",value,"±1,116",4.50%,±0.9
"('$300,000 to $499,999',)","Mesa city, Arizona","8,836",value,"±1,288",9.00%,±1.3
"('$300,000 to $499,999',)","Miami city, Florida","9,347",value,"±1,588",19.30%,±3.1
"('$300,000 to $499,999',)","Milwaukee city, Wisconsin","2,717",value,±589,2.80%,±0.6
"('$300,000 to $499,999',)","Minneapolis city, Minnesota","12,391",value,"±1,186",15.60%,±1.5
"('$300,000 to $499,999',)","New Orleans city, Louisiana","11,887",value,"±1,293",16.50%,±1.8
"('$300,000 to $499,999',)","New York city, New York","310,031",value,"±6,804",31.40%,±0.7
"('$300,000 to $499,999',)","Newark city, New Jersey","3,911",value,±781,19.40%,±3.6
"('$300,000 to $499,999',)","Oakland city, California","15,492",value,"±1,490",25.00%,±2.1
"('$300,000 to $499,999',)","Oklahoma City city, Oklahoma","9,455",value,"±1,383",7.00%,±1.0
"('$300,000 to $499,999',)","Omaha city, Nebraska","5,880",value,±824,6.00%,±0.9
"('$300,000 to $499,999',)","Orlando city, Florida","5,466",value,"±1,207",14.80%,±3.1
"('$300,000 to $499,999',)","Philadelphia city, Pennsylvania","25,106",value,"±2,280",8.50%,±0.7
"('$300,000 to $499,999',)","Phoenix city, Arizona","41,843",value,"±2,889",15.40%,±1.0
"('$300,000 to $499,999',)","Pittsburgh city, Pennsylvania","4,988",value,"±1,035",7.70%,±1.5
"('$300,000 to $499,999',)","Plano city, Texas","14,368",value,"±1,514",22.80%,±2.4
"('$300,000 to $499,999',)","Portland city, Oregon","43,523",value,"±2,736",32.40%,±1.6
"('$300,000 to $499,999',)","Raleigh city, North Carolina","14,261",value,"±1,560",16.20%,±1.7
"('$300,000 to $499,999',)","Riverside city, California","12,993",value,"±1,397",27.10%,±2.7
"('$300,000 to $499,999',)","Sacramento city, California","18,849",value,"±1,943",23.40%,±2.2
"('$300,000 to $499,999',)","San Antonio city, Texas","14,823",value,"±1,676",5.70%,±0.7
"('$300,000 to $499,999',)","San Diego city, California","72,883",value,"±3,692",32.60%,±1.5
"('$300,000 to $499,999',)","San Francisco city, California","12,762",value,"±1,511",10.00%,±1.1
"('$300,000 to $499,999',)","San Jose city, California","38,572",value,"±2,357",21.90%,±1.2
"('$300,000 to $499,999',)","Santa Ana city, California","16,460",value,"±1,630",51.40%,±3.8
"('$300,000 to $499,999',)","Seattle city, Washington","53,737",value,"±2,912",39.00%,±1.7
"('$300,000 to $499,999',)","St. Louis city, Missouri","3,344",value,±619,5.40%,±1.0
"('$300,000 to $499,999',)","St. Paul city, Minnesota","6,600",value,±843,11.90%,±1.4
"('$300,000 to $499,999',)","Stockton city, California","3,418",value,±777,8.00%,±1.8
"('$300,000 to $499,999',)","Tampa city, Florida","9,838",value,"±1,284",13.50%,±1.7
"('$300,000 to $499,999',)","Tucson city, Arizona","5,426",value,"±1,091",5.50%,±1.1
"('$300,000 to $499,999',)","Tulsa city, Oklahoma","7,051",value,±810,8.50%,±0.9
"('$300,000 to $499,999',)","Virginia Beach city, Virginia","26,371",value,"±1,782",25.40%,±1.6
"('$300,000 to $499,999',)","Washington city, District of Columbia","33,124",value,"±2,595",30.00%,±1.8
"('$300,000 to $499,999',)","Wichita city, Kansas","4,846",value,±919,5.40%,±1.0
"('$500,000 to $999,999',)","Albuquerque city, New Mexico","3,121",value,±728,2.40%,±0.6
"('$500,000 to $999,999',)","Anaheim city, California","12,675",value,"±1,370",27.00%,±2.7
"('$500,000 to $999,999',)","Anchorage municipality, Alaska","6,009",value,±927,9.80%,±1.6
"('$500,000 to $999,999',)","Arlington city, Texas",489,value,±310,0.60%,±0.4
"('$500,000 to $999,999',)","Atlanta city, Georgia","10,926",value,"±1,243",13.70%,±1.5
"('$500,000 to $999,999',)","Aurora city, Colorado","1,888",value,±564,2.80%,±0.8
"('$500,000 to $999,999',)","Austin city, Texas","15,025",value,"±1,471",9.50%,±0.9
"('$500,000 to $999,999',)","Bakersfield city, California","1,366",value,±450,2.40%,±0.8
"('$500,000 to $999,999',)","Baltimore city, Maryland","4,333",value,±878,3.80%,±0.8
"('$500,000 to $999,999',)","Boston city, Massachusetts","18,906",value,"±2,065",22.30%,±2.1
"('$500,000 to $999,999',)","Charlotte city, North Carolina","11,956",value,"±1,450",7.50%,±0.9
"('$500,000 to $999,999',)","Chicago city, Illinois","35,777",value,"±2,970",8.10%,±0.7
"('$500,000 to $999,999',)","Cincinnati city, Ohio","2,099",value,±546,4.10%,±1.1
"('$500,000 to $999,999',)","Cleveland city, Ohio",345,value,±223,0.50%,±0.3
"('$500,000 to $999,999',)","Colorado Springs city, Colorado","5,304",value,±993,5.30%,±1.0
"('$500,000 to $999,999',)","Columbus city, Ohio","1,126",value,±443,0.70%,±0.3
"('$500,000 to $999,999',)","Corpus Christi city, Texas",874,value,±518,1.30%,±0.8
"('$500,000 to $999,999',)","Dallas city, Texas","14,994",value,"±1,417",7.50%,±0.7
"('$500,000 to $999,999',)","Denver city, Colorado","19,951",value,"±1,646",14.30%,±1.2
"('$500,000 to $999,999',)","Detroit city, Michigan",367,value,±235,0.30%,±0.2
"('$500,000 to $999,999',)","Durham city, North Carolina","1,851",value,±706,3.80%,±1.4
"('$500,000 to $999,999',)","El Paso city, Texas","1,849",value,±677,1.40%,±0.5
"('$500,000 to $999,999',)","Fort Worth city, Texas","3,573",value,±950,2.30%,±0.6
"('$500,000 to $999,999',)","Fresno city, California","3,467",value,±936,4.70%,±1.3
"('$500,000 to $999,999',)","Greensboro city, North Carolina","1,970",value,±668,3.40%,±1.2
"('$500,000 to $999,999',)","Henderson city, Nevada","3,617",value,±747,5.50%,±1.1
"('$500,000 to $999,999',)","Houston city, Texas","22,467",value,"±1,935",6.40%,±0.5
"('$500,000 to $999,999',)","Indianapolis city (balance), Indiana","2,299",value,±603,1.30%,±0.4
"('$500,000 to $999,999',)","Irvine city, California","24,227",value,"±2,447",57.20%,±4.8
"('$500,000 to $999,999',)","Jacksonville city, Florida","4,310",value,"±1,008",2.30%,±0.5
"('$500,000 to $999,999',)","Jersey City city, New Jersey","4,037",value,±864,15.10%,±2.9
"('$500,000 to $999,999',)","Kansas City city, Missouri","1,950",value,±486,1.80%,±0.5
"('$500,000 to $999,999',)","Las Vegas city, Nevada","2,934",value,±714,2.80%,±0.7
"('$500,000 to $999,999',)","Lincoln city, Nebraska",802,value,±347,1.30%,±0.6
"('$500,000 to $999,999',)","Long Beach city, California","19,883",value,"±2,109",29.70%,±2.7
"('$500,000 to $999,999',)","Los Angeles city, California","144,506",value,"±4,091",30.50%,±0.8
"('$500,000 to $999,999',)","Memphis city, Tennessee","3,020",value,±731,2.50%,±0.6
"('$500,000 to $999,999',)","Mesa city, Arizona","3,183",value,±827,3.20%,±0.8
"('$500,000 to $999,999',)","Miami city, Florida","4,587",value,±991,9.50%,±2.0
"('$500,000 to $999,999',)","Milwaukee city, Wisconsin","1,081",value,±422,1.10%,±0.4
"('$500,000 to $999,999',)","Minneapolis city, Minnesota","6,131",value,"±1,142",7.70%,±1.4
"('$500,000 to $999,999',)","New Orleans city, Louisiana","5,837",value,±772,8.10%,±1.0
"('$500,000 to $999,999',)","New York city, New York","357,744",value,"±8,677",36.20%,±0.8
"('$500,000 to $999,999',)","Newark city, New Jersey",208,value,±148,1.00%,±0.7
"('$500,000 to $999,999',)","Oakland city, California","22,246",value,"±1,705",35.80%,±2.2
"('$500,000 to $999,999',)","Oklahoma City city, Oklahoma","2,425",value,±611,1.80%,±0.4
"('$500,000 to $999,999',)","Omaha city, Nebraska","2,291",value,±552,2.30%,±0.6
"('$500,000 to $999,999',)","Orlando city, Florida","1,379",value,±441,3.70%,±1.2
"('$500,000 to $999,999',)","Philadelphia city, Pennsylvania","8,709",value,"±1,111",2.90%,±0.4
"('$500,000 to $999,999',)","Phoenix city, Arizona","12,976",value,"±1,546",4.80%,±0.6
"('$500,000 to $999,999',)","Pittsburgh city, Pennsylvania","2,480",value,±744,3.80%,±1.1
"('$500,000 to $999,999',)","Plano city, Texas","4,026",value,"±1,088",6.40%,±1.6
"('$500,000 to $999,999',)","Portland city, Oregon","18,583",value,"±1,424",13.80%,±1.1
"('$500,000 to $999,999',)","Raleigh city, North Carolina","5,800",value,±936,6.60%,±1.0
"('$500,000 to $999,999',)","Riverside city, California","3,261",value,±790,6.80%,±1.6
"('$500,000 to $999,999',)","Sacramento city, California","6,990",value,"±1,132",8.70%,±1.3
"('$500,000 to $999,999',)","San Antonio city, Texas","5,301",value,"±1,026",2.00%,±0.4
"('$500,000 to $999,999',)","San Diego city, California","74,311",value,"±3,866",33.20%,±1.4
"('$500,000 to $999,999',)","San Francisco city, California","72,282",value,"±3,730",56.80%,±2.1
"('$500,000 to $999,999',)","San Jose city, California","94,676",value,"±3,580",53.80%,±1.5
"('$500,000 to $999,999',)","Santa Ana city, California","4,406",value,±922,13.70%,±2.9
"('$500,000 to $999,999',)","Seattle city, Washington","42,839",value,"±2,887",31.10%,±1.8
"('$500,000 to $999,999',)","St. Louis city, Missouri",570,value,±270,0.90%,±0.4
"('$500,000 to $999,999',)","St. Paul city, Minnesota","2,911",value,±613,5.20%,±1.1
"('$500,000 to $999,999',)","Stockton city, California","1,833",value,±594,4.30%,±1.4
"('$500,000 to $999,999',)","Tampa city, Florida","4,597",value,±758,6.30%,±1.0
"('$500,000 to $999,999',)","Tucson city, Arizona","1,439",value,±586,1.50%,±0.6
"('$500,000 to $999,999',)","Tulsa city, Oklahoma","2,889",value,±546,3.50%,±0.7
"('$500,000 to $999,999',)","Virginia Beach city, Virginia","10,445",value,"±1,223",10.10%,±1.1
"('$500,000 to $999,999',)","Washington city, District of Columbia","35,922",value,"±2,234",32.50%,±1.8
"('$500,000 to $999,999',)","Wichita city, Kansas","1,292",value,±587,1.40%,±0.6
"('$1,000,000 or more',)","Albuquerque city, New Mexico",465,value,±231,0.40%,±0.2
"('$1,000,000 or more',)","Anaheim city, California",995,value,±415,2.10%,±0.9
"('$1,000,000 or more',)","Anchorage municipality, Alaska",427,value,±296,0.70%,±0.5
"('$1,000,000 or more',)","Arlington city, Texas",243,value,±247,0.30%,±0.3
"('$1,000,000 or more',)","Atlanta city, Georgia","5,809",value,"±1,119",7.30%,±1.4
"('$1,000,000 or more',)","Aurora city, Colorado",167,value,±116,0.20%,±0.2
"('$1,000,000 or more',)","Austin city, Texas","3,570",value,±963,2.30%,±0.6
"('$1,000,000 or more',)","Bakersfield city, California",279,value,±230,0.50%,±0.4
"('$1,000,000 or more',)","Baltimore city, Maryland","1,211",value,±519,1.10%,±0.5
"('$1,000,000 or more',)","Boston city, Massachusetts","5,843",value,"±1,069",6.90%,±1.2
"('$1,000,000 or more',)","Charlotte city, North Carolina","4,114",value,±779,2.60%,±0.5
"('$1,000,000 or more',)","Chicago city, Illinois","11,334",value,"±1,727",2.60%,±0.4
