Metric,City,Estimate,Group,Estimate Margin of Error,Percent,Percent Margin of Error
"('$300,000 to $499,999',)","Orlando city, Florida","5,180",value,±970,13.50%,±2.5
"('$300,000 to $499,999',)","Philadelphia city, Pennsylvania","24,681",value,"±1,871",7.90%,±0.6
"('$300,000 to $499,999',)","Phoenix city, Arizona","32,398",value,"±2,991",11.30%,±1.0
"('$300,000 to $499,999',)","Pittsburgh city, Pennsylvania","4,007",value,±874,6.30%,±1.3
"('$300,000 to $499,999',)","Plano city, Texas","11,983",value,"±1,555",18.70%,±2.4
"('$300,000 to $499,999',)","Portland city, Oregon","36,602",value,"±2,489",28.60%,±1.9
"('$300,000 to $499,999',)","Raleigh city, North Carolina","14,569",value,"±1,869",16.50%,±2.0
"('$300,000 to $499,999',)","Riverside city, California","11,848",value,"±1,719",23.80%,±3.2
"('$300,000 to $499,999',)","Sacramento city, California","15,711",value,"±1,669",19.00%,±2.0
"('$300,000 to $499,999',)","San Antonio city, Texas","12,432",value,"±1,841",4.70%,±0.7
"('$300,000 to $499,999',)","San Diego city, California","75,466",value,"±4,256",33.90%,±1.7
"('$300,000 to $499,999',)","San Francisco city, California","17,471",value,"±1,607",14.10%,±1.2
"('$300,000 to $499,999',)","San Jose city, California","47,531",value,"±3,014",27.50%,±1.6
"('$300,000 to $499,999',)","Santa Ana city, California","16,560",value,"±1,820",46.20%,±4.2
"('$300,000 to $499,999',)","Seattle city, Washington","53,819",value,"±2,898",41.60%,±1.7
"('$300,000 to $499,999',)","St. Louis city, Missouri","2,934",value,±740,4.90%,±1.2
"('$300,000 to $499,999',)","St. Paul city, Minnesota","7,693",value,±870,14.20%,±1.6
"('$300,000 to $499,999',)","Stockton city, California","3,037",value,±849,6.60%,±1.7
"('$300,000 to $499,999',)","Tampa city, Florida","8,519",value,"±1,518",12.60%,±2.2
"('$300,000 to $499,999',)","Tucson city, Arizona","5,044",value,±971,5.00%,±0.9
"('$300,000 to $499,999',)","Tulsa city, Oklahoma","6,716",value,±873,7.50%,±0.9
"('$300,000 to $499,999',)","Virginia Beach city, Virginia","27,656",value,"±2,269",26.20%,±2.0
"('$300,000 to $499,999',)","Washington city, District of Columbia","34,946",value,"±2,332",31.60%,±1.9
"('$300,000 to $499,999',)","Wichita city, Kansas","5,650",value,"±1,274",6.20%,±1.4
"('$500,000 to $999,999',)","Albuquerque city, New Mexico","3,365",value,±763,2.60%,±0.6
"('$500,000 to $999,999',)","Anaheim city, California","11,902",value,"±1,332",26.10%,±2.6
"('$500,000 to $999,999',)","Anchorage municipality, Alaska","5,840",value,"±1,020",9.20%,±1.6
"('$500,000 to $999,999',)","Arlington city, Texas","1,072",value,±579,1.40%,±0.8
"('$500,000 to $999,999',)","Atlanta city, Georgia","10,869",value,"±1,640",14.00%,±2.0
"('$500,000 to $999,999',)","Aurora city, Colorado",948,value,±557,1.40%,±0.8
"('$500,000 to $999,999',)","Austin city, Texas","12,650",value,"±1,435",8.90%,±1.0
"('$500,000 to $999,999',)","Bakersfield city, California","1,507",value,±573,2.50%,±1.0
"('$500,000 to $999,999',)","Baltimore city, Maryland","4,361",value,±955,3.70%,±0.8
"('$500,000 to $999,999',)","Boston city, Massachusetts","16,164",value,"±1,510",19.10%,±1.7
"('$500,000 to $999,999',)","Charlotte city, North Carolina","10,536",value,"±1,448",6.40%,±0.8
"('$500,000 to $999,999',)","Chicago city, Illinois","40,392",value,"±3,186",9.00%,±0.7
"('$500,000 to $999,999',)","Cincinnati city, Ohio","1,832",value,±522,3.40%,±1.0
"('$500,000 to $999,999',)","Cleveland city, Ohio",263,value,±176,0.30%,±0.2
"('$500,000 to $999,999',)","Colorado Springs city, Colorado","4,500",value,±874,4.60%,±0.9
"('$500,000 to $999,999',)","Columbus city, Ohio",987,value,±478,0.70%,±0.3
"('$500,000 to $999,999',)","Corpus Christi city, Texas","1,182",value,±591,1.90%,±1.0
"('$500,000 to $999,999',)","Dallas city, Texas","12,035",value,"±1,409",6.10%,±0.7
"('$500,000 to $999,999',)","Denver city, Colorado","13,544",value,"±1,200",10.40%,±0.9
"('$500,000 to $999,999',)","Detroit city, Michigan",262,value,±173,0.20%,±0.1
"('$500,000 to $999,999',)","Durham city, North Carolina","1,563",value,±642,3.40%,±1.4
"('$500,000 to $999,999',)","El Paso city, Texas","1,664",value,±671,1.30%,±0.5
"('$500,000 to $999,999',)","Fort Worth city, Texas","2,777",value,±700,1.80%,±0.5
"('$500,000 to $999,999',)","Fresno city, California","3,072",value,±908,4.10%,±1.2
"('$500,000 to $999,999',)","Greensboro city, North Carolina","1,767",value,±559,2.80%,±0.9
"('$500,000 to $999,999',)","Henderson city, Nevada","3,155",value,"±1,524",5.10%,±2.3
"('$500,000 to $999,999',)","Houston city, Texas","16,747",value,"±1,944",4.80%,±0.6
"('$500,000 to $999,999',)","Indianapolis city (balance), Indiana","2,931",value,±662,1.70%,±0.4
"('$500,000 to $999,999',)","Irvine city, California","24,408",value,"±2,510",62.60%,±4.9
"('$500,000 to $999,999',)","Jacksonville city, Florida","4,800",value,"±1,219",2.50%,±0.6
"('$500,000 to $999,999',)","Jersey City city, New Jersey","3,961",value,±871,13.40%,±2.6
"('$500,000 to $999,999',)","Kansas City city, Missouri","2,603",value,±650,2.40%,±0.6
"('$500,000 to $999,999',)","Las Vegas city, Nevada","2,642",value,±754,2.40%,±0.7
"('$500,000 to $999,999',)","Lincoln city, Nebraska",672,value,±322,1.10%,±0.5
"('$500,000 to $999,999',)","Long Beach city, California","20,019",value,"±1,916",31.00%,±2.7
"('$500,000 to $999,999',)","Los Angeles city, California","141,618",value,"±5,086",29.40%,±1.0
"('$500,000 to $999,999',)","Memphis city, Tennessee","2,646",value,±674,2.20%,±0.6
"('$500,000 to $999,999',)","Mesa city, Arizona","3,275",value,"±1,159",3.30%,±1.2
"('$500,000 to $999,999',)","Miami city, Florida","2,706",value,"±1,007",5.70%,±2.1
"('$500,000 to $999,999',)","Milwaukee city, Wisconsin","1,077",value,±372,1.10%,±0.4
"('$500,000 to $999,999',)","Minneapolis city, Minnesota","5,331",value,±818,6.50%,±1.0
"('$500,000 to $999,999',)","New Orleans city, Louisiana","5,337",value,±810,8.00%,±1.1
"('$500,000 to $999,999',)","New York city, New York","353,479",value,"±8,450",37.30%,±0.8
"('$500,000 to $999,999',)","Newark city, New Jersey",801,value,±342,4.30%,±1.9
"('$500,000 to $999,999',)","Oakland city, California","20,988",value,"±1,875",33.20%,±2.5
"('$500,000 to $999,999',)","Oklahoma City city, Oklahoma","2,689",value,±780,2.10%,±0.6
"('$500,000 to $999,999',)","Omaha city, Nebraska","1,759",value,±384,1.90%,±0.4
"('$500,000 to $999,999',)","Orlando city, Florida","1,476",value,±507,3.80%,±1.3
"('$500,000 to $999,999',)","Philadelphia city, Pennsylvania","10,012",value,"±1,595",3.20%,±0.5
"('$500,000 to $999,999',)","Phoenix city, Arizona","12,598",value,"±1,786",4.40%,±0.6
"('$500,000 to $999,999',)","Pittsburgh city, Pennsylvania","2,012",value,±589,3.20%,±0.9
"('$500,000 to $999,999',)","Plano city, Texas","3,942",value,±901,6.20%,±1.4
"('$500,000 to $999,999',)","Portland city, Oregon","16,848",value,"±1,807",13.20%,±1.3
"('$500,000 to $999,999',)","Raleigh city, North Carolina","6,553",value,"±1,126",7.40%,±1.3
"('$500,000 to $999,999',)","Riverside city, California","2,087",value,±500,4.20%,±1.0
"('$500,000 to $999,999',)","Sacramento city, California","6,588",value,"±1,397",8.00%,±1.6
"('$500,000 to $999,999',)","San Antonio city, Texas","4,005",value,±868,1.50%,±0.3
"('$500,000 to $999,999',)","San Diego city, California","71,056",value,"±3,800",31.90%,±1.5
"('$500,000 to $999,999',)","San Francisco city, California","70,328",value,"±3,719",56.90%,±2.4
"('$500,000 to $999,999',)","San Jose city, California","85,575",value,"±3,794",49.60%,±1.7
"('$500,000 to $999,999',)","Santa Ana city, California","5,515",value,"±1,145",15.40%,±3.0
"('$500,000 to $999,999',)","Seattle city, Washington","39,519",value,"±2,930",30.60%,±1.9
"('$500,000 to $999,999',)","St. Louis city, Missouri","1,024",value,±387,1.70%,±0.6
"('$500,000 to $999,999',)","St. Paul city, Minnesota","1,713",value,±453,3.20%,±0.8
"('$500,000 to $999,999',)","Stockton city, California","1,794",value,±521,3.90%,±1.1
"('$500,000 to $999,999',)","Tampa city, Florida","5,607",value,±927,8.30%,±1.3
"('$500,000 to $999,999',)","Tucson city, Arizona","1,240",value,±478,1.20%,±0.5
"('$500,000 to $999,999',)","Tulsa city, Oklahoma","3,126",value,±584,3.50%,±0.7
"('$500,000 to $999,999',)","Virginia Beach city, Virginia","9,389",value,"±1,191",8.90%,±1.2
"('$500,000 to $999,999',)","Washington city, District of Columbia","33,052",value,"±2,250",29.90%,±1.8
"('$500,000 to $999,999',)","Wichita city, Kansas","1,322",value,±589,1.50%,±0.6
"('$1,000,000 or more',)","Albuquerque city, New Mexico",523,value,±304,0.40%,±0.2
"('$1,000,000 or more',)","Anaheim city, California",819,value,±433,1.80%,±0.9
"('$1,000,000 or more',)","Anchorage municipality, Alaska",325,value,±226,0.50%,±0.4
"('$1,000,000 or more',)","Arlington city, Texas",192,value,±193,0.30%,±0.3
"('$1,000,000 or more',)","Atlanta city, Georgia","3,847",value,"±1,054",5.00%,±1.4
"('$1,000,000 or more',)","Aurora city, Colorado",133,value,±117,0.20%,±0.2
"('$1,000,000 or more',)","Austin city, Texas","2,280",value,±624,1.60%,±0.5
"('$1,000,000 or more',)","Bakersfield city, California",352,value,±276,0.60%,±0.5
"('$1,000,000 or more',)","Baltimore city, Maryland",747,value,±397,0.60%,±0.3
"('$1,000,000 or more',)","Boston city, Massachusetts","4,359",value,±932,5.20%,±1.1
"('$1,000,000 or more',)","Charlotte city, North Carolina","3,200",value,±872,1.90%,±0.5
"('$1,000,000 or more',)","Chicago city, Illinois","9,626",value,"±1,912",2.10%,±0.4
"('$1,000,000 or more',)","Cincinnati city, Ohio",722,value,±373,1.40%,±0.7
"('$1,000,000 or more',)","Cleveland city, Ohio",125,value,±131,0.20%,±0.2
"('$1,000,000 or more',)","Colorado Springs city, Colorado",899,value,±407,0.90%,±0.4
"('$1,000,000 or more',)","Columbus city, Ohio",293,value,±207,0.20%,±0.1
"('$1,000,000 or more',)","Corpus Christi city, Texas",248,value,±243,0.40%,±0.4
"('$1,000,000 or more',)","Dallas city, Texas","4,606",value,±771,2.30%,±0.4
"('$1,000,000 or more',)","Denver city, Colorado","3,342",value,±748,2.60%,±0.6
"('$1,000,000 or more',)","Detroit city, Michigan",514,value,±348,0.40%,±0.3
"('$1,000,000 or more',)","Durham city, North Carolina",378,value,±232,0.80%,±0.5
"('$1,000,000 or more',)","El Paso city, Texas",500,value,±459,0.40%,±0.4
"('$1,000,000 or more',)","Fort Worth city, Texas","1,284",value,±455,0.80%,±0.3
"('$1,000,000 or more',)","Fresno city, California",427,value,±203,0.60%,±0.3
"('$1,000,000 or more',)","Greensboro city, North Carolina",200,value,±145,0.30%,±0.2
"('$1,000,000 or more',)","Henderson city, Nevada",389,value,±450,0.60%,±0.7
"('$1,000,000 or more',)","Houston city, Texas","5,719",value,"±1,118",1.60%,±0.3
"('$1,000,000 or more',)","Indianapolis city (balance), Indiana",949,value,±462,0.50%,±0.3
"('$1,000,000 or more',)","Irvine city, California","4,154",value,"±1,392",10.60%,±3.6
"('$1,000,000 or more',)","Jacksonville city, Florida","1,761",value,±559,0.90%,±0.3
"('$1,000,000 or more',)","Jersey City city, New Jersey",569,value,±348,1.90%,±1.2
"('$1,000,000 or more',)","Kansas City city, Missouri",459,value,±185,0.40%,±0.2
"('$1,000,000 or more',)","Las Vegas city, Nevada",571,value,±216,0.50%,±0.2
"('$1,000,000 or more',)","Lincoln city, Nebraska",282,value,±214,0.50%,±0.4
"('$1,000,000 or more',)","Long Beach city, California","2,648",value,±617,4.10%,±0.9
"('$1,000,000 or more',)","Los Angeles city, California","56,655",value,"±3,101",11.80%,±0.6
"('$1,000,000 or more',)","Memphis city, Tennessee",587,value,±325,0.50%,±0.3
"('$1,000,000 or more',)","Mesa city, Arizona",465,value,±301,0.50%,±0.3
"('$1,000,000 or more',)","Miami city, Florida","2,316",value,±739,4.90%,±1.6
"('$1,000,000 or more',)","Milwaukee city, Wisconsin",152,value,±131,0.20%,±0.1
"('$1,000,000 or more',)","Minneapolis city, Minnesota",859,value,±341,1.00%,±0.4
"('$1,000,000 or more',)","New Orleans city, Louisiana","1,225",value,±465,1.80%,±0.7
"('$1,000,000 or more',)","New York city, New York","105,255",value,"±5,849",11.10%,±0.6
"('$1,000,000 or more',)","Newark city, New Jersey",105,value,±100,0.60%,±0.5
"('$1,000,000 or more',)","Oakland city, California","4,662",value,±860,7.40%,±1.3
"('$1,000,000 or more',)","Oklahoma City city, Oklahoma",684,value,±275,0.50%,±0.2
"('$1,000,000 or more',)","Omaha city, Nebraska",320,value,±167,0.30%,±0.2
"('$1,000,000 or more',)","Orlando city, Florida",280,value,±176,0.70%,±0.5
"('$1,000,000 or more',)","Philadelphia city, Pennsylvania","1,870",value,±581,0.60%,±0.2
"('$1,000,000 or more',)","Phoenix city, Arizona","4,398",value,"±1,114",1.50%,±0.4
"('$1,000,000 or more',)","Pittsburgh city, Pennsylvania",107,value,±100,0.20%,±0.2
"('$1,000,000 or more',)","Plano city, Texas",319,value,±214,0.50%,±0.3
"('$1,000,000 or more',)","Portland city, Oregon","1,483",value,±537,1.20%,±0.4
"('$1,000,000 or more',)","Raleigh city, North Carolina",352,value,±201,0.40%,±0.2
"('$1,000,000 or more',)","Riverside city, California",397,value,±262,0.80%,±0.5
"('$1,000,000 or more',)","Sacramento city, California",305,value,±298,0.40%,±0.4
"('$1,000,000 or more',)","San Antonio city, Texas",616,value,±320,0.20%,±0.1
"('$1,000,000 or more',)","San Diego city, California","16,138",value,"±1,780",7.20%,±0.8
"('$1,000,000 or more',)","San Francisco city, California","28,583",value,"±2,600",23.10%,±1.9
"('$1,000,000 or more',)","San Jose city, California","10,847",value,"±1,259",6.30%,±0.8
"('$1,000,000 or more',)","Santa Ana city, California",637,value,±349,1.80%,±1.0
"('$1,000,000 or more',)","Seattle city, Washington","6,880",value,"±1,022",5.30%,±0.8
"('$1,000,000 or more',)","St. Louis city, Missouri",371,value,±300,0.60%,±0.5
"('$1,000,000 or more',)","St. Paul city, Minnesota",454,value,±231,0.80%,±0.4
"('$1,000,000 or more',)","Stockton city, California",424,value,±236,0.90%,±0.5
"('$1,000,000 or more',)","Tampa city, Florida","1,175",value,±399,1.70%,±0.6
"('$1,000,000 or more',)","Tucson city, Arizona",918,value,±965,0.90%,±1.0
"('$1,000,000 or more',)","Tulsa city, Oklahoma",395,value,±217,0.40%,±0.2
"('$1,000,000 or more',)","Virginia Beach city, Virginia","2,527",value,±687,2.40%,±0.7
"('$1,000,000 or more',)","Washington city, District of Columbia","12,379",value,"±1,376",11.20%,±1.2
"('$1,000,000 or more',)","Wichita city, Kansas",241,value,±184,0.30%,±0.2
"('Median (dollars)',)","Albuquerque city, New Mexico","186,100",value,"±6,099",(X),(X)
"('Median (dollars)',)","Anaheim city, California","394,700",value,"±10,305",(X),(X)
"('Median (dollars)',)","Anchorage municipality, Alaska","284,600",value,"±8,715",(X),(X)
"('Median (dollars)',)","Arlington city, Texas","125,500",value,"±4,360",(X),(X)
"('Median (dollars)',)","Atlanta city, Georgia","190,300",value,"±13,523",(X),(X)
"('Median (dollars)',)","Aurora city, Colorado","172,200",value,"±4,591",(X),(X)
"('Median (dollars)',)","Austin city, Texas","217,700",value,"±7,170",(X),(X)
"('Median (dollars)',)","Bakersfield city, California","170,400",value,"±4,696",(X),(X)
"('Median (dollars)',)","Baltimore city, Maryland","154,400",value,"±4,196",(X),(X)
"('Median (dollars)',)","Boston city, Massachusetts","364,300",value,"±7,211",(X),(X)
"('Median (dollars)',)","Charlotte city, North Carolina","167,400",value,"±3,985",(X),(X)
"('Median (dollars)',)","Chicago city, Illinois","228,300",value,"±4,434",(X),(X)
"('Median (dollars)',)","Cincinnati city, Ohio","122,500",value,"±4,134",(X),(X)
"('Median (dollars)',)","Cleveland city, Ohio","76,600",value,"±2,210",(X),(X)
"('Median (dollars)',)","Colorado Springs city, Colorado","207,300",value,"±6,053",(X),(X)
"('Median (dollars)',)","Columbus city, Ohio","127,000",value,"±3,819",(X),(X)
"('Median (dollars)',)","Corpus Christi city, Texas","110,300",value,"±4,972",(X),(X)
"('Median (dollars)',)","Dallas city, Texas","122,800",value,"±3,483",(X),(X)
"('Median (dollars)',)","Denver city, Colorado","247,800",value,"±7,826",(X),(X)
"('Median (dollars)',)","Detroit city, Michigan","50,200",value,"±1,623",(X),(X)
"('Median (dollars)',)","Durham city, North Carolina","183,500",value,"±8,978",(X),(X)
"('Median (dollars)',)","El Paso city, Texas","120,200",value,"±3,339",(X),(X)
"('Median (dollars)',)","Fort Worth city, Texas","120,300",value,"±3,731",(X),(X)
"('Median (dollars)',)","Fresno city, California","172,600",value,"±5,410",(X),(X)
"('Median (dollars)',)","Greensboro city, North Carolina","151,300",value,"±5,995",(X),(X)
"('Median (dollars)',)","Henderson city, Nevada","192,900",value,"±13,263",(X),(X)
"('Median (dollars)',)","Houston city, Texas","122,100",value,"±2,273",(X),(X)
"('Median (dollars)',)","Indianapolis city (balance), Indiana","116,300",value,"±2,181",(X),(X)
"('Median (dollars)',)","Irvine city, California","656,800",value,"±23,893",(X),(X)
"('Median (dollars)',)","Jacksonville city, Florida","141,200",value,"±4,624",(X),(X)
"('Median (dollars)',)","Jersey City city, New Jersey","312,800",value,"±17,468",(X),(X)
"('Median (dollars)',)","Kansas City city, Missouri","133,800",value,"±3,415",(X),(X)
"('Median (dollars)',)","Las Vegas city, Nevada","153,200",value,"±5,013",(X),(X)
"('Median (dollars)',)","Lincoln city, Nebraska","144,000",value,"±4,078",(X),(X)
"('Median (dollars)',)","Long Beach city, California","420,700",value,"±13,459",(X),(X)
"('Median (dollars)',)","Los Angeles city, California","438,300",value,"±6,658",(X),(X)
"('Median (dollars)',)","Memphis city, Tennessee","96,000",value,"±3,964",(X),(X)
"('Median (dollars)',)","Mesa city, Arizona","136,200",value,"±5,154",(X),(X)
"('Median (dollars)',)","Miami city, Florida","186,800",value,"±22,184",(X),(X)
"('Median (dollars)',)","Milwaukee city, Wisconsin","131,300",value,"±3,184",(X),(X)
"('Median (dollars)',)","Minneapolis city, Minnesota","199,100",value,"±5,180",(X),(X)
"('Median (dollars)',)","New Orleans city, Louisiana","185,400",value,"±8,293",(X),(X)
"('Median (dollars)',)","New York city, New York","490,900",value,"±4,931",(X),(X)
"('Median (dollars)',)","Newark city, New Jersey","243,200",value,"±15,542",(X),(X)
"('Median (dollars)',)","Oakland city, California","419,200",value,"±20,457",(X),(X)
"('Median (dollars)',)","Oklahoma City city, Oklahoma","135,200",value,"±3,470",(X),(X)
"('Median (dollars)',)","Omaha city, Nebraska","130,900",value,"±2,278",(X),(X)
"('Median (dollars)',)","Orlando city, Florida","154,100",value,"±12,419",(X),(X)
"('Median (dollars)',)","Philadelphia city, Pennsylvania","142,000",value,"±4,279",(X),(X)
"('Median (dollars)',)","Phoenix city, Arizona","137,500",value,"±4,912",(X),(X)
"('Median (dollars)',)","Pittsburgh city, Pennsylvania","90,500",value,"±3,277",(X),(X)
"('Median (dollars)',)","Plano city, Texas","219,900",value,"±6,665",(X),(X)
"('Median (dollars)',)","Portland city, Oregon","275,500",value,"±6,710",(X),(X)
"('Median (dollars)',)","Raleigh city, North Carolina","194,200",value,"±5,384",(X),(X)
"('Median (dollars)',)","Riverside city, California","228,100",value,"±6,603",(X),(X)
"('Median (dollars)',)","Sacramento city, California","208,500",value,"±10,583",(X),(X)
"('Median (dollars)',)","San Antonio city, Texas","112,300",value,"±2,192",(X),(X)
"('Median (dollars)',)","San Diego city, California","429,200",value,"±7,645",(X),(X)
"('Median (dollars)',)","San Francisco city, California","719,800",value,"±12,955",(X),(X)
"('Median (dollars)',)","San Jose city, California","540,800",value,"±10,019",(X),(X)
"('Median (dollars)',)","Santa Ana city, California","340,700",value,"±8,356",(X),(X)
"('Median (dollars)',)","Seattle city, Washington","420,400",value,"±9,608",(X),(X)
"('Median (dollars)',)","St. Louis city, Missouri","120,500",value,"±5,238",(X),(X)
"('Median (dollars)',)","St. Paul city, Minnesota","173,600",value,"±4,520",(X),(X)
"('Median (dollars)',)","Stockton city, California","157,000",value,"±6,172",(X),(X)
"('Median (dollars)',)","Tampa city, Florida","148,000",value,"±9,784",(X),(X)
"('Median (dollars)',)","Tucson city, Arizona","138,300",value,"±5,013",(X),(X)
"('Median (dollars)',)","Tulsa city, Oklahoma","119,400",value,"±3,403",(X),(X)
"('Median (dollars)',)","Virginia Beach city, Virginia","264,300",value,"±4,518",(X),(X)
"('Median (dollars)',)","Washington city, District of Columbia","422,400",value,"±15,805",(X),(X)
"('Median (dollars)',)","Wichita city, Kansas","119,900",value,"±4,117",(X),(X)
"('Owner-occupied units',)","Albuquerque city, New Mexico","131,724",mortgage_status,"±3,787","131,724",(X)
"('Owner-occupied units',)","Anaheim city, California","45,616",mortgage_status,"±2,873","45,616",(X)
"('Owner-occupied units',)","Anchorage municipality, Alaska","63,309",mortgage_status,"±2,667","63,309",(X)
"('Owner-occupied units',)","Arlington city, Texas","75,767",mortgage_status,"±3,253","75,767",(X)
"('Owner-occupied units',)","Atlanta city, Georgia","77,500",mortgage_status,"±4,429","77,500",(X)
"('Owner-occupied units',)","Aurora city, Colorado","67,579",mortgage_status,"±3,004","67,579",(X)
"('Owner-occupied units',)","Austin city, Texas","141,585",mortgage_status,"±5,060","141,585",(X)
"('Owner-occupied units',)","Bakersfield city, California","60,218",mortgage_status,"±3,194","60,218",(X)
"('Owner-occupied units',)","Baltimore city, Maryland","116,312",mortgage_status,"±3,638","116,312",(X)
"('Owner-occupied units',)","Boston city, Massachusetts","84,440",mortgage_status,"±3,560","84,440",(X)
"('Owner-occupied units',)","Charlotte city, North Carolina","165,604",mortgage_status,"±5,705","165,604",(X)
"('Owner-occupied units',)","Chicago city, Illinois","449,479",mortgage_status,"±8,260","449,479",(X)
"('Owner-occupied units',)","Cincinnati city, Ohio","53,150",mortgage_status,"±2,642","53,150",(X)
"('Owner-occupied units',)","Cleveland city, Ohio","76,728",mortgage_status,"±3,119","76,728",(X)
"('Owner-occupied units',)","Colorado Springs city, Colorado","96,809",mortgage_status,"±3,470","96,809",(X)
"('Owner-occupied units',)","Columbus city, Ohio","146,208",mortgage_status,"±4,129","146,208",(X)
"('Owner-occupied units',)","Corpus Christi city, Texas","61,404",mortgage_status,"±3,068","61,404",(X)
"('Owner-occupied units',)","Dallas city, Texas","198,413",mortgage_status,"±5,647","198,413",(X)
"('Owner-occupied units',)","Denver city, Colorado","130,009",mortgage_status,"±4,013","130,009",(X)
"('Owner-occupied units',)","Detroit city, Michigan","131,300",mortgage_status,"±4,025","131,300",(X)
"('Owner-occupied units',)","Durham city, North Carolina","46,360",mortgage_status,"±2,734","46,360",(X)
"('Owner-occupied units',)","El Paso city, Texas","128,068",mortgage_status,"±4,429","128,068",(X)
"('Owner-occupied units',)","Fort Worth city, Texas","153,791",mortgage_status,"±5,311","153,791",(X)
"('Owner-occupied units',)","Fresno city, California","74,410",mortgage_status,"±2,992","74,410",(X)
"('Owner-occupied units',)","Greensboro city, North Carolina","63,967",mortgage_status,"±3,261","63,967",(X)
"('Owner-occupied units',)","Henderson city, Nevada","62,304",mortgage_status,"±4,371","62,304",(X)
"('Owner-occupied units',)","Houston city, Texas","348,919",mortgage_status,"±7,756","348,919",(X)
"('Owner-occupied units',)","Indianapolis city (balance), Indiana","177,603",mortgage_status,"±4,067","177,603",(X)
"('Owner-occupied units',)","Irvine city, California","39,015",mortgage_status,"±2,248","39,015",(X)
"('Owner-occupied units',)","Jacksonville city, Florida","194,318",mortgage_status,"±4,808","194,318",(X)
"('Owner-occupied units',)","Jersey City city, New Jersey","29,626",mortgage_status,"±2,258","29,626",(X)
"('Owner-occupied units',)","Kansas City city, Missouri","107,446",mortgage_status,"±3,414","107,446",(X)
"('Owner-occupied units',)","Las Vegas city, Nevada","107,990",mortgage_status,"±4,940","107,990",(X)
"('Owner-occupied units',)","Lincoln city, Nebraska","60,105",mortgage_status,"±2,168","60,105",(X)
"('Owner-occupied units',)","Long Beach city, California","64,535",mortgage_status,"±3,079","64,535",(X)
"('Owner-occupied units',)","Los Angeles city, California","481,118",mortgage_status,"±6,863","481,118",(X)
"('Owner-occupied units',)","Memphis city, Tennessee","121,164",mortgage_status,"±4,216","121,164",(X)
"('Owner-occupied units',)","Mesa city, Arizona","97,837",mortgage_status,"±4,153","97,837",(X)
"('Owner-occupied units',)","Miami city, Florida","47,190",mortgage_status,"±4,147","47,190",(X)
"('Owner-occupied units',)","Milwaukee city, Wisconsin","98,506",mortgage_status,"±3,171","98,506",(X)
"('Owner-occupied units',)","Minneapolis city, Minnesota","81,878",mortgage_status,"±2,874","81,878",(X)
"('Owner-occupied units',)","New Orleans city, Louisiana","67,090",mortgage_status,"±2,150","67,090",(X)
"('Owner-occupied units',)","New York city, New York","946,765",mortgage_status,"±11,082","946,765",(X)
"('Owner-occupied units',)","Newark city, New Jersey","18,450",mortgage_status,"±1,637","18,450",(X)
"('Owner-occupied units',)","Oakland city, California","63,161",mortgage_status,"±2,525","63,161",(X)
"('Owner-occupied units',)","Oklahoma City city, Oklahoma","130,866",mortgage_status,"±3,756","130,866",(X)
"('Owner-occupied units',)","Omaha city, Nebraska","94,941",mortgage_status,"±2,995","94,941",(X)
"('Owner-occupied units',)","Orlando city, Florida","38,479",mortgage_status,"±2,709","38,479",(X)
"('Owner-occupied units',)","Philadelphia city, Pennsylvania","311,303",mortgage_status,"±7,659","311,303",(X)
"('Owner-occupied units',)","Phoenix city, Arizona","286,852",mortgage_status,"±8,006","286,852",(X)
"('Owner-occupied units',)","Pittsburgh city, Pennsylvania","63,514",mortgage_status,"±2,493","63,514",(X)
"('Owner-occupied units',)","Plano city, Texas","63,917",mortgage_status,"±3,115","63,917",(X)
"('Owner-occupied units',)","Portland city, Oregon","128,055",mortgage_status,"±3,684","128,055",(X)
"('Owner-occupied units',)","Raleigh city, North Carolina","88,060",mortgage_status,"±4,599","88,060",(X)
"('Owner-occupied units',)","Riverside city, California","49,739",mortgage_status,"±2,949","49,739",(X)
"('Owner-occupied units',)","Sacramento city, California","82,503",mortgage_status,"±3,835","82,503",(X)
"('Owner-occupied units',)","San Antonio city, Texas","266,021",mortgage_status,"±6,183","266,021",(X)
"('Owner-occupied units',)","San Diego city, California","222,651",mortgage_status,"±5,387","222,651",(X)
"('Owner-occupied units',)","San Francisco city, California","123,681",mortgage_status,"±4,286","123,681",(X)
"('Owner-occupied units',)","San Jose city, California","172,528",mortgage_status,"±4,737","172,528",(X)
"('Owner-occupied units',)","Santa Ana city, California","35,879",mortgage_status,"±2,177","35,879",(X)
"('Owner-occupied units',)","Seattle city, Washington","129,326",mortgage_status,"±4,809","129,326",(X)
"('Owner-occupied units',)","St. Louis city, Missouri","59,720",mortgage_status,"±2,375","59,720",(X)
"('Owner-occupied units',)","St. Paul city, Minnesota","54,366",mortgage_status,"±2,444","54,366",(X)
"('Owner-occupied units',)","Stockton city, California","45,759",mortgage_status,"±2,746","45,759",(X)
"('Owner-occupied units',)","Tampa city, Florida","67,619",mortgage_status,"±3,157","67,619",(X)
"('Owner-occupied units',)","Tucson city, Arizona","100,604",mortgage_status,"±3,986","100,604",(X)
"('Owner-occupied units',)","Tulsa city, Oklahoma","89,471",mortgage_status,"±2,736","89,471",(X)
"('Owner-occupied units',)","Virginia Beach city, Virginia","105,566",mortgage_status,"±2,771","105,566",(X)
