Metric,City,Estimate,Group,Estimate Margin of Error,Percent,Percent Margin of Error
"('$50,000 to $99,999',)","Fort Worth city, Texas","46,451",value,"±3,098",30.50%,±1.9
"('$50,000 to $99,999',)","Fresno city, California","13,519",value,"±1,825",18.30%,±2.3
"('$50,000 to $99,999',)","Greensboro city, North Carolina","13,813",value,"±1,557",24.20%,±2.5
"('$50,000 to $99,999',)","Henderson city, Nevada","5,974",value,±997,9.90%,±1.5
"('$50,000 to $99,999',)","Houston city, Texas","99,442",value,"±3,856",28.90%,±0.9
"('$50,000 to $99,999',)","Indianapolis city (balance), Indiana","50,302",value,"±2,947",28.60%,±1.6
"('$50,000 to $99,999',)","Irvine city, California",292,value,±228,0.80%,±0.6
"('$50,000 to $99,999',)","Jacksonville city, Florida","49,221",value,"±3,127",26.60%,±1.5
"('$50,000 to $99,999',)","Jersey City city, New Jersey","1,121",value,±500,3.90%,±1.7
"('$50,000 to $99,999',)","Kansas City city, Missouri","24,917",value,"±2,180",24.20%,±2.0
"('$50,000 to $99,999',)","Las Vegas city, Nevada","25,321",value,"±1,972",21.90%,±1.7
"('$50,000 to $99,999',)","Lincoln city, Nebraska","9,163",value,"±1,445",15.40%,±2.3
"('$50,000 to $99,999',)","Long Beach city, California","1,340",value,±578,2.10%,±0.9
"('$50,000 to $99,999',)","Los Angeles city, California","6,206",value,±878,1.30%,±0.2
"('$50,000 to $99,999',)","Memphis city, Tennessee","46,023",value,"±2,933",37.10%,±2.1
"('$50,000 to $99,999',)","Mesa city, Arizona","19,037",value,"±1,739",18.90%,±1.4
"('$50,000 to $99,999',)","Miami city, Florida","7,537",value,"±1,386",15.20%,±2.7
"('$50,000 to $99,999',)","Milwaukee city, Wisconsin","26,902",value,"±1,860",28.20%,±1.8
"('$50,000 to $99,999',)","Minneapolis city, Minnesota","7,351",value,±921,9.20%,±1.2
"('$50,000 to $99,999',)","New Orleans city, Louisiana","9,311",value,±968,13.00%,±1.3
"('$50,000 to $99,999',)","New York city, New York","20,156",value,"±1,824",2.10%,±0.2
"('$50,000 to $99,999',)","Newark city, New Jersey","1,078",value,±458,5.30%,±2.2
"('$50,000 to $99,999',)","Oakland city, California","2,663",value,±702,4.30%,±1.2
"('$50,000 to $99,999',)","Oklahoma City city, Oklahoma","30,252",value,"±2,153",22.60%,±1.4
"('$50,000 to $99,999',)","Omaha city, Nebraska","22,056",value,"±1,705",23.50%,±1.6
"('$50,000 to $99,999',)","Orlando city, Florida","10,836",value,"±1,477",29.00%,±3.3
"('$50,000 to $99,999',)","Philadelphia city, Pennsylvania","68,930",value,"±3,581",22.80%,±1.1
"('$50,000 to $99,999',)","Phoenix city, Arizona","63,709",value,"±2,939",23.10%,±1.0
"('$50,000 to $99,999',)","Pittsburgh city, Pennsylvania","23,117",value,"±1,573",36.80%,±2.1
"('$50,000 to $99,999',)","Plano city, Texas","2,656",value,±810,4.10%,±1.3
"('$50,000 to $99,999',)","Portland city, Oregon","2,461",value,±655,1.90%,±0.5
"('$50,000 to $99,999',)","Raleigh city, North Carolina","3,302",value,"±1,074",4.00%,±1.2
"('$50,000 to $99,999',)","Riverside city, California","1,137",value,±497,2.20%,±1.0
"('$50,000 to $99,999',)","Sacramento city, California","7,459",value,±852,8.80%,±1.0
"('$50,000 to $99,999',)","San Antonio city, Texas","87,317",value,"±4,307",33.00%,±1.4
"('$50,000 to $99,999',)","San Diego city, California","3,401",value,±657,1.50%,±0.3
"('$50,000 to $99,999',)","San Francisco city, California","1,917",value,±736,1.50%,±0.6
"('$50,000 to $99,999',)","San Jose city, California","5,649",value,±973,3.20%,±0.6
"('$50,000 to $99,999',)","Santa Ana city, California","1,308",value,±459,4.10%,±1.4
"('$50,000 to $99,999',)","Seattle city, Washington","1,022",value,±531,0.80%,±0.4
"('$50,000 to $99,999',)","St. Louis city, Missouri","16,286",value,"±1,531",26.30%,±2.1
"('$50,000 to $99,999',)","St. Paul city, Minnesota","7,904",value,"±1,219",14.10%,±2.0
"('$50,000 to $99,999',)","Stockton city, California","7,391",value,"±1,175",16.60%,±2.3
"('$50,000 to $99,999',)","Tampa city, Florida","16,694",value,"±1,973",24.90%,±2.4
"('$50,000 to $99,999',)","Tucson city, Arizona","25,584",value,"±2,237",25.50%,±2.0
"('$50,000 to $99,999',)","Tulsa city, Oklahoma","23,076",value,"±1,247",27.50%,±1.3
"('$50,000 to $99,999',)","Virginia Beach city, Virginia","1,616",value,±618,1.60%,±0.6
"('$50,000 to $99,999',)","Washington city, District of Columbia","1,243",value,±489,1.10%,±0.4
"('$50,000 to $99,999',)","Wichita city, Kansas","28,018",value,"±1,823",31.00%,±1.6
"('$100,000 to $149,999',)","Albuquerque city, New Mexico","29,107",value,"±2,193",21.60%,±1.5
"('$100,000 to $149,999',)","Anaheim city, California",840,value,±385,1.90%,±0.8
"('$100,000 to $149,999',)","Anchorage municipality, Alaska","3,175",value,±977,5.00%,±1.5
"('$100,000 to $149,999',)","Arlington city, Texas","26,830",value,"±2,267",36.80%,±2.7
"('$100,000 to $149,999',)","Atlanta city, Georgia","9,502",value,"±1,517",11.80%,±1.8
"('$100,000 to $149,999',)","Aurora city, Colorado","13,137",value,"±1,603",18.90%,±2.0
"('$100,000 to $149,999',)","Austin city, Texas","21,964",value,"±2,281",14.90%,±1.4
"('$100,000 to $149,999',)","Bakersfield city, California","13,390",value,"±1,836",21.20%,±2.7
"('$100,000 to $149,999',)","Baltimore city, Maryland","24,229",value,"±2,082",21.40%,±1.5
"('$100,000 to $149,999',)","Boston city, Massachusetts","1,868",value,±792,2.30%,±1.0
"('$100,000 to $149,999',)","Charlotte city, North Carolina","37,364",value,"±2,304",23.20%,±1.3
"('$100,000 to $149,999',)","Chicago city, Illinois","72,148",value,"±3,844",15.80%,±0.8
"('$100,000 to $149,999',)","Cincinnati city, Ohio","10,509",value,"±1,268",21.60%,±2.4
"('$100,000 to $149,999',)","Cleveland city, Ohio","9,120",value,"±1,110",13.60%,±1.6
"('$100,000 to $149,999',)","Colorado Springs city, Colorado","14,401",value,"±1,682",14.90%,±1.7
"('$100,000 to $149,999',)","Columbus city, Ohio","44,990",value,"±3,412",30.10%,±2.0
"('$100,000 to $149,999',)","Corpus Christi city, Texas","17,869",value,"±2,217",28.70%,±3.0
"('$100,000 to $149,999',)","Dallas city, Texas","31,755",value,"±2,515",16.20%,±1.2
"('$100,000 to $149,999',)","Denver city, Colorado","17,059",value,"±1,784",13.30%,±1.3
"('$100,000 to $149,999',)","Detroit city, Michigan","7,903",value,"±1,092",6.30%,±0.8
"('$100,000 to $149,999',)","Durham city, North Carolina","12,802",value,"±1,741",26.00%,±3.2
"('$100,000 to $149,999',)","El Paso city, Texas","43,829",value,"±3,030",34.20%,±2.1
"('$100,000 to $149,999',)","Fort Worth city, Texas","41,175",value,"±3,066",27.00%,±1.9
"('$100,000 to $149,999',)","Fresno city, California","16,451",value,"±1,871",22.20%,±2.4
"('$100,000 to $149,999',)","Greensboro city, North Carolina","16,196",value,"±1,591",28.40%,±2.6
"('$100,000 to $149,999',)","Henderson city, Nevada","11,771",value,"±1,534",19.40%,±2.3
"('$100,000 to $149,999',)","Houston city, Texas","72,541",value,"±3,550",21.10%,±0.9
"('$100,000 to $149,999',)","Indianapolis city (balance), Indiana","50,907",value,"±2,928",28.90%,±1.5
"('$100,000 to $149,999',)","Irvine city, California",304,value,±230,0.80%,±0.6
"('$100,000 to $149,999',)","Jacksonville city, Florida","44,754",value,"±3,689",24.20%,±1.9
"('$100,000 to $149,999',)","Jersey City city, New Jersey","1,222",value,±520,4.20%,±1.7
"('$100,000 to $149,999',)","Kansas City city, Missouri","22,689",value,"±2,150",22.10%,±1.9
"('$100,000 to $149,999',)","Las Vegas city, Nevada","26,755",value,"±2,634",23.10%,±2.0
"('$100,000 to $149,999',)","Lincoln city, Nebraska","21,454",value,"±1,918",36.10%,±2.8
"('$100,000 to $149,999',)","Long Beach city, California","2,111",value,±595,3.30%,±0.9
"('$100,000 to $149,999',)","Los Angeles city, California","13,121",value,"±1,527",2.70%,±0.3
"('$100,000 to $149,999',)","Memphis city, Tennessee","23,911",value,"±2,060",19.30%,±1.6
"('$100,000 to $149,999',)","Mesa city, Arizona","24,380",value,"±1,926",24.20%,±1.7
"('$100,000 to $149,999',)","Miami city, Florida","5,865",value,"±1,063",11.80%,±2.0
"('$100,000 to $149,999',)","Milwaukee city, Wisconsin","30,617",value,"±2,172",32.10%,±1.9
"('$100,000 to $149,999',)","Minneapolis city, Minnesota","14,379",value,"±1,348",18.00%,±1.6
"('$100,000 to $149,999',)","New Orleans city, Louisiana","13,102",value,"±1,581",18.30%,±2.0
"('$100,000 to $149,999',)","New York city, New York","24,716",value,"±2,415",2.50%,±0.3
"('$100,000 to $149,999',)","Newark city, New Jersey","2,619",value,±687,12.80%,±3.1
"('$100,000 to $149,999',)","Oakland city, California","3,989",value,±845,6.50%,±1.4
"('$100,000 to $149,999',)","Oklahoma City city, Oklahoma","35,660",value,"±2,135",26.60%,±1.4
"('$100,000 to $149,999',)","Omaha city, Nebraska","31,263",value,"±1,860",33.30%,±1.7
"('$100,000 to $149,999',)","Orlando city, Florida","6,136",value,"±1,345",16.40%,±3.4
"('$100,000 to $149,999',)","Philadelphia city, Pennsylvania","55,015",value,"±3,968",18.20%,±1.1
"('$100,000 to $149,999',)","Phoenix city, Arizona","52,693",value,"±3,424",19.10%,±1.0
"('$100,000 to $149,999',)","Pittsburgh city, Pennsylvania","9,859",value,"±1,037",15.70%,±1.6
"('$100,000 to $149,999',)","Plano city, Texas","10,642",value,"±1,616",16.60%,±2.3
"('$100,000 to $149,999',)","Portland city, Oregon","10,452",value,"±1,450",7.90%,±1.1
"('$100,000 to $149,999',)","Raleigh city, North Carolina","15,607",value,"±1,913",18.70%,±2.1
"('$100,000 to $149,999',)","Riverside city, California","6,155",value,±949,12.20%,±1.9
"('$100,000 to $149,999',)","Sacramento city, California","14,628",value,"±1,714",17.30%,±1.9
"('$100,000 to $149,999',)","San Antonio city, Texas","59,606",value,"±2,936",22.50%,±0.9
"('$100,000 to $149,999',)","San Diego city, California","6,416",value,±994,2.90%,±0.5
"('$100,000 to $149,999',)","San Francisco city, California",779,value,±364,0.60%,±0.3
"('$100,000 to $149,999',)","San Jose city, California","2,011",value,±670,1.20%,±0.4
"('$100,000 to $149,999',)","Santa Ana city, California","1,504",value,±480,4.70%,±1.5
"('$100,000 to $149,999',)","Seattle city, Washington","2,712",value,±812,2.00%,±0.6
"('$100,000 to $149,999',)","St. Louis city, Missouri","13,930",value,"±1,426",22.50%,±2.0
"('$100,000 to $149,999',)","St. Paul city, Minnesota","13,031",value,"±1,307",23.20%,±2.0
"('$100,000 to $149,999',)","Stockton city, California","10,518",value,"±1,253",23.60%,±2.7
"('$100,000 to $149,999',)","Tampa city, Florida","11,491",value,"±1,493",17.10%,±2.2
"('$100,000 to $149,999',)","Tucson city, Arizona","25,649",value,"±2,179",25.60%,±2.0
"('$100,000 to $149,999',)","Tulsa city, Oklahoma","21,401",value,"±1,279",25.50%,±1.4
"('$100,000 to $149,999',)","Virginia Beach city, Virginia","7,719",value,"±1,249",7.50%,±1.2
"('$100,000 to $149,999',)","Washington city, District of Columbia","2,172",value,±676,2.00%,±0.6
"('$100,000 to $149,999',)","Wichita city, Kansas","24,733",value,"±1,747",27.40%,±1.7
"('$150,000 to $199,999',)","Albuquerque city, New Mexico","35,163",value,"±2,487",26.10%,±1.6
"('$150,000 to $199,999',)","Anaheim city, California","1,610",value,±644,3.60%,±1.4
"('$150,000 to $199,999',)","Anchorage municipality, Alaska","5,560",value,"±1,108",8.80%,±1.7
"('$150,000 to $199,999',)","Arlington city, Texas","13,884",value,"±1,581",19.00%,±1.9
"('$150,000 to $199,999',)","Atlanta city, Georgia","9,631",value,"±1,340",12.00%,±1.6
"('$150,000 to $199,999',)","Aurora city, Colorado","20,816",value,"±1,812",30.00%,±2.3
"('$150,000 to $199,999',)","Austin city, Texas","28,202",value,"±2,090",19.10%,±1.4
"('$150,000 to $199,999',)","Bakersfield city, California","14,631",value,"±1,677",23.20%,±2.5
"('$150,000 to $199,999',)","Baltimore city, Maryland","23,360",value,"±1,940",20.60%,±1.4
"('$150,000 to $199,999',)","Boston city, Massachusetts","3,054",value,±843,3.70%,±1.0
"('$150,000 to $199,999',)","Charlotte city, North Carolina","28,622",value,"±2,160",17.80%,±1.2
"('$150,000 to $199,999',)","Chicago city, Illinois","80,144",value,"±4,686",17.50%,±1.0
"('$150,000 to $199,999',)","Cincinnati city, Ohio","6,188",value,"±1,151",12.70%,±2.2
"('$150,000 to $199,999',)","Cleveland city, Ohio","2,477",value,±580,3.70%,±0.8
"('$150,000 to $199,999',)","Colorado Springs city, Colorado","23,942",value,"±1,988",24.70%,±1.9
"('$150,000 to $199,999',)","Columbus city, Ohio","27,893",value,"±2,329",18.70%,±1.5
"('$150,000 to $199,999',)","Corpus Christi city, Texas","9,161",value,"±1,374",14.70%,±2.1
"('$150,000 to $199,999',)","Dallas city, Texas","19,631",value,"±2,011",10.00%,±0.9
"('$150,000 to $199,999',)","Denver city, Colorado","19,342",value,"±2,031",15.00%,±1.4
"('$150,000 to $199,999',)","Detroit city, Michigan","3,081",value,±703,2.40%,±0.5
"('$150,000 to $199,999',)","Durham city, North Carolina","11,892",value,"±1,364",24.10%,±2.7
"('$150,000 to $199,999',)","El Paso city, Texas","20,199",value,"±2,000",15.80%,±1.4
"('$150,000 to $199,999',)","Fort Worth city, Texas","22,661",value,"±2,883",14.90%,±1.8
"('$150,000 to $199,999',)","Fresno city, California","16,132",value,"±1,835",21.80%,±2.4
"('$150,000 to $199,999',)","Greensboro city, North Carolina","8,050",value,"±1,291",14.10%,±2.2
"('$150,000 to $199,999',)","Henderson city, Nevada","13,707",value,"±1,559",22.60%,±2.6
"('$150,000 to $199,999',)","Houston city, Texas","42,546",value,"±3,111",12.40%,±0.9
"('$150,000 to $199,999',)","Indianapolis city (balance), Indiana","28,617",value,"±2,495",16.30%,±1.4
"('$150,000 to $199,999',)","Irvine city, California",102,value,±120,0.30%,±0.3
"('$150,000 to $199,999',)","Jacksonville city, Florida","33,166",value,"±2,881",17.90%,±1.5
"('$150,000 to $199,999',)","Jersey City city, New Jersey","2,279",value,±656,7.90%,±2.2
"('$150,000 to $199,999',)","Kansas City city, Missouri","18,131",value,"±1,751",17.60%,±1.6
"('$150,000 to $199,999',)","Las Vegas city, Nevada","20,767",value,"±2,263",17.90%,±1.8
"('$150,000 to $199,999',)","Lincoln city, Nebraska","13,027",value,"±1,351",21.90%,±2.3
"('$150,000 to $199,999',)","Long Beach city, California","3,196",value,±824,4.90%,±1.2
"('$150,000 to $199,999',)","Los Angeles city, California","22,709",value,"±1,875",4.60%,±0.4
"('$150,000 to $199,999',)","Memphis city, Tennessee","12,194",value,"±1,413",9.80%,±1.1
"('$150,000 to $199,999',)","Mesa city, Arizona","16,695",value,"±1,418",16.50%,±1.3
"('$150,000 to $199,999',)","Miami city, Florida","9,705",value,"±1,641",19.50%,±3.0
"('$150,000 to $199,999',)","Milwaukee city, Wisconsin","18,814",value,"±1,475",19.70%,±1.4
"('$150,000 to $199,999',)","Minneapolis city, Minnesota","17,430",value,"±1,543",21.80%,±1.7
"('$150,000 to $199,999',)","New Orleans city, Louisiana","13,972",value,"±1,438",19.50%,±1.9
"('$150,000 to $199,999',)","New York city, New York","31,646",value,"±2,608",3.20%,±0.3
"('$150,000 to $199,999',)","Newark city, New Jersey","4,039",value,±748,19.80%,±3.4
"('$150,000 to $199,999',)","Oakland city, California","3,958",value,±831,6.40%,±1.3
"('$150,000 to $199,999',)","Oklahoma City city, Oklahoma","23,934",value,"±1,826",17.90%,±1.3
"('$150,000 to $199,999',)","Omaha city, Nebraska","14,069",value,"±1,234",15.00%,±1.3
"('$150,000 to $199,999',)","Orlando city, Florida","6,446",value,"±1,273",17.20%,±3.2
"('$150,000 to $199,999',)","Philadelphia city, Pennsylvania","53,382",value,"±3,151",17.60%,±1.1
"('$150,000 to $199,999',)","Phoenix city, Arizona","36,257",value,"±2,361",13.10%,±0.9
"('$150,000 to $199,999',)","Pittsburgh city, Pennsylvania","5,427",value,±991,8.70%,±1.5
"('$150,000 to $199,999',)","Plano city, Texas","15,068",value,"±1,739",23.50%,±2.6
"('$150,000 to $199,999',)","Portland city, Oregon","18,245",value,"±1,753",13.80%,±1.3
"('$150,000 to $199,999',)","Raleigh city, North Carolina","18,256",value,"±2,434",21.90%,±2.7
"('$150,000 to $199,999',)","Riverside city, California","10,827",value,"±1,403",21.40%,±2.4
"('$150,000 to $199,999',)","Sacramento city, California","14,051",value,"±1,920",16.60%,±2.1
"('$150,000 to $199,999',)","San Antonio city, Texas","40,710",value,"±3,177",15.40%,±1.1
"('$150,000 to $199,999',)","San Diego city, California","10,696",value,"±1,476",4.80%,±0.7
"('$150,000 to $199,999',)","San Francisco city, California",509,value,±268,0.40%,±0.2
"('$150,000 to $199,999',)","San Jose city, California","3,743",value,±801,2.10%,±0.5
"('$150,000 to $199,999',)","Santa Ana city, California","2,186",value,±668,6.90%,±2.0
"('$150,000 to $199,999',)","Seattle city, Washington","7,630",value,"±1,105",5.70%,±0.8
"('$150,000 to $199,999',)","St. Louis city, Missouri","10,744",value,"±1,331",17.30%,±2.2
"('$150,000 to $199,999',)","St. Paul city, Minnesota","13,253",value,"±1,423",23.60%,±2.3
"('$150,000 to $199,999',)","Stockton city, California","11,345",value,"±1,282",25.40%,±2.6
"('$150,000 to $199,999',)","Tampa city, Florida","9,102",value,"±1,505",13.60%,±2.1
"('$150,000 to $199,999',)","Tucson city, Arizona","19,414",value,"±1,629",19.30%,±1.4
"('$150,000 to $199,999',)","Tulsa city, Oklahoma","11,393",value,±983,13.60%,±1.1
"('$150,000 to $199,999',)","Virginia Beach city, Virginia","14,684",value,"±1,417",14.40%,±1.3
"('$150,000 to $199,999',)","Washington city, District of Columbia","6,379",value,"±1,053",5.80%,±0.9
"('$150,000 to $199,999',)","Wichita city, Kansas","12,286",value,"±1,236",13.60%,±1.3
"('$200,000 to $299,999',)","Albuquerque city, New Mexico","35,780",value,"±2,744",26.60%,±1.9
"('$200,000 to $299,999',)","Anaheim city, California","5,770",value,"±1,142",13.00%,±2.4
"('$200,000 to $299,999',)","Anchorage municipality, Alaska","22,954",value,"±2,195",36.20%,±3.0
"('$200,000 to $299,999',)","Arlington city, Texas","9,746",value,"±1,630",13.40%,±2.2
"('$200,000 to $299,999',)","Atlanta city, Georgia","12,178",value,"±1,566",15.20%,±1.8
"('$200,000 to $299,999',)","Aurora city, Colorado","18,291",value,"±1,821",26.30%,±2.4
"('$200,000 to $299,999',)","Austin city, Texas","36,019",value,"±2,472",24.40%,±1.6
"('$200,000 to $299,999',)","Bakersfield city, California","15,948",value,"±2,040",25.20%,±3.0
"('$200,000 to $299,999',)","Baltimore city, Maryland","19,549",value,"±1,594",17.30%,±1.3
"('$200,000 to $299,999',)","Boston city, Massachusetts","19,351",value,"±1,893",23.60%,±2.0
"('$200,000 to $299,999',)","Charlotte city, North Carolina","27,374",value,"±2,363",17.00%,±1.4
"('$200,000 to $299,999',)","Chicago city, Illinois","106,275",value,"±4,029",23.20%,±0.8
"('$200,000 to $299,999',)","Cincinnati city, Ohio","5,491",value,±740,11.30%,±1.4
"('$200,000 to $299,999',)","Cleveland city, Ohio","2,014",value,±570,3.00%,±0.8
"('$200,000 to $299,999',)","Colorado Springs city, Colorado","27,098",value,"±2,082",28.00%,±2.0
"('$200,000 to $299,999',)","Columbus city, Ohio","19,843",value,"±1,625",13.30%,±1.0
"('$200,000 to $299,999',)","Corpus Christi city, Texas","6,056",value,"±1,143",9.70%,±1.8
"('$200,000 to $299,999',)","Dallas city, Texas","25,884",value,"±2,136",13.20%,±1.1
"('$200,000 to $299,999',)","Denver city, Colorado","29,291",value,"±2,786",22.80%,±2.1
"('$200,000 to $299,999',)","Detroit city, Michigan","2,068",value,±591,1.60%,±0.5
"('$200,000 to $299,999',)","Durham city, North Carolina","11,696",value,"±1,451",23.70%,±2.8
"('$200,000 to $299,999',)","El Paso city, Texas","11,697",value,"±1,605",9.10%,±1.2
"('$200,000 to $299,999',)","Fort Worth city, Texas","15,244",value,"±1,909",10.00%,±1.2
"('$200,000 to $299,999',)","Fresno city, California","13,646",value,"±1,483",18.40%,±1.9
"('$200,000 to $299,999',)","Greensboro city, North Carolina","9,967",value,"±1,088",17.50%,±1.7
"('$200,000 to $299,999',)","Henderson city, Nevada","15,765",value,"±2,155",26.00%,±3.2
"('$200,000 to $299,999',)","Houston city, Texas","42,037",value,"±3,132",12.20%,±0.8
"('$200,000 to $299,999',)","Indianapolis city (balance), Indiana","18,618",value,"±2,098",10.60%,±1.1
"('$200,000 to $299,999',)","Irvine city, California","1,972",value,±784,5.20%,±2.0
"('$200,000 to $299,999',)","Jacksonville city, Florida","25,040",value,"±2,436",13.50%,±1.2
"('$200,000 to $299,999',)","Jersey City city, New Jersey","7,973",value,"±1,291",27.50%,±4.0
"('$200,000 to $299,999',)","Kansas City city, Missouri","15,242",value,"±1,603",14.80%,±1.6
"('$200,000 to $299,999',)","Las Vegas city, Nevada","18,782",value,"±1,945",16.20%,±1.6
"('$200,000 to $299,999',)","Lincoln city, Nebraska","9,576",value,"±1,250",16.10%,±2.1
"('$200,000 to $299,999',)","Long Beach city, California","11,556",value,"±1,447",17.90%,±2.0
"('$200,000 to $299,999',)","Los Angeles city, California","79,061",value,"±3,568",16.10%,±0.7
"('$200,000 to $299,999',)","Memphis city, Tennessee","9,895",value,"±1,357",8.00%,±1.0
"('$200,000 to $299,999',)","Mesa city, Arizona","16,049",value,"±1,673",15.90%,±1.6
"('$200,000 to $299,999',)","Miami city, Florida","11,411",value,"±1,721",23.00%,±3.3
"('$200,000 to $299,999',)","Milwaukee city, Wisconsin","8,762",value,"±1,058",9.20%,±1.0
"('$200,000 to $299,999',)","Minneapolis city, Minnesota","21,290",value,"±1,639",26.60%,±1.8
"('$200,000 to $299,999',)","New Orleans city, Louisiana","14,034",value,"±1,223",19.60%,±1.8
"('$200,000 to $299,999',)","New York city, New York","98,035",value,"±4,418",10.00%,±0.4
"('$200,000 to $299,999',)","Newark city, New Jersey","7,171",value,"±1,100",35.10%,±4.5
"('$200,000 to $299,999',)","Oakland city, California","9,196",value,"±1,219",15.00%,±1.9
"('$200,000 to $299,999',)","Oklahoma City city, Oklahoma","17,746",value,"±1,450",13.20%,±1.1
"('$200,000 to $299,999',)","Omaha city, Nebraska","13,057",value,"±1,284",13.90%,±1.3
"('$200,000 to $299,999',)","Orlando city, Florida","5,575",value,±998,14.90%,±2.6
"('$200,000 to $299,999',)","Philadelphia city, Pennsylvania","53,964",value,"±3,103",17.80%,±1.0
"('$200,000 to $299,999',)","Phoenix city, Arizona","43,792",value,"±3,216",15.90%,±1.0
"('$200,000 to $299,999',)","Pittsburgh city, Pennsylvania","5,110",value,±866,8.10%,±1.3
"('$200,000 to $299,999',)","Plano city, Texas","19,607",value,"±1,655",30.60%,±2.4
"('$200,000 to $299,999',)","Portland city, Oregon","43,270",value,"±2,531",32.80%,±1.6
"('$200,000 to $299,999',)","Raleigh city, North Carolina","22,967",value,"±2,253",27.50%,±2.7
"('$200,000 to $299,999',)","Riverside city, California","16,372",value,"±1,857",32.40%,±3.1
"('$200,000 to $299,999',)","Sacramento city, California","21,730",value,"±2,052",25.70%,±2.1
"('$200,000 to $299,999',)","San Antonio city, Texas","30,300",value,"±2,034",11.50%,±0.7
"('$200,000 to $299,999',)","San Diego city, California","31,708",value,"±2,179",14.30%,±1.0
"('$200,000 to $299,999',)","San Francisco city, California","2,846",value,±758,2.30%,±0.6
"('$200,000 to $299,999',)","San Jose city, California","13,566",value,"±1,718",7.80%,±1.0
"('$200,000 to $299,999',)","Santa Ana city, California","6,122",value,±826,19.30%,±2.4
"('$200,000 to $299,999',)","Seattle city, Washington","21,866",value,"±2,091",16.50%,±1.5
"('$200,000 to $299,999',)","St. Louis city, Missouri","6,638",value,"±1,115",10.70%,±1.7
"('$200,000 to $299,999',)","St. Paul city, Minnesota","10,291",value,"±1,078",18.40%,±1.8
"('$200,000 to $299,999',)","Stockton city, California","8,953",value,"±1,258",20.10%,±2.5
"('$200,000 to $299,999',)","Tampa city, Florida","10,099",value,"±1,291",15.10%,±1.8
"('$200,000 to $299,999',)","Tucson city, Arizona","11,671",value,"±1,403",11.60%,±1.4
"('$200,000 to $299,999',)","Tulsa city, Oklahoma","9,669",value,±789,11.50%,±0.9
"('$200,000 to $299,999',)","Virginia Beach city, Virginia","38,607",value,"±2,338",37.70%,±2.1
"('$200,000 to $299,999',)","Washington city, District of Columbia","17,127",value,"±1,632",15.50%,±1.4
"('$200,000 to $299,999',)","Wichita city, Kansas","10,407",value,"±1,437",11.50%,±1.6
"('$300,000 to $499,999',)","Albuquerque city, New Mexico","15,735",value,"±1,468",11.70%,±1.1
"('$300,000 to $499,999',)","Anaheim city, California","23,026",value,"±2,020",52.00%,±3.2
"('$300,000 to $499,999',)","Anchorage municipality, Alaska","21,253",value,"±1,947",33.50%,±2.9
"('$300,000 to $499,999',)","Arlington city, Texas","2,086",value,±510,2.90%,±0.7
"('$300,000 to $499,999',)","Atlanta city, Georgia","12,860",value,"±1,833",16.00%,±2.1
"('$300,000 to $499,999',)","Aurora city, Colorado","5,615",value,±808,8.10%,±1.1
"('$300,000 to $499,999',)","Austin city, Texas","31,138",value,"±2,352",21.10%,±1.5
"('$300,000 to $499,999',)","Bakersfield city, California","5,871",value,"±1,112",9.30%,±1.7
"('$300,000 to $499,999',)","Baltimore city, Maryland","9,128",value,"±1,100",8.10%,±0.9
"('$300,000 to $499,999',)","Boston city, Massachusetts","34,022",value,"±2,145",41.40%,±2.2
"('$300,000 to $499,999',)","Charlotte city, North Carolina","21,109",value,"±1,865",13.10%,±1.2
"('$300,000 to $499,999',)","Chicago city, Illinois","89,921",value,"±4,242",19.60%,±0.9
"('$300,000 to $499,999',)","Cincinnati city, Ohio","3,636",value,±687,7.50%,±1.4
"('$300,000 to $499,999',)","Cleveland city, Ohio",407,value,±186,0.60%,±0.3
"('$300,000 to $499,999',)","Colorado Springs city, Colorado","19,795",value,"±1,651",20.40%,±1.6
"('$300,000 to $499,999',)","Columbus city, Ohio","5,613",value,±827,3.80%,±0.5
"('$300,000 to $499,999',)","Corpus Christi city, Texas","2,471",value,±757,4.00%,±1.2
"('$300,000 to $499,999',)","Dallas city, Texas","27,519",value,"±1,857",14.00%,±0.9
"('$300,000 to $499,999',)","Denver city, Colorado","32,305",value,"±2,414",25.10%,±1.8
"('$300,000 to $499,999',)","Detroit city, Michigan","1,184",value,±376,0.90%,±0.3
"('$300,000 to $499,999',)","Durham city, North Carolina","6,029",value,±987,12.20%,±2.0
"('$300,000 to $499,999',)","El Paso city, Texas","4,922",value,"±1,155",3.80%,±0.9
"('$300,000 to $499,999',)","Fort Worth city, Texas","6,462",value,"±1,050",4.20%,±0.7
"('$300,000 to $499,999',)","Fresno city, California","8,195",value,"±1,250",11.10%,±1.5
"('$300,000 to $499,999',)","Greensboro city, North Carolina","5,062",value,±832,8.90%,±1.4
"('$300,000 to $499,999',)","Henderson city, Nevada","7,903",value,"±1,402",13.00%,±2.2
"('$300,000 to $499,999',)","Houston city, Texas","35,178",value,"±2,603",10.20%,±0.8
"('$300,000 to $499,999',)","Indianapolis city (balance), Indiana","8,157",value,"±1,015",4.60%,±0.6
"('$300,000 to $499,999',)","Irvine city, California","8,860",value,"±1,696",23.50%,±3.6
"('$300,000 to $499,999',)","Jacksonville city, Florida","10,637",value,"±1,586",5.70%,±0.8
"('$300,000 to $499,999',)","Jersey City city, New Jersey","11,433",value,"±1,237",39.50%,±3.8
