Metric,City,Estimate,Group,Estimate Margin of Error
"('Transportation and warehousing, and utilities',)","Milwaukee city, Wisconsin",4.10%,industry,±0.5
"('Transportation and warehousing, and utilities',)","New York city, New York",6.30%,industry,±0.2
"('Transportation and warehousing, and utilities',)","Oklahoma City city, Oklahoma",3.90%,industry,±0.6
"('Transportation and warehousing, and utilities',)","Philadelphia city, Pennsylvania",6.30%,industry,±0.6
"('Transportation and warehousing, and utilities',)","Phoenix city, Arizona",5.10%,industry,±0.5
"('Transportation and warehousing, and utilities',)","Portland city, Oregon",4.10%,industry,±0.6
"('Transportation and warehousing, and utilities',)","San Antonio city, Texas",4.50%,industry,±0.5
"('Transportation and warehousing, and utilities',)","San Diego city, California",3.50%,industry,±0.5
"('Transportation and warehousing, and utilities',)","San Francisco city, California",3.80%,industry,±0.5
"('Transportation and warehousing, and utilities',)","San Jose city, California",3.30%,industry,±0.4
"('Transportation and warehousing, and utilities',)","Seattle city, Washington",3.20%,industry,±0.4
"('Transportation and warehousing, and utilities',)","Tucson city, Arizona",3.40%,industry,±0.6
"('Transportation and warehousing, and utilities',)","Washington city, District of Columbia",2.70%,industry,±0.5
"('Information',)","Albuquerque city, New Mexico",2.20%,industry,±0.5
"('Information',)","Austin city, Texas",3.20%,industry,±0.4
"('Information',)","Baltimore city, Maryland",2.00%,industry,±0.4
"('Information',)","Boston city, Massachusetts",2.50%,industry,±0.3
"('Information',)","Charlotte city, North Carolina",3.10%,industry,±0.4
"('Information',)","Chicago city, Illinois",2.30%,industry,±0.3
"('Information',)","Columbus city, Ohio",2.30%,industry,±0.4
"('Information',)","Dallas city, Texas",2.30%,industry,±0.4
"('Information',)","Denver city, Colorado",3.50%,industry,±0.5
"('Information',)","Detroit city, Michigan",1.30%,industry,±0.4
"('Information',)","El Paso city, Texas",1.60%,industry,±0.5
"('Information',)","Fort Worth city, Texas",2.20%,industry,±1.1
"('Information',)","Fresno city, California",1.30%,industry,±0.5
"('Information',)","Houston city, Texas",1.20%,industry,±0.2
"('Information',)","Indianapolis city (balance), Indiana",2.10%,industry,±0.3
"('Information',)","Jacksonville city, Florida",1.70%,industry,±0.4
"('Information',)","Las Vegas city, Nevada",1.70%,industry,±0.4
"('Information',)","Los Angeles city, California",5.80%,industry,±0.3
"('Information',)","Memphis city, Tennessee",1.80%,industry,±0.4
"('Information',)","Milwaukee city, Wisconsin",1.50%,industry,±0.3
"('Information',)","New York city, New York",3.80%,industry,±0.2
"('Information',)","Oklahoma City city, Oklahoma",1.80%,industry,±0.4
"('Information',)","Philadelphia city, Pennsylvania",1.90%,industry,±0.3
"('Information',)","Phoenix city, Arizona",2.20%,industry,±0.3
"('Information',)","Portland city, Oregon",2.50%,industry,±0.3
"('Information',)","San Antonio city, Texas",1.80%,industry,±0.3
"('Information',)","San Diego city, California",2.70%,industry,±0.4
"('Information',)","San Francisco city, California",6.50%,industry,±0.6
"('Information',)","San Jose city, California",3.40%,industry,±0.3
"('Information',)","Seattle city, Washington",3.80%,industry,±0.5
"('Information',)","Tucson city, Arizona",1.50%,industry,±0.4
"('Information',)","Washington city, District of Columbia",4.20%,industry,±0.5
"('Finance and insurance, and real estate and rental and leasing',)","Albuquerque city, New Mexico",4.70%,industry,±0.8
"('Finance and insurance, and real estate and rental and leasing',)","Austin city, Texas",7.60%,industry,±0.6
"('Finance and insurance, and real estate and rental and leasing',)","Baltimore city, Maryland",5.40%,industry,±0.7
"('Finance and insurance, and real estate and rental and leasing',)","Boston city, Massachusetts",8.70%,industry,±0.8
"('Finance and insurance, and real estate and rental and leasing',)","Charlotte city, North Carolina",13.90%,industry,±0.8
"('Finance and insurance, and real estate and rental and leasing',)","Chicago city, Illinois",8.40%,industry,±0.4
"('Finance and insurance, and real estate and rental and leasing',)","Columbus city, Ohio",10.30%,industry,±0.9
"('Finance and insurance, and real estate and rental and leasing',)","Dallas city, Texas",8.80%,industry,±0.6
"('Finance and insurance, and real estate and rental and leasing',)","Denver city, Colorado",7.80%,industry,±0.8
"('Finance and insurance, and real estate and rental and leasing',)","Detroit city, Michigan",5.30%,industry,±0.7
"('Finance and insurance, and real estate and rental and leasing',)","El Paso city, Texas",5.80%,industry,±0.9
"('Finance and insurance, and real estate and rental and leasing',)","Fort Worth city, Texas",5.90%,industry,±0.8
"('Finance and insurance, and real estate and rental and leasing',)","Fresno city, California",5.00%,industry,±0.8
"('Finance and insurance, and real estate and rental and leasing',)","Houston city, Texas",6.30%,industry,±0.5
"('Finance and insurance, and real estate and rental and leasing',)","Indianapolis city (balance), Indiana",6.10%,industry,±0.6
"('Finance and insurance, and real estate and rental and leasing',)","Jacksonville city, Florida",11.70%,industry,±1.0
"('Finance and insurance, and real estate and rental and leasing',)","Las Vegas city, Nevada",6.20%,industry,±0.7
"('Finance and insurance, and real estate and rental and leasing',)","Los Angeles city, California",5.90%,industry,±0.3
"('Finance and insurance, and real estate and rental and leasing',)","Memphis city, Tennessee",4.90%,industry,±0.6
"('Finance and insurance, and real estate and rental and leasing',)","Milwaukee city, Wisconsin",5.30%,industry,±0.6
"('Finance and insurance, and real estate and rental and leasing',)","New York city, New York",9.30%,industry,±0.3
"('Finance and insurance, and real estate and rental and leasing',)","Oklahoma City city, Oklahoma",7.20%,industry,±0.7
"('Finance and insurance, and real estate and rental and leasing',)","Philadelphia city, Pennsylvania",5.40%,industry,±0.4
"('Finance and insurance, and real estate and rental and leasing',)","Phoenix city, Arizona",9.80%,industry,±0.7
"('Finance and insurance, and real estate and rental and leasing',)","Portland city, Oregon",6.10%,industry,±0.6
"('Finance and insurance, and real estate and rental and leasing',)","San Antonio city, Texas",8.50%,industry,±0.6
"('Finance and insurance, and real estate and rental and leasing',)","San Diego city, California",6.30%,industry,±0.5
"('Finance and insurance, and real estate and rental and leasing',)","San Francisco city, California",9.10%,industry,±0.9
"('Finance and insurance, and real estate and rental and leasing',)","San Jose city, California",4.50%,industry,±0.4
"('Finance and insurance, and real estate and rental and leasing',)","Seattle city, Washington",6.40%,industry,±0.6
"('Finance and insurance, and real estate and rental and leasing',)","Tucson city, Arizona",4.40%,industry,±0.7
"('Finance and insurance, and real estate and rental and leasing',)","Washington city, District of Columbia",6.20%,industry,±0.7
"('Professional, scientific, and management, and administrative and waste management services',)","Albuquerque city, New Mexico",15.40%,industry,±1.2
"('Professional, scientific, and management, and administrative and waste management services',)","Austin city, Texas",18.10%,industry,±1.2
"('Professional, scientific, and management, and administrative and waste management services',)","Baltimore city, Maryland",13.10%,industry,±1.1
"('Professional, scientific, and management, and administrative and waste management services',)","Boston city, Massachusetts",16.40%,industry,±1.0
"('Professional, scientific, and management, and administrative and waste management services',)","Charlotte city, North Carolina",14.20%,industry,±0.9
"('Professional, scientific, and management, and administrative and waste management services',)","Chicago city, Illinois",15.80%,industry,±0.5
"('Professional, scientific, and management, and administrative and waste management services',)","Columbus city, Ohio",12.30%,industry,±0.9
"('Professional, scientific, and management, and administrative and waste management services',)","Dallas city, Texas",15.00%,industry,±0.8
"('Professional, scientific, and management, and administrative and waste management services',)","Denver city, Colorado",17.40%,industry,±1.0
"('Professional, scientific, and management, and administrative and waste management services',)","Detroit city, Michigan",12.20%,industry,±1.0
"('Professional, scientific, and management, and administrative and waste management services',)","El Paso city, Texas",11.40%,industry,±1.3
"('Professional, scientific, and management, and administrative and waste management services',)","Fort Worth city, Texas",10.50%,industry,±1.0
"('Professional, scientific, and management, and administrative and waste management services',)","Fresno city, California",8.10%,industry,±1.0
"('Professional, scientific, and management, and administrative and waste management services',)","Houston city, Texas",13.60%,industry,±0.6
"('Professional, scientific, and management, and administrative and waste management services',)","Indianapolis city (balance), Indiana",11.90%,industry,±0.7
"('Professional, scientific, and management, and administrative and waste management services',)","Jacksonville city, Florida",12.20%,industry,±0.9
"('Professional, scientific, and management, and administrative and waste management services',)","Las Vegas city, Nevada",13.00%,industry,±1.1
"('Professional, scientific, and management, and administrative and waste management services',)","Los Angeles city, California",14.60%,industry,±0.4
"('Professional, scientific, and management, and administrative and waste management services',)","Memphis city, Tennessee",11.00%,industry,±1.0
"('Professional, scientific, and management, and administrative and waste management services',)","Milwaukee city, Wisconsin",10.20%,industry,±1.0
"('Professional, scientific, and management, and administrative and waste management services',)","New York city, New York",13.40%,industry,±0.3
"('Professional, scientific, and management, and administrative and waste management services',)","Oklahoma City city, Oklahoma",10.80%,industry,±0.9
"('Professional, scientific, and management, and administrative and waste management services',)","Philadelphia city, Pennsylvania",11.80%,industry,±0.6
"('Professional, scientific, and management, and administrative and waste management services',)","Phoenix city, Arizona",13.90%,industry,±0.8
"('Professional, scientific, and management, and administrative and waste management services',)","Portland city, Oregon",14.90%,industry,±1.0
"('Professional, scientific, and management, and administrative and waste management services',)","San Antonio city, Texas",11.40%,industry,±0.7
"('Professional, scientific, and management, and administrative and waste management services',)","San Diego city, California",16.70%,industry,±0.9
"('Professional, scientific, and management, and administrative and waste management services',)","San Francisco city, California",22.80%,industry,±1.0
"('Professional, scientific, and management, and administrative and waste management services',)","San Jose city, California",17.40%,industry,±0.9
"('Professional, scientific, and management, and administrative and waste management services',)","Seattle city, Washington",20.30%,industry,±1.1
"('Professional, scientific, and management, and administrative and waste management services',)","Tucson city, Arizona",13.90%,industry,±1.4
"('Professional, scientific, and management, and administrative and waste management services',)","Washington city, District of Columbia",23.00%,industry,±1.0
"('Educational services, and health care and social assistance',)","Albuquerque city, New Mexico",25.50%,industry,±1.5
"('Educational services, and health care and social assistance',)","Austin city, Texas",19.50%,industry,±1.1
"('Educational services, and health care and social assistance',)","Baltimore city, Maryland",30.50%,industry,±1.5
"('Educational services, and health care and social assistance',)","Boston city, Massachusetts",31.70%,industry,±1.3
"('Educational services, and health care and social assistance',)","Charlotte city, North Carolina",18.10%,industry,±1.0
"('Educational services, and health care and social assistance',)","Chicago city, Illinois",22.70%,industry,±0.6
"('Educational services, and health care and social assistance',)","Columbus city, Ohio",23.40%,industry,±1.0
"('Educational services, and health care and social assistance',)","Dallas city, Texas",17.60%,industry,±0.8
"('Educational services, and health care and social assistance',)","Denver city, Colorado",19.30%,industry,±1.1
"('Educational services, and health care and social assistance',)","Detroit city, Michigan",23.70%,industry,±1.4
"('Educational services, and health care and social assistance',)","El Paso city, Texas",24.50%,industry,±1.6
"('Educational services, and health care and social assistance',)","Fort Worth city, Texas",20.80%,industry,±1.3
"('Educational services, and health care and social assistance',)","Fresno city, California",24.70%,industry,±1.8
"('Educational services, and health care and social assistance',)","Houston city, Texas",18.30%,industry,±0.7
"('Educational services, and health care and social assistance',)","Indianapolis city (balance), Indiana",20.50%,industry,±1.1
"('Educational services, and health care and social assistance',)","Jacksonville city, Florida",20.80%,industry,±1.2
"('Educational services, and health care and social assistance',)","Las Vegas city, Nevada",15.60%,industry,±1.0
"('Educational services, and health care and social assistance',)","Los Angeles city, California",19.30%,industry,±0.5
"('Educational services, and health care and social assistance',)","Memphis city, Tennessee",21.80%,industry,±1.2
"('Educational services, and health care and social assistance',)","Milwaukee city, Wisconsin",27.40%,industry,±1.3
"('Educational services, and health care and social assistance',)","New York city, New York",26.60%,industry,±0.4
"('Educational services, and health care and social assistance',)","Oklahoma City city, Oklahoma",21.40%,industry,±1.2
"('Educational services, and health care and social assistance',)","Philadelphia city, Pennsylvania",29.60%,industry,±1.0
"('Educational services, and health care and social assistance',)","Phoenix city, Arizona",19.10%,industry,±0.8
"('Educational services, and health care and social assistance',)","Portland city, Oregon",26.70%,industry,±1.4
"('Educational services, and health care and social assistance',)","San Antonio city, Texas",22.20%,industry,±1.0
"('Educational services, and health care and social assistance',)","San Diego city, California",22.50%,industry,±0.9
"('Educational services, and health care and social assistance',)","San Francisco city, California",17.60%,industry,±0.9
"('Educational services, and health care and social assistance',)","San Jose city, California",18.10%,industry,±0.9
"('Educational services, and health care and social assistance',)","Seattle city, Washington",23.30%,industry,±1.2
"('Educational services, and health care and social assistance',)","Tucson city, Arizona",24.50%,industry,±1.5
"('Educational services, and health care and social assistance',)","Washington city, District of Columbia",19.50%,industry,±1.0
"('Arts, entertainment, and recreation, and accommodation and food services',)","Albuquerque city, New Mexico",12.40%,industry,±1.2
"('Arts, entertainment, and recreation, and accommodation and food services',)","Austin city, Texas",11.60%,industry,±0.9
"('Arts, entertainment, and recreation, and accommodation and food services',)","Baltimore city, Maryland",8.60%,industry,±0.9
"('Arts, entertainment, and recreation, and accommodation and food services',)","Boston city, Massachusetts",10.40%,industry,±1.1
"('Arts, entertainment, and recreation, and accommodation and food services',)","Charlotte city, North Carolina",9.90%,industry,±0.9
"('Arts, entertainment, and recreation, and accommodation and food services',)","Chicago city, Illinois",11.00%,industry,±0.5
"('Arts, entertainment, and recreation, and accommodation and food services',)","Columbus city, Ohio",11.20%,industry,±0.9
"('Arts, entertainment, and recreation, and accommodation and food services',)","Dallas city, Texas",11.20%,industry,±0.8
"('Arts, entertainment, and recreation, and accommodation and food services',)","Denver city, Colorado",11.40%,industry,±1.1
"('Arts, entertainment, and recreation, and accommodation and food services',)","Detroit city, Michigan",11.90%,industry,±1.2
"('Arts, entertainment, and recreation, and accommodation and food services',)","El Paso city, Texas",10.60%,industry,±1.5
"('Arts, entertainment, and recreation, and accommodation and food services',)","Fort Worth city, Texas",9.60%,industry,±1.1
"('Arts, entertainment, and recreation, and accommodation and food services',)","Fresno city, California",10.80%,industry,±1.5
"('Arts, entertainment, and recreation, and accommodation and food services',)","Houston city, Texas",10.40%,industry,±0.6
"('Arts, entertainment, and recreation, and accommodation and food services',)","Indianapolis city (balance), Indiana",11.20%,industry,±1.1
"('Arts, entertainment, and recreation, and accommodation and food services',)","Jacksonville city, Florida",10.10%,industry,±1.0
"('Arts, entertainment, and recreation, and accommodation and food services',)","Las Vegas city, Nevada",26.30%,industry,±1.5
"('Arts, entertainment, and recreation, and accommodation and food services',)","Los Angeles city, California",13.10%,industry,±0.5
"('Arts, entertainment, and recreation, and accommodation and food services',)","Memphis city, Tennessee",9.90%,industry,±1.1
"('Arts, entertainment, and recreation, and accommodation and food services',)","Milwaukee city, Wisconsin",12.00%,industry,±0.8
"('Arts, entertainment, and recreation, and accommodation and food services',)","New York city, New York",11.30%,industry,±0.3
"('Arts, entertainment, and recreation, and accommodation and food services',)","Oklahoma City city, Oklahoma",9.00%,industry,±0.9
"('Arts, entertainment, and recreation, and accommodation and food services',)","Philadelphia city, Pennsylvania",10.00%,industry,±0.8
"('Arts, entertainment, and recreation, and accommodation and food services',)","Phoenix city, Arizona",11.20%,industry,±0.8
"('Arts, entertainment, and recreation, and accommodation and food services',)","Portland city, Oregon",11.60%,industry,±1.2
"('Arts, entertainment, and recreation, and accommodation and food services',)","San Antonio city, Texas",12.20%,industry,±1.0
"('Arts, entertainment, and recreation, and accommodation and food services',)","San Diego city, California",13.10%,industry,±0.9
"('Arts, entertainment, and recreation, and accommodation and food services',)","San Francisco city, California",11.60%,industry,±0.8
"('Arts, entertainment, and recreation, and accommodation and food services',)","San Jose city, California",10.00%,industry,±0.9
"('Arts, entertainment, and recreation, and accommodation and food services',)","Seattle city, Washington",11.50%,industry,±1.0
"('Arts, entertainment, and recreation, and accommodation and food services',)","Tucson city, Arizona",14.50%,industry,±1.5
"('Arts, entertainment, and recreation, and accommodation and food services',)","Washington city, District of Columbia",9.70%,industry,±0.8
"('Other services (except public administration)',)","Albuquerque city, New Mexico",5.30%,industry,±0.8
"('Other services (except public administration)',)","Austin city, Texas",5.20%,industry,±0.6
"('Other services (except public administration)',)","Baltimore city, Maryland",5.20%,industry,±0.7
"('Other services (except public administration)',)","Boston city, Massachusetts",4.10%,industry,±0.5
"('Other services (except public administration)',)","Charlotte city, North Carolina",4.60%,industry,±0.4
"('Other services (except public administration)',)","Chicago city, Illinois",4.70%,industry,±0.3
"('Other services (except public administration)',)","Columbus city, Ohio",3.90%,industry,±0.5
"('Other services (except public administration)',)","Dallas city, Texas",5.80%,industry,±0.4
"('Other services (except public administration)',)","Denver city, Colorado",5.00%,industry,±0.6
"('Other services (except public administration)',)","Detroit city, Michigan",4.60%,industry,±0.7
"('Other services (except public administration)',)","El Paso city, Texas",4.60%,industry,±0.9
"('Other services (except public administration)',)","Fort Worth city, Texas",4.40%,industry,±0.6
"('Other services (except public administration)',)","Fresno city, California",4.70%,industry,±0.8
"('Other services (except public administration)',)","Houston city, Texas",5.60%,industry,±0.4
"('Other services (except public administration)',)","Indianapolis city (balance), Indiana",5.00%,industry,±0.6
"('Other services (except public administration)',)","Jacksonville city, Florida",4.70%,industry,±0.6
"('Other services (except public administration)',)","Las Vegas city, Nevada",5.20%,industry,±0.8
"('Other services (except public administration)',)","Los Angeles city, California",6.90%,industry,±0.3
"('Other services (except public administration)',)","Memphis city, Tennessee",5.60%,industry,±0.9
"('Other services (except public administration)',)","Milwaukee city, Wisconsin",4.00%,industry,±0.5
"('Other services (except public administration)',)","New York city, New York",5.50%,industry,±0.2
"('Other services (except public administration)',)","Oklahoma City city, Oklahoma",5.80%,industry,±0.7
"('Other services (except public administration)',)","Philadelphia city, Pennsylvania",5.00%,industry,±0.4
"('Other services (except public administration)',)","Phoenix city, Arizona",5.00%,industry,±0.4
"('Other services (except public administration)',)","Portland city, Oregon",4.90%,industry,±0.6
"('Other services (except public administration)',)","San Antonio city, Texas",5.10%,industry,±0.6
"('Other services (except public administration)',)","San Diego city, California",5.60%,industry,±0.5
"('Other services (except public administration)',)","San Francisco city, California",4.50%,industry,±0.5
"('Other services (except public administration)',)","San Jose city, California",4.40%,industry,±0.5
"('Other services (except public administration)',)","Seattle city, Washington",4.60%,industry,±0.6
"('Other services (except public administration)',)","Tucson city, Arizona",5.60%,industry,±0.8
"('Other services (except public administration)',)","Washington city, District of Columbia",8.80%,industry,±0.9
"('Public administration',)","Albuquerque city, New Mexico",6.30%,industry,±0.8
"('Public administration',)","Austin city, Texas",5.40%,industry,±0.5
"('Public administration',)","Baltimore city, Maryland",7.90%,industry,±0.9
"('Public administration',)","Boston city, Massachusetts",3.90%,industry,±0.5
"('Public administration',)","Charlotte city, North Carolina",1.80%,industry,±0.3
"('Public administration',)","Chicago city, Illinois",4.10%,industry,±0.3
"('Public administration',)","Columbus city, Ohio",3.80%,industry,±0.5
"('Public administration',)","Dallas city, Texas",1.70%,industry,±0.3
"('Public administration',)","Denver city, Colorado",3.90%,industry,±0.6
"('Public administration',)","Detroit city, Michigan",4.40%,industry,±0.6
"('Public administration',)","El Paso city, Texas",8.40%,industry,±1.2
"('Public administration',)","Fort Worth city, Texas",3.70%,industry,±0.6
"('Public administration',)","Fresno city, California",7.40%,industry,±1.1
"('Public administration',)","Houston city, Texas",2.20%,industry,±0.3
"('Public administration',)","Indianapolis city (balance), Indiana",3.50%,industry,±0.6
"('Public administration',)","Jacksonville city, Florida",4.50%,industry,±0.7
"('Public administration',)","Las Vegas city, Nevada",4.10%,industry,±0.7
"('Public administration',)","Los Angeles city, California",2.20%,industry,±0.2
"('Public administration',)","Memphis city, Tennessee",3.80%,industry,±0.6
"('Public administration',)","Milwaukee city, Wisconsin",3.40%,industry,±0.6
"('Public administration',)","New York city, New York",3.60%,industry,±0.2
"('Public administration',)","Oklahoma City city, Oklahoma",5.90%,industry,±0.6
"('Public administration',)","Philadelphia city, Pennsylvania",6.30%,industry,±0.5
"('Public administration',)","Phoenix city, Arizona",3.50%,industry,±0.4
"('Public administration',)","Portland city, Oregon",3.10%,industry,±0.4
"('Public administration',)","San Antonio city, Texas",4.40%,industry,±0.6
"('Public administration',)","San Diego city, California",5.00%,industry,±0.4
"('Public administration',)","San Francisco city, California",3.40%,industry,±0.4
"('Public administration',)","San Jose city, California",2.80%,industry,±0.4
"('Public administration',)","Seattle city, Washington",3.00%,industry,±0.5
"('Public administration',)","Tucson city, Arizona",5.50%,industry,±0.8
"('Public administration',)","Washington city, District of Columbia",16.30%,industry,±1.0
"('Civilian employed population 16 years and over',)","Albuquerque city, New Mexico","260,728",class_of_worker,"±5,832"
"('Civilian employed population 16 years and over',)","Austin city, Texas","530,174",class_of_worker,"±7,805"
"('Civilian employed population 16 years and over',)","Baltimore city, Maryland","270,992",class_of_worker,"±4,897"
"('Civilian employed population 16 years and over',)","Boston city, Massachusetts","366,392",class_of_worker,"±5,543"
"('Civilian employed population 16 years and over',)","Charlotte city, North Carolina","429,365",class_of_worker,"±5,240"
"('Civilian employed population 16 years and over',)","Chicago city, Illinois","1,312,930",class_of_worker,"±13,873"
"('Civilian employed population 16 years and over',)","Columbus city, Ohio","445,469",class_of_worker,"±7,024"
"('Civilian employed population 16 years and over',)","Dallas city, Texas","635,826",class_of_worker,"±8,979"
"('Civilian employed population 16 years and over',)","Denver city, Colorado","372,635",class_of_worker,"±5,957"
"('Civilian employed population 16 years and over',)","Detroit city, Michigan","220,707",class_of_worker,"±6,529"
"('Civilian employed population 16 years and over',)","El Paso city, Texas","288,285",class_of_worker,"±5,490"
"('Civilian employed population 16 years and over',)","Fort Worth city, Texas","394,364",class_of_worker,"±7,415"
"('Civilian employed population 16 years and over',)","Fresno city, California","210,511",class_of_worker,"±4,912"
"('Civilian employed population 16 years and over',)","Houston city, Texas","1,134,035",class_of_worker,"±13,413"
"('Civilian employed population 16 years and over',)","Indianapolis city (balance), Indiana","406,552",class_of_worker,"±7,954"
"('Civilian employed population 16 years and over',)","Jacksonville city, Florida","408,260",class_of_worker,"±7,370"
"('Civilian employed population 16 years and over',)","Las Vegas city, Nevada","276,381",class_of_worker,"±6,108"
"('Civilian employed population 16 years and over',)","Los Angeles city, California","1,960,170",class_of_worker,"±12,706"
"('Civilian employed population 16 years and over',)","Memphis city, Tennessee","290,940",class_of_worker,"±7,083"
"('Civilian employed population 16 years and over',)","Milwaukee city, Wisconsin","274,825",class_of_worker,"±5,261"
"('Civilian employed population 16 years and over',)","New York city, New York","4,092,341",class_of_worker,"±19,503"
"('Civilian employed population 16 years and over',)","Oklahoma City city, Oklahoma","302,327",class_of_worker,"±5,514"
"('Civilian employed population 16 years and over',)","Philadelphia city, Pennsylvania","676,371",class_of_worker,"±10,597"
"('Civilian employed population 16 years and over',)","Phoenix city, Arizona","726,374",class_of_worker,"±10,245"
"('Civilian employed population 16 years and over',)","Portland city, Oregon","342,938",class_of_worker,"±5,698"
"('Civilian employed population 16 years and over',)","San Antonio city, Texas","670,584",class_of_worker,"±8,954"
"('Civilian employed population 16 years and over',)","San Diego city, California","690,453",class_of_worker,"±8,386"
"('Civilian employed population 16 years and over',)","San Francisco city, California","506,320",class_of_worker,"±6,571"
"('Civilian employed population 16 years and over',)","San Jose city, California","515,360",class_of_worker,"±7,394"
"('Civilian employed population 16 years and over',)","Seattle city, Washington","415,016",class_of_worker,"±5,858"
"('Civilian employed population 16 years and over',)","Tucson city, Arizona","231,328",class_of_worker,"±5,751"
"('Civilian employed population 16 years and over',)","Washington city, District of Columbia","361,179",class_of_worker,"±4,836"
"('Private wage and salary workers',)","Albuquerque city, New Mexico",75.90%,class_of_worker,±1.4
"('Private wage and salary workers',)","Austin city, Texas",79.00%,class_of_worker,±1.1
"('Private wage and salary workers',)","Baltimore city, Maryland",77.10%,class_of_worker,±1.2
"('Private wage and salary workers',)","Boston city, Massachusetts",85.70%,class_of_worker,±1.0
"('Private wage and salary workers',)","Charlotte city, North Carolina",88.10%,class_of_worker,±1.0
"('Private wage and salary workers',)","Chicago city, Illinois",84.00%,class_of_worker,±0.5
"('Private wage and salary workers',)","Columbus city, Ohio",82.60%,class_of_worker,±1.0
"('Private wage and salary workers',)","Dallas city, Texas",86.50%,class_of_worker,±0.7
"('Private wage and salary workers',)","Denver city, Colorado",84.20%,class_of_worker,±1.2
"('Private wage and salary workers',)","Detroit city, Michigan",85.70%,class_of_worker,±1.1
"('Private wage and salary workers',)","El Paso city, Texas",72.30%,class_of_worker,±1.6
"('Private wage and salary workers',)","Fort Worth city, Texas",84.40%,class_of_worker,±1.1
"('Private wage and salary workers',)","Fresno city, California",74.10%,class_of_worker,±1.7
"('Private wage and salary workers',)","Houston city, Texas",84.50%,class_of_worker,±0.7
"('Private wage and salary workers',)","Indianapolis city (balance), Indiana",86.60%,class_of_worker,±1.0
"('Private wage and salary workers',)","Jacksonville city, Florida",84.20%,class_of_worker,±1.2
"('Private wage and salary workers',)","Las Vegas city, Nevada",84.50%,class_of_worker,±1.1
"('Private wage and salary workers',)","Los Angeles city, California",79.20%,class_of_worker,±0.5
"('Private wage and salary workers',)","Memphis city, Tennessee",83.10%,class_of_worker,±1.1
"('Private wage and salary workers',)","Milwaukee city, Wisconsin",84.40%,class_of_worker,±1.1
"('Private wage and salary workers',)","New York city, New York",80.40%,class_of_worker,±0.4
"('Private wage and salary workers',)","Oklahoma City city, Oklahoma",81.10%,class_of_worker,±1.2
"('Private wage and salary workers',)","Philadelphia city, Pennsylvania",82.90%,class_of_worker,±0.9
"('Private wage and salary workers',)","Phoenix city, Arizona",84.30%,class_of_worker,±0.7
"('Private wage and salary workers',)","Portland city, Oregon",79.50%,class_of_worker,±1.4
"('Private wage and salary workers',)","San Antonio city, Texas",82.30%,class_of_worker,±0.9
"('Private wage and salary workers',)","San Diego city, California",77.80%,class_of_worker,±1.0
"('Private wage and salary workers',)","San Francisco city, California",81.10%,class_of_worker,±0.7
"('Private wage and salary workers',)","San Jose city, California",83.90%,class_of_worker,±0.9
"('Private wage and salary workers',)","Seattle city, Washington",80.20%,class_of_worker,±0.8
"('Private wage and salary workers',)","Tucson city, Arizona",76.20%,class_of_worker,±1.6
"('Private wage and salary workers',)","Washington city, District of Columbia",70.80%,class_of_worker,±1.2
"('Government workers',)","Albuquerque city, New Mexico",18.70%,class_of_worker,±1.3
"('Government workers',)","Austin city, Texas",14.10%,class_of_worker,±0.9
"('Government workers',)","Baltimore city, Maryland",18.70%,class_of_worker,±1.1
"('Government workers',)","Boston city, Massachusetts",10.60%,class_of_worker,±0.9
"('Government workers',)","Charlotte city, North Carolina",7.70%,class_of_worker,±0.7
"('Government workers',)","Chicago city, Illinois",11.40%,class_of_worker,±0.5
"('Government workers',)","Columbus city, Ohio",13.10%,class_of_worker,±0.9
"('Government workers',)","Dallas city, Texas",7.50%,class_of_worker,±0.6
"('Government workers',)","Denver city, Colorado",10.20%,class_of_worker,±0.9
"('Government workers',)","Detroit city, Michigan",10.50%,class_of_worker,±0.9
"('Government workers',)","El Paso city, Texas",21.00%,class_of_worker,±1.5
"('Government workers',)","Fort Worth city, Texas",10.90%,class_of_worker,±1.0
"('Government workers',)","Fresno city, California",20.40%,class_of_worker,±1.4
"('Government workers',)","Houston city, Texas",8.70%,class_of_worker,±0.5
"('Government workers',)","Indianapolis city (balance), Indiana",9.80%,class_of_worker,±0.8
"('Government workers',)","Jacksonville city, Florida",11.50%,class_of_worker,±1.0
"('Government workers',)","Las Vegas city, Nevada",10.70%,class_of_worker,±1.0
"('Government workers',)","Los Angeles city, California",8.90%,class_of_worker,±0.4
"('Government workers',)","Memphis city, Tennessee",12.00%,class_of_worker,±1.0
"('Government workers',)","Milwaukee city, Wisconsin",11.90%,class_of_worker,±0.9
"('Government workers',)","New York city, New York",12.90%,class_of_worker,±0.3
"('Government workers',)","Oklahoma City city, Oklahoma",13.30%,class_of_worker,±0.9
"('Government workers',)","Philadelphia city, Pennsylvania",12.60%,class_of_worker,±0.8
"('Government workers',)","Phoenix city, Arizona",9.60%,class_of_worker,±0.6
"('Government workers',)","Portland city, Oregon",12.10%,class_of_worker,±0.9
"('Government workers',)","San Antonio city, Texas",12.80%,class_of_worker,±0.8
"('Government workers',)","San Diego city, California",14.30%,class_of_worker,±0.7
"('Government workers',)","San Francisco city, California",10.50%,class_of_worker,±0.7
"('Government workers',)","San Jose city, California",10.60%,class_of_worker,±0.8
"('Government workers',)","Seattle city, Washington",13.60%,class_of_worker,±0.8
